      Common Core of Data Public Education Agency Universe 1995-96
                             (LRECL=1030)

             (*) Fields have one implied decimal place.

	     (+) Fields represent sub-fields of the fields immediately 
	      preceding them.  
          
**Please Note: "FIPS" stands for Federal Information Processing Standard (see State Codes
  and Abbreviations in the General Documentation) 
                                    
The file contains data for school year 1995-96 sorted by the NCES assigned local
education agency identification code (LEAID).

Name    Type   Position       Size           Description
DHI8F95    N   347-351          5            DROPOUTS (HISPANIC-8TH-FEMALE)
DHI8U95    N   352-356          5            DROPOUTS (HISPANIC-8TH-UNKNOWN)
DBL8M95    N   357-361          5            DROPOUTS (BLACK-8TH-MALE)
DBL8F95    N   362-366          5            DROPOUTS (BLACK-8TH-FEMALE)
DBL8U95    N   367-371          5            DROPOUTS (BLACK-8TH-UNKNOWN)
DWH8M95    N   372-376          5            DROPOUTS (WHITE-8TH-MALE)
DWH8F95    N   377-381          5            DROPOUTS (WHITE-8TH-FEMALE)
DWH8U95    N   382-386          5            DROPOUTS (WHITE-8TH-UNKNOWN)
DUK8M95    N   387-391          5            DROPOUTS (UNKNOWN-8TH-MALE)
DUK8F95    N   392-396          5            DROPOUTS (UNKNOWN-8TH-FEMALE)
DUK8U95    N   397-401          5            DROPOUTS (UNKNOWN-8TH-UNKNOWN)
DAM9M95    N   402-406          5            DROPOUTS (AMER IND/ALAS NAT-9TH-MALE)
DAM9F95    N   407-411          5            DROPOUTS (AMER IND/ALAS NAT-9TH-FEMALE)
DAM9U95    N   412-416          5            DROPOUTS (AMER IND/ALAS NAT-9TH-UNKNOWN)
DAS9M95    N   417-421          5            DROPOUTS (ASIAN/PAC ISL-9TH-MALE)
DAS9F95    N   422-426          5            DROPOUTS (ASIAN/PAC ISL-9TH-FEMALE)
DAS9U95    N   427-431          5            DROPOUTS (ASIAN/PAC ISL-9TH-UNKNOWN)    
DHI9M95    N   432-436          5            DROPOUTS (HISPANIC-9TH-MALE)
DHI9F95    N   437-441          5            DROPOUTS (HISPANIC-9TH-FEMALE)
DHI9U95    N   442-446          5            DROPOUTS (HISPANIC-9TH-UNKNOWN)
DBL9M95    N   447-451          5            DROPOUTS (BLACK-9TH-MALE)
DBL9F95    N   452-456          5            DROPOUTS (BLACK-9TH-FEMALE)
DBL9U95    N   457-461          5            DROPOUTS (BLACK-9TH-UNKNOWN)
DWH9M95    N   462-466          5            DROPOUTS (WHITE-9TH-MALE)
DWH9F95    N   467-471          5            DROPOUTS (WHITE-9TH-FEMALE)
DWH9U95    N   472-476          5            DROPOUTS (WHITE-9TH-UNKNOWN)
DUK9M95    N   477-481          5            DROPOUTS (UNKNOWN-9TH-MALE)
DUK9F95    N   482-486          5            DROPOUTS (UNKNOWN-9TH-FEMALE)
DUK9U95    N   487-491          5            DROPOUTS (UNKNOWN-9TH-UNKNOWN)
DAM10M95   N   492-496          5            DROPOUTS (AMER IND/ALAS NAT-10TH-MALE)
DAM10F95   N   497-501          5            DROPOUTS (AMER IND/ALAS NAT-10TH-FEMALE)
DAM10U95   N   502-506          5            DROPOUTS (AMER IND/ALAS NAT-10TH-UNK)
DAS10M95   N   507-511          5            DROPOUTS (ASIAN/PAC ISL-10TH-MALE)
DAS10F95   N   512-516          5            DROPOUTS (ASIAN/PAC ISL-10TH-FEMALE)
DAS10U95   N   517-521          5            DROPOUTS (ASIAN/PAC ISL-10TH-UNKNOWN)
DHI10M95   N   522-526          5            DROPOUTS (HISPANIC-10TH-MALE)
DHI10F95   N   527-531          5            DROPOUTS (HISPANIC-10TH-FEMALE)
DHI10U95   N   532-536          5            DROPOUTS (HISPANIC-10TH-UNKNOWN)
DBL10M95   N   537-541          5            DROPOUTS (BLACK-10TH-MALE)
DBL10F95   N   542-546          5            DROPOUTS (BLACK-10TH-FEMALE)
DBL10U95   N   547-551          5            DROPOUTS (BLACK-10TH-UNKNOWN)
DWH10M95   N   552-556          5            DROPOUTS (WHITE-10TH-MALE)
DWH10F95   N   557-561          5            DROPOUTS (WHITE-10TH-FEMALE)
DWH10U95   N   562-566          5            DROPOUTS (WHITE-10TH-UNKNOWN)
DUK10M95   N   567-571          5            DROPOUTS (UNKNOWN-10TH-MALE)
DUK10F95   N   572-576          5            DROPOUTS (UNKNOWN-10TH-FEMALE)
DUK10U95   N   577-581          5            DROPOUTS (UNKNOWN-10TH-UNKNOWN)
DAM11M95   N   582-586          5            DROPOUTS (AMER IND/ALAS NAT-11TH-MALE)
DAM11F95   N   587-591          5            DROPOUTS (AMER IND/ALAS NAT-11TH-FEMALE)
DAM11U95   N   592-596          5            DROPOUTS (AMER IND/ALAS NAT-11TH-UNK)
DAS11M95   N   597-601          5            DROPOUTS (ASIAN/PAC ISL-11TH-MALE)
DAS11F95   N   602-606          5            DROPOUTS (ASIAN/PAC ISL-11TH-FEMALE)
DAS11U95   N   607-611          5            DROPOUTS (ASIAN/PAC ISL-11TH-UNKNOWN)
DHI11M95   N   612-616          5            DROPOUTS (HISPANIC-11TH-MALE)
DHI11F95   N   617-621          5            DROPOUTS (HISPANIC-11TH-FEMALE)
DHI11U95   N   622-626          5            DROPOUTS (HISPANIC-11TH-UNKNOWN)
DBL11M95   N   627-631          5            DROPOUTS (BLACK-11TH-MALE)
DBL11F95   N   632-636          5            DROPOUTS (BLACK-11TH-FEMALE)
DBL11U95   N   637-641          5            DROPOUTS (BLACK-11TH-UNKNOWN)
DWH11M95   N   642-646          5            DROPOUTS (WHITE-11TH-MALE)
DWH11F95   N   647-651          5            DROPOUTS (WHITE-11TH-FEMALE)
DWH11U95   N   652-656          5            DROPOUTS (WHITE-11TH-UNKNOWN)
DUK11M95   N   657-661          5            DROPOUTS (UNKNOWN-11TH-MALE)
DUK11F95   N   662-666          5            DROPOUTS (UNKNOWN-11TH-FEMALE)
DUK11U95   N   667-671          5            DROPOUTS (UNKNOWN-11TH-UNKNOWN)
DAM12M95   N   672-676          5            DROPOUTS (AMER IND/ALAS NAT-12TH-MALE)
DAM12F95   N   677-681          5            DROPOUTS (AMER IND/ALAS NAT-12TH-FEMALE)
DAM12U95   N   682-686          5            DROPOUTS (AMER IND/ALAS NAT-12TH-UNK)
DAS12M95   N   687-691          5            DROPOUTS (ASIAN/PAC ISL-12TH-MALE)
DAS12F95   N   692-696          5            DROPOUTS (ASIAN/PAC ISL-12TH-FEMALE)
DAS12U95   N   697-701          5            DROPOUTS (ASIAN/PAC ISL-12TH-UNKNOWN)
DHI12M95   N   702-706          5            DROPOUTS (HISPANIC-12TH-MALE)
DHI12F95   N   707-711          5            DROPOUTS (HISPANIC-12TH-FEMALE)
DHI12U95   N   712-716          5            DROPOUTS (HISPANIC-12TH-UNKNOWN)
DBL12M95   N   717-721          5            DROPOUTS (BLACK-12TH-MALE)
DBL12F95   N   722-726          5            DROPOUTS (BLACK-12TH-FEMALE)
DBL12U95   N   727-731          5            DROPOUTS (BLACK-12TH-UNKNOWN)
DWH12M95   N   732-736          5            DROPOUTS (WHITE-12TH-MALE)
DWH12F95   N   737-741          5            DROPOUTS (WHITE-12TH-FEMALE)
DWH12U95   N   742-746          5            DROPOUTS (WHITE-12TH-UNKNOWN)
DUK12M95   N   747-751          5            DROPOUTS (UNKNOWN-12TH-MALE)
DUK12F95   N   752-756          5            DROPOUTS (UNKNOWN-12TH-FEMALE)
DUK12U95   N   757-761          5            DROPOUTS (UNKNOWN-12TH-UNKNOWN)
PKTCH95    N   762-768         *7            PREKINDERGARTEN TEACHERS (FTE)
KGTCH95    N   769-775         *7            KINDERGARTEN TEACHERS (FTE)
ELMTCH95   N   776-782         *7            ELEMENTARY TEACHERS (FTE)
SECTCH95   N   783-789         *7            SECONDARY TEACHERS (FTE)
UGTCH95    N   790-796         *7            TEACHERS OF UNGRADED CLASSES (FTE)
TOTTCH95   N   797-803         *7            TOTAL FTE TEACHERS (FTE)
AIDES95    N   804-810         *7            INSTRUCTIONAL AIDES (FTE)
CORSUP95   N   811-817         *7            INSTRUCTIONAL COORDINATORS/SUPERVISORS (FTE)
ELMGUI95   N   818-824         *7            ELEMENTARY GUIDANCE COUNSELORS (FTE)
SECGUI95   N   825-831         *7            SECONDARY GUIDANCE COUNSELORS (FTE)
TOTGUI95   N   832-838         *7            TOTAL GUIDANCE (FTE)
LIBSPE95   N   839-845         *7            LIBRARIANS/MEDIA SPECIALISTS (FTE)
LIBSUP95   N   846-852         *7            LIBRARY MEDIA SUPPORT STAFF (FTE)
LEAADM95   N   853-859         *7            LEA ADMINISTRATORS (FTE)
LEASUP95   N   860-866         *7            LEA ADMINISTRATORS SUPPORT STAFF (FTE)
SCHADM95   N   867-873         *7            SCHOOL ADMINISTRATORS (FTE)
SCHSUP95   N   874-880         *7            SCHOOL ADMINISTRATORS SUPPORT STAFF (FTE)
STUSUP95   N   881-887         *7            STUDENT SUPPORT SERVICES STAFF (FTE)
OTHSUP95   N   888-894         *7            ALL OTHER SUPPORT STAFF (FTE)
IUG95      AN  895-895          1            UNGRADED STUDENTS ADJ FLAG
IPK1295    AN  896-896          1            PK THRU 12 ADJ FLAG
IMEMB95    AN  897-897          1            STUDENTS ADJ FLAG
ISPEC95    AN  898-898          1            SPECIAL ED IEP STUDENTS ADJ FLAG
IREGD95    AN  899-899          1            REGULAR GRADUATES ADJ FLAG
IOTHD95    AN  900-900          1            OTHER DIPLOMA GRADUATES ADJ FLAG
IOTHC95    AN  901-901          1            OTHER HS COMPLETERS ADJ FLAG
IAM7M95    AN  902-902          1            D/O AMER IND/ALAS NAT-7TH-MALE ADJ FLAG
IAM7F95    AN  903-903          1            D/O AMER IND/ALAS NAT-7TH-FEMALE ADJ FLAG
IAM7U95    AN  904-904          1            D/O AMER IND/ALAS NAT-7TH-UNKN ADJ FLAG
IAS7M95    AN  905-905          1            D/O ASIAN/PAC ISL-7TH-MALE ADJ FLAG
IAS7F95    AN  906-906          1            D/O ASIAN/PAC ISL-7TH-FEMALE ADJ FLAG
IAS7U95    AN  907-907          1            D/O ASIAN/PAC ISL-7TH-UNKN ADJ FLAG
IHI7M95    AN  908-908          1            D/O HISPANIC-7TH-MALE ADJ FLAG
IHI7F95    AN  909-909          1            D/O HISPANIC-7TH-FEMALE ADJ FLAG
IHI7U95    AN  910-910          1            D/O HISPANIC-7TH-UNKN ADJ FLAG
IBL7M95    AN  911-911          1            D/O BLACK-7TH-MALE ADJ FLAG
IBL7F95    AN  912-912          1            D/O BLACK-7TH-FEMALE ADJ FLAG
IBL7U95    AN  913-913          1            D/O BLACK-7TH-UNKN ADJ FLAG
IWH7M95    AN  914-914          1            D/O WHITE-7TH-MALE ADJ FLAG
IWH7F95    AN  915-915          1            D/O WHITE-7TH-FEMALE ADJ FLAG
IWH7U95    AN  916-916          1            D/O WHITE-7TH-UNKN ADJ FLAG
IUK7M95    AN  917-917          1            D/O UNKN RACE-7TH-MALE ADJ FLAG
IUK7F95    AN  918-918          1            D/O UNKN RACE-7TH-FEMALE ADJ FLAG
IUK7U95    AN  919-919          1            D/O UNKN RACE-7TH-UNKN SEX ADJ FLAG
IAM8M95    AN  920-920          1            D/O AMER IND/ALAS NAT-8TH-MALE ADJ FLAG
IAM8F95    AN  921-921          1            D/O AMER IND/ALAS NAT-8TH-FEMALE ADJ FLAG
IAM8U95    AN  922-922          1            D/O AMER IND/ALAS NAT-8TH-UNKN ADJ FLAG
IAS8M95    AN  923-923          1            D/O ASIAN/PAC ISL-8TH-MALE ADJ FLAG
IAS8F95    AN  924-924          1            D/O ASIAN/PAC ISL-8TH-FEMALE ADJ FLAG
IAS8U95    AN  925-925          1            D/O ASIAN/PAC ISL-8TH-UNKN ADJ FLAG
IHI8M95    AN  926-926          1            D/O HISPANIC-8TH-MALE ADJ FLAG
IHI8F95    AN  927-927          1            D/O HISPANIC-8TH-FEMALE ADJ FLAG
IHI8U95    AN  928-928          1            D/O HISPANIC-8TH-UNKN ADJ FLAG
IBL8M95    AN  929-929          1            D/O BLACK-8TH-MALE ADJ FLAG
IBL8F95    AN  930-930          1            D/O BLACK-8TH-FEMALE ADJ FLAG
IBL8U95    AN  931-931          1            D/O BLACK-8TH-UNKN ADJ FLAG
IWH8M95    AN  932-932          1            D/O WHITE-8TH-MALE ADJ FLAG
IWH8F95    AN  933-933          1            D/O WHITE-8TH-FEMALE ADJ FLAG
IWH8U95    AN  934-934          1            D/O WHITE-8TH-UNKN ADJ FLAG
IUK8M95    AN  935-935          1            D/O UNKN RACE-8TH-MALE ADJ FLAG
IUK8F95    AN  936-936          1            D/O UNKN RACE-8TH-FEMALE ADJ FLAG
IUK8U95    AN  937-937          1            D/O UNKN RACE-8TH-UNKN SEX ADJ FLAG
IAM9M95    AN  938-938          1            D/O AMER IND/ALAS NAT-9TH-MALE ADJ FLAG
IAM9F95    AN  939-939          1            D/O AMER IND/ALAS NAT-9TH-FEMALE ADJ FLAG
IAM9U95    AN  940-940          1            D/O AMER IND/ALAS NAT-9TH-UNKN ADJ FLAG
IAS9M95    AN  941-941          1            D/O ASIAN/PAC ISL-9TH-MALE ADJ FLAG
IAS9F95    AN  942-942          1            D/O ASIAN/PAC ISL-9TH-FEMALE ADJ FLAG
IAS9U95    AN  943-943          1            D/O ASIAN/PAC ISL-9TH-UNKN ADJ FLAG
IHI9M95    AN  944-944          1            D/O HISPANIC-9TH-MALE ADJ FLAG
IHI9F95    AN  945-945          1            D/O HISPANIC-9TH-FEMALE ADJ FLAG
IHI9U95    AN  946-946          1            D/O HISPANIC-9TH-UNKN ADJ FLAG
IBL9M95    AN  947-947          1            D/O BLACK-9TH-MALE ADJ FLAG
IBL9F95    AN  948-948          1            D/O BLACK-9TH-FEMALE ADJ FLAG
IBL9U95    AN  949-949          1            D/O BLACK-9TH-UNKN ADJ FLAG
IWH9M95    AN  950-950          1            D/O WHITE-9TH-MALE ADJ FLAG
IWH9F95    AN  951-951          1            D/O WHITE-9TH-FEMALE ADJ FLAG
IWH9U95    AN  952-952          1            D/O WHITE-9TH-UNKN ADJ FLAG
IUK9M95    AN  953-953          1            D/O UNKN RACE-9TH-MALE ADJ FLAG
IUK9F95    AN  954-954          1            D/O UNKN RACE-9TH-FEMALE ADJ FLAG
IUK9U95    AN  955-955          1            D/O UNKN RACE-9TH-UNKN SEX ADJ FLAG
IAM10M95   AN  956-956          1            D/O AMER IND/ALAS NAT-10TH-MALE ADJ FLAG
IAM10F95   AN  957-957          1            D/O AMER IND/ALAS NAT-10TH-FEMALE ADJ FLAG
IAM10U95   AN  958-958          1            D/O AMER IND/ALAS NAT-10TH-UNKN ADJ FLAG
IAS10M95   AN  959-959          1            D/O ASIAN/PAC ISL-10TH-MALE ADJ FLAG
IAS10F95   AN  960-960          1            D/O ASIAN/PAC ISL-10TH-FEMALE ADJ FLAG
IAS10U95   AN  961-961          1            D/O ASIAN/PAC ISL-10TH-UNKN ADJ FLAG
IHI10M95   AN  962-962          1            D/O HISPANIC-10TH-MALE ADJ FLAG
IHI10F95   AN  963-963          1            D/O HISPANIC-10TH-FEMALE ADJ FLAG
IHI10U95   AN  964-964          1            D/O HISPANIC-10TH-UNKN ADJ FLAG
IBL10M95   AN  965-965          1            D/O BLACK-10TH-MALE ADJ FLAG
IBL10F95   AN  966-966          1            D/O BLACK-10TH-FEMALE ADJ FLAG
IBL10U95   AN  967-967          1            D/O BLACK-10TH-UNKN ADJ FLAG
IWH10M95   AN  968-968          1            D/O WHITE-10TH-MALE ADJ FLAG
IWH10F95   AN  969-969          1            D/O WHITE-10TH-FEMALE ADJ FLAG
IWH10U95   AN  970-970          1            D/O WHITE-10TH-UNKN ADJ FLAG
IUK10M95   AN  971-971          1            D/O UNKN RACE-10TH-MALE ADJ FLAG
IUK10F95   AN  972-972          1            D/O UNKN RACE-10TH-FEMALE ADJ FLAG
IUK10U95   AN  973-973          1            D/O UNKN RACE-10TH-UNKN SEX ADJ FLAG
IAM11M95   AN  974-974          1            D/O AMER IND/ALAS NAT-11TH-MALE ADJ FLAG
IAM11F95   AN  975-975          1            D/O AMER IND/ALAS NAT-11TH-FEMALE ADJ FLAG
IAM11U95   AN  976-976          1            D/O AMER IND/ALAS NAT-11TH-UNKN ADJ FLAG
IAS11M95   AN  977-977          1            D/O ASIAN/PAC ISL-11TH-MALE ADJ FLAG
IAS11F95   AN  978-978          1            D/O ASIAN/PAC ISL-11TH-FEMALE ADJ FLAG
IAS11U95   AN  979-979          1            D/O ASIAN/PAC ISL-11TH-UNKN ADJ FLAG
IHI11M95   AN  980-980          1            D/O HISPANIC-11TH-MALE ADJ FLAG
IHI11F95   AN  981-981          1            D/O HISPANIC-11TH-FEMALE ADJ FLAG
IHI11U95   AN  982-982          1            D/O HISPANIC-11TH-UNKN ADJ FLAG
IBL11M95   AN  983-983          1            D/O BLACK-11TH-MALE ADJ FLAG
IBL11F95   AN  984-984          1            D/O BLACK-11TH-FEMALE ADJ FLAG
IBL11U95   AN  985-985          1            D/O BLACK-11TH-UNKN ADJ FLAG
IWH11M95   AN  986-986          1            D/O WHITE-11TH-MALE ADJ FLAG
IWH11F95   AN  987-987          1            D/O WHITE-11TH-FEMALE ADJ FLAG
IWH11U95   AN  988-988          1            D/O WHITE-11TH-UNKN ADJ FLAG
IUK11M95   AN  989-989          1            D/O UNKN RACE-11TH-MALE ADJ FLAG
IUK11F95   AN  990-990          1            D/O UNKN RACE-11TH-FEMALE ADJ FLAG
IUK11U95   AN  991-991          1            D/O UNKN RACE-11TH-UNKN SEX ADJ FLAG
IAM12M95   AN  992-992          1            D/O AMER IND/ALAS NAT-12TH-MALE ADJ FLAG
IAM12F95   AN  993-993          1            D/O AMER IND/ALAS NAT-12TH-FEMALE ADJ FLAG
IAM12U95   AN  994-994          1            D/O AMER IND/ALAS NAT-12TH-UNKN ADJ FLAG
IAS12M95   AN  995-995          1            D/O ASIAN/PAC ISL-12TH-MALE ADJ FLAG
IAS12F95   AN  996-996          1            D/O ASIAN/PAC ISL-12TH-FEMALE ADJ FLAG
IAS12U95   AN  997-997          1            D/O ASIAN/PAC ISL-12TH-UNKN ADJ FLAG
IHI12M95   AN  998-998          1            D/O HISPANIC-12TH-MALE ADJ FLAG
IHI12F95   AN  999-999          1            D/O HISPANIC-12TH-FEMALE ADJ FLAG
IHI12U95   AN  1000-1000        1            D/O HISPANIC-12TH-UNKN ADJ FLAG
IBL12M95   AN  1001-1001        1            D/O BLACK-12TH-MALE ADJ FLAG
IBL12F95   AN  1002-1002        1            D/O BLACK-12TH-FEMALE ADJ FLAG
IBL12U95   AN  1003-1003        1            D/O BLACK-12TH-UNKN ADJ FLAG
IWH12M95   AN  1004-1004        1            D/O WHITE-12TH-MALE ADJ FLAG
IWH12F95   AN  1005-1005        1            D/O WHITE-12TH-FEMALE ADJ FLAG
IWH12U95   AN  1006-1006        1            D/O WHITE-12TH-UNKN ADJ FLAG
IUK12M95   AN  1007-1007        1            D/O UNKN RACE-12TH-MALE ADJ FLAG
IUK12F95   AN  1008-1008        1            D/O UNKN RACE-12TH-FEMALE ADJ FLAG
IUK12U95   AN  1009-1009        1            D/O UNKN RACE-12TH-UNKN SEX ADJ FLAG
IPKTCH95   AN  1010-1010        1            PREKINDERGARTEN TEACHERS ADJ FLAG
IKGTCH95   AN  1011-1011        1            KINDERGARTEN TEACHERS ADJ FLAG
IELTCH95   AN  1012-1012        1            ELEMENTARY TEACHERS ADJ FLAG
ISETCH95   AN  1013-1013        1            SECONDARY TEACHERS ADJ FLAG
IUGTCH95   AN  1014-1014        1            UNGRADED TEACHERS ADJ FLAG
ITOTCH95   AN  1015-1015        1            TOTAL FTE TEACHERS ADJ FLAG
IAIDES95   AN  1016-1016        1            INSTRUCTIONAL AIDES ADJ FLAG
ICOSUP95   AN  1017-1017        1            INSTRUCT COORDINATORS/SUPER ADJ FLAG
IELGUI95   AN  1018-1018        1            ELEMENTARY GUIDANCE COUNSELOR ADJ FLAG
ISEGUI95   AN  1019-1019        1            SECONDARY GUIDANCE COUNSELOR ADJ FLAG
ITOGUI95   AN  1020-1020        1            TOTAL GUIDANCE COUNSELOR ADJ FLAG
ILISPE95   AN  1021-1021        1            LIBRARIAN/MEDIA SPECIALIST ADJ FLAG
ILISUP95   AN  1022-1022        1            LIBRARY MEDIA SUPPORT STAFF ADJ FLAG
ILEADM95   AN  1023-1023        1            LEA ADMINISTRATOR ADJ FLAG
ILESUP95   AN  1024-1024        1            LEA ADMIN SUPPORT STAFF ADJ FLAG
ISCADM95   AN  1025-1025        1            SCHOOL ADMIN ADJ FLAG
ISCSUP95   AN  1026-1026        1            SCHOOL ADMIN SUPPORT STAFF ADJ FLAG
ISTSUP95   AN  1027-1027        1            STUDENT SUPPORT SERV STAFF ADJ FLAG
IOTSUP95   AN  1028-1028        1            ALL OTHER SUPPORT STAFF ADJ FLAG
ISCH95     AN  1029-1029        1            NUMBER OF SCHOOLS ADJ FLAG
ITEACH95   AN  1030-1030        1            NUMBER OF TEACHERS ADJ FLAG

