"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"110003000396","1100030","1","1","11",98,"4",NA,NA,NA,1206,310,214,208,173,0,6,212,88,4,0,0,0,4,134,73,2,1,0,0,5,129,70,4,0,0,0,3,114,52,3,1,0,18,589,283,13
"110003000397","1100030","4","1","11",20.96,"3",207,9,216,253,86,59,66,42,0,0,2,83,0,0,1,0,0,1,58,0,0,0,0,0,3,63,0,0,0,0,0,0,42,0,0,0,0,6,246,0
"110003000407","1100030","3","1","11",28,"3",206,41,247,329,68,76,99,86,0,0,1,67,0,0,0,0,0,6,69,1,0,0,0,2,2,92,0,0,3,0,2,2,82,0,0,0,4,11,310,1
"110003000416","1100030","4","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"110003000418","1100030","4","1","11",13,"3",17,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110003000459","1100030","1","7","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120015000062","1200150","4","1","21",4,"4",13,1,14,27,12,7,0,2,1,0,0,5,5,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,10
"120015000066","1200150","4","1","41",3.5,"3",17,0,17,28,15,5,2,1,0,0,4,4,4,0,3,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,8,7
"120015000078","1200150","1","1","13",75,"3",394,52,446,1386,386,342,317,333,2,8,42,63,245,0,26,1,6,33,48,239,0,15,1,7,19,43,230,0,17,0,5,26,62,221,1,18,26,120,216,935
"120015000088","1200150","1","1","13",64,"3",334,54,388,1171,339,294,258,279,2,0,18,49,248,0,22,0,4,9,41,221,0,19,0,8,9,32,198,1,10,1,2,15,39,203,0,19,14,51,161,870
"120015000090","1200150","1","1","21",73.2,"3",302,56,358,1269,349,340,304,276,2,6,40,86,192,0,23,2,10,26,68,211,0,23,0,8,19,79,189,0,9,0,4,31,48,165,0,28,28,116,281,757
"120015000100","1200150","1","1","21",64,"3",498,65,563,960,295,228,212,211,0,2,36,109,123,0,25,0,2,18,73,123,0,12,0,0,20,66,116,0,10,1,3,27,68,95,0,17,7,101,316,457
"120015000103","1200150","1","1","13",111,"3",362,64,426,1967,568,511,448,440,1,21,65,42,405,0,34,1,11,54,33,376,1,35,0,22,50,21,331,1,23,0,10,38,33,329,0,30,64,207,129,1441
"120015000104","1200150","1","1","13",102,"3",680,98,778,1739,503,393,358,447,2,5,83,121,259,0,33,2,7,54,104,194,0,32,1,12,65,87,161,0,32,2,16,75,82,232,0,40,40,277,394,846
"120015000109","1200150","1","1","13",93.6,"3",484,84,568,1599,463,409,351,341,2,11,74,28,307,0,41,2,8,49,29,287,1,33,0,9,49,26,244,0,23,1,9,35,19,252,0,25,37,207,102,1090
"120015000118","1200150","1","1","21",86,"3",280,61,341,1508,419,358,361,352,1,12,45,25,310,3,23,4,4,31,21,274,1,23,0,2,33,12,291,1,22,0,7,36,16,276,0,17,25,145,74,1151
"120015000119","1200150","1","1","21",54.6,"3",73,15,88,942,175,156,131,140,0,6,16,4,141,0,8,0,7,11,1,125,0,12,0,2,21,3,101,0,4,0,6,13,1,115,0,5,21,61,9,482
"120015000127","1200150","1","1","21",85,"3",210,42,252,1389,250,232,218,222,2,10,25,9,188,0,16,1,11,22,7,170,0,21,0,15,27,6,159,0,11,0,6,15,7,172,0,22,42,89,29,689
"120015000131","1200150","1","1","21",68,"3",156,46,202,1169,309,289,292,265,0,2,34,6,252,0,15,0,2,28,4,242,0,13,1,2,17,5,249,0,18,0,6,18,9,224,0,8,12,97,24,967
"120015002042","1200150","4","1","41",5,"4",29,2,31,37,13,1,3,0,0,0,1,6,5,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,7,7
"120015002052","1200150","4","1","21",6,"4",14,3,17,34,6,9,4,2,0,0,0,3,3,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,7,14
"120015002055","1200150","4","1","13",10,"4",45,3,48,71,17,16,5,6,0,0,3,2,10,0,2,0,0,5,3,6,0,2,0,0,1,2,2,0,0,0,0,1,1,4,0,0,0,10,8,22
"120015002977","1200150","1","1","21",95,"3",415,90,505,1650,297,246,240,281,1,1,29,11,232,0,23,0,1,22,13,194,0,16,0,0,17,15,194,0,14,0,3,30,18,212,1,17,5,98,57,832
"120015003025","1200150","4","1","41",5,"3",1,2,3,34,18,6,4,1,0,0,1,9,7,0,1,0,0,0,2,3,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,13,13
"120015003026","1200150","2","1","21",22,"4",0,0,0,39,9,9,2,0,1,0,1,5,1,0,1,0,0,0,2,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,9
"120015003149","1200150","4","1","21",2,"3",4,1,5,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"120015003292","1200150","4","1","41",2,"4",3,3,6,15,4,2,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,2
"120015003293","1200150","1","1","41",90,"3",562,116,678,1665,477,441,376,371,1,3,71,107,270,1,24,2,3,63,105,242,0,26,3,5,57,84,209,0,18,0,1,63,82,204,0,21,12,254,378,925
"120015003296","1200150","1","1","13",57.8,"3",56,16,72,964,167,155,158,149,0,16,13,4,130,0,4,0,9,13,6,118,0,9,0,14,13,5,121,0,5,0,10,13,2,115,0,9,49,52,17,484
"120015003678","1200150","2","1","12",20,"4",87,8,95,116,15,19,7,15,0,0,2,3,9,0,1,0,0,4,6,9,0,0,0,0,1,2,3,0,1,0,0,0,6,9,0,0,0,7,17,30
"120015004059","1200150","2","1","13",13,"4",53,5,58,75,19,7,2,2,0,0,2,8,8,0,1,0,0,0,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,13,13
"120015004060","1200150","2","1","21",23.5,"4",88,7,95,131,21,14,13,9,0,0,1,7,12,0,1,0,0,3,1,8,0,2,0,0,1,6,6,0,0,0,0,0,2,7,0,0,0,5,16,33
"120015004244","1200150","1","1","41",115.8,"3",204,47,251,2236,599,585,525,507,0,7,83,29,436,0,44,0,13,66,30,438,0,38,1,7,62,28,387,0,40,0,8,79,20,364,0,36,35,290,107,1625
"120015005441","1200150","1","8","41",NA,"4",17,4,21,61,8,11,12,12,0,0,0,1,7,0,0,0,0,1,0,10,0,0,0,0,1,0,8,0,3,0,0,0,0,12,0,0,0,2,1,37
"120015007530","1200150","1","1","41",96.8,"3",816,167,983,1760,494,443,477,346,3,7,98,138,220,0,28,0,11,103,116,181,0,32,1,1,102,140,202,0,31,0,5,71,78,165,1,26,24,374,472,768
"120015007664","1200150","1","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120015007957","1200150","2","3","41",3,"3",1,2,3,27,NA,NA,0,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,1,3,7,13,0,3,-7,-5,NA,5
"120015007961","1200150","1","3","41",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"120018000153","1200180","1","1","21",97.8,"3",1256,208,1464,2173,624,569,539,441,2,10,229,194,169,2,18,3,18,189,178,170,1,10,1,13,195,143,170,0,17,1,14,154,96,167,0,9,55,767,611,676
"120018000157","1200180","1","1","12",82.13,"3",1120,220,1340,1756,503,431,438,384,1,16,112,325,42,0,7,3,15,81,282,48,0,2,2,15,78,288,44,0,11,1,10,69,269,24,0,11,56,340,1164,158
"120018000160","1200180","1","1","21",97,"3",1225,279,1504,2170,638,501,545,486,2,25,311,177,117,1,5,2,30,241,123,96,0,9,1,27,238,143,120,1,15,0,13,225,120,121,0,7,95,1015,563,454
"120018000168","1200180","1","1","13",85,"3",1278,147,1425,1869,526,432,437,474,1,7,54,441,22,0,1,0,8,29,376,15,0,4,1,2,22,393,15,0,4,0,11,31,413,13,0,6,28,136,1623,65
"120018000169","1200180","1","1","12",81,"3",1196,154,1350,1654,526,397,365,366,0,2,26,467,23,1,7,1,0,21,348,19,0,8,0,0,12,343,7,0,3,0,2,16,335,10,0,3,4,75,1493,59
"120018000171","1200180","1","1","21",76,"3",894,98,992,1300,317,338,347,298,1,2,66,216,30,0,2,1,7,78,218,29,0,5,1,2,86,231,17,1,9,2,5,66,198,25,0,2,16,296,863,101
"120018000188","1200180","4","1","12",40,"4",220,9,229,305,6,32,54,101,0,0,0,6,0,0,0,0,0,6,22,3,0,1,0,0,9,41,4,0,0,0,0,11,88,2,0,0,0,26,157,9
"120018000209","1200180","2","1","13",29.6,"4",66,11,77,132,6,10,12,53,0,1,2,2,0,0,1,0,0,1,2,7,0,0,0,0,3,5,4,0,0,0,0,13,24,16,0,0,1,19,33,27
"120018000217","1200180","1","1","12",85.6,"3",996,182,1178,1815,558,485,372,400,2,13,74,349,112,0,8,2,10,49,290,119,1,14,0,12,45,201,105,1,8,0,17,52,238,86,0,7,52,220,1078,422
"120018000219","1200180","2","1","21",36.86,"4",46,10,56,84,5,3,8,34,0,0,1,3,1,0,0,0,0,0,1,2,0,0,0,0,1,5,2,0,0,0,0,5,22,5,0,2,0,7,31,10
"120018000221","1200180","2","1","21",31,"4",133,11,144,223,9,10,9,51,0,1,5,2,1,0,0,0,0,6,3,1,0,0,0,0,3,4,2,0,0,0,0,18,15,16,0,2,1,32,24,20
"120018000225","1200180","1","1","21",118,"3",1096,281,1377,2517,758,579,583,597,3,37,182,318,193,3,22,1,31,148,215,167,2,15,1,26,129,214,199,0,14,2,27,138,200,220,0,10,121,597,947,779
"120018000231","1200180","1","1","21",94,"3",1183,213,1396,2146,614,504,535,493,3,13,186,267,124,1,20,3,4,152,207,128,0,10,0,10,150,217,151,0,7,0,7,144,167,163,1,11,34,632,858,566
"120018000234","1200180","1","1","21",97.06,"3",861,312,1173,2197,540,561,542,554,2,26,107,245,152,0,8,1,26,131,227,154,0,22,1,36,110,238,144,0,13,1,38,123,224,155,0,13,126,471,934,605
"120018000241","1200180","1","1","21",106,"3",1197,204,1401,2301,641,592,569,499,0,20,86,422,103,0,10,4,14,95,386,80,0,13,3,15,81,363,99,1,7,1,20,66,281,120,0,11,69,328,1452,402
"120018000247","1200180","1","1","21",87,"3",917,218,1135,1705,450,425,442,388,3,16,160,99,162,2,8,2,15,145,91,168,1,3,5,19,172,95,142,0,9,2,19,146,67,142,0,12,69,623,352,614
"120018000249","1200180","1","1","21",82.53,"3",1030,139,1169,1605,364,396,431,414,3,9,67,253,25,0,7,2,11,86,262,29,0,6,1,12,71,294,52,0,1,0,12,85,259,49,1,8,44,309,1068,155
"120018000251","1200180","1","1","13",103,"3",1371,172,1543,2453,713,582,624,534,4,30,181,337,144,0,17,2,27,130,271,136,0,16,2,24,109,344,139,0,6,1,26,96,283,125,1,2,107,516,1235,544
"120018000252","1200180","1","1","21",99.59,"3",1464,180,1644,1993,525,552,479,437,1,1,26,478,12,0,7,0,12,30,498,9,0,3,0,10,24,428,10,0,7,1,7,27,384,11,0,7,30,107,1788,42
"120018000253","1200180","1","1","21",117,"3",1429,293,1722,2567,625,718,624,600,0,28,92,476,22,1,6,2,52,87,540,21,1,15,2,25,96,468,23,1,9,1,20,72,475,24,1,7,125,347,1959,90
"120018000264","1200180","1","1","21",115.53,"3",1224,259,1483,2532,606,663,674,589,2,15,113,334,134,0,8,3,31,111,363,148,0,7,1,14,112,393,134,0,20,1,18,108,326,123,0,13,78,444,1416,539
"120018000265","1200180","1","1","21",104.6,"3",436,131,567,2275,560,581,589,545,4,24,184,38,298,0,12,4,26,182,41,308,0,20,0,35,132,42,364,0,16,1,24,108,36,363,0,13,109,606,157,1333
"120018000270","1200180","3","1","21",106.92,"3",221,61,282,586,146,143,131,166,0,7,54,43,38,1,3,0,6,57,38,39,1,2,0,11,39,50,23,0,8,0,3,40,77,40,0,6,27,190,208,140
"120018000272","1200180","1","1","21",115.8,"3",1021,242,1263,2265,620,600,560,485,4,20,187,224,171,1,13,2,14,156,254,158,2,14,3,14,127,237,171,0,8,0,20,109,188,154,0,14,68,579,903,654
"120018000908","1200180","4","1","21",15.53,"4",70,9,79,100,25,8,9,7,0,1,5,14,5,0,0,0,0,2,4,1,0,1,0,0,1,5,3,0,0,0,0,1,5,1,0,0,1,9,28,10
"120018001356","1200180","2","1","13",23.53,"4",77,9,86,111,12,12,10,20,0,1,0,4,7,0,0,0,0,3,6,3,0,0,0,0,3,2,5,0,0,0,0,4,5,11,0,0,1,10,17,26
"120018002048","1200180","3","1","21",105.6,"3",14,1,15,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,8,0,0,0,13,23,8
"120018002117","1200180","1","1","21",133.13,"3",1038,322,1360,3014,745,824,759,686,2,28,227,174,301,1,12,4,26,249,192,340,0,13,2,25,246,151,306,0,29,2,22,220,134,292,0,16,101,942,651,1239
"120018002119","1200180","2","1","12",29.53,"4",102,6,108,131,12,16,9,23,0,0,2,8,2,0,0,0,0,3,7,6,0,0,0,0,0,4,5,0,0,0,0,2,18,2,0,1,0,7,37,15
"120018002120","1200180","1","1","21",132,"3",742,275,1017,3011,828,754,737,692,0,33,293,62,433,0,7,3,30,249,41,416,0,15,45,24,203,43,393,0,29,27,26,231,42,346,0,20,113,976,188,1588
"120018002486","1200180","4","1","21",16,"4",56,12,68,91,11,9,18,7,0,0,3,5,3,0,0,0,0,1,5,3,0,0,0,0,7,8,3,0,0,0,0,2,4,1,0,0,0,13,22,10
"120018002487","1200180","4","1","21",34,"4",392,32,424,686,112,82,124,136,1,0,24,64,19,0,4,0,1,13,59,8,0,1,0,0,33,78,9,0,4,0,4,32,87,12,0,1,5,102,288,48
"120018002488","1200180","3","1","21",87.52,"3",158,68,226,593,135,149,143,166,0,13,53,22,43,1,3,0,4,65,27,53,0,0,0,6,64,16,50,0,7,1,5,55,42,55,0,8,28,237,107,201
"120018002593","1200180","4","1","13",18.6,"4",56,10,66,85,6,8,10,7,0,0,0,5,1,0,0,0,0,1,5,2,0,0,0,0,1,7,2,0,0,0,1,1,4,1,0,0,1,3,21,6
"120018002721","1200180","1","1","21",141.6,"3",368,112,480,3043,741,794,760,748,2,50,129,76,463,0,21,4,52,154,66,501,0,17,2,42,157,67,457,0,35,2,52,152,51,472,0,19,196,592,260,1893
"120018002801","1200180","2","1","21",37,"4",96,10,106,196,22,36,20,35,1,0,5,5,11,0,0,0,0,8,18,10,0,0,0,0,6,5,9,0,0,0,0,8,14,12,0,1,0,27,42,42
"120018003027","1200180","4","1","12",70,"4",386,16,402,554,60,70,133,230,1,1,3,52,3,0,0,0,0,10,59,1,0,0,0,0,11,117,4,0,1,0,0,20,203,5,0,2,1,44,431,13
"120018003029","1200180","1","1","41",123.53,"3",1052,419,1471,3142,786,783,813,760,1,48,327,225,161,0,24,2,38,331,198,195,0,19,7,37,393,204,149,1,22,3,30,384,204,118,0,21,153,1435,831,623
"120018003301","1200180","1","1","13",53.53,"3",328,160,488,1258,351,312,283,312,1,15,78,83,164,1,9,2,9,65,70,158,0,8,0,7,56,79,133,1,7,3,11,57,67,162,0,12,42,256,299,617
"120018003313","1200180","1","1","13",NA,"4",4,0,4,57,1,1,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,2,5,2
"120018003320","1200180","4","1","12",NA,"4",117,0,117,120,15,26,28,15,0,0,1,13,1,0,0,0,0,2,21,2,0,1,1,0,2,22,3,0,0,0,0,3,8,4,0,0,0,8,64,10
"120018003324","1200180","4","1","12",NA,"4",56,0,56,59,20,15,5,1,0,0,0,18,2,0,0,0,0,2,13,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,3,35,3
"120018003543","1200180","4","1","13",37,"4",600,27,627,803,56,53,145,266,0,1,12,40,3,0,0,0,0,7,43,3,0,0,0,1,24,107,12,0,1,1,5,57,181,21,0,1,7,100,371,39
"120018003545","1200180","1","1","21",100,"4",283,100,383,1650,239,220,206,204,0,9,62,28,137,0,3,1,12,72,21,107,0,7,0,7,52,21,116,0,10,1,10,50,27,110,0,6,38,236,97,470
"120018003547","1200180","4","1","21",NA,"4",78,0,78,81,13,25,10,2,0,0,4,5,4,0,0,0,0,2,12,10,0,1,0,2,0,7,1,0,0,0,0,1,1,0,0,0,2,7,25,15
"120018003684","1200180","1","1","21",10.67,"3",49,36,85,345,0,0,176,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,50,25,63,0,8,1,26,44,22,72,0,4,53,94,47,135
"120018003689","1200180","1","1","21",34,"3",373,40,413,516,141,146,122,107,0,0,12,124,4,1,0,0,2,14,127,1,0,2,0,0,13,108,0,0,1,0,1,9,92,3,0,2,3,48,451,8
"120018003815","1200180","1","1","41",176.53,"3",417,245,662,4192,1067,1097,1066,962,3,42,571,30,399,0,22,2,49,561,37,425,0,23,6,30,570,35,398,1,26,3,24,534,40,342,0,19,145,2236,142,1564
"120018003823","1200180","1","1","21",29,"3",230,87,317,755,248,205,157,145,0,14,150,50,33,0,1,0,10,105,42,48,0,0,2,3,89,34,25,0,4,1,6,73,36,26,0,3,33,417,162,132
"120018003826","1200180","4","1","21",NA,"4",137,0,137,140,6,41,26,22,0,0,1,4,1,0,0,0,0,11,21,8,0,1,0,0,3,19,4,0,0,1,0,1,15,5,0,0,0,16,59,18
"120018004037","1200180","1","1","21",107,"3",939,233,1172,2328,601,608,575,544,6,18,179,158,226,0,14,4,23,184,163,209,1,24,6,21,143,153,229,1,22,2,24,142,150,215,3,8,86,648,624,879
"120018004050","1200180","1","1","21",93,"3",783,245,1028,2149,597,536,536,480,2,26,194,108,249,0,18,2,27,177,90,230,0,10,2,28,180,90,216,1,19,2,20,167,79,200,0,12,101,718,367,895
"120018004052","1200180","1","1","41",107,"3",937,320,1257,2717,688,651,743,635,1,44,297,274,58,1,13,2,48,296,223,66,0,16,2,47,347,260,73,0,14,3,40,312,207,59,0,14,179,1252,964,256
"120018004055","1200180","1","1","21",31,"4",332,31,363,427,80,64,88,51,0,0,0,77,1,0,2,1,0,0,62,1,0,0,0,0,2,85,0,0,1,0,0,0,50,0,0,1,0,2,274,2
"120018004057","1200180","4","1","21",2,"3",24,0,24,27,5,8,6,3,0,1,1,2,1,0,0,0,0,1,5,2,0,0,0,0,0,3,3,0,0,0,0,1,1,1,0,0,1,3,11,7
"120018004058","1200180","1","1","21",13.8,"4",56,29,85,374,42,56,64,86,0,3,9,6,23,0,1,0,1,20,2,30,0,3,0,4,12,8,37,0,3,0,3,29,5,49,0,0,11,70,21,139
"120018004318","1200180","1","1","21",90,"3",215,140,355,1736,427,442,441,426,1,18,187,106,114,0,1,1,15,186,105,133,0,2,1,23,221,88,88,0,20,1,15,203,100,91,1,15,71,797,399,426
"120018004463","1200180","1","1","21",4,"3",21,21,42,91,24,28,23,16,0,2,10,6,6,0,0,0,0,19,4,5,0,0,0,0,13,6,4,0,0,0,0,9,4,2,0,1,2,51,20,17
"120018005457","1200180","4","1","21",13,"3",166,9,175,273,28,68,80,97,0,0,4,18,4,0,2,0,1,7,55,5,0,0,0,1,8,63,6,0,2,0,1,9,73,12,0,2,3,28,209,27
"120018005464","1200180","4","1","21",2,"3",615,86,701,1207,72,229,367,539,0,0,16,41,12,1,2,2,3,64,113,44,0,3,5,4,118,149,82,0,9,2,8,148,238,126,0,17,15,346,541,264
"120018007300","1200180","1","1","21",16.05,"4",82,19,101,282,50,47,41,26,2,0,7,22,18,0,1,0,1,7,23,15,0,1,1,0,5,25,9,0,1,0,1,4,14,6,0,1,2,23,84,48
"120018007460","1200180","4","1","21",8,"3",177,17,194,328,10,28,121,169,0,0,2,6,2,0,0,0,1,6,15,6,0,0,0,2,26,63,28,0,2,1,1,47,83,34,0,3,4,81,167,70
"120018007462","1200180","4","1","21",6,"3",219,11,230,327,50,74,73,130,0,0,0,49,0,0,1,0,0,3,69,2,0,0,0,1,4,66,2,0,0,0,0,6,121,2,0,1,1,13,305,6
"120018007490","1200180","4","1","21",5,"3",165,25,190,386,23,35,134,194,0,0,6,16,1,0,0,0,0,3,22,9,0,1,0,2,13,106,12,0,1,0,1,55,122,13,0,3,3,77,266,35
"120018007555","1200180","1","1","21",125,"3",478,200,678,2774,734,696,670,674,1,34,343,82,252,0,22,3,33,331,67,244,1,17,1,26,342,78,214,1,8,3,26,332,83,210,0,20,119,1348,310,920
"120018007767","1200180","4","1","13",NA,"4",0,0,0,20,6,5,3,3,0,0,1,2,3,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,3,8,6
"120018007799","1200180","1","3","21",NA,"3",14,3,17,45,30,15,0,0,0,2,5,1,20,0,2,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,33
"120018007904","1200180","1","3","13",NA,"3",317,12,329,495,80,135,152,128,0,2,14,50,11,0,3,0,2,31,76,24,0,2,1,0,30,95,23,0,3,0,0,24,83,19,0,2,4,99,304,77
"120018007912","1200180","1","1","21",11,"3",68,18,86,116,68,48,0,0,0,1,13,50,4,0,0,0,3,9,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,82,8
"120018007917","1200180","4","1","12",21,"3",371,22,393,543,110,159,132,142,0,1,7,97,4,0,1,1,0,17,133,8,0,0,0,0,12,110,10,0,0,1,1,13,110,15,0,2,2,49,450,37
"120018007921","1200180","1","3","21",11,"3",78,27,105,211,117,50,30,14,0,0,28,78,10,0,1,0,0,9,40,1,0,0,0,1,7,20,2,0,0,0,2,2,9,1,0,0,3,46,147,14
"120039000557","1200390","1","1","21",37,"4",353,21,374,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120039000580","1200390","1","1","21",51,"4",571,110,681,818,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
"120039000589","1200390","1","1","21",98,"3",1240,244,1484,2008,531,544,481,452,0,9,353,141,27,0,1,1,6,362,156,19,0,0,0,3,321,140,14,0,3,1,6,281,140,23,0,1,24,1317,577,83
"120039000590","1200390","1","1","21",148,"3",1919,287,2206,3285,901,825,884,675,0,10,730,60,99,0,2,0,9,676,45,95,0,0,0,10,741,50,81,1,1,1,7,555,43,69,0,0,36,2702,198,344
"120039000591","1200390","1","1","21",150,"3",2192,322,2514,2940,761,806,744,629,0,0,701,43,17,0,0,0,3,737,41,25,0,0,0,1,701,31,11,0,0,0,0,572,39,17,0,1,4,2711,154,70
"120039000592","1200390","1","1","21",99,"3",1202,154,1356,1709,486,438,437,348,2,3,345,125,11,0,0,0,3,334,84,15,0,2,0,5,319,97,15,0,1,0,7,247,77,14,0,3,18,1245,383,55
"120039000593","1200390","1","1","13",116,"3",1648,100,1748,1955,581,558,479,337,0,2,290,264,24,0,1,1,2,283,252,20,0,0,0,3,262,202,12,0,0,0,1,167,157,12,0,0,8,1002,875,68
"120039000594","1200390","1","1","13",108,"3",1498,262,1760,2425,677,649,588,511,0,8,420,92,155,0,2,0,11,423,61,149,1,4,1,12,376,61,138,0,0,0,9,336,44,122,0,0,40,1555,258,564
"120039000595","1200390","1","1","21",104,"3",1284,146,1430,1820,525,494,450,351,0,0,90,430,4,0,1,0,0,66,424,4,0,0,1,1,52,390,4,0,2,0,1,50,299,1,0,0,2,258,1543,13
"120039000596","1200390","1","1","21",134,"3",1311,73,1384,1825,539,525,417,344,0,0,114,420,4,1,0,0,1,118,404,1,0,1,1,0,84,329,2,1,0,1,0,65,277,1,0,0,1,381,1430,8
"120039000598","1200390","4","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120039000599","1200390","1","1","21",135,"3",1834,330,2164,2911,655,743,796,717,1,4,618,10,22,0,0,0,5,690,13,35,0,0,1,3,749,14,28,0,1,0,3,666,12,36,0,0,15,2723,49,121
"120039000600","1200390","1","1","11",66,"3",856,8,864,931,262,259,225,185,0,0,34,227,1,0,0,0,0,31,227,1,0,0,1,0,23,201,0,0,0,0,0,10,175,0,0,0,0,98,830,2
"120039000601","1200390","1","1","11",71,"3",1048,42,1090,1184,344,302,304,234,0,0,228,112,4,0,0,0,0,221,77,4,0,0,1,0,194,107,2,0,0,0,1,158,75,0,0,0,1,801,371,10
"120039000602","1200390","1","1","13",127,"3",1268,251,1519,2803,703,675,731,694,2,14,422,160,101,0,4,1,14,392,129,129,0,10,2,14,436,159,118,0,2,3,13,402,119,156,0,1,55,1652,567,504
"120039000603","1200390","1","1","21",98,"3",906,102,1008,1412,382,374,319,337,0,2,21,357,2,0,0,0,1,13,360,0,0,0,1,0,9,308,1,0,0,1,1,12,321,2,0,0,4,55,1346,5
"120039000604","1200390","1","1","11",103,"3",1273,73,1346,1643,425,429,397,392,0,0,32,391,2,0,0,0,0,34,394,1,0,0,0,0,35,362,0,0,0,0,0,28,363,1,0,0,0,129,1510,4
"120039000605","1200390","1","1","21",129,"3",689,120,809,2886,679,721,741,745,2,30,277,109,254,0,7,0,30,298,121,266,1,5,4,29,269,144,285,0,10,1,43,309,112,273,0,7,132,1153,486,1078
"120039000606","1200390","1","1","11",131,"3",2179,178,2357,2744,737,735,676,596,0,2,695,15,25,0,0,0,3,697,18,17,0,0,0,4,625,29,18,0,0,0,3,561,17,15,0,0,12,2578,79,75
"120039000607","1200390","1","1","21",81,"3",1236,167,1403,1916,530,519,459,408,0,5,391,98,36,0,0,0,4,428,52,35,0,0,0,2,376,52,29,0,0,1,2,335,35,34,0,1,13,1530,237,134
"120039000608","1200390","1","1","21",110,"3",1332,254,1586,2387,557,661,634,535,0,10,452,34,58,0,3,0,8,558,31,61,0,3,0,10,527,32,65,0,0,0,16,444,28,47,0,0,44,1981,125,231
"120039000609","1200390","1","1","21",115,"3",1530,202,1732,2164,532,564,578,490,0,11,111,394,15,1,0,1,13,105,428,16,0,1,0,19,131,409,17,0,2,0,14,99,349,27,1,0,57,446,1580,75
