"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"010237000989","0102370","1","1","41",98,"3",893,110,1003,1635,469,436,384,346,1,44,13,58,352,0,1,2,47,6,51,330,0,0,0,29,10,45,300,0,0,0,28,8,46,264,0,0,148,37,200,1246
"010237001000","0102370","4","1","12",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001038","0102370","4","1","12",NA,"4",79,5,84,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001083","0102370","3","1","21",0,"3",NA,NA,NA,0,NA,0,0,0,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"010237001086","0102370","3","1","41",13,"3",NA,NA,NA,0,NA,0,0,0,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"010237001586","0102370","4","1","41",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001596","0102370","3","1","12",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001600","0102370","2","1","21",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001605","0102370","2","1","12",NA,"4",46,1,47,55,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"010237001618","0102370","2","1","12",50,"4",192,17,209,263,25,14,24,69,0,1,0,16,8,0,0,0,0,0,7,7,0,0,0,0,0,17,7,0,0,0,2,0,43,24,0,0,3,0,83,46
"010237001625","0102370","2","1","12",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001626","0102370","3","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001686","0102370","4","1","12",27,"4",51,0,51,59,14,9,6,2,0,0,0,10,4,0,0,0,0,0,8,1,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,25,6
"010237001688","0102370","1","1","21",95,"3",981,128,1109,1768,544,458,369,397,8,15,18,131,371,0,1,3,21,16,97,321,0,0,2,12,7,91,257,0,0,3,12,5,83,294,0,0,60,46,402,1243
"010237001689","0102370","2","1","12",NA,"4",39,3,42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237002161","0102370","4","1","12",NA,"4",62,4,66,95,25,25,22,22,0,0,0,22,3,0,0,0,0,0,21,4,0,0,0,0,0,17,5,0,0,0,0,0,15,7,0,0,0,0,75,19
"061455001711","0614550","1","1","11",100.41,"3",NA,NA,478,2545,694,633,602,616,6,32,309,99,240,4,4,3,35,234,95,259,3,4,3,39,222,71,259,6,2,1,47,210,66,281,4,7,153,975,331,1039
"061455001720","0614550","4","1","11",15.1,"3",NA,NA,321,341,0,19,104,218,0,0,0,0,0,0,0,0,0,13,2,4,0,0,1,2,72,15,13,0,1,1,18,138,42,18,0,1,20,223,59,35
"061455001723","0614550","1","1","11",78.11,"3",NA,NA,NA,2198,614,564,539,481,2,74,365,115,56,1,1,2,102,292,107,57,3,1,2,91,284,111,49,1,1,4,84,235,115,38,2,3,351,1176,448,200
"061455001730","0614550","1","1","11",110.3,"3",NA,NA,NA,2395,708,670,531,486,4,55,502,63,78,1,5,6,50,457,61,91,2,3,5,52,369,43,56,3,3,5,37,326,39,75,0,4,194,1654,206,300
"061455001737","0614550","1","1","11",78,"3",NA,NA,567,1832,467,533,441,391,6,58,264,61,71,5,2,1,63,275,73,116,3,2,3,68,211,66,89,1,3,4,49,181,64,87,5,1,238,931,264,363
"061455001754","0614550","1","1","11",96.14,"3",NA,NA,NA,2357,684,623,598,452,7,112,429,76,57,0,3,4,131,395,54,31,2,6,2,146,388,35,26,1,0,8,129,247,39,27,0,2,518,1459,204,141
"061455001762","0614550","1","1","11",105.35,"3",NA,NA,NA,2184,618,565,489,512,3,59,498,32,25,0,1,1,66,448,19,28,1,2,2,60,370,29,26,0,2,2,76,391,20,22,1,0,261,1707,100,101
"061455001986","0614550","4","1","11",16.41,"3",443,NA,443,446,0,10,178,258,0,0,0,0,0,0,0,0,1,5,4,0,0,0,1,20,115,33,8,0,1,0,32,188,32,6,0,0,53,308,69,14
"061455003024","0614550","2","1","11",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"061455005749","0614550","4","1","11",33.01,"4",NA,NA,NA,1352,48,196,386,701,0,0,40,2,6,0,0,2,13,124,12,41,1,3,4,19,261,31,66,2,3,4,54,459,67,107,3,7,86,884,112,220
"061455007497","0614550","1","1","11",10,"3",NA,NA,163,218,13,34,65,106,0,0,12,1,0,0,0,1,0,25,5,2,0,1,0,1,52,6,4,0,2,0,11,78,14,2,0,1,12,167,26,8
"061455007962","0614550","1","1","11",8,"3",NA,NA,218,242,24,41,56,109,0,0,15,7,1,1,0,0,1,31,6,2,0,1,0,3,37,11,5,0,0,2,5,79,16,7,0,0,9,162,40,15
"061455007963","0614550","1","1","11",117.46,"3",NA,NA,NA,3175,911,905,728,631,2,224,552,101,30,1,1,1,235,543,79,36,3,8,3,230,398,65,27,3,2,1,216,325,57,29,2,1,905,1818,302,122
"061455007964","0614550","2","1","11",8,"3",NA,NA,NA,63,12,12,16,12,0,1,5,2,4,0,0,0,1,7,2,2,0,0,0,2,8,2,4,0,0,1,2,7,1,1,0,0,6,27,7,11
"061455008697","0614550","1","1","11",15.2,"3",NA,NA,NA,406,157,116,82,34,5,7,111,24,8,0,2,1,4,91,10,8,1,1,2,5,51,13,6,0,5,1,1,28,4,0,0,0,17,281,51,22
"061455008841","0614550","1","1","11",44.1,"3",NA,NA,NA,963,267,259,223,214,2,68,171,8,17,0,1,2,105,133,5,14,0,0,0,81,110,10,19,2,1,1,102,91,7,13,0,0,356,505,30,63
"061455010775","0614550","1","1","11",12,"4",277,NA,277,280,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2
"061455010779","0614550","4","1","11",7,"3",NA,NA,NA,254,65,47,53,89,0,12,36,6,10,1,0,0,9,25,2,10,1,0,0,8,35,3,6,1,0,2,14,44,5,24,0,0,43,140,16,50
"061455011846","0614550","1","1","11",37.94,"4",NA,NA,396,659,69,78,153,194,1,1,42,3,22,0,0,1,2,42,4,29,0,0,6,7,59,11,67,3,0,6,12,87,13,75,1,0,22,230,31,193
"061455011900","0614550","1","1","11",6.5,"3",NA,NA,NA,131,51,42,38,0,0,4,37,4,6,0,0,1,0,23,5,13,0,0,0,1,25,3,9,0,0,0,0,0,0,0,0,0,5,85,12,28
"061455011911","0614550","1","1","11",20.4,"3",40,0,40,480,132,123,116,109,1,35,26,3,63,2,2,1,24,22,7,68,0,1,3,24,14,8,67,0,0,0,28,12,5,63,0,1,111,74,23,261
"061455012434","0614550","4","1","11",8,"3",NA,NA,8,45,6,5,3,1,0,0,4,2,0,0,0,0,0,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,8,6,1
"062250002728","0622500","1","1","11",143.04,"3",NA,NA,NA,3589,1011,917,903,758,2,52,681,227,17,27,5,0,54,589,214,22,37,1,3,62,605,170,29,28,6,0,56,480,177,25,15,5,224,2355,788,93
"062250002733","0622500","1","1","21",155.01,"3",NA,NA,NA,4058,1084,1020,988,966,3,124,477,188,258,21,13,3,102,461,190,229,19,16,4,111,430,168,255,12,8,4,112,385,149,275,24,17,449,1753,695,1017
"062250002745","0622500","1","1","11",155.1,"3",NA,NA,NA,4057,1077,1051,1036,893,7,74,640,86,256,3,11,4,78,571,98,277,8,15,3,66,604,82,267,9,5,1,71,482,94,235,6,4,289,2297,360,1035
"062250002751","0622500","1","1","11",174.68,"3",NA,NA,NA,4745,1243,1146,1208,1148,0,343,411,335,105,26,23,2,346,382,275,105,20,16,4,343,347,329,144,28,13,2,354,327,288,135,30,12,1386,1467,1227,489
"062250002753","0622500","4","1","11",14.6,"3",NA,NA,NA,396,NA,1,132,263,-4,-4,-4,-4,-4,-4,-4,0,0,1,0,0,0,0,0,4,98,26,1,3,0,0,15,179,51,6,10,2,15,274,73,3
"062250002769","0622500","1","1","11",153.33,"3",NA,NA,394,4148,1096,1145,936,971,4,104,551,123,291,10,13,3,125,563,137,285,8,24,2,99,433,110,282,5,5,3,113,431,132,276,3,13,441,1978,502,1134
"062250005870","0622500","1","1","11",123.06,"3",NA,NA,NA,3164,927,824,743,670,0,86,632,164,11,26,8,2,84,570,131,12,20,5,2,110,473,124,11,21,2,3,82,448,103,11,22,1,362,2123,522,45
"062250007299","0622500","1","1","32",32.67,"4",NA,NA,21,629,56,59,45,53,0,0,38,0,18,0,0,0,1,45,0,13,0,0,0,0,35,0,10,0,0,0,0,32,0,21,0,0,1,150,0,62
"062250008720","0622500","4","1","11",18.95,"3",NA,NA,NA,487,128,145,105,109,0,7,60,37,21,2,1,2,5,65,43,25,1,4,0,5,55,25,20,0,0,0,3,41,43,21,0,1,20,221,148,87
"062250009901","0622500","1","1","13",22.05,"3",NA,NA,654,659,173,172,162,152,0,36,75,31,22,2,7,0,55,67,24,22,2,2,0,56,60,24,20,1,1,0,57,50,22,18,2,3,204,252,101,82
"062250010239","0622500","4","1","11",17,"3",NA,NA,302,968,2,34,234,698,0,1,0,0,1,0,0,0,1,22,7,4,0,0,0,13,164,34,18,3,2,1,37,471,125,50,12,2,52,657,166,73
"062250011291","0622500","4","1","11",1,"3",1,2,3,6,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,3,0
"062250012163","0622500","1","1","11",3.92,"3",NA,NA,NA,32,9,8,5,10,0,0,8,1,0,0,0,0,1,4,2,1,0,0,0,0,1,3,1,0,0,0,0,7,2,0,1,0,1,20,8,2
"062250012381","0622500","1","1","11",9.5,"3",61,0,61,87,26,30,18,13,0,0,15,5,0,0,6,0,0,19,3,4,0,4,0,0,12,1,1,0,4,0,0,10,1,0,0,2,0,56,10,5
"062250013001","0622500","1","3","11",3.6,"3",NA,NA,62,333,1,199,67,66,0,0,1,0,0,0,0,2,2,129,49,11,3,3,0,0,43,18,3,1,2,0,4,37,16,9,0,0,6,210,83,23
"062271002112","0622710","2","1","11",20.03,"4",220,NA,220,223,19,22,18,132,0,2,16,0,1,0,0,0,2,15,4,0,1,0,0,1,14,3,0,0,0,0,4,105,17,3,3,0,9,150,24,4
"062271002128","0622710","4","1","11",16.87,"3",NA,NA,NA,319,70,84,93,72,0,0,53,17,0,0,0,0,0,63,21,0,0,0,0,0,71,22,0,0,0,0,1,61,10,0,0,0,1,248,70,0
"062271002801","0622710","4","1","11",7.5,"3",NA,NA,NA,208,40,52,80,36,1,0,32,5,2,0,0,1,1,44,2,3,0,1,0,1,67,3,9,0,0,1,0,32,0,3,0,0,2,175,10,17
"062271002802","0622710","4","1","11",5,"3",59,NA,59,62,20,14,12,14,0,1,19,0,0,0,0,0,0,12,0,2,0,0,0,0,8,0,4,0,0,0,0,14,0,0,0,0,1,53,0,6
"062271002806","0622710","4","1","11",2,"3",NA,NA,NA,134,25,21,38,50,0,0,20,3,2,0,0,0,1,15,0,5,0,0,0,1,31,0,5,1,0,0,0,39,2,9,0,0,2,105,5,21
"062271002815","0622710","4","1","11",3.01,"3",NA,NA,NA,82,14,34,25,9,1,0,8,0,5,0,0,0,2,28,1,2,1,0,1,1,13,1,7,2,0,0,1,8,0,0,0,0,4,57,2,14
"062271002830","0622710","4","1","11",4,"3",NA,NA,NA,137,5,17,40,75,0,0,4,1,0,0,0,0,0,17,0,0,0,0,0,1,37,1,0,1,0,0,0,71,3,0,1,0,1,129,5,0
"062271002838","0622710","1","1","11",131.55,"3",NA,NA,NA,3058,1078,825,655,500,6,10,1033,13,9,7,0,3,12,766,14,15,15,0,0,9,594,21,12,19,0,2,9,459,18,7,5,0,40,2852,66,43
"062271002844","0622710","1","1","21",176.11,"3",NA,NA,334,4290,1377,1188,927,796,5,5,1344,3,17,0,3,2,4,1164,4,13,1,0,2,1,905,3,16,0,0,1,5,775,2,13,0,0,15,4188,12,59
"062271002857","0622710","1","1","11",88.7,"3",NA,NA,109,2713,684,736,619,674,5,31,537,49,54,5,3,2,27,579,64,54,4,6,1,20,484,52,54,7,1,1,27,511,61,65,8,1,105,2111,226,227
"062271002890","0622710","1","1","11",77.08,"3",NA,NA,NA,1731,558,478,403,292,2,21,470,32,32,1,0,2,32,385,24,32,2,1,1,24,325,20,31,2,0,3,19,243,8,18,1,0,96,1423,84,113
"062271002899","0622710","1","1","13",111.89,"3",NA,NA,NA,2821,952,678,671,519,4,215,529,127,23,53,1,5,197,341,81,20,32,2,11,195,311,111,14,29,0,6,156,226,90,16,24,1,763,1407,409,73
"062271002908","0622710","4","1","11",26.51,"3",NA,NA,19,553,129,158,143,123,2,2,103,19,1,1,1,6,1,118,27,5,1,0,7,1,113,19,1,1,1,7,5,95,15,1,0,0,9,429,80,8
"062271002916","0622710","1","1","11",103.12,"3",NA,NA,107,2738,664,639,701,733,4,88,394,48,126,4,0,4,98,355,53,129,0,0,5,113,391,65,127,0,0,5,157,364,49,153,4,1,456,1504,215,535
"062271002918","0622710","4","1","11",3,"3",70,NA,70,73,14,22,26,11,0,0,7,6,0,1,0,0,1,13,7,1,0,0,0,0,14,12,0,0,0,0,0,9,2,0,0,0,1,43,27,1
"062271002923","0622710","1","1","11",126.09,"3",NA,NA,NA,3654,1227,926,737,762,12,182,805,57,161,4,6,3,129,588,57,148,0,1,4,143,439,39,110,2,0,6,141,463,34,109,7,2,595,2295,187,528
"062271002941","0622710","1","1","11",91.04,"3",NA,NA,439,1454,320,419,347,368,0,1,81,237,0,1,0,1,3,141,272,1,0,1,4,1,102,239,0,0,1,1,2,113,250,1,0,1,7,437,998,2
"062271002965","0622710","1","1","11",89.52,"3",NA,NA,NA,1380,305,367,355,353,0,1,146,153,0,0,5,0,0,177,187,2,1,0,0,1,149,203,2,0,0,0,1,152,199,1,0,0,3,624,742,5
"062271002970","0622710","1","1","11",101.09,"3",NA,NA,NA,2655,507,473,393,545,4,127,319,9,46,0,2,3,141,279,7,41,1,1,1,109,249,7,27,0,0,3,133,355,12,42,0,0,510,1202,35,156
"062271002971","0622710","4","1","13",3.01,"3",NA,NA,NA,131,12,39,31,49,0,0,10,1,0,1,0,0,0,33,3,2,1,0,0,0,21,3,1,6,0,0,1,35,9,1,3,0,1,99,16,4
"062271002972","0622710","4","1","11",5,"3",NA,NA,NA,111,3,13,27,68,0,0,3,0,0,0,0,0,0,13,0,0,0,0,1,0,26,0,0,0,0,0,0,64,2,2,0,0,0,106,2,2
"062271002976","0622710","4","1","11",4.01,"3",NA,NA,NA,108,23,31,26,28,0,0,20,1,1,1,0,0,0,30,1,0,0,0,0,0,24,2,0,0,0,0,2,26,0,0,0,0,2,100,4,1
"062271002977","0622710","1","1","11",125.4,"3",NA,NA,NA,3432,911,893,864,763,5,137,240,68,457,4,0,13,144,246,72,411,7,0,7,144,203,44,464,1,1,5,103,185,59,408,3,0,528,874,243,1740
"062271002983","0622710","1","1","21",77.06,"4",NA,NA,251,1774,184,206,172,173,0,1,181,1,1,0,0,0,0,203,0,3,0,0,0,0,169,2,1,0,0,0,2,169,1,1,0,0,3,722,4,6
"062271002984","0622710","4","1","21",4.01,"3",102,NA,102,105,14,31,33,27,1,0,4,9,0,0,0,0,0,14,17,0,0,0,0,0,13,20,0,0,0,0,0,9,18,0,0,0,0,40,64,0
"062271002995","0622710","4","1","11",4.01,"3",NA,NA,NA,101,13,32,34,22,0,0,10,2,1,0,0,0,0,26,4,2,0,0,0,0,30,3,1,0,0,0,0,21,0,1,0,0,0,87,9,5
"062271002998","0622710","1","1","11",93.87,"3",NA,NA,312,2407,877,585,494,450,2,139,532,157,46,1,0,3,124,330,84,42,1,1,4,118,249,91,28,2,2,2,116,215,77,39,1,0,497,1326,409,155
"062271003017","0622710","1","1","11",79.03,"4",NA,NA,1248,2040,181,176,159,150,0,1,157,23,0,0,0,0,1,158,17,0,0,0,1,2,146,10,0,0,0,0,0,133,17,0,0,0,4,594,67,0
"062271003020","0622710","1","1","11",117.21,"3",NA,NA,53,2990,786,783,661,760,2,46,707,13,14,4,0,1,45,713,5,15,3,1,2,38,593,8,13,6,1,2,45,692,5,16,0,0,174,2705,31,58
"062271003021","0622710","1","1","11",79.56,"3",NA,NA,NA,1862,666,451,457,288,6,31,608,8,6,2,5,4,26,411,6,3,1,0,3,29,414,6,5,0,0,2,24,256,4,1,1,0,110,1689,24,15
"062271003023","0622710","1","1","11",150.24,"3",NA,NA,84,3488,1079,895,745,769,3,0,922,150,2,0,2,3,1,811,78,1,1,0,6,0,680,59,0,0,0,5,2,698,63,1,0,0,3,3111,350,4
"062271003029","0622710","1","1","11",83.52,"4",NA,NA,507,2215,365,253,192,167,1,17,328,10,8,1,0,1,13,229,2,5,3,0,0,14,170,0,7,1,0,0,13,148,2,4,0,0,57,875,14,24
"062271003034","0622710","1","1","11",80.07,"3",NA,NA,1084,1895,590,471,457,377,3,38,383,154,6,6,0,1,29,326,110,3,1,1,0,28,322,97,4,6,0,3,27,240,98,5,4,0,122,1271,459,18
"062271003037","0622710","1","1","21",129.8,"3",NA,NA,787,2535,780,595,640,520,4,0,759,10,5,2,0,0,2,588,3,2,0,0,0,1,637,0,2,0,0,0,1,517,0,2,0,0,4,2501,13,11
"062271003050","0622710","1","1","11",173,"3",NA,NA,998,4201,1054,1242,1050,855,4,237,409,43,321,1,39,4,325,473,58,358,0,24,3,283,374,45,336,3,6,3,221,289,47,291,3,1,1066,1545,193,1306
"062271003052","0622710","1","1","11",99.54,"3",NA,NA,NA,2433,817,594,559,462,2,17,545,31,215,6,1,1,26,378,31,155,3,0,6,24,356,25,145,2,1,1,19,282,18,140,2,0,86,1561,105,655
"062271003055","0622710","4","1","11",8.02,"3",NA,NA,NA,166,32,45,36,52,0,3,27,0,2,0,0,0,3,40,0,2,0,0,0,2,29,1,4,0,0,1,0,41,0,10,0,0,8,137,1,18
"062271003064","0622710","1","1","11",123.15,"3",NA,NA,NA,2995,892,917,570,616,3,47,474,220,144,4,0,4,45,498,226,140,3,1,1,35,271,137,126,0,0,3,33,287,169,123,1,0,160,1530,752,533
"062271003070","0622710","4","1","11",13,"3",NA,NA,156,192,57,51,52,32,0,0,50,5,1,0,1,0,2,42,5,1,1,0,0,0,45,7,0,0,0,0,1,27,3,1,0,0,3,164,20,3
"062271003082","0622710","4","1","11",5.01,"3",NA,NA,NA,85,21,29,24,11,0,0,20,0,1,0,0,0,0,28,0,0,0,1,0,1,23,0,0,0,0,0,1,9,0,1,0,0,2,80,0,2
"062271003088","0622710","1","1","11",87.03,"3",NA,NA,658,1682,603,457,349,273,3,23,427,58,89,2,1,1,38,306,47,64,1,0,4,21,248,35,36,5,0,2,26,185,36,24,0,0,108,1166,176,213
"062271003093","0622710","4","1","11",3.01,"3",NA,NA,NA,78,7,20,24,27,0,0,4,3,0,0,0,0,0,17,3,0,0,0,0,0,21,3,0,0,0,0,0,23,4,0,0,0,0,65,13,0
