"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","rate_frelch","rate_redlch","rate_totfrl","lunch_total"
"1200180","120018003547",0,0,0,14,2,0,4,0,0,0,12,4,0,1,1,0,0,4,3,0,5,0,0,0,7,2,0,1,20,17,13,10,60,83,0,83,1.38333333333333,0,1.38333333333333,83
"1200180","120018003684",0,0,0,0,0,0,0,9,1,20,66,81,0,110,5,0,16,36,60,0,59,0,0,0,0,0,0,0,0,287,176,0,463,96,23,119,0.207343412526998,0.0496760259179266,0.257019438444924,119
"1200180","120018003815",19,5,55,43,664,0,409,18,1,47,42,628,1,420,13,9,56,36,600,0,403,17,2,47,47,655,0,364,1195,1157,1117,1132,4601,640,146,786,0.13910019560965,0.0317322321234514,0.170832427733102,786
"1200180","120018003823",3,0,10,43,172,0,30,8,1,9,43,178,0,26,7,0,11,64,150,0,33,11,1,12,38,163,0,21,258,265,265,246,1034,315,131,446,0.304642166344294,0.126692456479691,0.431334622823985,446
"1200180","120018004037",20,3,25,240,197,2,193,16,1,19,208,186,0,185,22,4,27,180,176,2,160,31,0,21,209,209,0,162,680,615,571,632,2498,1164,190,1354,0.465972778222578,0.0760608486789432,0.542033626901521,1354
"1200180","120018004050",19,2,27,130,225,0,251,18,4,22,121,188,2,256,16,3,32,112,194,0,201,18,3,22,121,189,0,218,654,611,558,571,2394,1042,203,1245,0.435254803675856,0.0847953216374269,0.520050125313283,1245
"1200180","120018004052",15,2,54,275,290,0,51,14,0,49,218,239,1,47,11,1,64,190,258,2,45,15,0,46,218,240,0,59,687,568,571,578,2404,943,212,1155,0.392262895174709,0.0881863560732113,0.48044925124792,1155
"1200180","120018004057",0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,2,2,0,0,8,1,0,0,6,3,3,11,23,22,0,22,0.956521739130435,0,0.956521739130435,22
"1200180","120018004058",0,0,1,3,3,0,17,3,0,3,10,11,0,17,8,0,1,5,21,0,29,2,0,1,6,16,0,15,24,44,64,40,172,63,14,77,0.366279069767442,0.0813953488372093,0.447674418604651,77
"1200180","120018004318",7,0,24,106,178,0,102,13,1,21,103,175,0,105,10,2,15,96,199,0,83,17,2,29,102,218,0,111,417,418,405,479,1719,492,157,649,0.286212914485166,0.0913321698662013,0.377545084351367,649
"1200180","120018004463",0,0,0,7,12,0,8,0,1,0,6,31,0,6,2,0,0,6,11,0,8,0,0,0,6,17,0,4,27,44,27,27,125,33,9,42,0.264,0.072,0.336,42
"1200180","120018005453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,10,291,NA,NA,NA,291
"1200180","120018005464",0,0,0,42,13,0,5,8,3,2,73,58,0,42,18,2,9,337,257,1,148,1,0,0,7,2,0,0,60,186,772,10,1028,632,45,677,0.614785992217899,0.0437743190661479,0.658560311284047,677
"1200180","120018006893",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,-1,-1,-2,NA,NA,NA,-2
"1200180","120018007020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018007039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018007300",0,0,0,15,9,0,5,0,0,1,22,14,0,7,1,0,1,16,6,0,7,1,0,1,15,11,0,5,29,44,31,33,137,107,32,139,0.781021897810219,0.233576642335766,1.01459854014599,139
"1200180","120018007460",0,1,0,14,3,0,2,1,0,2,27,12,0,8,2,0,0,113,43,1,24,0,0,0,7,4,0,0,20,50,183,11,264,168,9,177,0.636363636363636,0.0340909090909091,0.670454545454545,177
"1200180","120018007462",0,0,0,23,0,0,0,0,0,0,75,0,0,0,6,0,1,347,13,1,5,0,0,0,7,0,0,0,23,75,373,7,478,410,12,422,0.857740585774059,0.0251046025104603,0.882845188284519,422
"1200180","120018007490",0,0,0,10,6,0,1,0,1,2,29,23,0,4,2,1,4,124,81,0,17,0,0,0,4,0,0,1,17,59,229,5,310,164,22,186,0.529032258064516,0.0709677419354839,0.6,186
"1200180","120018007555",25,2,22,82,341,0,202,25,2,34,71,285,1,233,14,2,22,75,310,0,209,35,1,36,101,347,1,203,674,651,632,724,2681,624,161,785,0.232748974263335,0.0600522193211488,0.292801193584483,785
"1200180","120018007750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018007767",0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,2,1,0,3,8,1,5,6,20,12,0,12,0.6,0,0.6,12
"1200180","120018007799",0,0,0,2,3,0,9,0,1,0,8,5,0,9,0,0,0,4,3,0,14,0,1,0,3,1,0,4,14,23,21,9,67,36,4,40,0.537313432835821,0.0597014925373134,0.597014925373134,40
"1200180","120018007904",0,0,0,16,10,0,9,2,0,1,26,11,0,8,1,0,0,100,36,0,28,0,0,0,5,0,0,0,35,48,165,5,253,166,9,175,0.656126482213439,0.0355731225296443,0.691699604743083,175
"1200180","120018007912",3,0,1,48,14,0,5,0,0,1,26,10,0,2,1,0,0,17,10,0,0,1,0,2,54,15,0,4,71,39,28,76,214,182,16,198,0.850467289719626,0.0747663551401869,0.925233644859813,198
"1200180","120018007917",2,0,0,46,4,0,2,0,0,0,46,11,0,5,1,2,1,126,22,0,7,1,0,0,28,4,0,1,54,62,159,34,309,250,4,254,0.809061488673139,0.0129449838187702,0.822006472491909,254
"1200180","120018007921",0,0,0,58,10,0,0,2,1,0,50,12,0,1,2,0,1,49,11,0,1,1,2,2,91,12,0,1,68,66,64,109,307,169,29,198,0.550488599348534,0.0944625407166124,0.644951140065147,198
"1200180","120018008071",0,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,3,9,0,0,12,21,34,3,37,1.61904761904762,0.142857142857143,1.76190476190476,37
"1200180","120018008087",0,0,0,43,5,0,1,0,0,1,55,5,0,3,3,0,2,184,18,0,2,0,0,0,18,1,0,2,49,64,209,21,343,287,8,295,0.836734693877551,0.0233236151603499,0.860058309037901,295
"1200180","120018008092",0,0,0,4,7,0,6,1,0,1,7,10,0,8,0,0,0,9,9,0,13,0,0,0,11,10,0,4,17,27,31,25,100,94,17,111,0.94,0.17,1.11,111
"1200180","120018008110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008172",0,0,0,13,5,0,6,0,0,0,7,5,1,4,0,0,1,9,1,0,5,0,0,0,8,13,0,7,24,17,16,28,85,108,16,124,1.27058823529412,0.188235294117647,1.45882352941176,124
"1200180","120018008199",0,0,0,17,8,0,5,0,0,0,35,15,0,10,3,0,2,124,53,0,32,0,0,0,5,1,0,0,30,60,214,6,310,212,10,222,0.683870967741935,0.032258064516129,0.716129032258065,222
"1200180","120018008210",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,4,2,0,1,-4,-4,-4,-4,-4,-4,-4,-28,-28,7,-28,-77,-1,-1,-2,NA,NA,NA,-2
"1200180","120018008260",0,0,1,27,8,1,4,3,2,1,25,13,0,11,5,0,1,73,32,0,22,0,0,1,2,2,2,3,41,55,133,10,239,139,11,150,0.581589958158996,0.0460251046025105,0.627615062761506,150
"1200180","120018008263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008268",1,0,0,16,6,0,3,1,1,1,21,25,0,25,6,0,2,100,69,0,64,0,0,0,0,2,0,0,26,74,241,2,343,202,16,218,0.588921282798834,0.0466472303206997,0.635568513119534,218
"1200180","120018008284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008326",0,0,0,1,0,0,3,0,0,0,3,0,0,1,0,0,0,4,1,0,1,0,0,0,1,0,0,1,4,4,6,2,16,4,0,4,0.25,0,0.25,4
"1200180","120018008361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,11,131,NA,NA,NA,131
"1200180","120018008373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,15,134,NA,NA,NA,134
"1200180","120018008386",2,0,0,26,8,0,4,3,0,1,41,15,1,12,1,2,2,85,34,1,22,0,0,0,4,2,0,1,40,73,147,7,267,238,3,241,0.891385767790262,0.0112359550561798,0.902621722846442,241
"1200180","120018008415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200180","120018008456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,24,NA,NA,NA,24
"1200180","120018008473",1,0,0,2,0,0,1,0,0,0,4,4,0,3,0,0,0,10,3,0,1,2,0,0,6,4,0,5,4,11,14,17,46,26,3,29,0.565217391304348,0.0652173913043478,0.630434782608696,29
"1200180","120018008476",0,0,0,5,5,0,34,0,0,1,1,6,0,13,0,0,0,0,0,0,0,2,0,1,12,14,0,58,44,21,0,87,152,62,6,68,0.407894736842105,0.0394736842105263,0.447368421052632,68
"1200180","120018008492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,NA,NA,NA,24
"1200390","120039000436",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,63,3,66,NA,NA,NA,66
"1200390","120039000547",2,0,6,16,109,0,25,2,0,2,15,77,0,30,0,2,2,13,44,0,15,0,0,0,9,81,1,20,158,126,76,111,471,270,45,315,0.573248407643312,0.0955414012738854,0.668789808917197,315
"1200390","120039000589",3,0,8,181,395,0,10,0,0,6,151,371,1,20,1,0,7,159,336,0,24,0,0,3,142,339,0,13,597,549,527,497,2170,1588,151,1739,0.731797235023042,0.0695852534562212,0.801382488479263,1739
"1200390","120039000590",3,0,11,53,778,0,80,0,1,7,56,684,0,87,1,0,8,53,672,0,82,1,1,7,72,700,0,65,925,835,816,846,3422,2203,205,2408,0.643775569842198,0.059906487434249,0.703682057276447,2408
"1200390","120039000591",1,0,1,35,632,0,11,0,0,0,37,562,0,15,0,0,0,37,614,0,11,0,0,1,38,541,0,7,680,614,662,587,2543,2082,108,2190,0.818718049547778,0.0424695241840346,0.861187573731813,2190
"1200390","120039000592",0,0,1,97,319,0,14,1,0,4,89,320,0,10,0,0,3,82,282,0,17,0,0,2,117,327,0,10,431,424,384,456,1695,1359,101,1460,0.801769911504425,0.0595870206489676,0.861356932153392,1460
"1200390","120039000593",2,0,1,221,269,0,10,0,0,1,186,234,0,10,3,2,0,169,213,0,18,2,1,1,213,272,0,12,503,431,405,501,1840,1586,56,1642,0.86195652173913,0.0304347826086957,0.892391304347826,1642
"1200390","120039000594",1,0,14,52,434,0,134,1,2,8,43,388,0,140,2,1,11,44,378,0,127,4,0,12,53,417,0,169,635,582,563,655,2435,1435,159,1594,0.589322381930185,0.0652977412731006,0.654620123203285,1594
"1200390","120039000595",0,0,0,274,53,0,3,1,2,1,309,59,1,4,1,1,1,340,50,0,6,0,0,0,241,58,0,1,330,377,399,300,1406,1174,53,1227,0.834992887624467,0.0376955903271693,0.872688477951636,1227
"1200390","120039000596",2,0,2,365,75,0,4,0,0,0,339,83,1,3,0,0,1,342,72,0,2,1,0,1,422,113,1,3,448,426,417,541,1832,1523,46,1569,0.831331877729258,0.0251091703056769,0.856441048034934,1569
"1200390","120039000599",0,0,3,5,594,0,21,0,0,4,2,698,0,27,0,0,0,8,681,0,17,0,0,1,3,579,0,11,623,731,706,594,2654,1940,205,2145,0.730972117558402,0.0772418990203466,0.808214016578749,2145
"1200390","120039000600",3,0,0,155,39,0,2,1,0,0,171,24,0,1,0,0,0,181,26,0,1,0,0,0,174,20,0,2,199,197,208,196,800,658,6,664,0.8225,0.0075,0.83,664
"1200390","120039000601",0,0,1,127,324,0,2,0,0,1,109,249,0,2,1,0,1,117,242,0,4,0,0,0,110,290,0,1,454,361,365,401,1581,1447,18,1465,0.915243516761543,0.0113851992409867,0.92662871600253,1465
"1200390","120039000602",8,2,6,128,363,1,53,5,1,9,132,371,0,67,3,1,9,97,338,0,76,4,0,7,112,324,0,61,561,585,524,508,2178,1245,148,1393,0.571625344352617,0.0679522497704316,0.639577594123049,1393
"1200390","120039000603",2,0,1,446,24,0,4,1,0,1,342,13,0,3,1,2,2,395,24,0,2,2,0,1,428,15,0,3,477,360,426,449,1712,1279,74,1353,0.747079439252336,0.0432242990654206,0.790303738317757,1353
"1200390","120039000604",1,0,0,423,32,0,0,0,0,0,354,31,0,2,1,0,1,359,25,0,2,0,0,0,369,39,0,1,456,387,388,409,1640,1379,32,1411,0.840853658536585,0.0195121951219512,0.860365853658537,1411
"1200390","120039000605",6,1,19,115,314,0,215,6,0,21,114,304,0,207,9,1,34,113,283,0,214,7,0,25,108,286,0,186,670,652,654,612,2588,914,80,994,0.353168469860896,0.0309119010819165,0.384080370942813,994
"1200390","120039000606",0,1,2,39,750,0,18,1,0,1,29,671,0,9,0,0,3,36,619,0,13,2,0,3,34,738,0,17,810,711,671,794,2986,2424,147,2571,0.81178834561286,0.0492297387809779,0.861018084393838,2571
"1200390","120039000607",0,1,6,52,368,0,18,1,0,1,35,324,0,22,1,0,4,55,322,0,21,1,0,1,70,365,0,19,445,383,403,456,1687,1308,86,1394,0.775340841730883,0.0509780675755779,0.826318909306461,1394
"1200390","120039000608",0,0,1,13,335,0,29,0,0,4,21,402,0,22,0,0,3,17,374,0,35,1,0,5,9,283,0,19,378,449,429,317,1573,1102,133,1235,0.70057215511761,0.0845518118245391,0.785123966942149,1235
"1200390","120039000609",1,0,10,283,76,0,7,3,2,10,328,86,0,11,1,2,15,359,95,0,25,0,1,3,282,91,0,9,377,440,497,386,1700,1322,72,1394,0.777647058823529,0.0423529411764706,0.82,1394
"1200390","120039000610",3,0,1,558,90,2,8,1,1,1,538,88,0,10,1,2,7,528,67,0,4,2,1,3,573,84,0,5,662,639,609,668,2578,2180,109,2289,0.845616757176106,0.0422808378588053,0.887897595034911,2289
"1200390","120039000611",0,0,0,9,7,0,0,0,0,0,6,3,0,0,0,0,0,2,6,0,1,0,0,0,13,5,0,0,16,9,9,18,52,68,3,71,1.30769230769231,0.0576923076923077,1.36538461538462,71
"1200390","120039000612",1,2,5,161,555,0,54,5,1,6,136,541,0,81,2,1,8,164,461,0,102,2,0,4,181,575,1,70,778,770,738,833,3119,2447,125,2572,0.784546328951587,0.0400769477396601,0.824623276691247,2572
"1200390","120039000613",1,1,2,35,491,0,24,0,0,2,28,476,0,29,0,0,0,32,535,0,32,0,0,1,16,490,0,24,554,535,599,531,2219,1661,128,1789,0.748535376295629,0.0576836412798558,0.806219017575484,1789
"1200390","120039000614",3,3,2,208,301,1,19,2,1,2,220,283,0,36,4,1,8,187,245,0,22,1,3,0,193,236,1,13,537,544,467,447,1995,1581,76,1657,0.792481203007519,0.0380952380952381,0.830576441102757,1657
"1200390","120039000615",0,0,2,10,666,0,31,0,2,5,8,733,1,41,0,0,2,11,729,0,40,0,1,4,3,656,0,25,709,790,782,689,2970,2108,243,2351,0.70976430976431,0.0818181818181818,0.791582491582492,2351
"1200390","120039000616",0,0,0,18,9,0,1,0,0,0,9,8,0,0,1,0,0,2,0,0,0,0,0,0,9,4,0,0,28,17,3,13,61,99,3,102,1.62295081967213,0.0491803278688525,1.67213114754098,102
"1200390","120039000617",0,0,0,15,6,0,0,0,0,0,23,12,0,0,0,0,0,13,8,0,0,0,0,0,9,2,0,0,21,35,21,11,88,88,3,91,1,0.0340909090909091,1.03409090909091,91
"1200390","120039001443",-4,-4,-4,-4,-4,-4,-4,1,0,9,2,88,0,13,0,0,11,4,83,0,13,-4,-4,-4,-4,-4,-4,-4,-28,113,111,-28,168,65,24,89,0.386904761904762,0.142857142857143,0.529761904761905,89
"1200390","120039001478",0,0,2,320,63,0,1,2,1,0,291,76,0,5,0,2,0,331,64,0,0,0,0,3,249,60,0,0,386,375,397,312,1470,1226,73,1299,0.834013605442177,0.0496598639455782,0.883673469387755,1299
"1200390","120039002127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,NA,NA,NA,13
"1200390","120039002128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002135",0,0,0,6,27,0,2,0,0,0,5,24,0,0,2,1,0,11,65,0,9,1,0,0,1,24,0,2,35,29,88,28,180,173,4,177,0.961111111111111,0.0222222222222222,0.983333333333333,177
"1200390","120039002137",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,45,0,10,0,0,0,1,0,0,0,0,1,77,1,79,6,0,6,0.0759493670886076,0,0.0759493670886076,6
"1200390","120039002138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-4,NA,NA,NA,-4
"1200390","120039002428",0,0,0,0,4,0,2,0,0,0,0,8,0,1,0,1,2,10,19,0,7,0,0,1,2,2,0,3,6,9,39,8,62,86,4,90,1.38709677419355,0.0645161290322581,1.45161290322581,90
"1200390","120039002555",0,0,0,23,8,0,1,0,0,0,10,3,0,1,0,0,0,2,3,0,1,1,0,0,15,11,0,1,32,14,6,28,80,34,3,37,0.425,0.0375,0.4625,37
"1200390","120039002715",-4,-4,-4,-4,-4,-4,-4,1,0,0,17,36,0,5,0,1,0,18,24,0,2,-4,-4,-4,-4,-4,-4,-4,-28,59,45,-28,48,60,10,70,1.25,0.208333333333333,1.45833333333333,70
"1200390","120039002735",1,0,13,6,892,0,32,0,3,4,5,896,0,33,0,1,4,15,838,0,36,3,1,7,8,741,0,35,944,941,894,795,3574,2405,279,2684,0.672915500839396,0.0780637940682708,0.750979294907666,2684
"1200390","120039002736",0,0,5,12,91,0,36,1,0,4,18,72,0,21,1,0,2,14,69,0,32,2,0,5,14,70,0,42,144,116,118,133,511,151,38,189,0.295499021526419,0.0743639921722113,0.36986301369863,189
"1200390","120039002809",0,0,6,5,195,0,67,1,0,7,19,126,0,67,0,1,7,3,123,0,36,3,0,11,9,174,0,82,273,220,170,279,942,206,44,250,0.218683651804671,0.0467091295116773,0.265392781316348,250
"1200390","120039002810",1,0,1,13,83,0,31,2,0,2,18,79,0,23,1,0,3,21,74,0,22,2,0,3,13,77,0,35,129,124,121,130,504,135,26,161,0.267857142857143,0.0515873015873016,0.319444444444444,161
"1200390","120039002811",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,4,0,4,NA,NA,NA,4
"1200390","120039002812",0,0,0,11,13,0,1,0,0,0,28,7,0,1,0,0,0,21,7,0,0,0,0,0,3,1,0,0,25,36,28,4,93,79,3,82,0.849462365591398,0.032258064516129,0.881720430107527,82
"1200390","120039002813",0,0,0,8,1,0,1,0,0,0,5,1,0,0,0,0,0,12,3,0,1,0,0,0,6,4,0,1,10,6,16,11,43,82,3,85,1.90697674418605,0.0697674418604651,1.97674418604651,85
"1200390","120039002814",1,0,0,6,14,0,3,0,0,0,6,9,0,2,0,0,0,10,28,0,5,0,0,1,3,18,0,1,24,17,43,23,107,133,9,142,1.24299065420561,0.0841121495327103,1.32710280373832,142
"1200390","120039002988",1,0,4,32,383,1,18,1,0,5,26,314,0,19,1,0,6,22,296,0,28,2,0,4,53,407,0,35,439,365,353,501,1658,977,153,1130,0.589264173703257,0.0922798552472859,0.681544028950543,1130
"1200390","120039003052",17,1,33,99,586,1,140,7,0,27,87,519,0,129,8,0,21,87,446,0,140,20,1,39,100,685,0,174,877,769,702,1019,3367,1215,226,1441,0.360855360855361,0.0671220671220671,0.427977427977428,1441
"1200390","120039003164",2,0,4,56,24,0,12,0,0,6,36,18,0,7,0,0,1,35,16,0,9,0,0,0,54,30,1,8,98,67,61,93,319,10,3,13,0.0313479623824451,0.00940438871473354,0.0407523510971787,13
"1200390","120039003345",0,0,13,293,250,1,175,3,0,16,271,241,0,146,3,0,14,206,197,0,115,3,1,19,304,287,0,162,732,677,535,776,2720,1413,134,1547,0.519485294117647,0.0492647058823529,0.56875,1547
"1200390","120039003561",-4,-4,-4,-4,-4,-4,-4,0,0,7,5,32,0,10,0,0,3,14,33,0,8,-4,-4,-4,-4,-4,-4,-4,-28,54,58,-28,56,51,9,60,0.910714285714286,0.160714285714286,1.07142857142857,60
"1200390","120039003562",0,0,1,113,143,0,1,0,0,2,113,81,0,2,0,0,0,126,106,0,3,0,0,0,123,138,0,5,258,198,235,266,957,815,17,832,0.851619644723093,0.0177638453500522,0.869383490073145,832
"1200390","120039003563",0,0,0,8,10,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,0,0,0,0,10,7,0,0,18,7,6,17,48,15,0,15,0.3125,0,0.3125,15
"1200390","120039003564",0,0,0,15,6,0,0,0,0,0,8,6,0,0,0,0,0,8,1,0,0,0,0,0,11,3,0,0,21,14,9,14,58,9,0,9,0.155172413793103,0,0.155172413793103,9
"1200390","120039003565",0,0,0,5,3,0,2,0,0,0,3,5,0,4,0,0,0,1,0,0,2,0,0,0,4,3,0,2,10,12,3,9,34,3,0,3,0.0882352941176471,0,0.0882352941176471,3
"1200390","120039003569",0,0,0,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,8,1,1,7,17,3,0,3,0.176470588235294,0,0.176470588235294,3
"1200390","120039003699",0,2,7,5,396,0,30,0,0,4,8,353,0,29,0,0,2,6,297,0,25,0,0,7,8,467,0,28,440,394,330,510,1674,790,206,996,0.471923536439665,0.123058542413381,0.594982078853047,996
"1200390","120039003838",0,1,0,15,456,0,10,2,0,0,20,377,0,6,0,0,1,7,368,0,8,0,0,1,23,465,0,6,482,405,384,495,1766,1244,229,1473,0.704416761041903,0.129671574178935,0.834088335220838,1473
"1200390","120039003973",1,0,1,16,55,0,10,0,0,1,10,78,0,15,0,0,0,6,70,0,9,0,0,0,7,91,0,15,83,104,85,113,385,41,3,44,0.106493506493506,0.00779220779220779,0.114285714285714,44
"1200390","120039003975",0,0,0,10,70,0,5,1,0,1,6,73,0,8,0,0,2,10,65,0,3,0,0,0,9,77,0,10,85,89,80,96,350,253,30,283,0.722857142857143,0.0857142857142857,0.808571428571429,283
"1200390","120039003977",0,0,1,0,82,0,27,0,0,0,3,73,0,23,0,0,0,1,61,0,31,0,0,3,3,80,0,25,110,99,93,111,413,212,44,256,0.513317191283293,0.106537530266344,0.619854721549637,256
"1200390","120039004077",5,1,25,24,967,0,56,4,1,24,21,958,0,65,1,8,20,17,911,0,59,4,0,24,22,931,1,64,1078,1073,1016,1046,4213,2390,411,2801,0.567291716116781,0.0975551863280323,0.664846902444814,2801
"1200390","120039004078",3,1,10,114,441,0,49,4,3,10,108,392,0,42,3,1,4,109,360,1,51,3,0,7,114,433,0,42,618,559,529,599,2305,1559,148,1707,0.676355748373102,0.0642082429501085,0.74056399132321,1707
"1200390","120039004339",1,0,3,130,230,0,12,5,0,5,102,234,0,9,2,0,9,105,237,0,7,0,0,4,139,252,0,15,376,355,360,410,1501,1044,149,1193,0.695536309127249,0.0992671552298468,0.794803464357095,1193
"1200390","120039004340",6,0,15,17,624,1,52,4,0,13,23,600,0,74,4,1,14,35,718,0,59,7,0,7,14,540,0,54,715,714,831,622,2882,1782,287,2069,0.618320610687023,0.0995836224843858,0.717904233171409,2069
"1200390","120039004726",0,0,4,9,524,0,48,0,0,6,9,529,0,43,1,1,8,3,432,1,41,3,0,8,6,457,0,36,585,587,487,510,2169,842,139,981,0.388197325956662,0.0640848317196865,0.452282157676349,981
"1200390","120039005493",0,0,0,0,88,0,2,0,0,1,0,76,0,6,0,0,0,1,123,0,10,0,1,3,0,80,0,5,90,83,134,89,396,163,45,208,0.411616161616162,0.113636363636364,0.525252525252525,208
"1200390","120039005494",0,0,0,2,93,0,2,0,0,2,3,86,0,3,0,0,0,2,94,0,2,0,0,0,2,78,0,1,97,94,98,81,370,247,52,299,0.667567567567568,0.140540540540541,0.808108108108108,299
"1200390","120039005495",0,0,0,34,6,0,0,0,0,0,50,8,0,0,0,0,0,97,14,0,0,0,0,0,15,5,0,0,40,58,111,20,229,221,5,226,0.965065502183406,0.0218340611353712,0.986899563318777,226
"1200390","120039005861",1,0,2,4,515,0,4,0,0,0,10,494,0,4,1,0,0,7,489,0,14,0,0,2,3,499,0,4,526,508,511,508,2053,1716,77,1793,0.835849975645397,0.037506088650755,0.873356064296152,1793
