"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"1200480","120048008016",13,0,13,41,63,212,0,82,9,3,6,20,24,121,1,58,2,0,5,20,22,76,0,27,7,3,5,52,62,222,0,93,424,242,152,444,1262,249,23,272,272
"1200480","120048008096",1,0,1,26,6,45,0,11,4,0,1,50,11,79,0,13,4,1,1,36,12,65,2,9,1,0,0,8,2,17,0,6,90,158,130,34,412,144,13,157,157
"1200480","120048008228",7,0,0,27,35,131,1,61,4,0,1,26,31,107,1,44,3,0,0,19,23,79,0,34,14,0,3,29,26,121,0,49,262,214,158,242,876,572,129,701,701
"1200480","120048008243",3,2,1,28,44,112,0,34,4,0,3,21,26,79,0,25,3,2,1,15,13,55,0,21,10,1,3,29,39,123,0,41,224,158,110,246,738,251,0,251,251
"1200480","120048008264",1,0,0,56,11,70,0,2,0,0,0,55,5,70,0,10,1,0,0,19,2,26,0,4,2,0,0,16,0,20,0,2,140,140,52,40,372,87,27,114,114
"1200480","120048008523",2,0,1,62,8,77,0,4,0,0,1,44,1,51,0,5,0,0,0,7,0,7,0,0,3,0,0,43,0,49,0,3,154,102,14,98,368,500,0,500,500
"1200480","120048008773",6,3,2,23,79,157,0,44,1,1,2,22,65,120,1,28,1,0,1,10,32,52,1,7,3,0,1,23,98,162,3,34,314,240,104,324,982,261,16,277,277
"1200480","120048008789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,13,321,321
"1200480","120048008874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,3
"1200480","120048009001",11,2,1,139,33,228,0,42,6,0,1,104,22,146,0,13,3,0,0,35,3,48,0,7,6,0,2,73,17,115,0,17,456,292,96,230,1074,372,0,372,372
"1200480","120048009003",2,0,1,9,8,35,0,15,0,0,0,11,8,28,0,9,1,0,1,0,2,6,0,2,2,0,1,18,14,55,0,20,70,56,12,110,248,46,6,52,52
"1200480","120048009004",1,0,0,0,5,9,0,3,1,0,0,3,3,12,0,5,1,0,0,4,1,14,0,8,0,0,1,0,1,4,0,2,18,24,28,8,78,23,3,26,26
"1200480","120048010635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,30,105,105
"1200510","120051000794",62,1,5,165,34,449,2,180,40,2,14,134,25,374,1,158,31,2,8,87,29,266,1,108,70,1,8,222,59,566,2,204,898,748,532,1132,3310,978,56,1034,1034
"1200510","120051000805",18,0,17,174,43,345,2,91,19,0,22,110,33,262,1,77,11,0,32,77,28,225,0,77,32,2,25,178,63,397,2,95,690,524,450,794,2458,645,28,673,673
"1200510","120051000812",28,5,6,70,44,546,2,391,27,3,13,71,27,517,3,373,37,2,9,64,21,444,1,310,45,1,7,74,46,603,0,430,1092,1034,888,1206,4220,826,104,930,930
"1200510","120051000836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200510","120051000837",33,1,8,243,73,495,2,135,33,2,8,228,57,456,4,124,23,1,9,201,38,378,1,105,37,3,15,262,70,541,4,150,990,912,756,1082,3740,1097,61,1158,1158
"1200510","120051002169",36,0,10,208,36,505,1,214,26,0,15,153,34,415,2,185,26,1,12,139,27,357,2,150,40,1,12,184,46,456,2,171,1010,830,714,912,3466,817,60,877,877
"1200510","120051002304",0,0,0,3,0,5,0,2,0,0,0,1,0,3,0,2,0,0,0,0,0,2,0,2,0,0,0,5,0,10,0,5,10,6,4,20,40,11,0,11,11
"1200510","120051002305",0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,5,0,2,4,0,2,10,16,8,0,8,8
"1200510","120051002306",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,2,0,4,2,8,19,0,19,19
"1200510","120051002431",0,0,0,5,1,13,0,7,2,0,0,6,1,15,0,6,3,0,3,20,1,49,1,21,1,0,1,5,1,13,0,5,26,30,98,26,180,65,2,67,67
"1200510","120051002557",6,0,0,31,1,58,0,20,8,0,0,21,0,49,0,20,1,0,1,4,0,17,0,11,7,0,0,31,1,60,0,21,116,98,34,120,368,201,9,210,210
"1200510","120051002601",0,0,0,6,0,8,0,2,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,16,8,0,16,40,NA,NA,3,3
"1200510","120051002602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,27,7,68,0,27,0,0,0,0,0,0,0,0,0,0,136,0,136,7,1,8,8
"1200510","120051002995",9,2,0,25,3,132,0,93,5,3,0,24,0,134,0,102,4,5,0,4,4,105,2,86,7,2,0,24,10,161,0,118,264,268,210,322,1064,212,7,219,219
"1200510","120051003057",0,0,0,1,0,5,0,4,1,0,1,1,0,4,0,1,1,0,0,1,0,3,0,1,2,0,0,5,2,18,0,9,10,8,6,36,60,55,0,55,55
"1200510","120051003703",29,0,16,89,40,340,3,163,28,2,13,85,27,305,1,149,18,0,13,64,30,252,2,125,36,0,22,96,38,380,0,188,680,610,504,760,2554,424,82,506,506
"1200510","120051003704",0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,2,0,4,10,NA,NA,3,3
"1200510","120051004345",2,0,0,20,1,25,0,2,0,0,0,7,1,9,0,1,0,0,0,1,0,1,0,0,2,0,0,41,1,45,0,1,50,18,2,90,160,249,6,255,255
"1200510","120051007541",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,4,8,2,10,10
"1200510","120051007672",2,0,0,0,1,21,0,18,0,0,2,3,0,29,0,24,4,0,2,11,6,63,0,40,0,0,0,3,0,13,0,10,42,58,126,26,252,24,2,26,26
"1200510","120051008310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200510","120051009008",3,1,0,4,0,16,0,8,1,0,1,19,4,47,0,22,3,0,0,10,0,21,0,8,0,0,0,12,0,21,0,9,32,94,42,42,210,69,5,74,74
"1200510","120051010638",0,0,0,0,0,0,0,0,3,1,1,2,5,29,0,17,2,0,1,3,2,19,0,11,0,0,0,0,0,0,0,0,0,58,38,NA,96,4,0,4,4
"1200870","120087000918",22,0,9,96,165,429,1,136,11,3,11,85,155,374,1,108,27,1,5,98,137,368,2,98,13,0,8,100,150,389,3,115,858,748,736,778,3120,833,59,892,892
"1200870","120087000930",10,0,11,94,167,315,1,32,9,0,8,88,191,339,0,43,8,0,2,82,151,277,2,32,12,0,4,108,160,331,0,47,630,678,554,662,2524,842,69,911,911
"1200870","120087000945",22,5,7,155,191,534,0,154,27,2,6,123,173,463,1,131,19,1,12,117,169,465,0,147,26,0,4,129,207,533,1,166,1068,926,930,1066,3990,949,60,1009,1009
"1200870","120087000946",0,0,0,2,1,6,0,3,1,0,0,0,2,6,0,3,0,0,0,3,5,13,0,5,0,0,1,1,1,5,0,2,12,12,26,10,60,724,35,759,759
"1200870","120087000960",22,1,41,164,200,506,0,78,14,1,30,137,191,449,1,75,16,0,45,113,179,428,0,75,14,0,37,145,233,508,2,77,1012,898,856,1016,3782,974,75,1049,1049
"1200870","120087000965",16,1,34,180,76,354,0,47,22,0,42,156,94,363,0,49,10,1,65,160,61,347,0,50,14,1,32,174,81,358,3,53,708,726,694,716,2844,843,40,883,883
"1200870","120087000972",8,0,18,42,402,518,0,48,9,0,10,38,409,515,0,49,11,0,8,26,377,459,0,37,9,0,10,46,456,570,1,48,1036,1030,918,1140,4124,1254,115,1369,1369
"1200870","120087000999",33,1,26,28,130,652,0,434,27,0,23,20,112,593,1,410,21,0,24,29,117,641,0,450,38,2,15,53,96,621,0,417,1304,1186,1282,1242,5014,349,56,405,405
"1200870","120087001000",10,1,6,59,335,645,1,233,17,0,4,73,333,634,0,207,12,1,7,57,258,518,0,183,15,0,9,82,357,677,1,213,1290,1268,1036,1354,4948,1325,114,1439,1439
"1200870","120087001007",26,0,23,52,69,344,2,172,28,0,26,45,69,297,1,128,27,0,34,44,75,347,1,166,29,0,26,52,91,366,1,167,688,594,694,732,2708,461,95,556,556
"1200870","120087001010",0,0,0,2,1,4,0,1,0,0,2,0,2,6,0,2,0,0,0,3,5,18,0,10,0,0,0,4,0,6,0,2,8,12,36,12,68,19,1,20,20
"1200870","120087001011",9,0,1,93,202,329,0,24,8,2,3,93,183,317,1,27,5,0,5,76,168,283,1,28,11,0,5,126,219,393,0,32,658,634,566,786,2644,814,62,876,876
"1200870","120087001024",0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,2,6,9,0,1,0,0,0,0,3,3,0,0,2,6,18,6,32,29,1,30,30
"1200870","120087002325",32,0,19,275,147,529,1,55,23,0,17,221,134,447,1,51,15,0,19,215,134,436,1,52,24,0,13,333,168,603,1,64,1058,894,872,1206,4030,1094,96,1190,1190
"1200870","120087002437",27,1,15,39,264,549,0,203,24,0,15,37,238,502,0,188,21,0,17,51,242,521,1,189,24,1,10,46,288,551,0,182,1098,1004,1042,1102,4246,914,188,1102,1102
"1200870","120087002505",23,2,12,203,195,586,0,151,24,1,9,186,188,541,0,133,22,2,10,179,161,506,0,132,29,0,5,280,274,767,1,178,1172,1082,1012,1534,4800,1464,112,1576,1576
"1200870","120087002511",1,0,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,4,0,2,6,2,2,8,18,18,0,18,18
"1200870","120087002512",0,0,0,1,2,3,0,0,0,0,0,0,4,6,0,2,2,0,2,11,12,34,0,7,0,0,1,2,0,3,0,0,6,12,68,6,92,39,2,41,41
"1200870","120087002562",46,2,13,66,182,560,1,250,27,0,16,69,188,553,0,253,37,0,17,80,186,565,1,244,39,1,20,77,200,626,2,287,1120,1106,1130,1252,4608,868,178,1046,1046
"1200870","120087002997",19,0,18,53,269,708,1,348,22,0,17,64,195,587,2,287,31,1,18,50,212,590,1,277,32,2,11,67,263,704,2,327,1416,1174,1180,1408,5178,1015,78,1093,1093
"1200870","120087003177",0,0,0,2,0,2,0,0,0,0,0,4,3,8,0,1,1,0,0,3,2,10,0,4,0,0,0,4,3,8,0,1,4,16,20,16,56,29,0,29,29
"1200870","120087003179",17,0,4,182,116,406,0,87,19,0,4,140,106,355,0,86,24,1,1,133,89,316,0,68,32,1,9,194,129,460,0,95,812,710,632,920,3074,771,73,844,844
"1200870","120087003181",40,1,40,26,244,609,0,258,22,0,48,27,216,568,2,253,27,1,45,32,219,595,1,270,28,1,51,29,245,596,1,241,1218,1136,1190,1192,4736,721,136,857,857
"1200870","120087003185",31,1,27,190,200,613,1,163,31,0,25,175,166,560,1,162,27,1,27,143,132,469,0,139,39,0,34,206,223,647,0,145,1226,1120,938,1294,4578,995,60,1055,1055
"1200870","120087003379",43,2,21,138,212,681,3,262,43,0,24,131,233,676,0,245,38,1,21,136,212,628,3,217,41,1,12,125,210,614,4,221,1362,1352,1256,1228,5198,1002,202,1204,1204
"1200870","120087003383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087003388",0,0,0,2,0,2,0,0,0,0,0,3,1,6,0,2,0,0,0,5,2,9,0,2,0,0,0,1,1,3,0,1,4,12,18,6,40,17,0,17,17
"1200870","120087003390",2,0,0,14,2,19,0,1,1,0,0,7,1,11,0,2,0,0,0,3,0,3,0,0,0,0,0,12,0,12,0,0,38,22,6,24,90,27,1,28,28
"1200870","120087003394",2,0,0,1,0,6,0,3,0,0,0,3,0,4,0,1,1,0,0,2,0,6,0,3,0,0,0,0,0,1,0,1,12,8,12,2,34,NA,NA,3,3
"1200870","120087003396",0,0,0,4,2,7,0,1,0,0,0,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,14,6,2,2,24,11,0,11,11
"1200870","120087003397",0,0,0,0,0,0,0,0,0,0,0,6,1,8,0,1,0,0,0,2,0,2,0,0,0,0,0,3,0,3,0,0,0,16,4,6,26,11,0,11,11
"1200870","120087003399",1,0,0,10,8,19,0,0,0,0,0,11,3,16,0,2,0,0,0,3,5,8,0,0,2,0,0,1,1,4,0,0,38,32,16,8,94,NA,NA,3,3
"1200870","120087003588",0,1,0,6,1,13,0,5,0,0,0,2,0,6,0,4,0,0,0,6,0,8,0,2,0,0,0,2,0,3,0,1,26,12,16,6,60,27,0,27,27
"1200870","120087003589",3,0,1,22,30,94,0,38,2,0,3,21,33,89,0,30,9,0,1,37,43,149,0,59,0,0,2,24,39,94,0,29,188,178,298,188,852,83,64,147,147
"1200870","120087003711",19,2,39,36,463,755,2,194,23,2,43,59,383,687,0,177,13,0,31,39,333,589,0,173,23,0,38,57,454,764,3,189,1510,1374,1178,1528,5590,1114,87,1201,1201
"1200870","120087003712",1,0,0,1,3,7,0,2,1,0,0,3,37,57,0,16,2,1,1,12,57,101,0,28,0,0,0,0,2,2,0,0,14,114,202,4,334,139,9,148,148
"1200870","120087003716",0,0,0,3,1,4,0,0,1,0,0,6,2,11,0,2,0,0,0,3,1,4,0,0,0,0,0,1,0,2,0,1,8,22,8,4,42,4,0,4,4
"1200870","120087003858",28,1,19,122,207,487,0,110,20,0,18,93,179,423,0,113,21,1,20,99,134,396,4,117,24,1,13,140,238,531,1,114,974,846,792,1062,3674,929,63,992,992
"1200870","120087003862",16,1,59,194,83,400,2,45,8,3,54,168,73,343,2,35,13,1,55,132,62,301,1,37,30,1,63,222,84,467,0,67,800,686,602,934,3022,828,38,866,866
"1200870","120087003863",0,0,0,8,14,30,0,8,2,1,0,13,22,50,0,12,4,0,1,20,47,87,0,15,1,0,0,0,2,6,0,3,60,100,174,12,346,131,12,143,143
"1200870","120087004091",55,0,22,46,141,831,2,565,54,1,37,52,139,856,0,573,34,2,23,43,100,702,1,499,43,2,30,52,140,814,0,547,1662,1712,1404,1628,6406,462,100,562,562
"1200870","120087004097",1,1,0,29,13,47,0,3,0,0,0,7,4,11,0,0,1,0,0,1,0,2,0,0,1,0,0,16,7,24,0,0,94,22,4,48,168,111,6,117,117
"1200870","120087004098",3,0,0,17,15,39,0,4,0,0,0,7,2,12,0,3,0,0,0,2,0,2,0,0,0,0,0,6,9,18,0,3,78,24,4,36,142,110,6,116,116
"1200870","120087004154",0,0,0,4,3,11,0,4,1,0,0,5,8,17,0,3,0,0,1,6,8,26,0,11,0,0,1,4,4,16,0,7,22,34,52,32,140,29,5,34,34
"1200870","120087004155",0,0,0,3,8,12,0,1,0,0,1,6,6,14,0,1,0,0,0,7,11,22,0,4,0,0,0,1,4,6,0,1,24,28,44,12,108,34,3,37,37
"1200870","120087004164",0,0,0,1,0,9,0,8,0,0,0,3,0,10,0,7,0,0,0,1,0,3,0,2,0,0,0,4,0,6,0,2,18,20,6,12,56,36,0,36,36
"1200870","120087004169",19,0,9,189,198,483,1,67,25,1,7,180,171,457,1,72,18,1,8,155,162,402,1,57,20,0,9,200,173,481,1,78,966,914,804,962,3646,966,73,1039,1039
"1200870","120087004872",25,1,5,152,293,655,2,177,30,1,12,131,254,578,1,149,20,1,6,120,189,506,0,170,20,2,12,139,295,665,1,196,1310,1156,1012,1330,4808,1045,78,1123,1123
"1200870","120087005578",1,0,1,4,10,24,0,8,5,0,0,7,7,28,0,9,0,0,1,7,14,25,0,3,0,0,1,11,9,26,0,5,48,56,50,52,206,229,57,286,286
"1200870","120087006917",31,2,49,23,157,639,0,377,33,1,31,20,127,626,1,413,23,1,39,15,144,625,1,402,27,0,57,22,132,585,0,347,1278,1252,1250,1170,4950,372,79,451,451
"1200870","120087006958",3,0,0,3,3,11,0,2,1,0,0,0,4,7,0,2,0,0,0,4,7,16,0,5,1,0,0,4,4,14,0,5,22,14,32,28,96,75,5,80,80
"1200870","120087006987",11,0,15,21,46,149,1,55,8,0,18,33,39,149,0,51,6,0,11,34,47,155,0,57,7,0,13,30,50,149,3,46,298,298,310,298,1204,100,7,107,107
"1200870","120087007001",15,2,83,27,320,710,1,262,10,0,88,23,283,623,0,219,18,0,48,37,213,529,0,213,19,5,118,31,317,696,0,206,1420,1246,1058,1392,5116,1067,66,1133,1133
"1200870","120087007146",2,0,0,3,1,10,0,4,1,0,1,2,2,15,0,9,3,0,2,3,5,20,0,7,1,0,0,4,1,9,0,3,20,30,40,18,108,26,3,29,29
"1200870","120087007499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087007650",3,0,0,28,11,43,0,1,1,0,0,49,33,92,0,9,4,0,0,45,30,87,0,8,0,0,0,10,7,17,0,0,86,184,174,34,478,135,36,171,171
"1200870","120087007836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087008050",4,1,0,8,6,31,0,12,3,0,0,6,14,39,0,16,4,0,0,4,18,38,0,12,0,0,0,10,15,33,0,8,62,78,76,66,282,71,31,102,102
"1200870","120087008053",10,0,3,9,16,69,0,31,4,0,4,8,32,78,1,29,4,0,5,17,22,94,0,46,7,0,5,18,18,70,0,22,138,156,188,140,622,82,52,134,134
"1200870","120087008057",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,NA,NA,NA,NA
"1200870","120087008067",2,0,1,0,2,5,0,0,0,0,0,1,0,5,0,4,0,0,2,5,7,21,0,7,0,0,0,0,1,1,0,0,10,10,42,2,64,24,0,24,24
"1200870","120087008084",0,0,0,2,1,3,0,0,0,0,0,0,1,2,0,1,0,0,0,7,5,17,0,5,0,0,0,0,1,3,0,2,6,4,34,6,50,20,1,21,21
"1200870","120087008112",0,0,0,55,32,95,0,8,4,0,0,69,63,160,1,23,5,0,1,60,41,125,0,18,1,0,0,13,9,27,0,4,190,320,250,54,814,234,43,277,277
"1200870","120087008148",12,0,14,11,48,180,2,93,10,0,14,16,40,144,1,63,8,1,7,16,38,125,0,55,9,0,7,20,42,141,0,63,360,288,250,282,1180,125,26,151,151
"1200870","120087008244",1,0,1,3,5,15,0,5,1,0,0,3,2,9,0,3,2,0,4,15,23,70,0,26,0,0,0,3,6,14,0,5,30,18,140,28,216,54,11,65,65
"1200870","120087008319",0,0,0,6,1,9,0,2,0,0,0,5,0,8,0,3,1,0,0,2,0,4,0,1,0,0,0,2,0,6,0,4,18,16,8,12,54,27,0,27,27
"1200870","120087008549",3,0,0,8,55,69,0,3,0,0,0,7,43,60,0,10,3,0,0,3,27,42,0,9,5,0,0,1,62,89,2,19,138,120,84,178,520,222,41,263,263
"1200870","120087008579",60,1,11,306,406,968,1,183,40,1,13,277,395,898,2,170,45,1,12,229,301,721,0,133,52,3,11,282,379,899,1,171,1936,1796,1442,1798,6972,1512,148,1660,1660
"1200870","120087008643",10,2,24,37,47,183,2,61,16,0,16,46,37,181,0,66,10,2,22,29,44,180,1,72,7,0,30,36,72,207,0,62,366,362,360,414,1502,90,1,91,91
"1200870","120087008666",26,2,13,94,161,566,1,269,20,2,11,51,122,385,1,178,12,0,2,32,82,255,0,127,42,0,10,101,200,626,4,269,1132,770,510,1252,3664,1928,462,2390,2390
"1200870","120087008667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,30,0,5,0,0,0,60,60,607,82,689,689
"1200870","120087008676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,22,30,0,1,0,0,0,60,60,17,2,19,19
"1200870","120087008783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087008803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087008893",18,2,8,44,89,226,0,65,13,2,7,35,73,177,1,46,4,0,2,10,23,55,0,16,25,1,9,70,121,293,1,66,452,354,110,586,1502,281,63,344,344
"1200870","120087008927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,16,39,79,0,17,0,0,0,158,158,28,7,35,35
"1200870","120087010669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200870","120087010670",0,0,0,3,0,4,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,4,2,0,14,NA,NA,NA,NA
"1200870","120087010671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,2,0,0,0,26,26,28,4,32,32
"1201440","120144000865",7,3,65,124,563,861,5,94,9,3,42,115,619,889,3,98,14,2,66,120,568,846,4,72,10,0,42,138,589,871,5,87,1722,1778,1692,1742,6934,1374,121,1495,1495
"1201440","120144001363",22,1,13,58,294,675,3,284,25,1,17,88,315,763,0,317,15,2,17,62,253,648,1,298,27,0,20,68,299,694,4,276,1350,1526,1296,1388,5560,1066,168,1234,1234
"1201440","120144001364",19,2,10,245,95,521,1,149,14,1,16,246,103,514,1,133,18,0,17,215,74,466,2,140,19,1,6,286,131,558,1,114,1042,1028,932,1116,4118,1010,69,1079,1079
"1201440","120144001397",1,0,0,3,1,5,0,0,0,0,0,3,1,4,0,0,0,0,0,3,2,8,0,3,1,0,0,7,3,13,0,2,10,8,16,26,60,60,3,63,63
"1201440","120144001403",13,1,24,98,706,937,0,95,7,0,16,101,646,836,3,63,5,0,21,88,550,751,0,87,14,0,15,111,704,918,1,73,1874,1672,1502,1836,6884,1970,162,2132,2132
"1201440","120144001404",3,1,8,446,95,567,2,12,3,5,10,530,74,639,1,16,2,2,8,459,64,545,1,9,3,2,5,545,97,666,3,11,1134,1278,1090,1332,4834,1549,121,1670,1670
"1201440","120144001406",8,1,9,270,304,628,0,36,3,2,13,292,318,649,2,19,3,1,16,243,246,530,0,21,2,0,9,291,335,670,3,30,1256,1298,1060,1340,4954,1550,95,1645,1645
"1201440","120144001447",23,2,68,80,270,855,2,410,26,2,63,67,265,846,2,421,26,2,59,75,263,842,4,413,27,2,36,84,303,826,1,373,1710,1692,1684,1652,6738,1025,208,1233,1233
"1201440","120144001454",26,1,44,107,253,775,3,341,21,2,41,131,210,699,2,292,17,2,43,91,171,625,6,295,10,2,40,108,213,717,1,343,1550,1398,1250,1434,5632,794,166,960,960
"1201440","120144001455",13,1,14,287,333,877,1,228,26,0,13,286,309,877,2,241,19,0,21,262,248,779,2,227,31,3,23,276,370,974,6,265,1754,1754,1558,1948,7014,1395,88,1483,1483
"1201440","120144001458",0,0,0,2,2,5,0,1,0,0,0,6,5,14,0,3,1,0,6,27,28,79,0,17,0,0,0,0,6,6,0,0,10,28,158,12,208,45,1,46,46
"1201440","120144001459",2,0,3,379,52,447,2,9,2,0,0,353,61,423,0,7,2,0,0,305,31,342,0,4,3,0,0,394,55,459,1,6,894,846,684,918,3342,1204,56,1260,1260
"1201440","120144001908",0,0,0,1,0,5,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,10,2,0,6,18,NA,NA,3,3
"1201440","120144002219",0,0,0,8,1,11,0,2,0,0,0,11,4,19,0,4,0,0,0,5,3,11,0,3,0,0,0,7,1,8,0,0,22,38,22,16,98,NA,NA,3,3
"1201440","120144002224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1201440","120144002227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1201440","120144002355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1201440","120144002572",18,0,25,303,334,823,1,142,16,3,38,244,340,819,4,174,10,1,35,213,311,724,4,150,9,2,29,289,370,828,3,126,1646,1638,1448,1656,6388,1294,104,1398,1398
"1201440","120144002645",0,0,1,1,10,12,0,0,0,0,4,3,3,10,0,0,0,0,0,1,6,13,0,6,0,0,0,2,6,9,0,1,24,20,26,18,88,NA,NA,3,3
"1201440","120144002650",0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,4,2,0,1,7,7,19,0,2,0,0,0,0,0,0,0,0,0,20,38,NA,58,20,1,21,21
"1201440","120144002779",15,2,53,73,366,640,2,129,12,2,56,71,356,624,1,126,18,3,68,77,328,601,3,104,11,0,65,91,389,690,2,132,1280,1248,1202,1380,5110,1074,68,1142,1142
"1201440","120144002918",0,0,0,4,2,8,0,2,0,0,0,4,0,4,0,0,0,0,0,3,0,4,0,1,0,0,0,2,1,3,0,0,16,8,8,6,38,14,0,14,14
"1201440","120144002928",0,0,0,6,2,9,0,1,0,0,0,5,3,9,0,1,0,0,0,0,3,5,0,2,1,0,0,2,2,9,0,4,18,18,10,18,64,3,0,3,3
"1201440","120144003449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,3
"1201440","120144003745",42,3,61,82,347,894,3,356,28,2,68,88,382,922,2,352,25,2,54,86,323,848,3,355,34,3,65,82,404,907,3,316,1788,1844,1696,1814,7142,924,246,1170,1170
"1201440","120144003746",16,5,66,197,244,704,3,173,23,1,58,212,253,754,7,200,14,2,56,187,281,745,3,202,16,3,44,199,290,766,7,207,1408,1508,1490,1532,5938,1124,273,1397,1397
"1201440","120144003748",0,0,0,12,1,15,0,2,0,0,0,5,0,6,0,1,0,0,0,2,1,4,0,1,0,0,0,4,3,10,0,3,30,12,8,20,70,NA,NA,3,3
"1201440","120144003884",1,0,0,6,8,17,0,2,0,0,0,35,21,72,0,16,5,1,3,85,102,225,0,29,0,0,0,0,0,0,0,0,34,144,450,0,628,3,0,3,3
"1201440","120144003885",1,0,0,11,8,23,0,3,0,0,1,27,57,93,0,8,0,0,8,105,173,302,1,15,0,0,0,1,5,8,0,2,46,186,604,16,852,6,0,6,6
"1201440","120144003994",0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,2,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,12,10,0,22,8,0,8,8
"1201440","120144003995",0,0,0,2,3,6,0,1,0,0,0,2,2,4,0,0,0,0,0,3,2,6,0,1,0,0,0,1,0,1,0,0,12,8,12,2,34,38,1,39,39
