"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"0622710","062271002802",0,0,0,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,0,0,18,10,9,19,56,54,2,56,56
"0622710","062271002806",0,0,0,0,0,31,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,31,34,13,11,89,80,0,80,80
"0622710","062271002815",0,0,0,0,0,21,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,21,18,17,10,66,55,2,57,57
"0622710","062271002830",0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,16,15,12,8,51,43,4,47,47
"0622710","062271002838",0,0,0,0,0,760,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,666,0,0,760,555,505,666,2486,2205,105,2310,2310
"0622710","062271002844",0,0,0,0,0,567,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,697,0,0,567,548,539,697,2351,2125,115,2240,2240
"0622710","062271002890",0,0,0,0,0,408,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,443,0,0,408,286,299,443,1436,1266,51,1317,1317
"0622710","062271002899",0,0,0,0,0,357,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,371,0,0,357,336,341,371,1405,971,123,1094,1094
"0622710","062271002908",0,0,0,0,0,62,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,21,0,0,62,112,88,21,283,219,1,220,220
"0622710","062271002916",0,0,0,0,0,471,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,497,0,0,471,384,344,497,1696,1056,106,1162,1162
"0622710","062271002918",0,0,0,0,0,14,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,14,24,7,15,60,50,1,51,51
"0622710","062271002923",0,0,0,0,0,671,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,910,0,0,671,614,586,910,2781,1770,127,1897,1897
"0622710","062271002941",0,0,0,0,0,138,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,117,0,0,138,132,128,117,515,483,10,493,493
"0622710","062271002965",0,0,0,0,0,223,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,204,0,0,223,196,179,204,802,726,14,740,740
"0622710","062271002970",0,0,0,0,0,369,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,370,0,0,369,373,397,370,1509,822,178,1000,1000
"0622710","062271002971",0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,8,21,0,30,23,2,25,25
"0622710","062271002972",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,24,50,0,74,68,2,70,70
"0622710","062271002976",0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,17,17,6,9,49,46,1,47,47
"0622710","062271002983",0,0,0,0,0,174,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,201,0,0,174,145,140,201,660,1328,26,1354,1354
"0622710","062271002984",0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,12,17,8,3,40,38,0,38,38
"0622710","062271002995",0,0,0,0,0,12,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,12,29,16,6,63,57,2,59,59
"0622710","062271002998",0,0,0,0,0,396,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,407,0,0,396,446,383,407,1632,1246,76,1322,1322
"0622710","062271003017",0,0,0,0,0,202,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,219,0,0,202,200,161,219,782,1562,48,1610,1610
"0622710","062271003020",0,0,0,0,0,621,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,628,0,0,621,472,511,628,2232,1987,119,2106,2106
"0622710","062271003021",0,0,0,0,0,326,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,359,0,0,326,303,272,359,1260,1142,84,1226,1226
"0622710","062271003023",0,0,0,0,0,492,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,581,0,0,492,502,452,581,2027,1966,24,1990,1990
"0622710","062271003029",0,0,0,0,0,166,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,191,0,0,166,118,96,191,571,1171,28,1199,1199
"0622710","062271003034",0,0,0,0,0,379,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,397,0,0,379,386,398,397,1560,1366,70,1436,1436
"0622710","062271003037",0,0,0,0,0,539,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,552,0,0,539,586,570,552,2247,2051,96,2147,2147
"0622710","062271003052",0,0,0,0,0,497,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,515,0,0,497,399,372,515,1783,1507,80,1587,1587
"0622710","062271003055",0,0,0,0,0,27,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,27,23,13,10,73,70,0,70,70
"0622710","062271003064",0,0,0,0,0,560,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,572,0,0,560,543,584,572,2259,1522,153,1675,1675
"0622710","062271003070",0,0,0,0,0,31,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,23,0,0,31,15,19,23,88,75,1,76,76
"0622710","062271003082",0,0,0,0,0,18,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,18,29,8,7,62,56,3,59,59
"0622710","062271003088",0,0,0,0,0,271,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,297,0,0,271,275,264,297,1107,983,30,1013,1013
"0622710","062271003093",0,0,0,0,0,19,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,19,25,7,10,61,60,1,61,61
"0622710","062271003098",0,0,0,0,0,380,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,407,0,0,380,314,364,407,1465,1373,50,1423,1423
"0622710","062271003100",0,0,0,0,0,34,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,34,46,11,10,101,80,2,82,82
"0622710","062271003106",0,0,0,0,0,194,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,181,0,0,194,161,163,181,699,676,12,688,688
"0622710","062271003107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,NA,NA,160,NA,160,89,11,100,100
"0622710","062271003108",0,0,0,0,0,569,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,577,0,0,569,569,505,577,2220,1376,242,1618,1618
"0622710","062271003109",0,0,0,0,0,239,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,173,0,0,239,213,172,173,797,773,11,784,784
"0622710","062271003110",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,NA,30,245,NA,275,229,17,246,246
"0622710","062271003134",0,0,0,0,0,17,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0,17,30,21,6,74,70,0,70,70
"0622710","062271003139",0,0,0,0,0,285,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,241,0,0,285,243,259,241,1028,929,51,980,980
"0622710","062271003146",0,0,0,0,0,18,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,18,26,7,19,70,68,0,68,68
"0622710","062271003151",0,0,0,0,0,306,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,349,0,0,306,212,176,349,1043,962,26,988,988
"0622710","062271003163",0,0,0,0,0,278,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,248,0,0,278,241,259,248,1026,974,24,998,998
"0622710","062271003171",0,0,0,0,0,479,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,573,0,0,479,479,419,573,1950,1265,147,1412,1412
"0622710","062271003181",0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,12,18,18,2,50,50,0,50,50
"0622710","062271003189",0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,8,16,66,0,90,88,1,89,89
"0622710","062271003190",0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,18,11,0,30,28,0,28,28
"0622710","062271003193",0,0,0,0,0,542,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,544,0,0,542,446,428,544,1960,1798,45,1843,1843
"0622710","062271003197",0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,10,14,8,9,41,40,0,40,40
"0622710","062271003201",0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,7,9,7,4,27,21,5,26,26
"0622710","062271003209",0,0,0,0,0,469,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,459,0,0,469,420,383,459,1731,1335,110,1445,1445
"0622710","062271003214",0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,12,22,22,1,57,53,1,54,54
"0622710","062271003230",0,0,0,0,0,600,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,653,0,0,600,599,637,653,2489,1608,123,1731,1731
"0622710","062271003235",0,0,0,0,0,36,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,36,21,6,5,68,61,1,62,62
"0622710","062271003257",0,0,0,0,0,17,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,17,31,19,7,74,71,0,71,71
"0622710","062271003276",0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,14,31,0,47,41,2,43,43
"0622710","062271003279",0,0,0,0,0,25,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,25,22,7,5,59,51,2,53,53
"0622710","062271003292",0,0,0,0,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,10,22,20,4,56,54,0,54,54
"0622710","062271003296",0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,5,2,6,6,19,16,2,18,18
"0622710","062271003301",0,0,0,0,0,388,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,264,0,0,388,288,295,264,1235,1194,51,1245,1245
"0622710","062271003313",0,0,0,0,0,17,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,10,0,0,17,26,35,10,88,83,2,85,85
"0622710","062271003314",0,0,0,0,0,19,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,3,0,0,19,49,65,3,136,130,5,135,135
"0622710","062271003315",0,0,0,0,0,415,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,382,0,0,415,399,332,382,1528,1445,32,1477,1477
"0622710","062271003322",0,0,0,0,0,32,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,32,31,10,14,87,83,2,85,85
"0622710","062271003325",0,0,0,0,0,488,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,542,0,0,488,381,334,542,1745,1557,76,1633,1633
"0622710","062271003330",0,0,0,0,0,664,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,613,0,0,664,668,637,613,2582,1570,166,1736,1736
"0622710","062271003364",0,0,0,0,0,497,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,458,0,0,497,435,441,458,1831,1626,88,1714,1714
"0622710","062271003376",0,0,0,0,0,44,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,44,42,9,12,107,94,1,95,95
"0622710","062271003378",0,0,0,0,0,101,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,111,0,0,101,83,92,111,387,1141,51,1192,1192
"0622710","062271003385",0,0,0,0,0,421,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,528,0,0,421,294,263,528,1506,1278,83,1361,1361
"0622710","062271003387",0,0,0,0,0,561,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,668,0,0,561,477,441,668,2147,974,160,1134,1134
"0622710","062271003395",0,0,0,0,0,71,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,74,0,0,71,75,49,74,269,736,56,792,792
"0622710","062271003397",0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,3,2,1,10,11,0,11,11
"0622710","062271003398",0,0,0,0,0,19,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,19,32,11,8,70,50,3,53,53
"0622710","062271003413",0,0,0,0,0,365,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,343,0,0,365,330,300,343,1338,869,91,960,960
