"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","rate_frelch","rate_redlch","rate_totfrl","lunch_total"
"0804800","080480000695",10,6,8,4,76,0,347,16,2,6,4,94,1,309,12,3,4,4,92,0,291,17,3,11,6,105,0,315,451,432,406,457,1746,333,123,456,0.190721649484536,0.070446735395189,0.261168384879725,456
"0804800","080480000697",12,4,28,7,131,2,238,10,4,34,6,160,0,209,17,1,26,5,134,0,226,5,5,21,5,145,1,236,422,423,409,418,1672,405,176,581,0.242224880382775,0.105263157894737,0.347488038277512,581
"0804800","080480000707",21,3,10,5,94,1,311,13,0,16,5,83,1,311,14,3,19,5,67,0,288,15,2,19,4,75,2,303,445,429,396,420,1690,241,121,362,0.142603550295858,0.0715976331360947,0.214201183431953,362
"0804800","080480000719",9,1,5,0,11,0,229,6,0,4,0,13,0,217,7,1,0,0,16,0,235,5,0,3,0,13,1,237,255,240,259,259,1013,44,27,71,0.0434353405725568,0.0266535044422507,0.0700888450148075,71
"0804800","080480000733",6,2,12,3,42,3,231,9,3,2,6,47,1,237,10,1,12,4,34,1,273,7,2,7,3,47,1,295,299,305,335,362,1301,228,76,304,0.175249807840123,0.0584166026133743,0.233666410453497,304
"0804800","080480000736",12,2,8,5,47,1,229,5,3,5,1,41,2,199,4,0,11,5,42,0,193,13,0,11,5,51,1,220,304,256,255,301,1116,196,68,264,0.175627240143369,0.0609318996415771,0.236559139784946,264
"0804800","080480000739",1,2,0,4,104,0,13,1,5,1,2,108,0,12,1,0,0,5,100,0,17,1,4,0,1,97,0,10,124,129,123,113,489,367,47,414,0.750511247443763,0.0961145194274029,0.846625766871166,414
"0804800","080480000747",16,6,34,10,167,3,338,26,1,20,8,159,1,295,16,3,19,3,129,4,297,21,7,22,12,186,1,320,574,510,471,569,2124,539,149,688,0.25376647834275,0.07015065913371,0.32391713747646,688
"0804800","080480000756",0,0,1,0,1,0,5,0,0,0,0,1,0,2,0,0,1,2,2,0,13,0,0,0,0,1,0,1,7,3,18,2,30,14,6,20,0.466666666666667,0.2,0.666666666666667,20
"0804800","080480000765",2,1,0,2,8,0,45,1,0,1,1,6,0,44,2,0,1,1,7,0,53,0,1,2,0,7,0,39,58,53,64,49,224,80,17,97,0.357142857142857,0.0758928571428571,0.433035714285714,97
"0804800","080480000775",16,2,6,9,105,1,233,15,1,10,10,114,1,231,10,2,6,6,74,0,193,11,2,6,2,142,1,238,372,382,291,402,1447,377,149,526,0.260539046302695,0.102971665514858,0.363510711817554,526
"0804800","080480000791",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"0804800","080480000797",0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,0,1,0,3,0,24,0,0,0,0,0,0,0,0,12,29,0,41,3,3,6,0.0731707317073171,0.0731707317073171,0.146341463414634,6
"0804800","080480000803",5,6,4,5,138,0,172,11,3,4,2,113,1,174,5,3,6,5,91,1,149,14,7,8,4,150,1,192,330,308,260,376,1274,482,121,603,0.378335949764521,0.0949764521193093,0.47331240188383,603
"0804800","080480000964",3,1,5,2,16,0,133,6,0,14,2,15,0,117,4,0,10,0,8,0,116,5,0,15,0,19,0,133,160,154,138,172,624,31,28,59,0.0496794871794872,0.0448717948717949,0.094551282051282,59
"0804800","080480000988",0,0,0,0,1,0,3,0,0,0,0,5,0,10,2,0,0,0,3,0,24,0,0,0,0,0,0,0,4,15,29,0,48,12,3,15,0.25,0.0625,0.3125,15
"0804800","080480001036",2,0,0,0,4,0,30,2,0,1,0,2,0,19,2,0,0,0,1,0,30,0,0,0,0,3,0,15,36,24,33,18,111,65,20,85,0.585585585585586,0.18018018018018,0.765765765765766,85
"0804800","080480001349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,33,0,66,0,0,0,0,0,0,0,0,0,106,0,106,10,3,13,0.0943396226415094,0.0283018867924528,0.122641509433962,13
"0804800","080480001383",12,2,5,3,59,1,353,20,3,12,2,72,0,363,18,0,7,2,62,2,395,19,3,4,4,68,0,372,435,472,486,470,1863,161,91,252,0.0864197530864197,0.048845947396672,0.135265700483092,252
"0804800","080480001487",14,0,19,4,55,0,220,5,3,20,7,55,0,224,10,0,37,6,50,0,215,9,2,22,4,68,0,241,312,314,318,346,1290,224,123,347,0.173643410852713,0.0953488372093023,0.268992248062015,347
"0804800","080480001508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,21,86,NA,NA,NA,86
"0804800","080480001542",1,1,2,0,10,0,199,2,2,4,0,10,0,165,1,1,2,2,9,0,190,4,1,4,1,21,1,181,213,183,205,213,814,77,33,110,0.0945945945945946,0.0405405405405405,0.135135135135135,110
"0804800","080480001543",12,4,13,3,69,2,295,10,1,12,0,65,0,294,7,1,10,4,57,0,295,10,0,14,2,53,0,307,398,382,374,386,1540,135,80,215,0.0876623376623377,0.051948051948052,0.13961038961039,215
"0804800","080480001606",0,0,0,0,2,0,0,0,0,1,0,3,0,3,0,0,0,0,1,0,5,0,0,0,0,3,0,1,2,7,6,4,19,21,3,24,1.10526315789474,0.157894736842105,1.26315789473684,24
"0804800","080480001766",2,0,0,0,6,0,28,1,0,0,0,5,0,21,2,0,1,0,4,0,20,3,0,0,1,6,0,31,36,27,27,41,131,43,19,62,0.32824427480916,0.145038167938931,0.473282442748092,62
"0804800","080480001797",13,1,10,4,61,1,365,15,0,11,5,44,0,368,10,4,9,6,41,0,355,17,3,16,1,59,0,408,455,443,425,504,1827,109,43,152,0.0596606458675424,0.023535851122058,0.0831964969896004,152
"0804800","080480001907",1,2,0,0,15,0,11,1,0,0,2,45,0,37,10,3,3,5,98,0,47,0,0,0,0,0,0,0,29,85,166,0,280,136,25,161,0.485714285714286,0.0892857142857143,0.575,161
"0804800","080480001921",1,1,0,0,6,0,39,4,2,0,1,4,0,25,1,1,0,1,12,0,43,1,1,0,1,7,0,28,47,36,58,38,179,36,16,52,0.201117318435754,0.0893854748603352,0.290502793296089,52
"0804800","080480001922",7,0,6,1,17,0,79,8,0,7,1,17,0,65,3,2,2,1,7,0,69,5,0,8,0,11,0,88,110,98,84,112,404,28,24,52,0.0693069306930693,0.0594059405940594,0.128712871287129,52
"0804800","080480002014",0,0,0,0,50,0,1,1,1,0,0,74,0,3,1,0,1,3,149,0,6,0,0,2,0,32,0,3,51,79,160,37,327,290,10,300,0.886850152905199,0.0305810397553517,0.917431192660551,300
"0804800","080480006163",3,1,0,1,8,0,30,1,2,0,2,18,0,76,11,3,0,0,59,0,166,0,0,0,0,4,0,6,43,99,239,10,391,121,42,163,0.309462915601023,0.107416879795396,0.416879795396419,163
"0804800","080480006255",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,5,0,5,NA,NA,NA,5
"0804800","080480006306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,16,16,17,3,20,1.0625,0.1875,1.25,20
"0804800","080480006307",1,0,0,0,4,0,4,0,0,0,0,0,0,6,1,0,0,0,1,0,10,2,0,0,2,2,0,3,9,6,12,9,36,37,3,40,1.02777777777778,0.0833333333333333,1.11111111111111,40
"0804800","080480006347",0,0,1,0,3,0,3,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,3,0,5,7,6,7,8,28,6,0,6,0.214285714285714,0,0.214285714285714,6
"0804800","080480006438",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,-4,-4,-4,-4,-4,-4,-4,0,2,5,-28,-21,0,0,0,NA,NA,NA,0
"0804800","080480006439",2,0,0,1,7,0,53,4,1,0,3,14,1,78,9,1,2,0,18,0,97,1,1,0,1,6,0,20,63,101,127,29,320,35,9,44,0.109375,0.028125,0.1375,44
"0804800","080480006466",6,0,2,1,5,1,24,1,0,2,2,1,0,31,0,0,2,2,1,0,52,0,0,2,2,3,0,35,39,37,57,42,175,35,16,51,0.2,0.0914285714285714,0.291428571428571,51
"0804800","080480006510",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,3,0,3,NA,NA,NA,3
"0804800","080480006587",0,0,0,0,8,0,16,0,0,0,1,4,0,2,0,0,0,0,0,0,5,3,0,0,0,9,0,11,24,7,5,23,59,55,28,83,0.932203389830508,0.474576271186441,1.40677966101695,83
"1100030","110003000008",0,0,0,61,40,0,0,0,1,0,59,24,0,1,0,0,0,63,19,0,0,0,0,0,110,93,0,5,101,85,82,208,476,476,0,476,1,0,1,476
"1100030","110003000016",1,0,5,83,12,0,8,2,0,4,102,18,0,11,2,0,2,97,9,0,8,5,2,3,118,17,0,14,109,137,118,159,523,520,0,520,0.994263862332696,0,0.994263862332696,520
"1100030","110003000055",0,0,0,144,0,0,1,0,0,0,129,0,0,0,0,0,0,151,0,0,0,0,0,0,213,1,0,0,145,129,151,214,639,639,0,639,1,0,1,639
"1100030","110003000078",0,0,0,203,6,0,2,2,0,0,215,3,0,0,0,0,2,212,1,0,0,2,0,0,371,5,1,0,211,220,215,379,1025,1025,0,1025,1,0,1,1025
"1100030","110003000079",0,0,1,163,4,0,0,0,1,0,139,5,0,0,0,0,0,127,1,0,0,1,0,0,206,5,0,0,168,145,128,212,653,653,0,653,1,0,1,653
"1100030","110003000081",1,0,0,66,14,0,0,1,0,1,70,14,0,1,0,0,0,67,5,0,0,0,0,1,119,35,0,0,81,87,72,155,395,395,0,395,1,0,1,395
"1100030","110003000082",0,0,0,75,42,0,2,2,0,0,71,42,0,3,1,0,0,72,18,1,3,2,0,3,112,179,0,10,119,118,95,306,638,781,0,781,1.22413793103448,0,1.22413793103448,781
"1100030","110003000084",0,0,0,164,1,0,1,0,0,0,144,5,0,2,0,0,0,106,6,0,1,1,0,0,319,4,0,1,166,151,113,325,755,755,0,755,1,0,1,755
"1100030","110003000085",0,0,0,156,0,0,0,0,0,0,137,0,0,0,0,0,0,116,0,0,0,1,0,0,250,1,0,0,156,137,116,252,661,661,0,661,1,0,1,661
"1100030","110003000089",0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,20,3,0,0,0,0,0,4,0,0,0,1,3,23,4,31,60,0,60,1.93548387096774,0,1.93548387096774,60
"1100030","110003000090",0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,25,3,0,0,0,0,0,8,0,0,0,2,4,28,8,42,56,0,56,1.33333333333333,0,1.33333333333333,56
"1100030","110003000131",7,0,4,53,18,0,53,10,0,10,64,14,0,45,7,0,3,69,12,0,46,10,0,16,43,23,0,64,135,143,137,156,571,587,0,587,1.02802101576182,0,1.02802101576182,587
"1100030","110003000133",17,1,29,184,92,1,93,18,1,24,165,66,0,124,13,0,36,175,55,2,102,30,1,34,251,143,2,129,417,398,383,590,1788,1785,0,1785,0.998322147651007,0,0.998322147651007,1785
"1100030","110003000153",1,2,3,94,14,0,0,3,0,0,63,8,0,0,2,0,2,76,12,1,1,4,0,3,131,29,0,0,114,74,94,167,449,446,0,446,0.993318485523385,0,0.993318485523385,446
"1100030","110003000156",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,224,0,224,NA,NA,NA,224
"1100030","110003000198",0,0,0,53,2,0,0,1,0,0,93,5,0,0,0,0,0,79,4,0,1,0,0,1,107,4,0,0,55,99,84,112,350,350,0,350,1,0,1,350
"1100030","110003000203",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000207",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000264",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000265",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000266",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000267",1,0,0,128,3,0,2,1,1,1,155,8,0,0,2,0,0,137,5,1,0,3,1,2,173,17,0,4,134,166,145,200,645,642,0,642,0.995348837209302,0,0.995348837209302,642
"1100030","110003000271",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1100030","110003000385",0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,12,1,0,0,3,4,8,13,28,25,0,25,0.892857142857143,0,0.892857142857143,25
"1100030","110003000396",1,0,3,80,159,1,2,1,0,8,66,129,0,2,1,0,4,64,115,0,4,1,0,5,131,249,0,2,246,206,188,388,1028,1381,0,1381,1.34338521400778,0,1.34338521400778,1381
"1100030","110003000397",0,0,0,49,3,0,0,0,0,0,52,1,0,1,0,0,0,24,0,0,0,0,0,0,112,2,0,0,52,54,24,114,244,244,0,244,1,0,1,244
"1100030","110003000407",1,0,0,111,2,0,0,2,0,0,50,3,0,0,0,0,0,36,1,0,0,0,0,0,112,5,0,0,114,55,37,117,323,323,0,323,1,0,1,323
"1200150","120015000062",1,0,0,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,5,5,3,1,10,19,20,3,23,1.05263157894737,0.157894736842105,1.21052631578947,23
"1200150","120015000066",0,0,0,2,1,0,3,0,0,0,1,1,0,3,0,0,0,2,0,0,3,0,0,0,2,0,0,3,6,5,5,5,21,0,0,0,0,0,0,0
"1200150","120015000078",23,1,7,52,32,0,244,22,1,12,37,30,0,209,20,2,8,41,38,0,213,14,1,6,67,25,0,213,359,311,322,326,1318,485,38,523,0.367981790591806,0.0288315629742033,0.396813353566009,523
"1200150","120015000088",15,1,5,49,16,0,214,7,1,0,29,20,0,206,19,2,2,29,18,0,183,20,2,4,48,30,1,210,300,263,253,315,1131,469,37,506,0.414677276746242,0.0327144120247569,0.447391688770999,506
"1200150","120015000090",27,2,3,90,44,1,197,23,0,8,77,37,1,231,17,1,6,58,28,0,160,35,2,2,101,35,0,189,364,377,270,364,1375,465,31,496,0.338181818181818,0.0225454545454545,0.360727272727273,496
"1200150","120015000100",14,1,5,74,39,0,141,12,0,2,50,27,0,110,14,0,1,61,25,0,84,18,1,2,69,52,0,143,274,201,185,285,945,1007,68,1075,1.06560846560847,0.071957671957672,1.13756613756614,1075
"1200150","120015000103",23,0,10,53,80,1,439,32,1,20,30,56,1,327,22,0,20,34,68,1,304,40,0,24,46,64,0,435,606,467,449,609,2131,560,67,627,0.262787423744721,0.0314406381980291,0.29422806194275,627
"1200150","120015000104",34,2,6,125,82,0,178,35,0,10,101,77,1,185,18,2,8,58,44,0,137,32,2,10,133,75,0,216,427,409,267,468,1571,842,77,919,0.535964353914704,0.049013367281986,0.58497772119669,919
"1200150","120015000109",33,1,9,34,69,1,349,26,0,12,23,60,0,278,29,2,11,29,46,0,226,32,0,14,36,72,0,300,496,399,343,454,1692,683,48,731,0.403664302600473,0.0283687943262411,0.432033096926714,731
"1200150","120015000118",29,0,9,18,40,0,299,30,1,9,13,43,2,302,20,1,10,18,43,2,294,34,0,9,13,46,1,291,395,400,388,394,1577,409,30,439,0.259353202282815,0.0190234622701332,0.278376664552949,439
"1200150","120015000119",5,1,10,2,21,0,110,11,0,9,3,13,0,94,4,0,6,5,15,0,107,13,0,8,0,11,0,128,149,130,137,160,576,94,18,112,0.163194444444444,0.03125,0.194444444444444,112
"1200150","120015000127",5,0,9,7,30,1,179,7,0,11,1,19,0,122,11,0,7,2,20,0,127,14,0,2,5,23,0,152,231,160,167,196,754,263,18,281,0.348806366047745,0.0238726790450928,0.372679045092838,281
"1200150","120015000131",23,1,3,16,28,0,297,20,0,5,12,29,1,273,17,0,2,3,27,0,212,18,0,5,7,34,0,266,368,340,261,330,1299,228,29,257,0.175519630484988,0.0223248652809854,0.197844495765974,257
"1200150","120015002052",0,0,0,4,1,0,3,0,0,0,4,1,0,4,1,0,0,1,0,0,3,2,0,0,8,2,0,11,8,9,5,23,45,48,0,48,1.06666666666667,0,1.06666666666667,48
"1200150","120015002055",0,0,0,3,3,0,6,0,0,0,3,2,0,4,0,0,0,1,0,0,0,0,0,1,3,3,0,7,12,9,1,14,36,43,3,46,1.19444444444444,0.0833333333333333,1.27777777777778,46
"1200150","120015002977",23,1,0,22,30,2,191,20,0,2,17,32,0,197,13,1,1,10,15,0,144,27,0,3,12,28,0,216,269,268,184,286,1007,565,56,621,0.561072492552135,0.0556107249255213,0.616683217477656,621
"1200150","120015003023",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,4,-1,-1,-2,-0.25,-0.25,-0.5,-2
"1200150","120015003024",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,12,0,12,NA,NA,NA,12
"1200150","120015003025",0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,3,1,0,2,5,5,1,6,17,3,0,3,0.176470588235294,0,0.176470588235294,3
"1200150","120015003026",1,3,0,3,1,0,6,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,7,2,0,7,14,2,3,16,35,3,0,3,0.0857142857142857,0,0.0857142857142857,3
"1200150","120015003292",1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,2,7,3,0,3,0.428571428571429,0,0.428571428571429,3
"1200150","120015003293",28,1,4,93,77,1,260,26,1,4,82,75,0,222,12,1,2,71,42,1,190,25,0,4,84,83,1,253,464,410,319,450,1643,706,80,786,0.429701765063908,0.0486914181375533,0.478393183201461,786
"1200150","120015003296",7,1,10,6,21,0,115,11,0,16,6,19,0,101,4,0,14,3,12,0,110,13,0,19,6,20,0,107,160,153,143,165,621,79,11,90,0.127214170692432,0.0177133655394525,0.144927536231884,90
"1200150","120015003540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,14,0,17,0,0,0,43,43,548,99,647,12.7441860465116,2.30232558139535,15.046511627907,647
"1200150","120015003678",2,0,0,5,5,0,17,2,0,0,0,0,0,7,1,0,0,6,2,0,17,0,0,0,5,2,0,8,29,9,26,15,79,109,3,112,1.37974683544304,0.0379746835443038,1.41772151898734,112
"1200150","120015004059",0,0,0,3,1,0,5,0,0,1,0,1,0,1,1,0,0,4,2,0,6,2,0,0,6,1,0,18,9,3,13,27,52,72,4,76,1.38461538461538,0.0769230769230769,1.46153846153846,76
"1200150","120015004244",31,1,14,31,66,0,385,33,0,11,33,63,0,338,33,0,8,18,64,0,368,28,1,17,32,70,1,367,528,478,491,516,2013,207,25,232,0.102831594634873,0.0124192747143567,0.11525086934923,232
"1200150","120015005433",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015005434",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015005435",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015005441",1,0,0,1,1,0,12,0,0,0,1,0,0,8,0,0,0,1,0,0,5,0,0,0,1,1,0,7,15,9,6,9,39,13,3,16,0.333333333333333,0.0769230769230769,0.41025641025641,16
"1200150","120015007083",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007125",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007150",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007172",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007188",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007211",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007227",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007231",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200150","120015007530",26,3,10,138,118,0,224,26,0,6,97,115,0,210,19,1,7,105,81,0,147,37,3,4,141,107,0,200,519,454,360,492,1825,968,131,1099,0.53041095890411,0.0717808219178082,0.602191780821918,1099
"1200150","120015007957",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,1,7,6,0,27,-4,-4,-4,-4,-4,-4,-4,-28,-28,42,-28,-42,0,0,0,NA,NA,NA,0
"1200150","120015007961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"1200150","120015008082",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,33,0,33,NA,NA,NA,33
"1200150","120015008189",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,120,0,120,NA,NA,NA,120
"1200180","120018000153",21,3,8,159,203,2,146,16,2,12,140,167,1,144,14,4,7,129,198,3,136,7,5,11,165,187,0,133,542,482,491,508,2023,1217,204,1421,0.601581809194266,0.100840336134454,0.70242214532872,1421
"1200180","120018000157",3,0,11,282,97,0,22,3,1,8,228,86,0,26,4,0,8,237,76,0,29,10,1,3,249,76,0,38,415,352,354,377,1498,1132,108,1240,0.755674232309746,0.0720961281708945,0.827770360480641,1240
"1200180","120018000160",11,1,24,162,301,3,72,13,2,17,129,263,5,95,3,2,20,171,289,1,106,15,5,19,160,277,2,74,574,524,592,552,2242,1407,256,1663,0.627564674397859,0.114183764495986,0.741748438893845,1663
"1200180","120018000168",4,0,3,407,69,0,23,3,2,6,435,57,0,14,4,1,6,385,38,0,18,13,1,4,447,76,0,25,506,517,452,566,2041,1555,126,1681,0.76188143067124,0.061734443900049,0.823615874571289,1681
"1200180","120018000169",6,1,3,404,33,0,14,4,0,3,333,26,0,5,6,0,2,337,17,1,16,5,0,2,473,29,0,14,461,371,379,523,1734,1648,124,1772,0.95040369088812,0.0715109573241061,1.02191464821223,1772
"1200180","120018000171",7,0,4,238,101,0,25,5,0,0,210,70,0,24,2,1,2,201,54,0,17,5,0,1,281,104,0,24,375,309,277,415,1376,1051,122,1173,0.763808139534884,0.0886627906976744,0.852470930232558,1173
"1200180","120018000173",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,0,0,0,NA,NA,NA,0
"1200180","120018000188",0,0,0,13,6,0,2,1,0,0,52,6,0,3,0,0,0,110,20,0,7,0,0,0,3,0,0,0,21,62,137,3,223,228,7,235,1.02242152466368,0.031390134529148,1.05381165919283,235
"1200180","120018000209",0,0,0,3,2,0,5,1,0,0,3,1,0,6,0,0,1,23,10,0,15,1,0,0,5,0,0,2,10,11,49,8,78,93,5,98,1.19230769230769,0.0641025641025641,1.25641025641026,98
"1200180","120018000217",16,2,10,290,100,0,125,16,0,4,290,86,0,150,5,1,11,272,66,0,106,18,4,8,304,83,0,161,543,546,461,578,2128,1242,143,1385,0.583646616541353,0.0671992481203008,0.650845864661654,1385
"1200180","120018000219",1,0,0,5,0,0,1,0,0,0,1,2,0,0,0,0,0,20,4,0,6,0,0,0,3,1,0,0,7,3,30,4,44,66,3,69,1.5,0.0681818181818182,1.56818181818182,69
"1200180","120018000221",1,0,1,5,6,0,1,0,0,0,4,1,0,2,1,0,1,16,19,0,12,0,0,0,6,1,0,5,14,7,49,12,82,69,8,77,0.841463414634146,0.0975609756097561,0.939024390243902,77
"1200180","120018000225",30,4,29,251,181,4,177,10,5,40,232,162,2,165,21,4,37,241,162,2,166,23,3,31,258,176,2,171,676,616,633,664,2589,1332,271,1603,0.514484356894554,0.104673619157976,0.61915797605253,1603
"1200180","120018000231",11,0,8,178,183,0,115,12,1,7,192,150,2,116,11,3,7,191,143,2,86,18,2,9,199,159,3,80,495,480,443,470,1888,1238,198,1436,0.655720338983051,0.104872881355932,0.760593220338983,1436
