"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","rate_frelch","rate_redlch","rate_totfrl","lunch_total"
"0102370","010237001618",2,0,0,15,0,0,5,0,0,0,18,0,0,3,1,0,2,57,0,0,27,2,1,1,17,0,0,10,22,21,87,31,161,117,0,117,0.726708074534162,0,0.726708074534162,117
"0102370","010237001624",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,-1,-1,-2,NA,NA,NA,-2
"0102370","010237001686",0,0,0,5,0,0,1,0,0,0,2,0,0,2,0,0,0,3,0,0,1,1,0,0,12,1,0,2,6,4,4,16,30,29,0,29,0.966666666666667,0,0.966666666666667,29
"0102370","010237001688",1,2,8,91,13,3,263,3,3,9,77,14,1,237,3,2,11,88,12,3,260,11,7,14,138,17,6,355,381,344,379,548,1652,602,0,602,0.364406779661017,0,0.364406779661017,602
"0102370","010237001799",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,-1,-1,-2,NA,NA,NA,-2
"0102370","010237002177",0,0,0,0,0,0,0,1,0,0,32,0,0,2,0,0,1,24,1,0,9,-4,-4,-4,-4,-4,-4,-4,0,35,35,-28,42,58,3,61,1.38095238095238,0.0714285714285714,1.45238095238095,61
"0614550","061455001711",7,5,39,80,311,4,206,11,6,44,79,298,2,222,13,4,37,68,245,3,224,7,2,41,95,360,5,199,652,662,594,709,2617,938,386,1324,0.358425678257547,0.147497134123042,0.505922812380588,1324
"0614550","061455001720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,24,88,0,16,0,0,0,0,0,0,0,0,0,137,0,137,101,23,124,0.737226277372263,0.167883211678832,0.905109489051095,124
"0614550","061455001723",8,2,78,111,392,1,68,7,1,79,96,347,1,46,2,1,76,100,299,0,46,6,5,71,116,439,3,60,660,577,524,700,2461,1364,490,1854,0.554246241365299,0.199106054449411,0.753352295814709,1854
"0614550","061455001730",7,2,36,58,445,1,76,5,3,31,62,382,1,53,2,1,45,42,333,2,45,3,10,41,67,507,1,77,625,537,470,706,2338,1513,535,2048,0.647134302822926,0.228828058169376,0.875962360992301,2048
"0614550","061455001737",9,5,73,59,308,5,91,6,1,47,40,221,1,80,5,3,58,51,208,1,53,9,4,62,62,330,2,82,550,396,379,551,1876,1087,375,1462,0.579424307036247,0.199893390191898,0.779317697228145,1462
"0614550","061455001754",5,1,83,34,304,2,16,2,3,97,29,309,1,16,2,5,90,35,296,0,22,3,0,73,43,313,2,19,445,457,450,453,1805,1306,389,1695,0.723545706371191,0.215512465373961,0.939058171745152,1695
"0614550","061455001762",2,5,44,37,486,3,23,2,5,51,21,389,2,16,1,3,41,32,339,0,19,5,5,65,34,525,0,22,600,486,435,656,2177,1542,376,1918,0.70831419384474,0.172714745062012,0.881028938906752,1918
"0614550","061455001986",0,0,0,0,7,0,0,1,0,16,30,183,2,5,3,3,35,37,224,0,7,0,0,0,0,0,0,0,7,237,309,0,553,433,65,498,0.783001808318264,0.11754068716094,0.900542495479204,498
"0614550","061455003024",0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,6,0,1,0,0,0,1,2,0,1,1,4,9,4,18,15,3,18,0.833333333333333,0.166666666666667,1,18
"0614550","061455005749",0,5,13,23,184,1,18,3,0,7,21,161,0,19,2,5,10,36,155,0,29,0,0,0,0,7,0,2,244,211,237,9,701,494,96,590,0.704707560627675,0.136947218259629,0.841654778887304,590
"0614550","061455007497",0,0,2,4,32,0,3,0,2,1,5,49,0,4,0,1,3,11,77,0,8,0,0,0,0,7,0,2,41,61,100,9,211,186,16,202,0.881516587677725,0.0758293838862559,0.957345971563981,202
"0614550","061455007963",3,3,145,55,488,1,24,5,2,180,58,446,0,14,2,2,197,66,387,1,21,2,2,166,64,527,2,25,719,705,676,788,2888,1747,708,2455,0.604916897506925,0.245152354570637,0.850069252077562,2455
"0614550","061455007964",0,0,1,1,7,0,0,1,0,0,0,10,0,2,0,0,1,3,3,0,4,0,0,2,0,8,0,0,9,13,11,10,43,20,27,47,0.465116279069767,0.627906976744186,1.09302325581395,47
"0614550","061455008697",1,1,1,9,40,0,8,1,1,2,19,58,0,6,5,0,4,25,125,0,10,0,0,1,2,7,0,1,60,87,169,11,327,318,16,334,0.972477064220184,0.0489296636085627,1.02140672782875,334
"0614550","061455008841",1,1,77,9,169,2,9,2,0,75,7,134,0,11,0,0,63,4,112,0,9,1,2,66,10,210,0,14,268,229,188,303,988,630,249,879,0.637651821862348,0.252024291497976,0.889676113360324,879
"0614550","061455010775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,61,291,NA,NA,NA,291
"0614550","061455010779",0,0,10,2,31,1,12,2,0,4,5,36,1,8,0,0,19,4,43,2,13,1,0,12,4,38,2,6,56,56,81,63,256,122,71,193,0.4765625,0.27734375,0.75390625,193
"0614550","061455011846",0,3,5,3,40,0,25,0,3,2,6,56,2,43,0,2,3,7,77,0,40,0,0,2,2,35,1,12,76,112,129,52,369,352,69,421,0.953929539295393,0.186991869918699,1.14092140921409,421
"0614550","061455011900",0,0,1,6,18,1,13,0,0,0,2,14,1,7,0,0,2,4,28,0,7,0,0,0,3,9,0,0,39,24,41,12,116,45,0,45,0.387931034482759,0,0.387931034482759,45
"0614550","061455011911",4,0,33,2,28,0,57,2,2,38,7,26,0,47,1,1,31,3,27,0,47,4,1,37,2,40,0,46,124,122,110,130,486,36,13,49,0.0740740740740741,0.0267489711934156,0.10082304526749,49
"0614550","061455012434",1,1,0,5,10,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,1,2,0,0,3,6,0,1,17,6,5,12,40,53,5,58,1.325,0.125,1.45,58
"0614550","061455013479",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-28,-28,-28,-28,-112,-1,-1,-2,NA,NA,NA,-2
"0622500","062250002728",5,1,41,175,576,26,13,5,6,47,179,561,28,17,3,1,53,167,573,22,12,10,2,37,187,590,20,10,837,843,831,856,3367,2248,409,2657,0.667656667656668,0.121473121473121,0.789129789129789,2657
"0622500","062250002733",33,3,123,156,415,23,173,18,0,100,154,397,15,173,18,1,111,139,385,12,207,16,3,121,181,379,31,166,926,857,873,897,3553,1291,463,1754,0.363354911342527,0.130312412046158,0.493667323388686,1754
"0622500","062250002745",11,3,47,82,584,9,230,22,4,55,90,490,6,253,13,3,70,86,497,3,226,33,1,74,88,481,5,287,966,920,898,969,3753,1441,349,1790,0.383959499067413,0.092992272848388,0.476951771915801,1790
"0622500","062250002751",26,0,246,245,429,29,132,22,2,266,255,379,25,135,25,1,314,289,384,26,100,23,0,250,247,442,21,151,1107,1084,1139,1134,4464,2163,406,2569,0.484543010752688,0.0909498207885305,0.575492831541219,2569
"0622500","062250002753",-4,-4,-4,-4,-4,-4,-4,0,0,3,6,72,2,2,0,1,7,30,157,5,3,-4,-4,-4,-4,-4,-4,-4,-28,85,203,-28,232,199,12,211,0.857758620689655,0.0517241379310345,0.90948275862069,211
"0622500","062250002769",21,5,93,119,551,8,195,18,2,102,123,476,7,245,23,2,103,100,442,7,248,20,2,76,122,618,6,210,992,973,925,1054,3944,1874,345,2219,0.475152129817444,0.087474645030426,0.56262677484787,2219
"0622500","062250005870",5,1,96,108,487,21,15,11,1,93,99,451,18,12,6,0,86,94,399,18,7,8,2,59,124,520,21,6,733,685,610,740,2768,1898,326,2224,0.685693641618497,0.117774566473988,0.803468208092486,2224
"0622500","062250007299",0,0,0,0,34,0,18,0,0,1,0,31,0,17,0,0,0,0,39,0,15,0,0,0,0,29,0,12,52,49,54,41,196,299,126,425,1.52551020408163,0.642857142857143,2.16836734693878,425
"0622500","062250008720",1,0,7,43,50,1,23,1,0,10,33,60,1,16,3,1,6,31,55,1,22,6,1,10,45,47,1,15,125,121,119,125,490,234,46,280,0.477551020408163,0.0938775510204082,0.571428571428571,280
"0622500","062250009901",5,0,57,30,66,3,17,5,1,43,15,77,1,23,7,0,37,28,69,2,18,11,0,54,20,72,2,13,178,165,161,172,676,198,104,302,0.292899408284024,0.153846153846154,0.446745562130178,302
"0622500","062250010239",0,1,3,8,18,1,2,0,1,3,19,135,1,13,10,0,65,124,525,9,52,1,0,0,0,0,0,0,33,172,785,1,991,515,22,537,0.519677093844601,0.0221997981836529,0.541876892028254,537
"0622500","062250011291",0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,-1,-1,-2,-0.166666666666667,-0.166666666666667,-0.333333333333333,-2
"0622500","062250013001",1,0,5,23,82,0,4,0,0,5,16,72,0,6,1,1,10,18,61,1,4,0,0,0,0,1,0,0,115,99,96,1,311,248,17,265,0.797427652733119,0.0546623794212219,0.852090032154341,265
"0622500","062250013105",13,1,18,17,81,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,21,34,70,1,70,188,0,0,208,396,120,37,157,0.303030303030303,0.0934343434343434,0.396464646464646,157
"0622710","062271002112",0,0,5,2,25,0,0,0,0,0,0,9,0,1,0,0,1,5,58,0,1,0,0,3,2,21,0,0,32,10,65,26,133,102,12,114,0.766917293233083,0.0902255639097744,0.857142857142857,114
"0622710","062271002128",2,0,1,25,48,0,1,3,0,0,23,76,0,3,1,0,0,18,75,0,5,2,1,0,14,36,0,3,77,105,99,56,337,240,18,258,0.712166172106825,0.0534124629080119,0.765578635014837,258
"0622710","062271002801",0,0,1,1,30,0,6,1,0,1,2,56,0,3,1,0,1,4,54,0,7,0,0,1,2,3,0,1,38,63,67,7,175,90,12,102,0.514285714285714,0.0685714285714286,0.582857142857143,102
"0622710","062271002802",0,0,0,1,26,0,0,0,0,0,0,20,0,0,0,0,0,3,17,0,1,0,0,0,1,25,0,5,27,20,21,31,99,64,0,64,0.646464646464647,0,0.646464646464647,64
"0622710","062271002806",0,0,0,0,24,0,2,0,0,0,3,28,0,3,0,0,0,3,46,0,0,0,0,0,1,12,0,0,26,34,49,13,122,75,4,79,0.614754098360656,0.0327868852459016,0.647540983606557,79
"0622710","062271002815",1,0,0,4,19,0,4,0,1,0,6,24,1,2,0,0,0,3,18,0,0,0,0,0,0,5,0,2,28,34,21,7,90,67,6,73,0.744444444444444,0.0666666666666667,0.811111111111111,73
"0622710","062271002830",0,1,0,1,13,0,0,0,0,0,1,23,3,0,0,0,0,3,48,0,0,0,0,0,0,7,0,0,15,27,51,7,100,82,4,86,0.82,0.04,0.86,86
"0622710","062271002838",0,1,5,5,365,4,2,1,1,2,8,528,8,8,1,0,7,10,405,1,4,0,4,4,11,649,13,10,382,556,428,691,2057,1365,196,1561,0.663587749149246,0.0952843947496354,0.758872143898882,1561
"0622710","062271002844",1,0,0,1,549,0,10,1,0,1,3,811,1,16,1,1,2,1,815,0,25,4,1,1,3,979,0,29,561,833,845,1017,3256,2722,197,2919,0.835995085995086,0.0605036855036855,0.896498771498772,2919
"0622710","062271002857",9,3,29,49,745,0,65,3,4,38,48,654,2,65,3,1,33,50,537,3,78,8,1,26,34,729,0,52,900,814,705,850,3269,2133,529,2662,0.652493117161211,0.161823187519119,0.81431630468033,2662
"0622710","062271002890",3,2,14,11,320,1,25,3,2,28,17,335,0,16,1,1,17,20,238,1,17,9,4,11,16,465,1,24,376,401,295,530,1602,997,120,1117,0.622347066167291,0.0749063670411985,0.697253433208489,1117
"0622710","062271002899",4,2,73,69,263,20,16,3,1,79,59,177,19,8,2,0,74,48,138,12,7,7,1,75,101,271,28,15,447,346,281,498,1572,787,163,950,0.500636132315522,0.103689567430025,0.604325699745547,950
"0622710","062271002908",2,2,2,25,129,1,3,0,3,3,30,147,0,3,1,2,1,27,170,0,2,0,0,1,2,9,0,1,164,186,203,13,566,286,11,297,0.50530035335689,0.019434628975265,0.524734982332155,297
"0622710","062271002916",3,3,55,34,359,1,104,1,1,84,35,302,1,110,4,2,91,41,307,4,127,5,2,61,32,349,0,107,559,534,576,556,2225,1026,255,1281,0.461123595505618,0.114606741573034,0.575730337078652,1281
"0622710","062271002918",0,0,1,5,21,0,5,1,0,0,4,22,0,1,0,0,0,4,7,0,1,0,0,0,1,7,0,0,32,28,12,8,80,36,3,39,0.45,0.0375,0.4875,39
"0622710","062271002923",5,0,142,50,500,4,168,3,1,121,27,399,1,111,7,4,156,42,435,6,127,14,1,144,38,588,2,145,869,663,777,932,3241,1644,322,1966,0.507250848503548,0.0993520518358531,0.606602900339401,1966
"0622710","062271002941",3,1,0,183,67,1,2,4,1,1,149,72,0,0,2,1,1,199,62,0,2,8,0,0,150,63,0,9,257,227,267,230,981,652,52,704,0.664627930682977,0.0530071355759429,0.717635066258919,704
"0622710","062271002965",1,0,0,155,151,1,0,2,1,2,127,113,0,4,3,0,4,148,114,0,2,7,1,1,154,140,0,3,308,249,271,306,1134,679,64,743,0.598765432098765,0.0564373897707231,0.655202821869489,743
"0622710","062271002970",3,0,113,7,271,0,46,3,4,125,8,250,3,31,1,3,120,3,246,1,39,3,1,143,8,269,1,47,440,424,413,472,1749,1009,297,1306,0.576901086335049,0.169811320754717,0.746712407089766,1306
"0622710","062271002971",0,0,1,6,13,0,2,1,0,2,5,28,2,1,4,0,2,3,36,2,1,0,0,1,1,8,0,1,22,39,48,11,120,45,5,50,0.375,0.0416666666666667,0.416666666666667,50
"0622710","062271002972",0,0,0,0,5,0,1,2,0,0,0,22,0,1,0,0,0,2,72,0,0,0,0,0,0,0,0,0,6,25,74,0,105,70,9,79,0.666666666666667,0.0857142857142857,0.752380952380952,79
"0622710","062271002976",0,0,0,1,16,0,3,0,0,0,0,18,0,1,0,0,1,0,21,0,1,0,0,1,0,7,0,0,20,19,23,8,70,45,3,48,0.642857142857143,0.0428571428571429,0.685714285714286,48
"0622710","062271002977",17,6,132,86,280,4,428,6,6,151,82,281,7,479,11,6,165,63,246,5,447,32,6,133,63,261,6,459,953,1012,943,960,3868,520,178,698,0.134436401240951,0.0460186142709411,0.180455015511892,698
"0622710","062271002983",0,1,0,0,180,0,0,0,0,1,0,189,0,2,0,0,1,0,121,0,2,0,1,0,1,227,0,3,181,192,124,232,729,1668,10,1678,2.2880658436214,0.0137174211248285,2.30178326474623,1678
"0622710","062271002984",1,0,0,14,12,0,0,0,0,0,19,10,0,0,0,0,0,24,20,0,0,0,1,0,7,6,0,0,27,29,44,14,114,82,3,85,0.719298245614035,0.0263157894736842,0.745614035087719,85
"0622710","062271002995",0,0,0,0,19,0,0,0,0,0,2,17,0,0,0,0,0,2,24,0,2,0,0,0,0,4,0,1,19,19,28,5,71,44,4,48,0.619718309859155,0.0563380281690141,0.676056338028169,48
"0622710","062271002998",4,0,87,102,299,0,28,6,2,97,83,280,1,44,2,0,122,67,231,1,46,15,2,129,85,319,2,47,520,513,469,599,2101,1225,209,1434,0.58305568776773,0.0994764397905759,0.682532127558306,1434
"0622710","062271003017",0,1,0,18,199,0,1,0,0,0,19,137,0,1,0,0,1,26,155,0,0,1,0,2,25,195,0,0,219,157,182,223,781,1580,119,1699,2.02304737516005,0.152368758002561,2.17541613316261,1699
"0622710","062271003020",0,0,25,4,580,1,13,0,3,31,6,605,1,12,2,1,41,10,700,2,19,2,2,33,10,800,1,25,623,658,775,873,2929,2554,33,2587,0.871969955616251,0.0112666439057699,0.883236599522021,2587
"0622710","062271003021",3,1,15,4,293,0,5,2,5,23,2,325,0,6,1,1,30,4,263,0,7,1,6,24,5,429,0,5,321,363,306,470,1460,944,99,1043,0.646575342465753,0.0678082191780822,0.714383561643836,1043
"0622710","062271003023",0,1,0,46,451,0,2,1,1,0,39,417,0,1,2,0,1,39,416,0,2,9,2,0,52,669,0,7,500,459,460,739,2158,1900,13,1913,0.880444856348471,0.00602409638554217,0.886468952734013,1913
"0622710","062271003029",0,3,9,6,185,0,7,0,1,10,7,183,0,1,0,0,14,2,116,1,2,0,1,13,5,255,0,5,210,202,135,279,826,1608,29,1637,1.94673123486683,0.0351089588377724,1.9818401937046,1637
"0622710","062271003034",4,3,22,83,266,5,8,0,2,21,99,258,3,8,1,0,28,61,213,1,6,6,1,24,133,328,3,11,391,391,310,506,1598,892,107,999,0.55819774718398,0.0669586983729662,0.625156445556946,999
"0622710","062271003037",1,0,1,2,611,1,3,0,1,2,6,570,0,3,0,2,0,6,628,0,6,1,0,1,6,685,0,2,619,582,642,695,2538,2378,19,2397,0.936958234830575,0.00748620961386919,0.944444444444444,2397
"0622710","062271003050",20,3,326,44,433,3,292,22,0,308,54,428,3,275,32,5,269,38,415,1,320,40,5,286,36,440,5,307,1121,1090,1080,1119,4410,1411,817,2228,0.319954648526077,0.185260770975057,0.505215419501134,2228
"0622710","062271003052",5,2,20,25,318,0,181,2,2,24,21,256,0,171,3,0,13,20,283,3,138,6,0,16,13,322,1,181,551,476,460,539,2026,1138,124,1262,0.561697926949654,0.0612043435340573,0.622902270483712,1262
"0622710","062271003055",0,0,0,2,36,0,4,1,0,1,3,27,0,1,1,0,3,2,46,0,7,0,0,0,0,10,0,2,42,33,59,12,146,75,4,79,0.513698630136986,0.0273972602739726,0.541095890410959,79
"0622710","062271003064",6,2,30,189,373,7,110,1,3,32,189,370,3,114,4,2,39,182,296,2,117,25,1,38,241,432,4,129,717,712,642,870,2941,1318,284,1602,0.448146888813329,0.0965657939476369,0.544712682760966,1602
"0622710","062271003070",0,0,0,8,57,0,1,1,0,1,6,51,0,1,0,0,0,5,37,0,1,0,0,0,2,40,0,0,66,60,43,42,211,132,3,135,0.625592417061611,0.014218009478673,0.639810426540284,135
"0622710","062271003082",0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,1,0,15,0,0,0,0,0,0,7,0,0,15,25,16,7,63,34,3,37,0.53968253968254,0.0476190476190476,0.587301587301587,37
"0622710","062271003088",3,0,24,40,212,0,38,2,0,21,35,233,0,55,1,2,18,26,247,1,46,4,1,27,53,400,1,62,317,346,341,548,1552,1015,187,1202,0.653994845360825,0.120489690721649,0.774484536082474,1202
"0622710","062271003093",0,0,0,4,16,0,0,0,0,0,4,20,0,0,0,0,0,4,11,0,0,0,0,0,1,9,0,0,20,24,15,10,69,35,0,35,0.507246376811594,0,0.507246376811594,35
"0622710","062271003098",0,1,2,4,605,0,3,1,2,0,3,380,0,1,0,0,0,3,366,0,0,4,0,1,6,487,0,5,615,387,369,503,1874,1688,20,1708,0.900747065101387,0.0106723585912487,0.911419423692636,1708
"0622710","062271003100",0,0,0,0,37,0,0,0,0,0,0,37,0,4,1,0,0,3,23,0,2,0,0,1,1,14,0,0,37,41,29,16,123,52,5,57,0.422764227642276,0.040650406504065,0.463414634146341,57
"0622710","062271003106",0,0,1,18,207,0,1,1,0,0,24,221,0,1,0,1,0,22,218,0,1,3,0,0,35,257,0,1,227,247,242,296,1012,775,28,803,0.765810276679842,0.0276679841897233,0.793478260869565,803
"0622710","062271003107",0,0,0,0,0,0,0,0,0,3,1,7,0,5,3,0,19,12,128,1,52,0,0,0,0,0,0,0,0,16,215,0,231,117,15,132,0.506493506493506,0.0649350649350649,0.571428571428571,132
"0622710","062271003108",1,4,33,22,492,1,55,2,2,42,15,396,1,61,1,5,33,13,338,1,43,4,2,31,20,428,3,44,608,519,434,532,2093,1000,237,1237,0.477783086478739,0.113234591495461,0.5910176779742,1237
"0622710","062271003109",2,0,1,24,115,2,0,0,0,0,14,88,0,0,1,0,0,23,102,1,1,2,0,0,40,173,0,2,144,102,128,217,591,320,9,329,0.541455160744501,0.0152284263959391,0.55668358714044,329
"0622710","062271003110",0,0,0,0,0,0,0,1,0,0,2,15,0,0,0,0,11,32,146,1,4,0,0,0,0,0,0,0,0,18,194,0,212,94,15,109,0.443396226415094,0.0707547169811321,0.514150943396226,109
"0622710","062271003134",0,0,0,0,16,0,2,0,0,0,0,27,0,0,0,0,0,0,45,0,1,0,0,0,0,7,0,2,18,27,46,9,100,40,0,40,0.4,0,0.4,40
"0622710","062271003139",1,2,67,2,231,0,2,4,1,87,2,197,0,2,0,1,97,2,205,0,0,2,0,48,6,254,0,6,305,293,305,316,1219,686,71,757,0.562756357670221,0.0582444626743232,0.621000820344545,757
