"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","WH09","HP10","HP11","HP12","HP09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"0100390","010039000141",2,0,0,346,27,379,4,3,1,0,337,8,352,3,2,2,1,300,15,322,2,5,2,0,327,20,357,3,0,0,0,0,758,704,644,714,2820,777,0,780,780
"0100390","010039000141",2,0,0,346,27,379,4,3,1,0,337,8,352,3,2,2,1,300,15,322,2,5,2,0,327,20,357,3,0,0,0,0,758,704,644,714,2820,0,NA,780,780
"0100390","010039000164",0,1,0,199,3,203,0,1,1,0,213,1,217,1,0,1,0,186,6,193,0,2,1,0,269,1,277,4,0,0,0,0,406,434,386,554,1780,591,0,594,594
"0100390","010039000164",0,1,0,199,3,203,0,1,1,0,213,1,217,1,0,1,0,186,6,193,0,2,1,0,269,1,277,4,0,0,0,0,406,434,386,554,1780,0,NA,594,594
"0100390","010039000165",0,0,0,206,4,211,1,3,1,0,187,4,195,0,0,1,0,161,1,164,1,3,0,0,189,4,198,2,0,0,0,0,422,390,328,396,1536,494,0,497,497
"0100390","010039000165",0,0,0,206,4,211,1,3,1,0,187,4,195,0,0,1,0,161,1,164,1,3,0,0,189,4,198,2,0,0,0,0,422,390,328,396,1536,0,NA,497,497
"0100390","010039000176",4,1,0,158,1,168,4,0,0,0,197,0,199,2,2,1,0,223,2,230,2,2,0,0,195,4,202,1,0,0,0,0,336,398,460,404,1598,183,0,186,186
"0100390","010039000176",4,1,0,158,1,168,4,0,0,0,197,0,199,2,2,1,0,223,2,230,2,2,0,0,195,4,202,1,0,0,0,0,336,398,460,404,1598,0,NA,186,186
"0100390","010039000192",1,0,0,196,4,202,1,1,0,0,169,4,174,0,1,2,0,138,0,142,1,3,1,0,237,3,248,4,0,0,0,0,404,348,284,496,1532,466,0,469,469
"0100390","010039000192",1,0,0,196,4,202,1,1,0,0,169,4,174,0,1,2,0,138,0,142,1,3,1,0,237,3,248,4,0,0,0,0,404,348,284,496,1532,0,NA,469,469
"0100390","010039000198",0,1,0,198,7,211,5,2,3,0,159,5,170,1,1,4,0,182,7,196,2,2,0,0,210,15,229,2,0,0,0,0,422,340,392,458,1612,579,0,582,582
"0100390","010039000198",0,1,0,198,7,211,5,2,3,0,159,5,170,1,1,4,0,182,7,196,2,2,0,0,210,15,229,2,0,0,0,0,422,340,392,458,1612,0,NA,582,582
"0100390","010039001468",1,1,0,206,30,247,5,1,0,0,168,19,194,5,0,0,0,149,24,174,0,5,2,0,152,29,193,1,4,1,1,4,494,388,348,386,1616,503,0,506,506
"0100390","010039001468",1,1,0,206,30,247,5,1,0,0,168,19,194,5,0,0,0,149,24,174,0,5,2,0,152,29,193,1,4,1,1,4,494,388,348,386,1616,0,NA,506,506
"0100390","010039001761",0,0,0,5,0,6,1,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,6,0,6,0,0,1,0,0,12,4,4,12,32,16,0,16,16
"0100390","010039001761",0,0,0,5,0,6,1,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,6,0,6,0,0,1,0,0,12,4,4,12,32,0,0,16,16
"0102370","010237000898",1,0,0,220,5,236,10,1,0,0,204,6,218,7,1,0,0,162,6,174,5,2,0,0,243,4,255,5,0,0,0,1,472,436,348,510,1766,626,0,629,629
"0102370","010237000898",1,0,0,220,5,236,10,1,0,0,204,6,218,7,1,0,0,162,6,174,5,2,0,0,243,4,255,5,0,0,0,1,472,436,348,510,1766,0,NA,629,629
"0102370","010237000899",16,5,21,233,32,741,434,11,2,25,219,20,685,408,14,5,14,205,35,666,392,14,2,21,245,41,729,406,0,0,1,0,1482,1370,1332,1458,5642,619,0,622,622
"0102370","010237000899",16,5,21,233,32,741,434,11,2,25,219,20,685,408,14,5,14,205,35,666,392,14,2,21,245,41,729,406,0,0,1,0,1482,1370,1332,1458,5642,0,NA,622,622
"0102370","010237000900",1,0,0,259,2,265,3,1,1,1,216,2,223,2,2,0,0,221,1,228,4,1,0,0,256,1,264,6,0,0,0,0,530,446,456,528,1960,618,0,621,621
"0102370","010237000900",1,0,0,259,2,265,3,1,1,1,216,2,223,2,2,0,0,221,1,228,4,1,0,0,256,1,264,6,0,0,0,0,530,446,456,528,1960,0,NA,621,621
"0102370","010237000906",8,41,0,58,6,229,115,3,31,1,45,1,167,86,7,37,0,29,2,178,102,11,33,0,52,5,223,122,1,0,1,0,458,334,356,446,1594,331,0,334,334
"0102370","010237000906",8,41,0,58,6,229,115,3,31,1,45,1,167,86,7,37,0,29,2,178,102,11,33,0,52,5,223,122,1,0,1,0,458,334,356,446,1594,0,NA,334,334
"0102370","010237000912",9,1,18,226,20,389,113,6,3,28,172,19,342,112,2,2,13,183,15,313,97,7,7,27,318,27,507,115,2,2,1,6,778,684,626,1014,3102,536,0,539,539
"0102370","010237000912",9,1,18,226,20,389,113,6,3,28,172,19,342,112,2,2,13,183,15,313,97,7,7,27,318,27,507,115,2,2,1,6,778,684,626,1014,3102,0,3,539,539
"0102370","010237000934",11,5,1,105,20,541,398,10,7,3,87,18,522,397,7,2,3,92,10,490,376,9,6,2,113,15,596,450,1,0,0,1,1082,1044,980,1192,4298,635,0,638,638
"0102370","010237000934",11,5,1,105,20,541,398,10,7,3,87,18,522,397,7,2,3,92,10,490,376,9,6,2,113,15,596,450,1,0,0,1,1082,1044,980,1192,4298,0,NA,638,638
"0102370","010237000942",7,2,9,384,14,497,80,6,0,16,364,23,507,98,7,0,10,357,9,469,86,10,0,8,398,18,520,85,1,0,0,1,994,1014,938,1040,3986,871,0,874,874
"0102370","010237000942",7,2,9,384,14,497,80,6,0,16,364,23,507,98,7,0,10,357,9,469,86,10,0,8,398,18,520,85,1,0,0,1,994,1014,938,1040,3986,0,NA,874,874
"0102370","010237000962",1,1,0,165,3,171,1,2,0,0,169,1,172,0,2,0,0,214,2,218,0,0,0,0,202,1,204,1,0,0,0,0,342,344,436,408,1530,481,0,484,484
"0102370","010237000962",1,1,0,165,3,171,1,2,0,0,169,1,172,0,2,0,0,214,2,218,0,0,0,0,202,1,204,1,0,0,0,0,342,344,436,408,1530,0,NA,484,484
"0102370","010237000964",1,0,0,171,0,172,0,1,0,0,152,0,156,3,0,0,0,149,0,151,2,0,0,0,162,0,164,2,0,0,0,0,344,312,302,328,1286,470,0,473,473
"0102370","010237000964",1,0,0,171,0,172,0,1,0,0,152,0,156,3,0,0,0,149,0,151,2,0,0,0,162,0,164,2,0,0,0,0,344,312,302,328,1286,0,NA,473,473
"0102370","010237000969",0,0,0,124,0,125,1,0,1,0,134,0,136,1,2,0,0,132,1,136,1,1,0,0,128,0,130,1,0,0,0,0,250,272,272,260,1054,602,0,605,605
"0102370","010237000969",0,0,0,124,0,125,1,0,1,0,134,0,136,1,2,0,0,132,1,136,1,1,0,0,128,0,130,1,0,0,0,0,250,272,272,260,1054,0,NA,605,605
"0102370","010237000989",11,0,28,56,22,433,316,7,5,29,33,17,380,288,8,1,25,50,9,376,283,17,1,38,52,20,525,397,0,1,0,0,866,760,752,1050,3428,593,0,596,596
"0102370","010237000989",11,0,28,56,22,433,316,7,5,29,33,17,380,288,8,1,25,50,9,376,283,17,1,38,52,20,525,397,0,1,0,0,866,760,752,1050,3428,0,NA,596,596
"0102370","010237001597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6
"0102370","010237001597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,6
"0102370","010237001605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,24,24
"0102370","010237001605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,24
"0102370","010237001618",1,0,1,12,0,22,8,1,0,1,20,0,31,9,2,0,1,52,1,74,18,0,0,0,17,2,27,8,0,0,0,0,44,62,148,54,308,103,0,106,106
"0102370","010237001618",1,0,1,12,0,22,8,1,0,1,20,0,31,9,2,0,1,52,1,74,18,0,0,0,17,2,27,8,0,0,0,0,44,62,148,54,308,0,NA,106,106
"0102370","010237001686",0,0,0,9,0,9,0,0,0,1,6,0,7,0,0,0,0,1,0,3,2,0,0,0,5,0,8,3,0,0,0,0,18,14,6,16,54,27,0,30,30
"0102370","010237001686",0,0,0,9,0,9,0,0,0,1,6,0,7,0,0,0,0,1,0,3,2,0,0,0,5,0,8,3,0,0,0,0,18,14,6,16,54,0,NA,30,30
"0102370","010237001688",11,3,10,107,19,401,249,9,1,17,106,24,419,261,3,1,6,86,11,321,213,8,6,11,126,21,459,284,2,1,1,3,802,838,642,918,3200,623,0,626,626
"0102370","010237001688",11,3,10,107,19,401,249,9,1,17,106,24,419,261,3,1,6,86,11,321,213,8,6,11,126,21,459,284,2,1,1,3,802,838,642,918,3200,0,NA,626,626
"0102370","010237001799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,211,211
"0102370","010237001799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,211,211
"0102370","010237002177",0,0,0,0,0,0,0,0,0,0,24,0,27,3,0,1,0,8,3,20,7,0,0,0,0,0,0,0,0,0,1,0,0,54,40,0,94,26,0,29,29
"0102370","010237002177",0,0,0,0,0,0,0,0,0,0,24,0,27,3,0,1,0,8,3,20,7,0,0,0,0,0,0,0,0,0,1,0,0,54,40,0,94,0,NA,29,29
"0614550","061455001711",7,3,47,65,357,636,149,14,3,38,81,301,609,167,8,6,34,69,276,579,181,19,5,39,71,390,721,194,8,5,5,3,1272,1218,1158,1442,5090,970,522,1492,1492
"0614550","061455001720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,23,107,148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,296,110,22,132,132
"0614550","061455001723",9,3,67,91,391,641,77,6,3,64,100,360,593,55,7,1,74,85,328,563,67,7,2,75,112,493,758,67,3,5,1,2,1282,1186,1126,1516,5110,1376,600,1976,1976
"0614550","061455001730",8,1,34,61,457,624,58,7,7,38,40,411,557,52,6,0,32,38,372,500,50,5,6,34,82,457,638,50,5,2,2,4,1248,1114,1000,1276,4638,1463,621,2084,2084
"0614550","061455001737",10,6,51,34,291,459,65,8,1,61,28,236,399,62,4,5,56,48,246,433,68,11,6,57,63,297,515,77,2,3,6,4,918,798,866,1030,3612,1000,514,1514,1514
"0614550","061455001754",1,1,90,40,331,476,13,4,1,71,29,265,388,16,4,3,78,24,252,370,8,4,0,99,33,393,560,26,0,2,1,5,952,776,740,1120,3588,1317,402,1719,1719
"0614550","061455001762",5,2,39,33,436,538,23,5,2,53,34,417,529,18,2,2,38,31,367,461,19,4,3,50,33,505,613,16,0,0,2,2,1076,1058,922,1226,4282,1516,454,1970,1970
"0614550","061455001986",1,0,1,1,29,32,0,1,0,6,38,180,238,13,2,2,15,37,188,253,9,0,0,0,0,0,0,0,0,0,0,0,64,476,506,0,1046,399,87,486,486
"0614550","061455003024",0,0,0,1,3,8,4,0,0,0,0,5,7,2,0,0,1,0,6,8,1,0,0,0,0,0,3,3,0,0,0,0,16,14,16,6,52,13,7,20,20
"0614550","061455005749",0,0,2,7,38,51,4,1,0,2,16,60,88,9,0,0,11,16,84,124,13,0,0,0,1,6,8,1,0,0,0,0,102,176,248,16,542,197,55,252,252
"0614550","061455007497",0,3,1,2,24,32,2,0,0,2,7,35,51,7,0,2,4,4,77,92,5,0,0,0,2,6,9,1,0,0,0,0,64,102,184,18,368,152,14,166,166
"0614550","061455007963",4,6,176,49,483,737,18,3,2,171,40,394,626,14,2,1,141,42,426,630,17,4,4,141,55,550,777,22,1,2,1,1,1474,1252,1260,1554,5540,1691,812,2503,2503
"0614550","061455007964",0,0,0,0,6,9,3,0,0,2,0,7,9,0,0,0,1,1,7,10,1,0,0,0,0,3,3,0,0,0,0,0,18,18,20,6,62,17,22,39,39
"0614550","061455008697",0,2,4,7,37,55,5,0,0,3,12,44,65,6,1,3,8,21,123,169,12,1,0,0,6,26,39,6,0,0,1,0,110,130,338,78,656,339,3,342,342
"0614550","061455008841",3,4,68,11,179,278,13,1,0,51,7,169,236,8,1,0,67,6,140,224,8,2,0,57,15,244,335,16,0,0,2,1,556,472,448,670,2146,638,348,986,986
"0614550","061455010779",0,0,9,3,39,62,11,1,0,12,3,36,61,7,0,0,10,2,26,48,9,2,0,11,3,44,68,7,0,2,1,1,124,122,96,136,478,111,82,193,193
"0614550","061455011846",2,1,2,0,42,69,21,2,1,1,1,44,64,14,3,1,2,2,48,79,23,5,0,1,1,35,48,6,1,1,0,0,138,128,158,96,520,280,37,317,317
"0614550","061455011911",9,1,45,2,34,119,28,13,1,29,1,34,117,39,6,1,31,3,22,109,46,5,0,48,2,24,129,49,0,0,0,1,238,234,218,258,948,36,11,47,47
"0614550","061455012434",0,0,0,6,10,18,2,0,0,0,0,2,3,1,0,0,0,2,8,11,1,1,0,1,5,11,20,2,0,0,0,0,36,6,22,40,104,76,10,86,86
"0614550","061455013893",2,2,11,14,83,134,21,1,0,7,10,60,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,268,184,0,NA,452,97,86,183,183
"0622500","062250002728",7,0,29,101,570,732,8,9,4,43,133,539,761,9,8,1,42,153,541,783,12,5,0,35,132,519,727,19,17,24,26,17,1464,1522,1566,1454,6006,2220,381,2601,2601
"0622500","062250002733",30,4,116,138,366,824,143,25,2,120,155,322,801,149,27,2,113,136,337,772,141,38,2,96,199,410,883,114,27,28,16,24,1648,1602,1544,1766,6560,1435,473,1908,1908
"0622500","062250002745",41,1,65,79,402,887,293,31,0,75,78,413,887,286,14,3,46,72,487,838,208,44,1,69,103,433,958,299,6,4,8,9,1774,1774,1676,1916,7140,1281,331,1612,1612
"0622500","062250002751",50,2,240,185,463,1058,100,21,1,244,214,421,1059,139,21,0,250,227,403,1047,119,27,0,222,172,518,1056,106,18,19,27,11,2116,2118,2094,2112,8440,2350,411,2761,2761
"0622500","062250002753",0,0,0,0,0,0,0,3,1,3,10,41,59,0,1,0,5,12,92,118,5,0,0,0,0,0,0,0,0,1,3,0,NA,118,236,NA,354,143,8,151,151
"0622500","062250002769",34,5,79,94,528,913,167,23,2,73,106,558,963,193,26,2,78,102,493,893,184,38,0,94,117,542,970,176,6,8,8,3,1826,1926,1786,1940,7478,2079,367,2446,2446
"0622500","062250005870",4,2,72,75,504,677,10,4,2,69,80,406,585,8,3,2,90,86,394,599,12,4,3,73,81,494,681,10,10,16,12,16,1354,1170,1198,1362,5084,1923,289,2212,2212
"0622500","062250007299",1,0,0,0,35,48,12,1,0,0,0,28,43,14,0,0,0,0,34,54,20,0,0,0,0,32,41,8,0,0,0,1,96,86,108,82,372,290,149,439,439
"0622500","062250008720",5,1,11,23,57,115,17,4,1,6,24,35,84,14,1,0,7,36,42,104,18,4,0,11,34,58,123,16,1,0,0,0,230,168,208,246,852,239,46,285,285
"0622500","062250009901",7,1,47,25,76,171,14,12,0,54,20,66,164,10,5,0,57,30,63,174,16,10,0,67,10,72,174,13,1,2,3,2,342,328,348,348,1366,215,75,290,290
"0622500","062250010239",3,0,2,4,22,36,5,1,2,10,21,112,169,19,4,2,41,80,415,599,51,0,0,0,0,0,0,0,0,4,6,0,72,338,1198,0,1608,531,51,582,582
"0622500","062250011291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,NA,NA,NA,NA
"0622500","062250013001",1,1,2,7,37,50,1,0,0,1,7,37,49,4,1,0,1,12,35,50,1,0,0,0,0,0,0,0,1,0,0,0,100,98,100,0,298,131,3,134,134
"0622500","062250013105",16,0,22,19,75,183,51,12,0,20,27,66,182,56,14,1,19,14,74,177,53,11,1,20,20,84,190,53,0,1,2,1,366,364,354,380,1464,234,90,324,324
"0622500","062250013860",1,0,2,4,18,26,1,0,0,0,1,5,6,0,0,0,0,1,18,19,0,0,0,0,0,3,3,0,0,0,0,0,52,12,38,6,108,50,1,51,51
"0622500","062250013896",8,0,34,8,33,114,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,21,8,38,110,33,1,0,0,3,228,0,0,220,448,67,21,88,88
"0622710","062271002112",0,0,0,2,10,13,1,0,0,3,2,14,19,0,0,0,5,2,21,28,0,0,0,0,2,19,21,0,0,0,0,0,26,38,56,42,162,69,9,78,78
"0622710","062271002128",0,1,0,25,53,81,2,1,0,0,20,59,80,0,2,0,0,30,57,89,0,0,0,1,20,34,55,0,0,0,0,0,162,160,178,110,610,293,9,302,302
"0622710","062271002801",0,0,0,1,30,32,1,0,0,1,4,30,37,2,0,0,1,1,36,39,1,0,0,0,0,6,6,0,0,0,0,0,64,74,78,12,228,82,16,98,98
"0622710","062271002802",0,0,0,1,26,29,2,0,0,1,1,26,30,2,0,0,0,1,14,17,2,0,0,0,0,13,14,1,0,0,0,0,58,60,34,28,180,78,8,86,86
"0622710","062271002806",0,0,0,2,36,38,0,0,0,0,1,29,33,2,0,0,0,0,17,18,1,0,0,0,0,18,18,0,0,1,0,0,76,66,36,36,214,94,8,102,102
"0622710","062271002815",0,0,0,4,15,21,2,0,0,2,3,22,30,3,0,1,0,2,16,26,7,0,0,0,2,10,13,1,0,0,0,0,42,60,52,26,180,65,12,77,77
"0622710","062271002830",0,0,0,0,15,16,0,0,0,1,0,21,22,0,0,0,0,1,26,27,0,0,1,0,0,9,11,1,1,0,0,0,32,44,54,22,152,71,2,73,73
"0622710","062271002838",1,3,3,7,544,582,15,0,0,4,7,419,455,10,1,2,5,4,303,326,4,0,3,7,15,609,654,10,9,15,7,10,1164,910,652,1308,4034,1507,256,1763,1763
"0622710","062271002844",2,0,2,0,802,828,22,6,1,2,1,722,753,21,3,0,1,1,472,489,12,1,3,1,1,850,883,27,0,0,0,0,1656,1506,978,1766,5906,2288,359,2647,2647
"0622710","062271002857",16,0,32,34,676,809,49,15,0,27,34,677,795,42,8,3,32,42,649,815,81,8,0,22,28,659,742,25,2,0,0,0,1618,1590,1630,1484,6322,2226,471,2697,2697
"0622710","062271002890",4,0,16,12,296,352,23,1,3,14,14,235,284,17,2,2,12,9,202,252,24,0,0,19,18,449,520,34,1,0,1,0,704,568,504,1040,2816,1066,167,1233,1233
"0622710","062271002899",6,1,61,79,236,412,13,4,1,66,68,169,325,5,3,1,74,57,206,367,10,3,1,68,77,162,335,8,16,12,16,16,824,650,734,670,2878,839,221,1060,1060
"0622710","062271002908",0,1,1,11,108,124,3,2,0,2,17,109,133,3,0,2,1,8,138,153,3,0,0,0,10,52,63,1,0,0,1,0,248,266,306,126,946,367,19,386,386
"0622710","062271002916",4,2,73,26,318,499,76,5,1,56,24,301,481,94,3,2,59,30,294,473,85,3,0,52,22,328,483,76,0,0,0,2,998,962,946,966,3872,1079,325,1404,1404
"0622710","062271002918",1,0,1,9,16,27,0,1,0,0,9,21,33,2,0,0,0,1,7,9,1,0,0,0,1,6,8,1,0,0,0,0,54,66,18,16,154,47,8,55,55
"0622710","062271002923",10,4,143,41,513,842,128,10,1,131,27,379,670,118,6,1,137,37,348,686,155,16,5,152,36,643,1000,146,3,4,2,2,1684,1340,1372,2000,6396,1706,446,2152,2152
"0622710","062271002941",4,0,1,148,59,217,5,5,0,0,135,54,200,6,1,2,0,168,52,226,3,0,0,0,129,72,203,2,0,0,0,0,434,400,452,406,1692,753,55,808,808
"0622710","062271002965",1,0,1,123,121,247,1,4,0,1,162,110,279,2,4,0,0,136,109,252,2,0,0,1,115,124,245,5,0,0,1,0,494,558,504,490,2046,793,85,878,878
"0622710","062271002970",5,4,125,6,255,437,42,6,1,145,9,263,464,39,3,1,105,7,254,420,50,10,5,88,10,237,400,50,0,1,0,0,874,928,840,800,3442,1113,386,1499,1499
"0622710","062271002971",0,0,1,3,10,14,0,0,0,0,0,6,6,0,2,0,2,5,42,52,1,0,0,0,0,2,2,0,0,0,0,0,28,12,104,4,148,56,7,63,63
"0622710","062271002972",0,0,0,0,14,16,2,0,0,0,3,14,17,0,0,0,0,0,43,44,1,0,0,0,0,4,4,0,0,0,0,0,32,34,88,8,162,67,8,75,75
"0622710","062271002976",0,0,1,0,24,26,1,0,0,0,1,22,25,2,1,0,0,0,12,14,1,0,0,0,0,11,11,0,0,0,0,0,52,50,28,22,152,67,5,72,72
"0622710","062271002977",63,4,118,42,236,859,396,45,6,140,50,255,966,465,39,4,153,89,288,1018,442,110,0,88,39,240,817,338,0,5,3,2,1718,1932,2036,1634,7320,708,228,936,936
"0622710","062271002983",1,0,0,1,177,183,4,0,1,0,1,157,160,1,0,0,0,1,141,143,1,2,0,2,1,264,276,7,0,0,0,0,366,320,286,552,1524,1404,134,1538,1538
"0622710","062271002984",2,0,0,14,8,25,1,0,0,0,8,6,14,0,0,0,0,5,9,14,0,0,0,0,13,6,19,0,0,0,0,0,50,28,28,38,144,62,1,63,63
"0622710","062271002995",0,0,0,0,19,21,2,0,0,0,0,17,17,0,0,0,1,3,16,20,0,0,0,0,0,10,10,0,0,0,0,0,42,34,40,20,136,60,3,63,63
"0622710","062271002998",4,0,87,90,300,513,31,6,2,128,76,279,526,33,3,0,81,80,238,431,29,6,1,87,74,262,452,21,1,2,0,1,1026,1052,862,904,3844,1248,372,1620,1620
"0622710","062271003017",0,0,1,25,165,192,1,0,0,2,19,166,187,0,0,1,0,15,174,191,1,0,0,0,33,180,213,0,0,0,0,0,384,374,382,426,1566,1605,218,1823,1823
"0622710","062271003020",4,0,33,7,652,716,18,1,2,29,7,581,643,22,1,1,28,6,647,703,19,0,0,23,11,686,744,22,2,1,1,2,1432,1286,1406,1488,5612,2101,338,2439,2439
"0622710","062271003021",2,2,14,4,420,450,8,0,2,26,2,263,298,5,1,0,14,0,213,229,1,1,3,20,4,346,378,4,0,0,0,0,900,596,458,756,2710,1012,218,1230,1230
"0622710","062271003023",0,0,2,26,444,474,2,0,1,0,21,341,364,1,1,2,1,51,387,442,0,4,0,0,58,647,710,1,0,0,0,0,948,728,884,1420,3980,1675,106,1781,1781
"0622710","062271003029",0,0,13,6,194,216,2,0,1,9,3,177,191,1,0,2,8,2,161,178,5,0,0,14,6,198,227,8,1,0,0,1,432,382,356,454,1624,1322,126,1448,1448
"0622710","062271003034",5,1,22,103,254,394,6,4,1,23,74,223,336,9,4,1,22,67,225,330,5,2,0,30,86,313,446,12,3,2,6,3,788,672,660,892,3012,1132,209,1341,1341
"0622710","062271003037",0,0,4,1,654,662,3,0,1,1,5,613,623,3,1,0,1,1,552,558,2,0,1,1,2,681,688,3,0,0,1,0,1324,1246,1116,1376,5062,1926,319,2245,2245
"0622710","062271003050",47,0,318,44,434,1129,281,36,6,303,33,439,1135,313,17,3,330,44,413,1094,283,38,6,347,55,558,1304,300,5,5,4,0,2258,2270,2188,2608,9324,1324,889,2213,2213
"0622710","062271003052",2,0,20,16,302,514,174,1,1,10,10,244,411,144,1,0,16,14,210,365,124,5,2,19,15,336,583,204,0,1,0,2,1028,822,730,1166,3746,1285,245,1530,1530
"0622710","062271003055",0,0,0,3,20,25,2,1,0,0,0,16,17,0,0,0,0,2,15,17,0,0,0,0,0,14,14,0,0,0,0,0,50,34,34,28,146,64,6,70,70
"0622710","062271003064",13,2,23,198,396,733,100,18,1,33,167,307,658,130,6,0,30,164,298,599,98,12,4,27,193,378,729,112,1,2,3,3,1466,1316,1198,1458,5438,1530,377,1907,1907
"0622710","062271003070",1,0,0,4,36,41,0,0,0,0,5,28,34,1,0,0,0,2,24,26,0,0,0,0,2,22,24,0,0,0,0,0,82,68,52,48,250,109,4,113,113
"0622710","062271003082",0,0,0,0,22,23,1,0,0,0,0,14,14,0,0,0,0,1,13,14,0,0,1,0,0,15,18,2,0,0,0,0,46,28,28,36,138,52,13,65,65
"0622710","062271003088",4,0,24,40,260,381,51,0,1,16,35,239,334,43,5,0,20,37,196,286,27,8,2,38,51,378,514,36,2,0,1,1,762,668,572,1028,3030,1107,204,1311,1311
"0622710","062271003093",0,0,0,5,20,25,0,0,0,0,5,14,21,2,0,0,0,4,13,17,0,0,0,0,5,6,11,0,0,0,0,0,50,42,34,22,148,68,3,71,71
"0622710","062271003098",1,0,2,5,379,390,3,0,0,1,6,377,386,2,1,1,1,1,359,365,2,0,0,2,7,442,454,3,0,0,0,0,780,772,730,908,3190,1232,161,1393,1393
"0622710","062271003100",1,0,1,1,36,45,5,0,0,0,2,30,35,3,0,0,1,0,21,24,2,0,0,0,0,14,14,0,1,0,0,0,90,70,48,28,236,82,15,97,97
"0622710","062271003106",2,0,1,17,147,171,3,1,0,0,21,121,146,3,0,0,1,16,160,178,1,2,1,0,29,247,282,3,1,0,0,0,342,292,356,564,1554,596,37,633,633
"0622710","062271003107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,15,158,257,60,0,0,0,0,0,0,0,0,0,1,0,0,0,514,0,514,147,28,175,175
"0622710","062271003108",4,2,23,13,449,543,51,1,1,31,12,399,495,48,1,3,37,14,378,481,47,4,1,23,21,512,614,53,1,3,1,0,1086,990,962,1228,4266,1255,431,1686,1686
"0622710","062271003109",1,0,2,16,99,120,2,0,0,0,11,78,91,2,2,0,0,19,93,116,1,0,0,0,31,138,174,5,0,0,1,0,240,182,232,348,1002,406,22,428,428
"0622710","062271003110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,48,194,277,12,0,0,0,0,0,0,0,0,0,2,0,0,0,554,0,554,186,32,218,218
"0622710","062271003134",0,0,0,0,23,23,0,0,0,0,0,15,16,1,0,0,0,0,21,22,1,0,0,0,0,8,8,0,0,0,0,0,46,32,44,16,138,56,8,64,64
"0622710","062271003139",2,1,59,3,173,240,2,1,0,47,2,164,218,4,0,2,70,0,144,218,2,2,1,57,8,255,329,6,0,0,0,0,480,436,436,658,2010,822,112,934,934
"0622710","062271003146",0,0,1,5,14,22,2,0,0,0,0,16,18,2,0,0,0,2,19,22,1,0,0,0,0,6,7,1,0,0,0,0,44,36,44,14,138,64,2,66,66
"0622710","062271003151",3,0,14,32,238,292,5,0,0,19,55,224,303,5,2,2,20,43,161,232,3,2,0,24,54,357,444,6,0,0,1,1,584,606,464,888,2542,1056,117,1173,1173
"0622710","062271003163",0,0,1,61,367,435,6,2,1,1,67,289,375,13,2,0,0,57,258,320,3,1,0,1,54,280,339,3,0,2,0,0,870,750,640,678,2938,1193,88,1281,1281
"0622710","062271003171",3,2,138,10,365,617,95,11,2,126,10,353,586,80,7,0,149,9,314,560,81,6,0,132,11,354,597,92,4,4,0,2,1234,1172,1120,1194,4720,1395,409,1804,1804
"0622710","062271003181",0,0,0,2,30,32,0,0,0,1,2,24,27,0,0,0,0,1,42,44,1,0,0,0,1,12,13,0,0,0,0,0,64,54,88,26,232,102,8,110,110
"0622710","062271003189",0,0,0,0,22,22,0,0,0,0,0,20,22,2,0,0,0,0,7,8,1,0,0,0,0,17,17,0,0,0,0,0,44,44,16,34,138,62,3,65,65
"0622710","062271003190",0,0,0,8,10,18,0,0,0,0,0,7,8,1,0,0,1,2,7,10,0,1,0,0,2,7,10,0,0,0,0,0,36,16,20,20,92,38,2,40,40
