"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","WH09","HP10","HP11","HP12","HP09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"1200390","120039003569",0,0,0,5,2,8,1,0,0,0,1,0,1,0,0,0,0,1,2,3,0,0,0,0,5,2,10,3,0,0,0,0,16,2,6,20,44,3,0,3,3
"1200390","120039003699",1,0,5,11,425,468,26,0,1,6,7,353,393,26,0,0,3,8,338,378,29,0,0,7,8,426,481,40,0,0,0,0,936,786,756,962,3440,766,226,992,992
"1200390","120039003838",0,0,1,21,439,466,5,0,1,0,18,436,464,9,1,0,0,23,363,392,5,0,0,1,18,400,425,6,0,0,0,0,932,928,784,850,3494,1184,235,1419,1419
"1200390","120039003973",0,0,0,10,89,109,10,1,0,0,12,60,84,11,0,0,0,11,73,98,14,1,0,0,8,59,75,7,0,0,0,0,218,168,196,150,732,22,1,23,23
"1200390","120039003975",0,0,0,6,70,83,7,1,0,1,9,74,90,5,1,0,1,4,77,91,8,0,0,1,11,85,102,5,0,0,0,0,166,180,182,204,732,242,46,288,288
"1200390","120039003977",0,0,3,1,80,113,29,0,0,0,0,78,100,22,0,0,1,2,71,100,26,0,0,2,4,78,108,24,0,0,0,0,226,200,200,216,842,404,0,404,404
"1200390","120039004077",2,0,24,21,947,1063,68,5,1,21,24,931,1034,51,5,2,28,21,921,1045,68,2,1,31,26,1043,1162,59,1,1,0,0,2126,2068,2090,2324,8608,2385,404,2789,2789
"1200390","120039004078",3,0,7,102,406,558,40,4,1,8,106,424,585,42,4,3,10,104,383,539,35,3,2,12,106,378,550,48,0,0,0,1,1116,1170,1078,1100,4464,1460,166,1626,1626
"1200390","120039004339",0,0,4,130,241,389,14,1,0,3,118,211,344,11,5,0,5,95,223,337,9,0,0,4,78,230,323,10,0,0,0,1,778,688,674,646,2786,935,154,1089,1089
"1200390","120039004340",7,0,8,16,587,671,53,5,0,10,16,637,715,47,4,0,14,24,649,771,79,6,1,9,16,553,625,39,0,0,1,1,1342,1430,1542,1250,5564,1649,240,1889,1889
"1200390","120039004726",3,0,9,7,536,591,36,0,0,6,9,561,624,48,0,0,6,9,526,584,43,0,1,9,6,506,562,40,0,0,0,0,1182,1248,1168,1124,4722,900,171,1071,1071
"1200390","120039005493",0,0,5,0,89,100,6,0,0,0,3,103,106,0,0,0,2,0,86,94,6,0,0,2,0,96,107,9,0,0,0,0,200,212,188,214,814,161,37,198,198
"1200390","120039005494",0,0,0,2,87,90,1,0,0,0,1,89,91,1,0,0,2,3,83,91,3,0,0,1,4,74,81,2,0,0,0,0,180,182,182,162,706,231,37,268,268
"1200390","120039005495",0,0,0,61,9,71,1,0,0,0,58,17,76,1,0,0,0,80,12,92,0,0,0,0,36,12,48,0,0,0,0,0,142,152,184,96,574,31,0,31,31
"1200390","120039005861",0,0,2,4,533,544,5,1,0,2,5,483,493,2,0,1,0,5,422,431,3,0,0,1,0,402,407,4,0,0,0,0,1088,986,862,814,3750,1547,105,1652,1652
"1200390","120039006229",0,0,3,4,710,722,5,0,0,3,9,747,764,5,0,0,5,2,724,758,27,1,0,6,5,690,717,15,0,0,0,0,1444,1528,1516,1434,5922,2165,267,2432,2432
"1200390","120039007016",0,0,0,5,25,36,6,0,0,1,4,21,31,5,0,0,0,7,23,33,3,1,0,1,6,36,48,4,0,0,0,0,72,62,66,96,296,216,35,251,251
"1200390","120039007056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007077",1,0,5,8,300,329,15,0,0,3,2,280,307,22,0,1,2,2,244,259,10,1,1,0,10,347,374,15,0,0,0,0,658,614,518,748,2538,759,183,942,942
"1200390","120039007092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039007242",0,0,0,0,70,70,0,0,0,0,0,65,66,1,0,0,1,1,66,68,0,0,0,0,0,77,79,2,0,0,0,0,140,132,136,158,566,248,9,257,257
"1200390","120039007278",1,0,1,16,3,21,0,0,0,0,10,1,11,0,0,0,0,2,0,2,0,0,0,0,9,0,9,0,0,0,0,0,42,22,4,18,86,5,0,5,5
"1200390","120039007286",0,0,0,12,4,16,0,0,0,0,10,3,14,1,0,0,0,10,5,16,1,0,0,0,9,1,10,0,0,0,0,0,32,28,32,20,112,29,0,29,29
"1200390","120039007318",0,0,0,0,15,15,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,30,96,0,14,140,NA,NA,NA,NA
"1200390","120039007319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,31,269,269
"1200390","120039007352",0,0,0,1,0,1,0,0,0,0,1,4,5,0,0,0,0,0,1,2,1,0,0,0,1,1,2,0,0,0,0,0,2,10,4,4,20,3,0,3,3
"1200390","120039007358",0,0,0,0,0,0,0,0,0,3,12,42,63,6,1,1,4,4,30,50,10,0,0,0,0,0,0,0,0,0,0,0,NA,126,100,NA,226,57,13,70,70
"1200390","120039007420",0,0,0,9,11,21,1,0,0,0,3,5,8,0,0,0,0,8,10,18,0,0,0,0,19,14,35,2,0,0,0,0,42,16,36,70,164,173,8,181,181
"1200390","120039007431",0,0,0,0,14,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,14,2,0,0,0,0,32,0,0,28,60,16,4,20,20
"1200390","120039007447",0,0,0,0,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,2,0,4,12,6,0,6,6
"1200390","120039007451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19,0,0,0,0,0,0,0,0,38,38,16,0,16,16
"1200390","120039007453",0,0,1,1,126,143,15,0,0,1,1,117,122,3,0,0,0,0,102,104,2,0,0,1,2,147,156,6,0,0,0,0,286,244,208,312,1050,70,52,122,122
"1200390","120039007454",0,0,1,1,116,118,0,0,0,0,1,139,143,3,0,0,1,1,118,122,2,0,0,1,0,148,151,2,0,0,0,0,236,286,244,302,1068,587,89,676,676
"1200390","120039007456",2,0,3,1,69,81,6,1,0,13,0,47,68,7,0,0,2,0,45,52,5,0,0,9,2,87,111,13,0,0,0,0,162,136,104,222,624,141,36,177,177
"1200390","120039007496",0,0,1,36,84,121,0,0,0,0,28,47,81,6,0,0,0,23,50,79,6,2,0,2,48,75,131,4,0,0,0,0,242,162,158,262,824,304,33,337,337
"1200390","120039007516",0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,8,0,0,4,12,NA,NA,NA,NA
"1200390","120039007517",0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,19,0,0,0,0,0,32,0,0,38,70,120,10,130,130
"1200390","120039007529",2,0,4,74,189,296,27,2,0,1,87,217,326,19,0,0,5,72,188,295,30,3,0,1,69,166,262,23,0,0,0,0,592,652,590,524,2358,38,0,38,38
"1200390","120039007542",0,0,2,38,15,59,4,0,0,0,92,40,142,10,0,0,0,145,68,223,10,0,0,0,11,4,17,2,0,0,0,0,118,284,446,34,882,37,0,37,37
"1200390","120039007553",0,0,0,3,10,15,2,0,0,0,1,15,17,1,0,0,0,9,20,39,10,0,0,1,3,10,19,5,0,0,0,0,30,34,78,38,180,68,18,86,86
"1200390","120039007580",0,0,3,8,16,32,5,0,0,1,3,7,14,3,0,0,0,2,6,13,5,0,0,1,2,16,22,3,0,0,0,0,64,28,26,44,162,38,11,49,49
"1200390","120039007591",0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0,2,8,NA,NA,NA,NA
"1200390","120039007599",1,0,3,22,134,200,40,1,0,1,25,125,188,35,1,0,5,32,95,175,42,4,0,1,31,147,227,44,0,1,0,0,400,376,350,454,1580,31,0,31,31
"1200390","120039007608",0,0,0,2,60,63,1,0,0,1,4,58,64,1,0,0,0,1,42,43,0,0,0,0,5,59,64,0,0,0,0,0,126,128,86,128,468,189,3,192,192
"1200390","120039007617",0,0,0,34,71,107,2,0,0,0,45,71,124,8,1,0,1,94,111,225,18,0,0,0,19,39,61,3,0,0,0,0,214,248,450,122,1034,48,0,48,48
"1200390","120039007631",1,0,0,0,112,117,4,0,0,0,2,94,103,7,0,0,0,0,0,0,0,0,0,2,0,163,170,5,0,0,0,0,234,206,0,340,780,849,170,1019,1019
"1200390","120039007634",4,0,19,14,399,501,65,4,0,15,6,316,394,53,4,0,9,7,303,380,57,2,1,10,12,410,501,65,0,0,0,1,1002,788,760,1002,3552,633,148,781,781
"1200390","120039007635",4,0,6,77,234,426,105,0,0,5,85,219,400,91,1,0,7,66,196,362,92,3,0,3,85,227,420,102,0,0,0,0,852,800,724,840,3216,807,106,913,913
"1200390","120039007783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,32
"1200390","120039007811",0,0,0,2,62,79,15,0,0,1,1,69,93,22,0,0,0,2,68,83,13,0,0,0,2,84,102,16,0,0,0,0,158,186,166,204,714,162,24,186,186
"1200390","120039007820",0,0,0,0,10,10,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,20,56,0,134,210,NA,NA,NA,NA
"1200390","120039007828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
"1200390","120039007845",0,0,0,9,123,134,2,0,0,0,4,108,118,6,0,0,1,4,106,117,6,0,0,1,19,144,171,7,0,0,0,0,268,236,234,342,1080,428,39,467,467
"1200390","120039007855",0,0,1,5,22,36,8,0,0,1,11,29,48,7,0,0,0,4,23,38,11,1,0,2,13,42,67,9,0,0,0,0,72,96,76,134,378,230,45,275,275
"1200390","120039007922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,34,34,258,21,279,279
"1200390","120039007923",0,0,8,24,98,150,19,0,0,8,24,91,135,12,0,0,3,24,60,104,17,1,1,9,39,146,217,21,1,0,0,0,300,270,208,434,1212,350,49,399,399
"1200390","120039007971",0,0,0,5,66,76,5,0,0,0,2,46,58,10,1,0,1,2,23,31,4,0,0,1,5,70,84,8,0,0,0,0,152,116,62,168,498,194,11,205,205
"1200390","120039007972",1,0,0,32,40,81,8,0,0,0,18,23,43,2,0,0,0,23,23,47,1,1,0,2,35,39,82,5,0,0,0,0,162,86,94,164,506,508,35,543,543
"1200390","120039007979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9
"1200390","120039007980",0,0,0,5,18,23,0,0,0,0,10,86,99,3,0,0,1,26,229,267,11,0,0,0,0,3,3,0,0,0,0,0,46,198,534,6,784,39,1,40,40
"1200390","120039007981",0,0,0,8,108,121,5,1,0,1,5,55,65,3,0,0,2,3,40,45,0,0,0,2,11,96,112,3,0,0,0,0,242,130,90,224,686,500,97,597,597
"1200390","120039007983",0,0,0,30,22,53,1,1,0,0,61,50,115,3,1,0,0,95,88,190,6,0,0,0,8,7,16,1,0,0,0,0,106,230,380,32,748,76,0,76,76
"1200390","120039007984",0,0,0,18,8,26,0,0,1,0,69,25,95,0,0,0,2,119,73,202,8,0,0,0,12,2,14,0,0,0,0,0,52,190,404,28,674,40,50,90,90
"1200390","120039008125",0,0,0,0,47,48,1,0,1,0,1,80,84,2,0,0,0,0,37,38,1,0,0,0,1,58,60,1,0,0,0,0,96,168,76,120,460,160,20,180,180
"1200390","120039008132",0,0,0,1,44,47,2,0,0,0,1,32,34,1,0,0,0,0,44,45,1,0,0,0,1,33,35,1,0,0,0,0,94,68,90,70,322,117,17,134,134
"1200390","120039008138",0,0,2,15,116,142,9,0,1,0,12,101,120,6,0,0,1,14,97,122,10,3,0,3,18,136,171,11,0,0,0,0,284,240,244,342,1110,383,41,424,424
"1200390","120039008154",0,0,0,6,150,158,2,0,0,0,3,150,155,2,0,0,0,1,109,110,0,0,0,0,3,239,248,6,0,0,0,0,316,310,220,496,1342,109,62,171,171
"1200390","120039008183",0,0,3,14,72,94,5,1,0,1,20,74,99,3,0,0,0,18,60,79,1,0,0,1,19,84,110,6,0,0,0,0,188,198,158,220,764,259,23,282,282
"1200390","120039008206",0,0,0,0,39,39,0,0,0,0,0,24,24,0,0,0,0,0,25,25,0,0,0,0,2,52,54,0,0,0,0,0,78,48,50,108,284,42,1,43,43
"1200390","120039008270",0,0,0,0,2,2,0,0,0,0,0,4,5,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36,0,50,11,0,11,11
"1200390","120039008302",1,0,1,28,21,75,24,2,0,5,27,26,74,14,0,1,1,22,22,54,8,1,0,7,35,41,110,26,0,0,0,0,150,148,108,220,626,170,21,191,191
"1200390","120039008332",0,0,0,7,4,11,0,0,0,0,12,5,17,0,0,0,0,2,1,3,0,0,0,0,6,4,10,0,0,0,0,0,22,34,6,20,82,11,0,11,11
"1200390","120039008336",1,0,1,13,84,117,18,0,0,3,8,61,89,17,0,0,0,0,0,0,0,4,0,2,16,83,127,22,0,0,0,0,234,178,0,254,666,168,46,214,214
"1200390","120039008345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,35,35
"1200390","120039008362",0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,NA,NA,NA,NA
"1200390","120039008379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA
"1200390","120039008388",1,0,3,19,59,90,8,0,0,0,4,34,43,5,0,0,0,0,0,0,0,1,0,1,8,77,93,6,0,0,0,0,180,86,0,186,452,155,24,179,179
"1200390","120039008402",0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,8,0,10,4,22,2,1,3,3
"1200390","120039008412",3,0,0,44,10,61,3,0,0,2,58,16,77,1,0,0,0,0,0,0,0,0,0,0,35,19,55,1,1,0,0,0,122,154,0,110,386,151,11,162,162
"1200390","120039008541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039008543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200390","120039008558",0,0,0,0,0,0,0,1,0,2,2,55,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,124,0,NA,124,20,7,27,27
"1200390","120039008576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,25,103,103
"1200390","120039010618",0,0,0,7,6,13,0,0,0,0,9,9,18,0,0,0,0,13,7,21,1,0,0,0,0,4,4,0,0,0,0,0,26,36,42,8,112,54,0,54,54
"1200480","120048000425",0,0,0,18,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,40,0,0,12,52,22,0,22,22
"1200480","120048000635",1,0,0,34,0,36,1,2,0,0,22,1,26,1,0,0,0,13,1,14,0,0,0,0,36,1,37,0,0,0,0,0,72,52,28,74,226,118,0,118,118
"1200480","120048000648",24,3,13,356,39,533,98,15,0,20,321,26,487,105,14,0,11,270,37,402,70,17,0,9,306,46,480,102,0,0,0,0,1066,974,804,960,3804,992,9,1001,1001
"1200480","120048000649",6,0,1,173,7,195,8,1,0,0,117,3,123,2,3,0,1,89,4,100,3,4,0,0,121,4,137,8,0,0,0,0,390,246,200,274,1110,431,3,434,434
"1200480","120048000651",5,0,1,55,8,186,117,5,1,0,30,6,147,105,3,1,1,38,7,133,83,8,0,2,49,3,190,128,0,0,0,0,372,294,266,380,1312,490,56,546,546
"1200480","120048000671",12,0,40,172,27,397,144,20,0,28,110,21,311,132,19,1,27,131,18,323,127,9,2,32,172,30,411,165,2,0,0,1,794,622,646,822,2884,317,58,375,375
"1200480","120048000681",20,1,10,294,74,510,111,27,1,13,234,46,443,122,19,0,12,186,34,347,96,15,2,12,275,66,452,81,0,0,0,1,1020,886,694,904,3504,968,2,970,970
"1200480","120048000685",20,3,35,185,142,534,149,7,2,49,149,108,439,124,9,0,34,109,86,351,112,19,5,42,166,129,494,131,0,0,1,2,1068,878,702,988,3636,920,6,926,926
"1200480","120048000691",5,0,0,391,5,415,14,4,1,1,294,4,309,5,5,1,0,270,4,287,7,5,1,1,341,4,369,17,0,0,0,0,830,618,574,738,2760,887,9,896,896
"1200480","120048000706",10,2,117,67,22,398,178,19,2,98,57,27,380,177,19,4,88,31,22,327,163,13,2,132,61,46,473,219,2,0,0,0,796,760,654,946,3156,190,40,230,230
"1200480","120048000714",12,0,0,324,5,344,3,7,0,0,287,1,297,2,2,0,0,212,0,214,0,7,0,0,350,2,366,6,0,0,0,1,688,594,428,732,2442,864,2,866,866
"1200480","120048000718",0,0,0,8,1,17,8,0,0,1,4,0,10,5,2,0,1,49,4,76,20,1,0,0,5,0,10,4,0,0,0,0,34,20,152,20,226,58,0,58,58
"1200480","120048000720",0,0,0,3,0,5,2,0,0,0,5,0,10,5,3,0,2,7,0,18,6,1,0,0,5,1,15,8,0,0,0,0,10,20,36,30,96,18,0,18,18
"1200480","120048000721",1,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,12,0,2,6,20,20,0,20,20
"1200480","120048000748",27,3,6,77,46,580,417,31,1,9,65,33,497,357,19,2,7,60,37,464,339,24,1,14,64,49,564,410,4,1,0,2,1160,994,928,1128,4210,518,57,575,575
"1200480","120048000749",9,0,19,128,50,253,47,5,1,10,117,41,209,34,4,1,11,114,31,204,43,13,0,14,155,52,279,45,0,1,0,0,506,418,408,558,1890,527,2,529,529
"1200480","120048000759",44,1,68,207,141,796,331,24,1,51,193,77,593,244,31,0,47,153,87,582,261,43,3,61,221,136,766,299,4,3,3,3,1592,1186,1164,1532,5474,1004,89,1093,1093
"1200480","120048000762",14,6,13,249,60,425,82,9,1,8,262,41,386,64,12,0,6,176,18,259,46,10,0,3,275,45,407,74,1,1,1,0,850,772,518,814,2954,875,6,881,881
"1200480","120048000767",13,3,16,251,32,402,86,12,0,17,228,24,364,81,7,1,11,151,11,246,65,14,0,11,268,44,426,89,1,2,0,0,804,728,492,852,2876,805,3,808,808
"1200480","120048000769",1,0,3,6,3,22,9,0,0,1,3,3,11,4,0,0,15,41,9,114,49,1,0,1,7,0,22,13,0,0,0,0,44,22,228,44,338,72,19,91,91
"1200480","120048000772",11,2,9,154,40,318,101,14,2,6,123,39,284,100,17,1,8,87,35,221,73,13,1,12,151,35,336,123,1,0,0,1,636,568,442,672,2318,467,17,484,484
"1200480","120048000773",2,0,0,74,8,89,5,2,0,1,53,1,58,1,1,0,1,75,1,83,5,2,1,0,96,12,121,10,0,0,0,0,178,116,166,242,702,273,1,274,274
"1200480","120048001571",1,0,0,20,0,22,1,2,0,0,18,0,20,0,1,0,0,11,1,13,0,0,0,0,6,0,7,1,0,0,0,0,44,40,26,14,124,19,0,19,19
"1200480","120048002162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,38,29,0,0,0,0,0,0,0,0,0,1,0,0,0,76,0,76,5,1,6,6
"1200480","120048002469",10,2,8,61,27,292,184,10,1,10,50,27,264,166,7,1,19,54,24,274,169,14,1,12,70,33,339,207,0,0,0,2,584,528,548,678,2338,224,24,248,248
"1200480","120048002744",26,2,36,138,100,746,443,22,3,37,113,72,679,432,16,2,33,77,72,523,323,26,2,22,134,91,674,398,1,0,0,1,1492,1358,1046,1348,5244,617,80,697,697
"1200480","120048002745",12,0,8,346,30,557,161,12,0,9,253,30,468,163,14,1,15,232,19,393,112,17,1,15,331,35,573,174,0,1,0,0,1114,936,786,1146,3982,894,85,979,979
"1200480","120048002816",3,0,16,57,15,115,23,4,0,14,41,6,75,10,4,0,17,32,8,79,18,6,0,14,55,13,120,31,1,0,0,1,230,150,158,240,778,424,63,487,487
"1200480","120048003053",0,0,0,7,1,12,4,1,0,0,3,1,7,2,0,0,0,17,3,39,19,1,0,0,6,1,8,0,0,0,0,0,24,14,78,16,132,69,0,69,69
"1200480","120048003167",0,0,0,2,0,4,2,0,0,0,1,0,5,4,0,0,0,1,0,2,1,2,0,0,1,0,6,3,0,0,0,0,8,10,4,12,34,8,0,8,8
"1200480","120048003169",1,0,0,9,3,16,3,0,0,1,3,1,7,2,0,0,0,3,0,5,2,0,0,0,9,1,13,3,0,0,0,0,32,14,10,26,82,15,0,15,15
"1200480","120048003352",1,0,0,4,0,7,2,0,0,0,1,2,5,2,1,0,0,1,1,3,0,0,0,0,5,0,6,1,0,0,0,0,14,10,6,12,42,3,0,3,3
"1200480","120048003354",0,0,0,6,0,6,0,0,0,0,1,0,4,3,0,0,0,0,0,1,1,0,0,0,2,2,8,4,0,0,0,0,12,8,2,16,38,3,0,3,3
"1200480","120048003356",2,1,0,21,1,28,3,1,0,0,9,2,14,2,0,0,0,1,0,1,0,1,0,0,29,2,35,3,0,0,0,0,56,28,2,70,156,53,0,53,53
"1200480","120048004191",2,0,0,36,6,49,5,0,0,1,37,5,49,6,0,0,0,60,4,68,4,0,0,1,15,0,17,1,0,0,0,0,98,98,136,34,366,180,0,180,180
"1200480","120048007119",14,0,7,157,40,323,104,18,0,6,137,33,276,82,9,1,8,154,37,309,100,6,0,2,50,12,117,47,1,0,0,0,646,552,618,234,2050,180,2,182,182
"1200480","120048007418",5,1,10,36,25,157,80,2,0,6,25,18,103,51,3,1,2,13,5,71,47,7,0,10,33,25,152,77,0,1,0,0,314,206,142,304,966,369,79,448,448
"1200480","120048007629",36,4,41,153,92,622,296,37,2,49,168,79,558,223,18,1,34,115,60,434,205,29,0,37,180,88,569,235,0,0,1,0,1244,1116,868,1138,4366,580,48,628,628
"1200480","120048007693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200480","120048007825",3,0,0,38,13,66,12,3,0,2,35,4,57,13,5,0,2,30,18,66,11,0,0,0,10,3,18,5,0,0,0,0,132,114,132,36,414,64,15,79,79
"1200480","120048007860",0,0,0,1,0,6,5,0,0,0,1,0,5,4,0,0,0,1,0,1,0,1,0,0,0,0,6,5,0,0,0,0,12,10,2,12,36,3,0,3,3
"1200480","120048008007",3,0,2,7,1,33,20,2,0,2,7,3,46,32,4,1,1,3,3,43,31,1,0,0,7,6,32,18,0,0,0,0,66,92,86,64,308,86,5,91,91
"1200480","120048008008",1,0,0,14,1,18,2,1,0,0,7,2,12,2,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,36,24,8,0,68,24,0,24,24
"1200480","120048008016",2,0,3,46,17,135,67,3,1,2,16,18,107,67,0,0,5,24,8,94,57,4,2,2,23,11,95,53,0,0,0,0,270,214,188,190,862,122,18,140,140
"1200480","120048008096",2,0,0,27,10,66,27,0,0,0,43,5,95,47,1,0,1,26,6,53,19,1,0,1,8,1,24,13,0,0,0,0,132,190,106,48,476,39,1,40,40
"1200480","120048008243",3,0,1,8,7,48,29,1,0,0,4,8,31,18,2,0,0,2,12,27,11,1,0,2,8,15,54,28,0,0,0,0,96,62,54,108,320,73,6,79,79
"1200480","120048008264",1,0,0,37,0,47,9,1,0,0,51,4,69,12,3,0,1,56,7,76,9,1,0,0,10,2,16,3,0,1,0,0,94,138,152,32,416,47,1,48,48
"1200480","120048008350",0,0,0,15,0,15,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,27,1,28,0,0,0,0,0,30,42,0,56,128,64,0,64,64
"1200480","120048008523",0,0,0,74,1,90,15,0,0,0,62,2,69,5,0,0,0,7,1,8,0,0,0,0,55,0,66,11,0,0,0,0,180,138,16,132,466,566,3,569,569
"1200510","120051000794",43,3,9,160,37,455,200,34,5,10,149,26,418,190,37,3,10,109,22,344,161,53,10,15,200,44,559,234,3,4,2,3,910,836,688,1118,3552,1036,78,1114,1114
"1200510","120051000805",18,2,27,177,22,381,135,19,0,26,166,23,332,98,17,1,19,153,17,301,93,22,0,32,184,25,393,130,0,0,1,0,762,664,602,786,2814,804,55,859,859
"1200510","120051000812",34,4,17,70,24,566,417,26,12,9,80,24,574,421,20,3,3,62,24,477,365,35,6,12,71,20,564,419,0,2,0,1,1132,1148,954,1128,4362,760,85,845,845
"1200510","120051000837",25,5,16,205,30,438,155,32,2,12,213,33,416,124,19,4,18,151,24,325,109,29,2,10,253,39,510,174,2,0,0,3,876,832,650,1020,3378,952,23,975,975
