"NCESSCH","LEAID","TYPE08","STATUS08","ULOCAL08","FTE08","LEVEL08","FRELCH08","REDLCH08","TOTFRL08","MEMBER08","G0908","G1008","G1108","G1208","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"120015000090","1200150","1","1","21",83.1,"3",170,32,202,1238,395,263,262,318,1,9,17,92,252,-4,-4,0,8,15,70,163,-4,-4,0,2,9,69,172,-4,-4,2,9,17,72,198,-4,-4,28,58,303,785
"120015000100","1200150","1","1","21",85.8,"3",404,57,461,1114,389,240,226,239,2,3,42,120,205,-4,-4,0,0,18,81,134,-4,-4,0,2,17,66,137,-4,-4,1,2,22,86,123,-4,-4,7,99,353,599
"120015000103","1200150","1","1","13",132,"3",289,81,370,2190,654,557,469,510,2,14,47,67,487,-4,-4,2,13,42,58,422,-4,-4,1,10,27,38,379,-4,-4,3,15,35,48,396,-4,-4,52,151,211,1684
"120015000104","1200150","1","1","13",148.3,"3",579,149,728,2324,671,558,583,484,6,17,78,146,386,-4,-4,0,8,73,146,300,-4,-4,1,14,90,126,318,-4,-4,0,6,74,132,255,-4,-4,45,315,550,1259
"120015000109","1200150","1","1","13",110.3,"3",303,80,383,1735,532,397,376,401,2,10,51,35,412,-4,-4,0,5,22,29,320,-4,-4,0,4,27,20,314,-4,-4,1,10,19,22,334,-4,-4,29,119,106,1380
"120015000118","1200150","1","1","21",96.7,"3",162,42,204,1545,433,387,361,350,2,10,23,23,357,-4,-4,1,11,21,17,326,-4,-4,2,6,22,14,307,-4,-4,1,14,19,16,288,-4,-4,41,85,70,1278
"120015000119","1200150","1","1","21",60.8,"3",34,12,46,943,169,142,143,104,0,5,12,4,146,-4,-4,0,2,5,2,130,-4,-4,1,6,9,2,119,-4,-4,0,7,3,0,92,-4,-4,20,29,8,487
"120015000127","1200150","1","1","21",97.7,"3",138,43,181,1470,295,234,206,224,2,9,12,7,251,-4,-4,0,2,14,11,199,-4,-4,1,12,8,4,175,-4,-4,1,13,11,8,182,-4,-4,36,45,30,807
"120015000131","1200150","1","1","21",82,"3",69,36,105,1260,314,291,311,328,0,7,11,3,288,-4,-4,1,4,10,8,262,-4,-4,0,9,10,7,275,-4,-4,3,10,11,6,289,-4,-4,30,42,24,1114
"120015002042","1200150","4","1","41",4.4,"4",16,1,17,41,12,6,4,3,0,0,1,4,7,-4,-4,0,0,1,2,2,-4,-4,0,0,0,0,4,-4,-4,0,0,1,0,2,-4,-4,0,3,6,15
"120015002052","1200150","4","1","21",6.5,"4",19,3,22,48,15,5,4,1,0,0,3,4,8,-4,-4,0,0,0,1,3,-4,-4,0,0,0,0,4,-4,-4,0,0,0,1,0,-4,-4,0,3,6,15
"120015002055","1200150","4","1","13",9.8,"4",32,6,38,77,19,18,7,6,0,0,3,7,9,-4,-4,0,0,2,1,15,-4,-4,0,0,0,1,6,-4,-4,0,0,1,1,4,-4,-4,0,6,10,34
"120015002977","1200150","1","1","21",122.7,"3",255,116,371,1962,395,343,309,291,2,3,27,25,318,-4,-4,0,1,14,18,295,-4,-4,2,4,13,16,266,-4,-4,1,6,15,19,244,-4,-4,14,69,78,1123
"120015003025","1200150","4","1","41",4.3,"3",2,0,2,37,9,10,8,1,0,0,1,6,0,-4,-4,0,0,4,3,3,-4,-4,0,0,1,2,3,-4,-4,0,0,0,1,0,-4,-4,0,6,12,6
"120015003026","1200150","2","1","21",22.8,"4",0,0,0,29,11,3,4,0,0,0,0,8,3,-4,-4,0,0,0,2,1,-4,-4,0,0,3,1,0,-4,-4,0,0,0,0,0,-4,-4,0,3,11,4
"120015003149","1200150","4","1","21",1,"3",9,1,10,13,7,1,1,1,0,0,0,2,5,-4,-4,0,0,0,1,0,-4,-4,0,0,0,0,1,-4,-4,0,0,0,0,1,-4,-4,0,0,3,7
"120015003292","1200150","4","1","41",2.2,"4",1,1,2,11,3,2,1,0,0,0,0,0,3,-4,-4,0,0,0,1,1,-4,-4,0,0,0,0,1,-4,-4,0,0,0,0,0,-4,-4,0,0,1,5
"120015003293","1200150","1","1","41",167.3,"3",756,236,992,2759,813,731,668,547,1,4,103,204,467,-4,-4,1,11,105,203,380,-4,-4,4,8,95,151,377,-4,-4,0,6,83,145,294,-4,-4,29,386,703,1518
"120015003296","1200150","1","1","13",64.1,"3",29,15,44,961,172,162,140,137,0,9,9,2,145,-4,-4,1,7,15,5,122,-4,-4,0,9,13,4,109,-4,-4,0,9,13,2,109,-4,-4,34,50,13,485
"120015003678","1200150","2","1","12",22.9,"4",84,13,97,119,16,13,10,16,0,0,0,6,8,-4,-4,0,0,0,5,7,-4,-4,0,1,0,4,5,-4,-4,0,0,1,3,12,-4,-4,1,1,18,32
"120015004059","1200150","2","1","13",14.1,"4",39,3,42,59,8,9,3,0,0,0,1,2,4,-4,-4,0,0,0,4,5,-4,-4,0,0,0,1,2,-4,-4,0,0,0,0,0,-4,-4,0,1,7,11
"120015004060","1200150","2","1","21",20.6,"4",76,12,88,117,17,19,12,7,0,0,0,6,11,-4,-4,1,0,2,3,13,-4,-4,0,0,0,3,9,-4,-4,0,0,0,1,5,-4,-4,0,2,13,38
"120015004244","1200150","1","1","41",114.6,"3",102,43,145,1941,558,505,460,400,1,7,42,26,446,-4,-4,0,14,40,26,403,-4,-4,1,18,37,34,349,-4,-4,1,20,34,22,301,-4,-4,59,153,108,1499
"120018000153","1200180","1","1","21",157.9,"3",1005,225,1230,2212,575,583,546,508,3,18,192,138,207,-4,-4,1,13,209,169,170,-4,-4,2,12,163,160,199,-4,-4,2,8,179,113,193,-4,-4,51,743,580,769
"120018000157","1200180","1","1","12",120.8,"3",972,220,1192,1777,557,460,385,375,0,16,123,352,50,-4,-4,0,11,81,308,48,-4,-4,0,9,73,244,48,-4,-4,1,18,84,228,38,-4,-4,54,361,1132,184
"120018000160","1200180","1","1","21",146.4,"3",893,294,1187,2256,591,579,554,532,0,13,273,130,163,-4,-4,0,20,271,153,119,-4,-4,2,24,226,159,127,-4,-4,1,30,220,141,133,-4,-4,87,990,583,542
"120018000168","1200180","1","1","12",135.4,"3",1181,177,1358,2053,654,493,459,447,0,13,73,536,24,-4,-4,1,5,54,408,19,-4,-4,0,4,36,390,17,-4,-4,1,5,27,399,14,-4,-4,27,190,1733,74
"120018000169","1200180","1","1","12",149.4,"3",992,201,1193,1758,517,484,365,392,0,1,23,474,15,-4,-4,0,1,16,444,18,-4,-4,0,1,13,324,21,-4,-4,1,3,24,334,26,-4,-4,6,76,1576,80
"120018000171","1200180","1","1","21",101.4,"3",818,160,978,1426,430,365,334,297,2,4,109,275,37,-4,-4,1,1,104,230,26,-4,-4,2,2,95,205,26,-4,-4,0,1,82,185,25,-4,-4,8,390,895,114
"120018000188","1200180","4","1","12",60.1,"4",201,10,211,276,44,40,41,35,0,0,7,35,1,-4,-4,0,0,2,34,1,-4,-4,0,0,4,35,2,-4,-4,0,0,5,29,1,-4,-4,0,18,133,5
"120018000209","1200180","2","1","13",34.6,"4",79,5,84,132,10,9,17,47,0,0,5,3,2,-4,-4,0,0,2,6,1,-4,-4,0,0,4,7,6,-4,-4,0,0,9,22,16,-4,-4,0,20,38,25
"120018000217","1200180","1","1","12",122.7,"3",800,143,943,1651,536,457,343,315,0,15,66,345,102,-4,-4,2,6,41,287,114,-4,-4,0,5,41,203,85,-4,-4,0,5,37,189,76,-4,-4,31,185,1024,377
"120018000219","1200180","2","1","21",33.4,"4",53,11,64,81,9,8,8,31,0,0,1,5,3,-4,-4,0,0,0,5,3,-4,-4,0,0,1,6,1,-4,-4,0,0,5,21,5,-4,-4,0,7,37,12
"120018000221","1200180","2","1","21",37.6,"4",82,11,93,175,9,15,8,37,0,0,4,1,3,-4,-4,0,0,4,5,6,-4,-4,0,0,1,3,4,-4,-4,1,2,11,13,9,-4,-4,2,20,22,22
"120018000225","1200180","1","1","21",165.1,"3",723,238,961,2312,628,623,528,533,3,29,168,167,243,-4,-4,1,22,149,195,232,-4,-4,3,34,128,149,201,-4,-4,4,31,97,159,227,-4,-4,116,542,670,903
"120018000231","1200180","1","1","21",148.2,"3",763,227,990,2112,637,547,453,475,1,9,211,174,227,-4,-4,1,9,187,139,200,-4,-4,1,7,139,128,173,-4,-4,0,10,139,134,182,-4,-4,35,676,575,782
"120018000234","1200180","1","1","21",157.8,"3",595,242,837,2177,600,555,519,503,0,41,140,229,174,-4,-4,0,34,107,204,196,-4,-4,0,30,103,219,151,-4,-4,0,29,88,184,192,-4,-4,134,438,836,713
"120018000241","1200180","1","1","21",171.8,"3",886,245,1131,2286,658,542,560,526,1,24,96,373,137,-4,-4,1,21,88,334,81,-4,-4,0,25,98,328,90,-4,-4,0,19,81,316,100,-4,-4,89,363,1351,408
"120018000247","1200180","1","1","21",158.5,"3",842,241,1083,1992,558,501,484,449,1,16,190,106,234,-4,-4,1,8,166,118,189,-4,-4,0,15,174,97,193,-4,-4,1,13,161,97,174,-4,-4,52,691,418,790
"120018000249","1200180","1","1","21",155.5,"3",964,184,1148,2216,585,590,542,499,0,13,114,373,67,-4,-4,4,13,111,380,76,-4,-4,3,15,107,322,83,-4,-4,0,13,75,326,74,-4,-4,54,407,1401,300
"120018000251","1200180","1","1","13",157.2,"3",945,171,1116,2394,683,665,541,505,1,31,131,342,170,-4,-4,0,25,138,311,177,-4,-4,1,23,90,261,159,-4,-4,0,14,91,293,100,-4,-4,93,450,1207,606
"120018000252","1200180","1","1","21",159.7,"3",1336,200,1536,2373,722,621,535,495,1,11,49,639,15,-4,-4,1,11,29,563,9,-4,-4,0,14,20,484,13,-4,-4,1,15,35,426,14,-4,-4,51,133,2112,51
"120018000253","1200180","1","1","21",176.1,"3",1186,352,1538,2854,763,756,700,635,2,21,118,579,28,-4,-4,1,26,141,551,24,-4,-4,1,24,112,522,22,-4,-4,2,24,107,458,30,-4,-4,95,478,2110,104
"120018000264","1200180","1","1","21",185.8,"3",927,292,1219,2688,726,655,712,595,1,16,140,396,157,-4,-4,1,26,128,318,161,-4,-4,0,25,110,399,156,-4,-4,2,21,88,312,160,-4,-4,88,466,1425,634
"120018000265","1200180","1","1","21",148.1,"3",186,77,263,2309,604,589,555,561,1,30,93,36,429,-4,-4,1,25,129,21,394,-4,-4,2,31,86,33,389,-4,-4,2,30,121,25,375,-4,-4,116,429,115,1587
"120018000270","1200180","3","1","21",242.2,"3",152,66,218,586,146,149,132,159,0,4,36,60,44,-4,-4,0,10,35,48,55,-4,-4,0,6,34,43,46,-4,-4,0,2,33,73,49,-4,-4,22,138,224,194
"120018000272","1200180","1","1","21",168.8,"3",873,262,1135,2529,654,694,628,553,1,23,154,270,191,-4,-4,0,23,150,303,202,-4,-4,2,16,129,267,196,-4,-4,0,12,120,242,176,-4,-4,74,553,1082,765
"120018000908","1200180","4","1","21",32.8,"4",85,13,98,127,33,17,4,6,0,1,1,26,4,-4,-4,0,0,4,10,3,-4,-4,0,0,2,2,0,-4,-4,0,0,0,4,2,-4,-4,1,7,42,9
"120018001356","1200180","2","1","12",30.9,"4",71,10,81,115,16,20,12,15,0,0,3,7,6,-4,-4,0,0,5,3,11,-4,-4,0,0,0,4,8,-4,-4,0,0,1,5,8,-4,-4,0,9,19,33
"120018002048","1200180","3","1","21",169.4,"3",5,2,7,46,NA,NA,NA,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,15,19,12,-4,-4,-12,3,7,0
"120018002117","1200180","1","1","21",197.3,"3",599,245,844,2861,802,724,695,640,3,20,247,172,339,-4,-4,2,24,241,130,305,-4,-4,1,29,205,106,328,-4,-4,0,19,170,106,337,-4,-4,92,863,514,1309
"120018002119","1200180","2","1","12",39.5,"4",138,15,153,197,32,20,20,25,0,0,2,17,10,-4,-4,0,0,2,11,7,-4,-4,0,0,3,11,6,-4,-4,0,0,3,13,9,-4,-4,0,10,52,32
"120018002120","1200180","1","1","21",184.6,"3",427,175,602,3131,863,847,823,598,0,24,297,57,468,-4,-4,0,27,286,37,481,-4,-4,1,23,247,36,493,-4,-4,0,12,151,32,392,-4,-4,86,981,162,1834
"120018002486","1200180","4","1","21",24.3,"4",65,13,78,124,37,16,13,3,1,1,9,18,8,-4,-4,0,0,3,10,3,-4,-4,0,0,6,4,2,-4,-4,0,0,0,2,1,-4,-4,1,18,34,14
"120018002487","1200180","4","1","21",58.3,"4",284,37,321,680,96,94,86,161,0,0,27,61,7,-4,-4,0,0,25,63,6,-4,-4,0,0,19,60,4,-4,-4,2,1,32,108,15,-4,-4,1,103,292,32
"120018002488","1200180","3","1","21",222.9,"3",85,55,140,557,144,137,143,133,0,6,44,22,62,-4,-4,0,5,50,27,53,-4,-4,0,4,59,22,56,-4,-4,0,5,49,19,58,-4,-4,20,202,90,229
"120018002593","1200180","4","1","12",32.2,"4",70,7,77,110,30,12,5,4,0,1,6,15,8,-4,-4,0,0,4,8,0,-4,-4,0,0,3,2,0,-4,-4,0,0,3,1,0,-4,-4,1,16,26,8
"120018002721","1200180","1","1","21",196.1,"3",189,95,284,3160,882,795,778,705,4,49,129,74,609,-4,-4,0,43,106,90,541,-4,-4,0,54,103,70,535,-4,-4,0,36,88,56,514,-4,-4,182,426,290,2199
"120018002801","1200180","2","1","21",49.8,"4",56,16,72,156,36,28,16,19,1,0,9,12,12,-4,-4,0,0,9,8,10,-4,-4,0,0,3,6,7,-4,-4,1,0,3,2,12,-4,-4,0,24,28,41
"120018003027","1200180","4","1","12",109.3,"4",347,28,375,664,160,159,125,123,0,0,9,147,3,-4,-4,0,0,4,152,2,-4,-4,0,1,6,117,1,-4,-4,0,0,3,120,0,-4,-4,1,22,536,6
"120018003029","1200180","1","1","41",167.6,"3",675,338,1013,3100,850,813,713,724,0,37,362,219,206,-4,-4,1,44,347,194,199,-4,-4,0,43,265,184,200,-4,-4,0,40,293,178,191,-4,-4,164,1267,775,796
"120018003301","1200180","1","1","12",72.2,"3",239,125,364,1261,341,312,283,325,2,15,47,82,189,-4,-4,0,10,56,65,169,-4,-4,1,14,30,73,155,-4,-4,0,11,43,98,170,-4,-4,50,176,318,683
"120018003313","1200180","1","1","12",NA,"4",26,0,26,57,3,2,NA,3,0,0,0,1,2,-4,-4,0,0,0,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0,2,-4,-4,-4,-3,NA,0
"120018003320","1200180","4","1","12",NA,"4",93,0,93,96,47,18,7,0,0,0,4,34,7,-4,-4,0,0,4,11,2,-4,-4,0,0,4,3,0,-4,-4,0,0,0,0,0,-4,-4,0,12,48,9
"120018003321","1200180","4","1","12",NA,"3",20,0,20,23,11,3,4,0,0,0,1,8,1,-4,-4,0,0,0,3,0,-4,-4,0,0,2,2,0,-4,-4,0,0,0,0,0,-4,-4,0,3,13,1
"120018003324","1200180","4","1","12",NA,"4",76,0,76,79,42,11,4,0,0,1,6,29,5,-4,-4,0,0,0,10,1,-4,-4,0,0,0,3,1,-4,-4,0,0,0,0,0,-4,-4,1,6,42,7
"120018003543","1200180","4","1","12",78.3,"4",433,42,475,706,98,103,100,102,0,0,15,71,11,-4,-4,0,0,19,71,10,-4,-4,0,1,23,61,12,-4,-4,0,2,19,62,17,-4,-4,3,76,265,50
"120018003545","1200180","1","1","21",NA,"4",251,105,356,1609,236,204,206,188,0,10,60,31,127,-4,-4,1,9,48,24,117,-4,-4,0,8,49,27,115,-4,-4,0,5,47,20,112,-4,-4,32,204,102,471
"120018003547","1200180","4","1","21",NA,"4",84,0,84,87,24,18,14,2,0,1,3,15,4,-4,-4,0,0,3,7,6,-4,-4,0,0,3,5,6,-4,-4,0,0,0,0,2,-4,-4,1,9,27,18
"120018003684","1200180","1","1","21",13.9,"3",33,19,52,337,NA,NA,175,162,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,17,46,25,81,-4,-4,0,16,42,36,61,-4,-4,25,80,53,134
"120018003689","1200180","1","1","21",NA,"3",456,0,456,459,175,123,78,83,0,2,16,152,3,-4,-4,0,0,6,113,3,-4,-4,0,0,3,72,2,-4,-4,0,0,3,79,0,-4,-4,2,28,416,8
"120018003815","1200180","1","1","41",247.8,"3",260,163,423,3928,865,879,918,1266,0,31,395,27,395,-4,-4,0,34,397,46,382,-4,-4,1,35,387,42,438,-4,-4,1,35,572,62,571,-4,-4,135,1751,177,1786
"120018003823","1200180","1","1","21",NA,"3",72,52,124,548,169,159,118,102,1,6,88,43,30,-4,-4,0,7,83,37,30,-4,-4,0,3,67,25,18,-4,-4,0,3,51,26,19,-4,-4,19,289,131,97
"120018003826","1200180","4","1","21",NA,"4",122,0,122,125,55,23,12,6,0,0,8,31,16,-4,-4,0,0,2,10,11,-4,-4,0,0,4,5,3,-4,-4,0,0,0,3,2,-4,-4,0,14,49,32
"120018004037","1200180","1","1","21",159.1,"3",584,184,768,2258,581,609,547,521,4,27,139,139,257,-4,-4,3,34,159,121,267,-4,-4,1,29,138,125,228,-4,-4,0,31,105,119,252,-4,-4,121,541,504,1004
"120018004050","1200180","1","1","21",136,"3",517,263,780,2120,536,574,524,486,0,16,141,72,284,-4,-4,3,16,159,87,285,-4,-4,0,14,143,83,270,-4,-4,1,16,134,65,251,-4,-4,62,577,307,1090
"120018004052","1200180","1","1","41",165.2,"3",560,250,810,3050,728,723,680,919,0,34,346,247,79,-4,-4,0,57,297,266,85,-4,-4,0,47,326,215,78,-4,-4,0,52,403,266,170,-4,-4,190,1372,994,412
"120018004055","1200180","1","1","21",NA,"4",351,43,394,556,110,92,84,61,0,0,4,104,0,-4,-4,0,0,0,90,1,-4,-4,0,1,0,82,1,-4,-4,0,0,0,58,1,-4,-4,1,4,334,3
"120018004057","1200180","4","1","21",2.4,"3",24,0,24,27,11,8,3,0,0,0,0,3,6,-4,-4,0,0,1,3,4,-4,-4,0,0,0,1,2,-4,-4,0,0,0,0,0,-4,-4,0,1,7,12
"120018004058","1200180","1","1","21",14,"4",34,0,34,349,45,69,68,70,1,0,8,4,32,-4,-4,0,3,11,9,39,-4,-4,0,0,12,7,48,-4,-4,0,1,9,9,50,-4,-4,4,40,29,169
"120018004318","1200180","1","1","21",NA,"3",135,102,237,1709,433,407,455,414,1,15,172,97,135,-4,-4,0,18,152,98,120,-4,-4,0,23,193,81,141,-4,-4,0,12,185,72,137,-4,-4,68,702,348,533
"120018004463","1200180","1","1","21",NA,"3",4,1,5,45,11,18,7,9,0,0,6,3,2,-4,-4,0,0,14,3,1,-4,-4,0,1,1,2,2,-4,-4,0,1,3,2,3,-4,-4,2,24,10,8
"120018005457","1200180","4","1","21",NA,"3",153,13,166,401,85,87,105,124,0,0,9,71,5,-4,-4,0,3,11,65,6,-4,-4,0,1,15,76,10,-4,-4,0,1,14,95,14,-4,-4,5,49,307,35
"120018005464","1200180","4","1","21",NA,"3",546,0,546,888,160,270,245,213,0,1,23,114,20,-4,-4,0,3,38,196,29,-4,-4,1,0,32,182,28,-4,-4,1,2,33,144,30,-4,-4,6,126,636,107
"120018007300","1200180","1","1","21",NA,"4",21,7,28,140,29,14,0,0,0,1,5,10,10,-4,-4,0,0,3,4,5,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,1,8,14,15
"120018007460","1200180","1","3","21",NA,"3",13,6,19,92,19,24,24,25,0,0,5,9,3,-4,-4,0,0,8,11,5,-4,-4,0,1,2,12,8,-4,-4,0,0,8,8,8,-4,-4,1,23,40,24
"120018007462","1200180","1","3","21",NA,"3",74,4,78,170,62,49,34,25,0,0,1,59,2,-4,-4,0,0,2,41,5,-4,-4,0,0,3,29,2,-4,-4,0,0,1,23,1,-4,-4,0,7,152,10
"120018007490","1200180","1","3","21",NA,"3",21,10,31,141,21,33,37,50,0,0,5,14,2,-4,-4,0,0,8,19,5,-4,-4,0,2,9,24,1,-4,-4,0,0,15,29,4,-4,-4,2,37,86,12
"120039000557","1200390","1","1","21",55.2,"4",481,55,536,713,132,8,6,15,0,1,19,108,2,-4,-4,0,0,2,6,0,-4,-4,0,0,0,6,0,-4,-4,0,1,1,12,1,-4,-4,2,22,132,3
"120039000580","1200390","1","1","21",46.2,"4",410,129,539,739,1,1,0,2,NA,NA,NA,NA,NA,-4,-4,0,0,1,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,1,1,0,-4,-4,NA,0,NA,NA
"120039000589","1200390","1","1","21",119,"3",1136,357,1493,2257,511,679,491,576,0,7,338,137,23,-4,-4,1,11,458,172,29,-4,-4,1,7,319,138,23,-4,-4,0,10,377,152,36,-4,-4,35,1492,599,111
"120039000590","1200390","1","1","21",168.6,"3",1475,348,1823,3345,859,1001,795,690,0,8,686,62,92,-4,-4,1,4,809,78,96,-4,-4,1,8,650,70,60,-4,-4,0,4,564,57,58,-4,-4,24,2709,267,306
"120039000591","1200390","1","1","21",180.7,"3",1950,456,2406,3441,751,1021,950,719,0,0,667,63,19,-4,-4,0,3,919,79,19,-4,-4,1,3,848,78,18,-4,-4,0,4,670,31,13,-4,-4,10,3104,251,69
"120039000592","1200390","1","1","21",122.9,"3",1185,246,1431,2280,514,585,613,568,0,7,342,149,14,-4,-4,1,4,398,157,23,-4,-4,0,6,419,169,17,-4,-4,1,5,425,115,19,-4,-4,22,1584,590,73
"120039000593","1200390","1","1","21",129,"3",1487,141,1628,2140,615,736,451,338,0,1,310,269,27,-4,-4,0,4,380,306,40,-4,-4,1,6,227,194,21,-4,-4,0,5,162,156,12,-4,-4,16,1079,925,100
"120039000594","1200390","1","1","13",110.4,"3",947,181,1128,2029,529,552,512,436,1,7,366,31,120,-4,-4,0,10,396,44,90,-4,-4,2,11,346,53,94,-4,-4,1,5,303,37,82,-4,-4,33,1411,165,386
"120039000595","1200390","1","1","21",128.4,"3",1243,167,1410,2090,397,577,517,599,0,0,57,337,2,-4,-4,0,0,67,504,2,-4,-4,0,0,50,463,2,-4,-4,0,1,58,536,3,-4,-4,1,232,1840,9
"120039000596","1200390","1","1","21",115.9,"3",1069,90,1159,1788,450,536,385,417,0,0,98,349,1,-4,-4,0,0,101,429,4,-4,-4,0,2,58,324,0,-4,-4,0,0,60,347,6,-4,-4,2,317,1449,11
"120039000598","1200390","4","1","41",29.1,"4",134,6,140,185,33,32,8,13,0,0,8,25,0,-4,-4,0,0,4,26,2,-4,-4,0,0,0,8,0,-4,-4,0,0,0,13,0,-4,-4,0,12,72,2
"120039000599","1200390","1","1","21",171.1,"3",1370,417,1787,3411,850,902,856,803,0,2,784,17,41,-4,-4,0,6,830,25,37,-4,-4,1,6,781,26,38,-4,-4,0,1,741,14,44,-4,-4,15,3136,82,160
"120039000600","1200390","1","1","11",66.7,"3",743,23,766,1042,212,296,286,248,0,1,23,184,1,-4,-4,0,0,21,274,0,-4,-4,0,1,21,263,1,-4,-4,0,0,24,224,0,-4,-4,2,89,945,2
"120039000601","1200390","1","1","11",96.9,"3",1040,79,1119,1479,371,387,394,327,0,3,243,123,1,-4,-4,0,0,236,148,3,-4,-4,0,0,232,158,3,-4,-4,0,0,174,150,2,-4,-4,3,885,579,9
"120039000602","1200390","1","1","13",155.6,"3",833,248,1081,3307,882,899,789,737,1,18,507,149,178,-4,-4,1,14,512,190,160,-4,-4,1,16,420,142,182,-4,-4,1,22,381,145,166,-4,-4,70,1820,626,686
"120039000603","1200390","1","1","21",106.9,"3",872,151,1023,1725,414,421,442,448,1,0,9,399,1,-4,-4,0,2,28,384,4,-4,-4,0,0,23,413,3,-4,-4,1,0,12,432,2,-4,-4,2,72,1628,10
"120039000604","1200390","1","1","11",127.5,"3",1402,136,1538,2096,542,570,483,501,0,0,40,500,1,-4,-4,0,1,26,542,0,-4,-4,0,1,23,457,1,-4,-4,0,0,24,471,0,-4,-4,2,113,1970,2
"120039000605","1200390","1","1","21",155,"3",456,82,538,3168,783,820,784,781,2,40,279,145,299,-4,-4,1,32,293,137,337,-4,-4,1,29,262,134,343,-4,-4,2,42,287,120,314,-4,-4,143,1121,536,1293
"120039000606","1200390","1","1","11",151,"3",2021,303,2324,2907,698,848,767,594,0,3,663,16,14,-4,-4,0,6,804,22,16,-4,-4,0,3,712,37,15,-4,-4,0,3,537,42,11,-4,-4,15,2716,117,56
"120039000607","1200390","1","1","21",105.4,"3",988,152,1140,2201,467,500,543,691,1,0,355,64,45,-4,-4,0,2,375,78,40,-4,-4,0,5,421,75,41,-4,-4,1,2,577,61,45,-4,-4,9,1728,278,171
"120039000608","1200390","1","1","21",133.4,"3",994,340,1334,2773,590,715,718,750,0,14,476,28,62,-4,-4,1,13,561,51,73,-4,-4,2,11,564,55,77,-4,-4,0,11,597,50,82,-4,-4,49,2198,184,294
"120039000609","1200390","1","1","21",144.5,"3",1448,252,1700,2721,579,762,679,701,2,19,134,387,32,-4,-4,3,18,164,546,23,-4,-4,4,22,152,470,22,-4,-4,1,23,155,482,31,-4,-4,82,605,1885,108
"120039000610","1200390","1","1","21",142.5,"3",1233,112,1345,2677,646,730,682,619,1,6,99,520,14,-4,-4,0,8,100,610,7,-4,-4,0,6,97,559,12,-4,-4,0,6,97,504,10,-4,-4,26,393,2193,43
"120039000611","1200390","4","1","13",27.6,"4",100,6,106,143,28,19,12,5,0,0,18,10,0,-4,-4,0,0,13,6,0,-4,-4,0,0,7,4,1,-4,-4,0,0,2,3,0,-4,-4,0,40,23,1
"120039000612","1200390","1","1","21",152.5,"3",1626,204,1830,2965,964,1016,523,462,1,7,612,187,142,-4,-4,0,5,628,231,140,-4,-4,1,2,286,136,93,-4,-4,1,6,261,105,85,-4,-4,20,1787,659,460
"120039000613","1200390","1","1","21",129.5,"3",1162,320,1482,2513,689,863,488,473,0,2,587,56,38,-4,-4,0,5,728,64,57,-4,-4,0,7,414,30,34,-4,-4,0,8,390,43,30,-4,-4,22,2119,193,159
"120039000614","1200390","1","1","21",178.1,"3",1636,293,1929,3070,614,870,762,824,3,10,297,252,43,-4,-4,2,15,444,324,68,-4,-4,0,11,357,329,52,-4,-4,3,2,397,332,81,-4,-4,38,1495,1237,244
"120039000615","1200390","1","1","21",152.6,"3",1254,411,1665,2845,709,891,660,585,2,5,634,18,48,-4,-4,1,7,780,17,76,-4,-4,0,7,585,14,54,-4,-4,0,7,524,9,39,-4,-4,26,2523,58,217
"120039000616","1200390","4","1","21",16.5,"4",92,5,97,121,28,33,17,1,0,0,7,21,0,-4,-4,0,0,2,29,1,-4,-4,0,0,1,16,0,-4,-4,0,0,0,1,0,-4,-4,0,10,67,1
"120039000617","1200390","4","1","21",13,"4",105,4,109,119,11,24,42,32,0,0,1,9,1,-4,-4,0,0,7,16,1,-4,-4,0,0,9,32,0,-4,-4,0,0,5,25,0,-4,-4,0,22,82,2
"120039000618","1200390","4","1","21",18.1,"4",120,10,130,146,21,49,30,23,0,0,10,11,0,-4,-4,0,1,21,24,3,-4,-4,0,0,16,14,0,-4,-4,0,0,10,11,2,-4,-4,1,57,60,5
"120039001443","1200390","1","1","13",5.5,"3",39,19,58,199,NA,NA,109,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,10,78,1,19,-4,-4,1,6,51,10,20,-4,-4,8,121,3,31
"120039001478","1200390","1","1","21",86.9,"3",990,210,1200,1746,399,535,431,381,1,1,92,292,6,-4,-4,2,2,150,370,8,-4,-4,0,3,115,308,2,-4,-4,0,2,107,267,3,-4,-4,8,464,1237,19
"120039001518","1200390","4","1","21",9.6,"3",48,0,48,80,11,25,20,24,0,0,5,5,1,-4,-4,0,0,14,10,1,-4,-4,0,0,10,8,2,-4,-4,0,0,8,16,0,-4,-4,0,37,39,4
