"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"0102370","010237001686",0,0,0,11,0,18,0,7,0,0,0,12,0,17,0,5,0,0,0,19,0,20,0,1,0,1,0,21,0,31,0,9,36,34,40,62,172,63,0,63,63
"0102370","010237001688",9,3,9,109,16,325,0,179,5,2,10,93,14,330,1,205,11,2,12,98,19,324,1,181,12,3,9,103,36,380,2,215,650,660,648,760,2718,734,81,815,815
"0102370","010237002177",0,0,0,1,0,1,0,0,0,0,0,11,0,11,0,0,0,0,0,19,2,28,0,7,0,0,0,0,0,1,0,1,2,22,56,2,82,20,0,20,20
"0102370","010237002477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"0614550","061455001711",15,6,47,76,331,668,4,189,12,3,38,65,365,641,4,154,13,5,44,63,282,574,5,162,17,2,40,66,420,729,4,178,1336,1282,1148,1456,5222,1222,386,1608,1608
"0614550","061455001720",0,0,0,1,2,4,0,1,0,2,2,9,50,71,0,8,0,0,4,7,67,89,0,11,0,0,0,0,0,0,0,0,8,142,178,0,328,134,22,156,156
"0614550","061455001723",9,4,73,82,467,688,1,50,7,2,71,65,394,605,1,65,3,1,59,74,376,563,2,48,10,3,73,97,461,710,2,64,1374,1210,1126,1420,5130,1575,516,2091,2091
"0614550","061455001730",6,6,29,50,412,558,1,52,11,4,30,36,380,511,2,48,4,3,39,35,313,423,4,25,13,2,26,58,464,630,1,66,1114,1022,846,1260,4242,1528,377,1905,1905
"0614550","061455001737",11,0,59,57,314,505,4,60,11,3,55,43,239,415,4,58,8,2,51,48,220,393,6,58,18,3,69,64,331,565,2,78,1010,828,786,1130,3754,1238,347,1585,1585
"0614550","061455001754",4,0,70,21,374,485,3,13,2,3,70,23,316,433,0,19,4,0,91,11,272,392,2,12,9,2,100,21,344,496,3,17,970,866,784,992,3612,1383,296,1679,1679
"0614550","061455001762",4,6,41,32,442,546,1,20,3,0,40,30,421,506,0,12,4,2,46,19,376,459,1,11,9,1,52,33,517,649,3,34,1092,1012,918,1298,4320,1634,334,1968,1968
"0614550","061455001986",0,0,0,1,20,21,0,0,0,1,10,17,155,189,0,6,2,3,22,38,205,279,1,8,0,0,0,0,0,0,0,0,42,378,558,0,978,404,71,475,475
"0614550","061455003024",1,0,0,0,2,3,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,6,0,5,0,0,0,0,4,5,0,1,6,6,12,10,34,11,2,13,13
"0614550","061455005749",2,0,1,8,44,65,1,9,3,0,3,12,71,101,0,12,3,0,4,13,85,119,0,14,0,0,2,2,10,17,1,2,130,202,238,34,604,247,42,289,289
"0614550","061455007963",9,2,148,49,562,795,1,24,4,4,147,46,492,720,4,23,6,3,138,35,422,625,1,20,9,3,163,45,629,881,1,31,1590,1440,1250,1762,6042,2118,597,2715,2715
"0614550","061455007964",0,0,1,0,8,9,0,0,0,0,1,1,3,9,0,4,0,0,0,0,3,3,0,0,0,0,0,0,2,4,0,2,18,18,6,8,50,14,6,20,20
"0614550","061455008841",2,0,46,9,229,302,2,14,2,0,47,4,177,240,1,9,2,0,49,4,189,249,1,4,1,0,34,9,273,335,0,16,604,480,498,668,2250,803,222,1025,1025
"0614550","061455010779",5,0,12,1,37,66,0,11,0,1,15,1,39,65,0,9,2,0,12,3,38,67,1,11,2,0,11,3,35,70,1,18,132,130,134,140,536,139,50,189,189
"0614550","061455012434",0,0,0,6,7,13,0,0,0,0,0,5,8,14,0,1,0,0,0,0,2,2,0,0,0,0,1,1,12,16,0,2,26,28,4,32,90,66,5,71,71
"0614550","061455013893",0,0,2,5,48,63,0,8,1,0,2,2,27,46,1,13,0,0,4,4,33,53,0,12,1,0,0,11,63,88,0,13,126,92,106,176,500,149,48,197,197
"0622500","062250002728",13,2,30,92,497,654,13,7,6,1,28,77,373,504,14,5,4,0,31,85,425,563,5,13,11,1,31,96,498,659,15,7,1308,1008,1126,1318,4760,1699,202,1901,1901
"0622500","062250002733",29,2,114,159,457,876,19,96,20,0,96,156,402,772,16,82,18,1,87,137,351,710,19,97,31,2,90,162,507,909,17,100,1752,1544,1420,1818,6534,1604,276,1880,1880
"0622500","062250002745",56,2,73,72,397,872,10,262,44,0,75,80,403,900,4,294,26,2,64,91,385,844,9,267,63,1,58,70,407,887,9,279,1744,1800,1688,1774,7006,1072,204,1276,1276
"0622500","062250002751",35,0,199,159,546,1038,14,85,34,1,215,179,457,965,18,61,29,0,221,146,451,958,10,101,61,2,189,137,513,1004,20,82,2076,1930,1916,2008,7930,2196,196,2392,2392
"0622500","062250002753",0,0,0,0,0,0,0,0,1,0,0,6,29,38,0,2,2,1,3,23,65,101,4,3,0,0,0,0,0,0,0,0,NA,76,202,NA,278,101,2,103,103
"0622500","062250002769",44,0,82,123,514,932,7,162,38,3,92,109,502,938,6,186,28,0,86,102,446,815,4,149,53,3,76,119,572,1020,2,195,1864,1874,1630,2040,7408,1946,194,2140,2140
"0622500","062250005870",6,1,60,48,359,492,8,10,9,0,60,45,375,503,9,5,3,2,69,52,384,528,15,3,10,1,64,40,442,578,15,6,984,1006,1056,1156,4202,1567,142,1709,1709
"0622500","062250007299",0,0,0,0,32,39,0,7,1,0,0,0,25,36,0,10,1,0,0,0,28,39,0,10,0,0,0,0,29,37,0,8,78,72,78,74,302,295,74,369,369
"0622500","062250008720",11,0,5,22,58,111,0,15,4,0,4,20,44,86,2,12,3,0,8,23,48,101,0,19,10,0,4,41,72,143,1,15,222,172,202,286,882,232,25,257,257
"0622500","062250009901",10,2,71,8,64,166,0,11,7,0,63,14,69,159,0,6,8,0,65,8,66,160,2,11,7,0,63,10,78,174,1,15,332,318,320,348,1318,250,61,311,311
"0622500","062250010239",1,0,5,5,16,28,0,1,4,1,9,38,144,225,2,27,11,3,27,87,340,524,6,50,0,0,0,0,0,0,0,0,56,450,1048,0,1554,437,0,437,437
"0622500","062250011291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"0622500","062250013001",0,1,1,2,38,46,0,4,1,0,5,7,35,51,1,2,1,0,1,6,19,32,0,5,0,0,0,0,0,0,0,0,92,102,64,0,258,91,5,96,96
"0622500","062250013105",26,1,25,12,100,210,0,46,14,1,23,16,76,171,4,37,11,0,20,22,76,172,0,43,11,0,28,20,97,194,1,37,420,342,344,388,1494,284,68,352,352
"0622500","062250013896",4,0,27,11,35,104,0,27,2,1,27,7,34,86,1,14,4,1,21,4,35,94,3,26,4,0,38,0,39,105,1,23,208,172,188,210,778,126,24,150,150
"0622500","062250014120",6,2,16,31,77,137,0,5,3,1,11,16,54,94,1,8,0,0,0,0,0,0,0,0,5,0,16,24,69,120,2,4,274,188,0,240,702,249,20,269,269
"0622710","062271002112",0,0,1,0,1,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,16,NA,NA,NA,NA
"0622710","062271002128",0,0,0,29,40,70,0,1,0,0,0,23,41,64,0,0,0,0,0,27,47,74,0,0,0,0,0,15,20,35,0,0,140,128,148,70,486,220,2,222,222
"0622710","062271002801",0,0,2,0,27,30,0,1,0,0,2,1,38,41,0,0,1,0,5,1,28,41,0,6,0,0,0,0,9,10,0,1,60,82,82,20,244,89,14,103,103
"0622710","062271002802",0,1,0,0,29,32,0,2,0,0,1,1,11,14,0,1,0,0,0,0,9,10,0,1,0,0,1,1,17,20,0,1,64,28,20,40,152,67,3,70,70
"0622710","062271002806",0,0,1,2,17,22,0,2,0,1,3,0,31,35,0,0,0,0,1,0,23,26,0,2,0,0,0,0,5,6,0,1,44,70,52,12,178,80,5,85,85
"0622710","062271002815",1,1,0,2,21,26,0,1,0,0,0,3,21,26,0,2,0,0,1,1,19,22,0,1,0,1,0,1,13,16,0,1,52,52,44,32,180,76,3,79,79
"0622710","062271002830",0,0,0,1,18,21,2,0,0,0,0,0,31,31,0,0,0,0,0,1,12,13,0,0,0,0,0,0,8,8,0,0,42,62,26,16,146,66,5,71,71
"0622710","062271002838",3,1,1,10,606,640,9,10,2,3,3,11,582,612,5,6,4,2,14,13,449,493,5,6,4,1,2,9,654,685,9,6,1280,1224,986,1370,4860,2089,170,2259,2259
"0622710","062271002844",1,0,2,1,579,604,0,21,1,0,1,1,431,459,2,23,0,2,0,0,481,501,0,18,2,0,1,1,716,748,0,28,1208,918,1002,1496,4624,1913,218,2131,2131
"0622710","062271002890",3,1,16,8,292,336,1,15,2,0,9,12,291,333,1,18,1,0,19,11,241,293,0,21,3,1,10,13,414,465,0,24,672,666,586,930,2854,1129,88,1217,1217
"0622710","062271002899",2,0,73,75,239,418,15,14,9,0,74,64,194,369,13,15,3,1,75,65,148,317,20,5,9,1,71,53,238,392,10,10,836,738,634,784,2992,923,197,1120,1120
"0622710","062271002908",1,3,0,14,126,148,1,3,0,0,2,8,134,147,0,3,0,1,0,10,92,105,0,2,0,2,1,5,79,88,0,1,296,294,210,176,976,410,27,437,437
"0622710","062271002916",7,0,51,38,332,495,1,66,4,0,52,15,214,336,1,50,1,0,47,20,246,383,2,67,7,1,51,20,291,427,0,57,990,672,766,854,3282,939,172,1111,1111
"0622710","062271002918",0,0,0,6,23,30,0,1,0,0,0,6,18,25,0,1,1,0,0,4,13,18,0,0,0,0,0,1,0,1,0,0,60,50,36,2,148,49,3,52,52
"0622710","062271002923",12,1,120,27,478,766,1,127,17,0,136,19,396,693,1,124,11,4,149,21,385,675,0,105,17,3,123,26,607,916,2,138,1532,1386,1350,1832,6100,1724,244,1968,1968
"0622710","062271002941",1,0,0,102,46,152,0,3,2,1,0,108,56,167,0,0,1,0,0,147,77,227,0,2,2,0,0,80,50,132,0,0,304,334,454,264,1356,622,11,633,633
"0622710","062271002965",1,1,0,116,99,220,0,3,1,0,0,106,106,215,0,2,1,0,0,93,101,199,0,4,2,0,1,93,72,171,0,3,440,430,398,342,1610,599,15,614,614
"0622710","062271002970",10,4,85,8,250,407,2,48,6,2,96,7,224,373,2,36,11,5,87,7,219,376,1,46,16,1,108,4,238,438,2,69,814,746,752,876,3188,907,283,1190,1190
"0622710","062271002971",0,0,0,0,5,6,1,0,0,0,0,2,18,22,1,1,1,0,3,7,22,34,1,0,0,0,0,0,0,0,0,0,12,44,68,0,124,48,4,52,52
"0622710","062271002972",0,0,1,2,23,26,0,0,0,0,1,4,30,35,0,0,0,0,0,0,6,8,0,2,0,0,0,0,8,9,0,1,52,70,16,18,156,65,5,70,70
"0622710","062271002976",0,0,0,1,15,17,0,1,0,0,0,2,39,41,0,0,0,0,0,1,15,16,0,0,0,0,0,0,6,6,0,0,34,82,32,12,160,70,3,73,73
"0622710","062271002983",0,2,1,0,190,199,1,5,0,0,0,1,185,188,0,2,0,0,2,0,164,169,0,3,0,1,1,1,253,260,0,4,398,376,338,520,1632,1590,60,1650,1650
"0622710","062271002984",0,0,0,11,2,13,0,0,0,1,0,9,9,20,0,1,0,0,1,9,2,13,0,1,1,0,0,5,0,6,0,0,26,40,26,12,104,44,0,44,44
"0622710","062271002995",0,0,0,2,17,19,0,0,0,0,0,1,19,22,0,2,0,0,0,2,12,14,0,0,0,0,0,0,8,8,0,0,38,44,28,16,126,49,3,52,52
"0622710","062271002998",4,0,91,81,335,543,0,32,5,1,95,57,202,390,0,30,3,0,66,48,184,326,1,24,3,1,94,88,272,496,0,38,1086,780,652,992,3510,1187,175,1362,1362
"0622710","062271003017",0,0,1,19,185,206,0,1,0,0,1,17,148,167,1,0,0,0,0,24,150,174,0,0,1,1,0,27,160,189,0,0,412,334,348,378,1472,1528,92,1620,1620
"0622710","062271003020",0,2,26,3,582,634,3,18,0,1,40,5,556,616,0,14,0,0,26,7,545,597,1,18,1,1,28,9,653,708,2,14,1268,1232,1194,1416,5110,2120,228,2348,2348
"0622710","062271003021",0,1,9,3,300,327,3,11,1,2,18,3,262,290,0,4,0,2,21,1,254,282,0,4,1,1,8,3,393,420,2,12,654,580,564,840,2638,1139,131,1270,1270
"0622710","062271003023",0,0,0,46,443,494,0,5,0,0,1,37,342,384,0,4,0,0,0,37,451,490,0,2,0,0,0,83,665,757,0,9,988,768,980,1514,4250,1994,54,2048,2048
"0622710","062271003029",0,1,15,3,151,179,2,7,0,0,9,1,116,132,0,6,0,0,10,3,144,161,1,3,0,0,6,1,161,178,1,9,358,264,322,356,1300,1237,76,1313,1313
"0622710","062271003034",3,0,16,85,253,360,2,1,3,0,20,82,215,324,1,3,3,0,26,54,185,275,2,5,1,1,19,106,291,426,4,4,720,648,550,852,2770,1131,160,1291,1291
"0622710","062271003037",0,1,2,4,650,657,0,0,1,0,3,3,580,591,0,4,0,1,1,3,602,610,0,3,1,1,0,4,664,672,0,2,1314,1182,1220,1344,5060,2242,161,2403,2403
"0622710","062271003052",3,4,17,15,285,513,1,188,3,0,19,11,219,411,0,159,3,1,18,14,197,396,0,163,4,0,18,29,350,644,1,242,1026,822,792,1288,3928,1725,152,1877,1877
"0622710","062271003055",2,0,1,5,28,39,0,3,0,0,0,0,12,15,0,3,0,0,0,0,11,12,0,1,1,1,0,1,21,26,0,2,78,30,24,52,184,84,3,87,87
"0622710","062271003064",15,1,38,184,343,683,0,102,10,2,40,157,323,640,1,107,9,3,28,133,302,571,3,93,8,2,22,197,366,692,1,96,1366,1280,1142,1384,5172,1477,262,1739,1739
"0622710","062271003070",1,0,0,4,25,30,0,0,0,0,0,3,26,30,0,1,0,1,1,6,12,20,0,0,0,0,1,1,22,24,0,0,60,60,40,48,208,87,0,87,87
"0622710","062271003082",0,1,0,0,18,19,0,0,0,1,0,0,28,30,0,1,0,0,1,0,13,15,0,1,0,0,0,0,3,3,0,0,38,60,30,6,134,48,0,48,48
"0622710","062271003088",6,2,24,42,240,344,0,30,3,1,22,43,208,317,1,39,7,1,36,35,223,330,0,28,8,0,21,52,345,473,0,47,688,634,660,946,2928,1206,40,1246,1246
"0622710","062271003093",0,0,0,5,20,25,0,0,0,0,0,6,25,31,0,0,0,0,0,5,3,8,0,0,0,0,0,6,9,15,0,0,50,62,16,30,158,77,0,77,77
"0622710","062271003098",1,0,0,2,354,358,0,1,0,0,0,6,270,279,0,3,0,0,1,0,294,297,0,2,1,0,2,7,536,552,0,6,716,558,594,1104,2972,1336,79,1415,1415
"0622710","062271003100",0,0,0,2,34,38,0,2,0,1,2,0,38,44,0,3,0,0,0,1,35,39,0,3,0,0,0,0,7,7,0,0,76,88,78,14,256,98,12,110,110
"0622710","062271003106",0,0,0,9,148,157,0,0,0,0,0,14,116,132,0,2,0,0,0,18,103,122,0,1,3,0,1,23,263,298,0,8,314,264,244,596,1418,674,21,695,695
"0622710","062271003107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,7,139,205,2,37,0,0,0,0,0,0,0,0,0,0,410,0,410,121,22,143,143
"0622710","062271003108",6,0,45,14,555,687,5,62,6,0,36,13,429,549,0,65,4,0,24,13,430,516,0,45,9,2,32,12,452,556,0,49,1374,1098,1032,1112,4616,1341,366,1707,1707
"0622710","062271003109",0,0,0,31,107,139,0,1,0,0,0,14,93,107,0,0,1,0,0,14,87,102,0,0,1,1,0,30,152,186,0,2,278,214,204,372,1068,509,18,527,527
"0622710","062271003110",0,0,0,0,2,2,0,0,0,0,0,1,7,8,0,0,1,0,21,52,214,292,0,4,0,0,0,0,0,0,0,0,4,16,584,0,604,248,30,278,278
"0622710","062271003134",0,0,0,0,16,18,0,2,0,0,0,0,28,29,0,1,0,0,0,0,20,21,0,1,0,0,0,0,3,3,0,0,36,58,42,6,142,55,6,61,61
"0622710","062271003139",1,0,72,8,251,336,0,4,1,0,52,3,169,229,1,3,0,0,66,10,173,249,0,0,1,0,53,5,223,289,2,5,672,458,498,578,2206,998,60,1058,1058
"0622710","062271003146",0,0,0,0,24,25,0,1,1,0,0,3,32,42,0,6,0,0,0,0,16,19,0,3,0,0,0,0,9,15,0,6,50,84,38,30,202,97,1,98,98
"0622710","062271003151",1,2,9,48,336,403,0,7,0,0,15,19,212,251,0,5,2,0,19,35,190,250,0,4,4,0,7,27,229,272,1,4,806,502,500,544,2352,949,44,993,993
"0622710","062271003163",3,0,3,43,288,340,0,3,4,2,1,55,236,299,0,1,1,1,1,47,282,337,1,4,2,4,1,42,269,322,0,4,680,598,674,644,2596,1052,18,1070,1070
"0622710","062271003171",6,1,117,12,344,570,2,88,11,1,148,13,333,610,6,98,8,0,132,10,311,534,0,73,10,2,97,10,342,568,1,106,1140,1220,1068,1136,4564,1366,296,1662,1662
"0622710","062271003181",0,0,0,2,14,16,0,0,0,0,0,2,15,17,0,0,0,0,0,0,14,14,0,0,0,0,0,1,11,12,0,0,32,34,28,24,118,55,3,58,58
"0622710","062271003189",0,0,0,1,12,14,0,1,0,0,0,0,12,13,0,1,0,0,0,0,26,26,0,0,0,0,0,0,5,5,0,0,28,26,52,10,116,55,2,57,57
"0622710","062271003190",0,0,1,3,11,16,0,1,0,0,0,7,17,26,0,2,0,0,1,1,6,8,0,0,0,0,1,6,5,12,0,0,32,52,16,24,124,47,3,50,50
"0622710","062271003193",3,1,23,8,422,473,0,16,1,0,18,18,319,370,3,11,1,1,22,16,354,412,3,15,3,4,17,21,702,763,2,14,946,740,824,1526,4036,1697,82,1779,1779
"0622710","062271003197",0,0,0,0,11,11,0,0,0,0,0,0,16,16,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3,3,0,0,22,32,30,6,90,42,1,43,43
"0622710","062271003201",0,0,0,0,9,12,0,3,0,0,0,1,9,11,0,1,0,0,0,0,6,8,0,2,0,0,0,0,5,5,0,0,24,22,16,10,72,29,4,33,33
"0622710","062271003209",8,4,30,107,352,534,10,23,7,0,46,85,312,464,7,7,8,1,34,101,290,464,6,24,7,1,37,176,401,653,8,23,1068,928,928,1306,4230,1420,217,1637,1637
"0622710","062271003214",0,0,0,1,34,35,0,0,1,0,2,1,38,42,0,0,0,0,2,1,35,38,0,0,0,0,1,0,6,7,0,0,70,84,76,14,244,114,4,118,118
"0622710","062271003230",17,2,70,26,423,666,3,125,6,2,68,17,334,521,0,94,9,3,52,17,429,604,3,91,16,1,84,19,525,788,2,141,1332,1042,1208,1576,5158,1471,252,1723,1723
"0622710","062271003235",0,0,0,1,25,26,0,0,0,0,0,0,46,46,0,0,0,0,0,0,14,14,0,0,0,0,0,0,12,12,0,0,52,92,28,24,196,78,10,88,88
"0622710","062271003257",0,0,0,0,33,33,0,0,0,0,0,1,32,34,0,1,0,0,1,0,21,22,0,0,0,0,0,0,8,9,0,1,66,68,44,18,196,89,3,92,92
"0622710","062271003276",0,0,0,2,21,24,0,1,0,0,1,8,22,31,0,0,0,0,0,2,9,11,0,0,0,0,0,0,3,3,0,0,48,62,22,6,138,50,4,54,54
"0622710","062271003279",0,0,0,2,17,20,0,1,0,0,1,3,24,30,0,2,0,0,0,0,1,1,0,0,0,0,0,1,7,8,0,0,40,60,2,16,118,49,5,54,54
"0622710","062271003292",0,0,0,1,25,26,0,0,0,0,0,0,16,17,0,1,0,0,0,1,31,32,0,0,0,0,0,0,3,3,0,0,52,34,64,6,156,72,5,77,77
"0622710","062271003296",0,0,0,0,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,7,0,0,18,12,12,14,56,30,0,30,30
"0622710","062271003301",4,0,28,19,251,339,0,37,6,2,36,18,230,348,0,56,2,2,33,17,214,315,0,47,8,0,30,12,279,369,1,39,678,696,630,738,2742,1029,95,1124,1124
"0622710","062271003313",0,0,0,0,56,57,0,1,0,0,0,5,72,77,0,0,0,0,0,1,60,62,0,1,0,0,0,0,16,16,0,0,114,154,124,32,424,190,6,196,196
"0622710","062271003314",1,0,0,1,54,58,0,2,0,0,0,2,44,48,0,2,1,0,2,0,37,41,0,1,0,0,0,0,13,14,0,1,116,96,82,28,322,144,12,156,156
"0622710","062271003315",0,0,2,2,365,373,0,4,0,0,2,1,303,306,0,0,1,0,2,1,291,299,0,4,2,0,0,4,361,370,0,3,746,612,598,740,2696,1272,36,1308,1308
"0622710","062271003322",0,0,0,0,72,72,0,0,0,0,0,0,62,63,0,1,0,0,0,0,21,22,0,1,0,0,0,0,33,33,0,0,144,126,44,66,380,186,1,187,187
"0622710","062271003325",2,1,4,6,550,569,0,6,1,0,3,8,445,464,0,7,2,1,4,5,382,405,2,9,2,2,5,4,614,644,2,15,1138,928,810,1288,4164,1751,157,1908,1908
"0622710","062271003330",25,4,30,65,431,678,7,116,15,3,38,39,406,598,6,91,8,0,23,28,335,494,4,96,22,2,49,46,538,779,8,114,1356,1196,988,1558,5098,1309,253,1562,1562
"0622710","062271003364",0,1,0,1,515,520,0,3,1,0,0,2,507,517,1,6,0,1,1,4,468,477,0,3,0,0,0,2,659,665,0,4,1040,1034,954,1330,4358,1765,166,1931,1931
"0622710","062271003376",0,0,0,0,29,32,0,3,0,0,1,1,13,17,0,2,0,0,0,0,7,9,0,2,0,0,0,2,10,15,0,3,64,34,18,30,146,67,0,67,67
"0622710","062271003378",0,0,5,1,81,90,0,3,0,0,1,1,85,88,0,1,1,0,1,1,71,77,0,3,0,0,4,2,127,142,1,8,180,176,154,284,794,1338,84,1422,1422
"0622710","062271003385",2,1,7,8,358,385,1,8,0,1,3,1,333,350,0,12,1,0,2,2,300,313,0,8,2,0,7,3,489,514,0,13,770,700,626,1028,3124,1206,137,1343,1343
"0622710","062271003387",17,1,63,42,264,628,0,241,15,0,61,36,195,537,0,230,5,2,48,44,150,454,0,205,19,3,70,53,304,733,2,282,1256,1074,908,1466,4704,1153,251,1404,1404
"0622710","062271003395",1,0,4,7,70,85,0,3,0,0,6,5,69,84,0,4,0,1,1,5,65,74,0,2,0,0,2,6,56,67,0,3,170,168,148,134,620,817,86,903,903
