"LEAID","NCESSCH","TYPE03","STATUS03","FTE03","LEVEL03","FRELCH03","REDLCH03","TOTFRL03","MIGRNT03","MEMBER03","G0903","G1003","G1103","G1203","ASIAN03","HISP03","BLACK03","WHITE03","TOTETH03","PUPTCH03","LOCALE","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12"
"0102370","010237000900","1","1",44.8,"3",511,33,544,0,618,182,164,170,102,0,0,618,0,618,13.8,"4",0,0,0,182,0,0,0,0,164,0,0,0,0,170,0,0,0,0,102,0
"0102370","010237000906","1","1",45,"3",374,71,445,0,644,228,158,156,102,0,0,173,394,644,14.3,"8",30,0,0,59,139,27,0,0,36,95,14,0,0,45,97,6,0,0,33,63
"0102370","010237000912","1","1",80.5,"3",438,80,518,32,1431,474,366,333,258,94,46,730,554,1428,17.8,"2",1,35,17,268,153,2,21,11,188,141,1,21,11,179,121,0,17,7,95,139
"0102370","010237000929","1","1",45.4,"3",502,76,578,0,727,232,200,187,108,3,5,657,59,725,16,"2",0,1,1,215,14,0,0,2,176,21,0,2,1,169,15,1,0,1,97,9
"0102370","010237000934","1","1",95.6,"3",497,213,710,25,1688,582,387,423,296,3,7,132,1543,1688,17.7,"8",0,1,3,50,528,0,1,3,39,344,3,0,1,30,389,0,1,0,13,282
"0102370","010237000942","1","1",132.2,"3",809,116,925,2,2369,757,586,618,408,56,16,1323,963,2365,17.9,"2",0,19,8,481,246,2,12,3,321,248,3,18,2,336,258,2,7,3,185,211
"0102370","010237000953","1","1",72.1,"3",217,61,278,0,1282,364,353,334,231,12,3,203,1048,1281,17.8,"4",5,2,3,62,292,5,4,0,53,290,5,6,0,54,269,0,0,0,34,197
"0102370","010237000962","1","1",83.6,"3",870,169,1039,0,1453,422,357,398,276,0,0,1446,4,1452,17.4,"2",0,0,0,420,2,1,0,0,355,1,0,0,0,397,0,1,0,0,274,1
"0102370","010237000964","1","1",68.1,"3",905,87,992,0,1116,340,287,326,163,0,3,1059,53,1116,16.4,"4",1,0,1,322,16,0,0,1,274,12,0,0,1,308,17,0,0,0,155,8
"0102370","010237000969","1","1",51,"3",736,52,788,0,865,301,188,276,100,2,1,857,4,865,17,"2",1,1,0,298,1,0,0,0,185,3,0,1,1,274,0,0,0,0,100,0
"0102370","010237000989","1","1",86.2,"3",655,188,843,425,1500,495,369,380,256,117,4,244,1132,1500,17.4,"8",2,39,0,70,384,0,25,2,65,277,1,27,1,73,278,0,26,1,36,193
"0102370","010237000999","4","1",0,"4",11,0,11,0,14,9,0,2,0,0,0,12,1,13,-1,"2",0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"0102370","010237001000","1","1",0,"4",-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001038","4","1",0,"4",-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001040","4","1",0,"3",17,2,19,0,28,18,3,2,5,0,0,20,8,28,-1,"2",0,0,0,14,4,0,0,0,1,2,0,0,0,1,1,0,0,0,4,1
"0102370","010237001083","3","1",13,"3",-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"4",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001086","3","1",11,"3",-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"8",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001618","2","1",42,"4",168,24,192,0,240,25,23,28,58,8,1,131,95,238,5.7,"2",0,1,0,14,9,0,1,1,9,12,0,2,0,17,8,1,0,0,37,20
"0102370","010237001686","4","1",16.7,"4",75,3,78,0,83,15,19,12,6,0,0,64,19,83,5,"2",0,0,0,8,7,0,0,0,16,3,0,0,0,11,1,0,0,0,6,0
"0102370","010237001688","1","1",95.1,"3",601,248,849,36,1719,521,482,421,295,37,8,254,1411,1715,18.1,"4",3,10,3,70,433,0,16,0,72,394,2,7,4,62,345,0,4,1,50,239
"0102370","010237001689","2","1",27,"4",22,6,28,0,40,0,0,0,0,0,0,21,19,40,1.5,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001799","1","1",23.5,"1",263,36,299,0,325,-2,-2,-2,-2,1,0,320,4,325,13.8,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455001711","1","1",100.3,"3",363,105,468,9,2552,675,691,628,558,206,653,233,1447,2552,25.4,"1",2,50,187,65,371,6,55,195,61,374,3,53,148,57,367,2,48,123,50,335
"0614550","061455001720","4","1",22.4,"3",373,43,416,0,419,94,162,109,54,57,262,33,64,419,18.7,"1",0,8,59,11,16,1,22,103,11,25,1,18,72,7,11,1,9,28,4,12
"0614550","061455001723","1","1",93.8,"3",1086,125,1211,357,2441,761,663,572,445,505,932,603,387,2441,26,"1",6,138,309,206,102,4,127,282,146,104,3,129,210,134,96,1,111,131,117,85
"0614550","061455001729","4","1",2,"3",9,1,10,12,28,16,1,2,9,0,13,4,10,28,14,"1",0,0,7,1,8,0,0,0,1,0,1,0,1,0,0,0,0,5,2,2
"0614550","061455001730","1","1",129.5,"3",1735,317,2052,306,3056,916,851,735,554,438,1705,328,556,3056,23.6,"1",11,116,536,93,160,12,102,483,103,151,4,110,416,68,137,2,110,270,64,108
"0614550","061455001737","1","1",105.1,"3",875,203,1078,109,2440,683,675,584,498,440,801,254,923,2440,23.2,"1",12,129,240,74,228,4,108,226,85,252,4,108,204,49,219,2,95,131,46,224
"0614550","061455001754","1","1",106.2,"3",1553,191,1744,429,2470,893,764,452,361,748,1205,251,246,2470,23.3,"1",10,243,463,95,82,6,200,404,72,82,2,173,187,46,44,2,132,151,38,38
"0614550","061455001762","1","1",130.8,"3",1691,198,1889,574,2854,1009,799,593,453,458,2046,137,198,2854,21.8,"1",10,139,748,52,60,1,134,566,39,59,2,106,418,25,42,2,79,314,21,37
"0614550","061455001986","4","1",23.8,"3",533,0,533,67,536,109,207,161,59,105,341,54,34,536,22.5,"1",2,15,73,11,8,0,29,141,23,14,0,43,92,15,11,0,18,35,5,1
"0614550","061455002989","4","1",2,"3",3,0,3,9,13,3,5,4,1,1,7,3,2,13,6.5,"1",0,1,1,1,0,0,0,4,0,1,0,0,2,1,1,0,0,0,1,0
"0614550","061455003024","2","1",5,"4",6,2,8,0,27,9,7,8,1,0,13,3,11,27,5.4,"1",0,0,3,1,5,0,0,5,0,2,0,0,5,1,2,0,0,0,1,0
"0614550","061455004483","4","1",2,"3",0,0,0,24,42,21,15,6,0,4,26,7,5,42,21,"1",0,2,14,2,3,0,2,9,3,1,0,0,3,2,1,0,0,0,0,0
"0614550","061455005749","4","1",35,"4",828,182,1010,96,1318,158,403,432,264,82,716,100,399,1318,37.7,"1",2,8,89,8,51,6,18,233,29,117,9,30,229,35,129,3,25,136,24,76
"0614550","061455007497","1","1",11,"3",95,9,104,0,182,46,62,35,39,7,144,21,9,182,16.5,"1",1,3,37,3,2,0,1,51,7,3,0,2,28,5,0,0,1,28,6,4
"0614550","061455007962","1","1",7.4,"3",125,15,140,11,216,60,58,37,34,15,85,105,5,215,29.2,"1",1,3,28,26,2,1,4,22,29,1,2,3,10,20,2,1,2,12,19,0
"0614550","061455007963","1","1",125.8,"3",1513,243,1756,556,2919,929,799,653,538,881,1417,386,225,2919,23.2,"1",2,244,476,140,67,3,212,417,116,51,3,216,299,83,52,2,209,225,47,55
"0614550","061455007964","2","1",8,"3",31,4,35,3,56,11,11,11,10,11,17,9,18,56,7,"1",0,1,4,1,5,0,3,1,3,4,0,1,4,3,3,1,2,3,1,3
"0614550","061455007965","1","1",3,"3",85,5,90,0,112,14,42,44,12,3,76,13,20,112,37.3,"1",0,1,11,1,1,0,1,30,4,7,0,1,30,6,7,0,0,5,2,5
"0614550","061455008471","1","1",3,"4",111,2,113,6,120,53,16,4,1,14,72,14,13,115,40,"1",2,8,35,3,3,0,2,6,4,4,0,1,1,1,1,0,0,0,0,1
"0614550","061455008697","1","1",13.9,"3",242,36,278,4,358,128,90,69,47,34,224,50,44,352,25.8,"1",0,17,79,15,17,0,4,55,14,13,0,4,45,11,9,0,9,31,5,1
"0614550","061455008841","1","1",43.1,"3",1030,0,1030,154,1033,278,278,244,233,602,331,30,69,1033,24,"1",0,132,105,12,29,0,177,85,4,12,1,137,83,11,12,0,156,58,3,16
"0614550","061455010485","1","6",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"3",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455010486","4","6",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"3",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455010487","1","6",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"1",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0622500","062250002728","1","1",168.4,"3",2343,455,2798,170,4340,1184,1249,1019,888,595,2300,1269,160,4340,25.8,"1",5,161,629,342,47,3,173,669,355,49,4,132,543,324,16,4,129,459,248,48
"0622500","062250002733","1","1",158.4,"3",1323,366,1689,38,4306,1116,1145,1092,953,630,1660,595,1407,4306,27.2,"3",5,158,411,156,386,0,152,453,162,378,5,165,449,144,329,4,155,347,133,314
"0622500","062250002745","1","1",151,"3",1343,230,1573,51,3939,966,982,1054,937,621,1718,495,1091,3939,26.1,"1",2,148,447,120,249,2,174,391,131,284,2,158,478,131,285,8,141,402,113,273
"0622500","062250002751","1","1",175.2,"3",1914,246,2160,147,4779,1221,1213,1194,1151,1794,961,1426,582,4775,27.3,"1",2,460,249,364,144,2,447,245,381,138,3,438,256,345,151,5,449,211,336,149
"0622500","062250002753","4","1",30,"4",151,12,163,6,694,330,93,103,91,62,349,240,43,694,23.1,"1",0,24,165,109,32,0,8,57,26,2,0,13,54,32,4,0,12,47,32,0
"0622500","062250002769","1","1",167.1,"3",1586,272,1858,74,4383,1092,1283,1103,905,687,1667,657,1357,4381,26.2,"1",2,174,370,171,373,5,190,486,192,410,3,170,427,167,336,3,153,384,127,238
"0622500","062250005870","1","1",120.3,"3",1735,256,1991,119,3100,892,1024,655,529,469,1748,763,106,3100,25.8,"1",4,109,562,187,30,3,146,594,249,32,2,113,323,189,28,5,101,269,138,16
"0622500","062250007299","1","1",43.8,"4",232,105,337,0,755,50,65,63,68,10,460,0,284,755,17.2,"3",0,1,24,0,25,0,2,40,0,23,0,1,36,0,26,0,0,35,0,33
"0622500","062250008506","1","1",9,"3",0,0,0,0,181,10,20,43,108,17,129,30,5,181,20.1,"1",0,0,7,3,0,0,3,12,4,1,0,6,26,8,3,0,8,84,15,1
"0622500","062250008719","1","1",3,"3",0,0,0,0,119,3,15,29,72,3,61,48,7,119,39.7,"1",0,0,2,1,0,0,0,7,8,0,0,0,15,12,2,0,3,37,27,5
"0622500","062250008720","4","1",22.5,"3",365,33,398,18,535,176,162,127,70,55,302,146,30,535,23.8,"1",0,28,96,45,7,1,15,99,39,8,0,11,68,39,9,1,1,39,23,6
"0622500","062250009901","1","1",12.6,"3",157,117,274,1,605,164,154,148,139,251,192,80,81,605,48,"2",1,62,50,29,22,0,64,51,14,25,0,72,46,14,16,0,53,45,23,18
"0622500","062250010239","4","1",20,"3",0,0,0,3,802,0,60,231,511,92,359,171,179,802,40.1,"1",0,0,0,0,0,0,3,28,10,19,1,31,91,52,56,0,58,240,109,104
"0622500","062250011291","4","3",3,"4",0,0,0,0,8,0,0,0,0,0,1,4,3,8,2.7,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622500","062250011303","4","3",1,"4",0,0,0,0,4,1,1,0,2,0,2,1,1,4,4,"1",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"0622710","062271002112","2","1",19,"4",141,24,165,0,195,0,0,0,0,25,128,36,5,195,10.3,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002128","4","1",18.5,"3",203,9,212,1,327,92,106,79,49,3,128,195,0,327,17.7,"1",0,1,40,51,0,0,1,43,62,0,1,1,25,52,0,0,0,20,29,0
"0622710","062271002801","4","1",3,"3",46,7,53,4,83,5,13,32,33,4,60,1,17,83,27.7,"1",1,0,3,0,1,0,1,11,0,1,0,2,22,1,7,0,1,24,0,8
"0622710","062271002802","4","1",2,"3",14,1,15,0,18,3,6,0,0,1,11,1,5,18,9,"1",0,0,2,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
"0622710","062271002806","4","1",5,"3",31,9,40,0,78,6,17,20,16,7,31,6,34,78,15.6,"1",0,1,4,0,1,0,2,8,1,6,0,3,4,2,11,0,1,8,1,6
"0622710","062271002815","4","1",3,"3",42,1,43,0,73,11,56,6,0,4,50,2,17,73,24.3,"1",0,0,10,0,1,0,4,35,2,15,0,0,5,0,1,0,0,0,0,0
"0622710","062271002822","4","1",21.5,"4",274,48,322,0,460,0,0,0,0,14,190,219,33,460,21.4,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002823","1","1",17.2,"4",273,43,316,1,356,0,0,0,0,5,184,166,0,356,20.7,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002830","4","1",3,"3",59,2,61,0,92,21,30,33,8,4,81,5,2,92,30.7,"1",0,0,20,0,1,0,3,25,2,0,0,1,30,1,1,0,0,6,2,0
"0622710","062271002838","1","1",134.4,"3",2111,203,2314,4,3373,1448,785,580,376,130,2918,242,76,3373,25.1,"1",1,50,1272,94,31,3,25,693,50,14,1,26,501,38,14,1,23,314,28,10
"0622710","062271002844","1","1",189.9,"3",3788,591,4379,73,4855,1853,1196,932,667,13,4774,13,42,4855,25.6,"3",6,3,1821,3,20,3,4,1181,3,5,3,5,912,2,10,0,1,657,3,6
"0622710","062271002857","1","1",143.3,"3",1879,332,2211,2,3735,1428,910,605,595,218,2382,341,783,3735,26.1,"1",5,82,981,126,234,3,53,568,77,209,1,43,340,61,160,2,32,359,60,142
"0622710","062271002890","1","1",97.7,"3",1482,164,1646,0,2367,1018,622,365,266,104,1804,171,278,2367,24.2,"1",2,31,828,83,74,3,27,498,27,67,2,20,244,34,65,2,20,169,16,59
"0622710","062271002899","1","1",135.3,"3",1145,288,1433,1,3543,1235,929,758,526,1115,1490,791,129,3543,26.2,"2",8,344,554,275,54,3,304,407,187,28,5,265,280,183,25,2,192,199,117,16
"0622710","062271002908","4","1",34,"4",568,8,576,1,646,75,164,141,183,21,511,85,24,646,19,"1",1,4,58,8,4,3,5,134,15,7,0,4,117,15,5,1,5,144,27,6
"0622710","062271002916","1","1",120.5,"3",1094,164,1258,0,3185,895,993,559,625,608,1342,299,914,3185,26.4,"1",8,169,368,88,262,8,151,487,94,253,1,135,208,42,173,5,148,215,52,205
"0622710","062271002918","4","1",3,"3",14,0,14,0,60,2,14,23,21,2,35,17,6,60,20,"1",0,0,0,2,0,0,0,11,3,0,0,1,13,9,0,0,1,11,3,6
"0622710","062271002923","1","1",134.2,"3",2196,248,2444,1,3669,1401,992,676,488,574,2065,332,688,3669,27.3,"1",2,188,868,122,221,2,161,562,96,171,2,123,348,50,153,3,98,211,44,132
"0622710","062271002937","4","2",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"N",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0622710","062271002941","1","1",127.8,"3",1860,82,1942,0,2995,999,784,578,413,10,828,2140,6,2995,23.4,"1",3,2,331,662,1,2,5,226,549,2,3,3,145,424,3,3,0,91,319,0
"0622710","062271002953","4","1",3,"3",15,0,15,0,44,10,16,16,2,0,8,31,5,44,14.7,"1",0,0,3,5,2,0,0,4,12,0,0,0,1,13,2,0,0,0,1,1
"0622710","062271002965","1","1",91,"3",1206,93,1299,0,2137,665,616,449,262,11,850,1263,8,2137,23.5,"1",0,3,276,384,2,4,2,267,340,3,1,1,192,252,3,0,4,86,172,0
"0622710","062271002970","1","1",124.3,"3",1354,272,1626,2,2952,784,530,466,328,662,1903,47,326,2952,23.7,"1",2,132,576,8,66,1,123,350,10,46,2,127,283,11,43,3,101,174,3,47
"0622710","062271002971","4","1",3,"3",39,10,49,0,86,17,25,32,12,11,44,22,9,86,28.7,"2",0,2,9,4,2,0,1,13,8,3,0,7,16,6,3,0,1,6,4,1
"0622710","062271002972","4","1",4,"3",74,14,88,0,101,15,30,25,22,1,79,6,15,101,25.3,"1",0,0,11,2,2,0,0,25,1,4,0,1,20,1,3,0,0,18,1,3
"0622710","062271002976","4","1",3,"3",57,7,64,0,81,18,25,26,12,3,62,9,7,81,27,"1",0,1,14,2,1,0,1,19,4,1,0,1,19,2,4,0,0,10,1,1
"0622710","062271002977","1","1",132.5,"3",790,97,887,2,3805,1162,977,875,684,585,973,317,1912,3805,28.7,"1",5,161,353,106,537,2,160,243,81,491,5,149,171,68,482,6,112,157,37,372
"0622710","062271002983","1","1",131.8,"4",2425,243,2668,28,2971,205,198,157,63,14,2907,11,28,2971,22.5,"3",1,1,197,2,4,1,1,193,0,3,0,1,156,0,0,0,1,60,1,1
"0622710","062271002984","4","1",4,"3",67,2,69,0,119,30,15,33,27,0,31,86,2,119,29.8,"3",0,0,8,21,1,0,0,4,11,0,0,0,7,26,0,0,0,12,15,0
"0622710","062271002995","4","1",4,"3",74,2,76,0,79,12,19,14,15,2,67,2,6,79,19.8,"1",1,0,10,0,1,0,0,16,1,2,0,1,13,0,0,1,0,13,0,1
"0622710","062271002998","1","1",126.1,"3",1766,258,2024,4,2949,794,835,715,474,472,1586,558,324,2949,23.4,"1",5,129,448,135,77,3,136,441,173,82,1,117,390,117,90,0,82,241,87,64
"0622710","062271003017","1","1",158.3,"4",2416,228,2644,6,3581,151,142,195,133,11,2720,843,5,3581,22.6,"1",0,1,118,31,1,1,1,114,25,1,0,1,161,33,0,0,2,102,28,1
"0622710","062271003020","1","1",158.4,"3",2981,426,3407,1,4125,1538,995,803,559,215,3675,76,151,4125,26,"1",5,59,1404,26,44,2,58,876,17,42,1,39,714,9,40,0,55,472,11,21
"0622710","062271003021","1","1",143.3,"3",2297,310,2607,10,3419,1333,858,663,395,245,3006,79,72,3419,23.9,"1",7,65,1197,41,23,4,60,757,19,18,5,54,575,13,16,1,55,327,2,10
"0622710","062271003023","1","1",205.7,"3",3755,144,3899,23,5083,2042,1351,865,548,3,4415,662,2,5083,24.7,"1",0,1,1793,248,0,1,2,1194,154,0,0,0,761,103,1,0,0,488,59,1
"0622710","062271003031","4","1",12.6,"3",72,2,74,0,141,59,45,16,6,1,97,43,0,141,11.2,"1",0,1,46,12,0,0,0,31,14,0,0,0,10,6,0,0,0,5,1,0
"0622710","062271003034","1","1",136.2,"3",1860,153,2013,1,3288,1055,848,671,551,238,1592,1371,78,3288,24.1,"1",1,66,504,461,23,5,65,424,335,19,2,58,326,268,17,1,43,278,218,11
"0622710","062271003037","1","1",199.1,"3",3442,255,3697,107,4844,1851,1352,826,533,18,4792,17,13,4844,24.3,"3",2,3,1833,6,7,2,7,1336,3,4,0,2,819,3,2,0,5,527,1,0
"0622710","062271003050","1","1",146.3,"3",717,325,1042,0,3922,1274,1022,882,744,973,1027,216,1616,3868,26.8,"1",13,293,401,84,467,7,270,266,51,414,13,230,209,49,365,3,180,151,32,370
"0622710","062271003052","1","1",124.4,"3",2008,301,2309,3,3190,1147,726,693,476,185,1812,145,1042,3190,25.6,"1",3,55,715,50,324,1,49,402,26,248,1,38,378,32,244,1,36,223,21,195
