"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"080480001797","0804800","1","1","21",79.18,"3",128,57,185,1723,458,452,409,404,1,11,45,6,379,0,16,7,10,45,5,371,0,14,1,14,54,1,330,0,9,4,13,42,4,329,0,12,48,186,16,1409
"080480001907","0804800","4","1","12",22,"3",147,33,180,288,1,36,134,117,0,0,0,0,1,0,0,0,2,22,1,11,0,0,4,2,72,3,50,1,2,5,2,61,1,42,0,6,6,155,5,104
"080480001922","0804800","1","1","21",19.59,"3",34,20,54,378,118,101,91,68,0,7,20,3,79,0,9,2,2,11,1,82,0,3,0,6,12,2,67,0,4,0,1,9,1,53,1,3,16,52,7,281
"080480002014","0804800","1","1","12",7.6,"3",233,21,254,291,14,35,61,181,0,0,13,0,1,0,0,0,0,29,1,5,0,0,0,0,58,0,3,0,0,1,1,169,3,7,0,0,1,269,4,16
"080480006163","0804800","4","1","12",10,"3",142,27,169,354,5,33,81,235,0,0,2,0,3,0,0,0,0,6,0,26,0,1,0,1,11,2,63,0,4,2,2,60,4,159,0,8,3,79,6,251
"080480006306","0804800","4","1","21",10.8,"3",39,1,40,47,23,0,0,0,0,0,13,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9
"080480006307","0804800","2","1","12",14.59,"4",37,3,40,68,7,11,8,10,0,0,1,1,5,0,0,0,0,4,0,7,0,0,0,0,2,0,6,0,0,0,0,3,0,6,0,1,0,10,1,24
"080480006347","0804800","4","1","21",5.4,"4",14,1,15,34,10,8,7,7,0,0,5,1,4,0,0,0,0,2,0,3,1,2,0,0,1,0,6,0,0,0,0,1,0,6,0,0,0,9,1,19
"080480006438","0804800","3","1","21",3.6,"3",3,1,4,30,NA,0,2,28,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,21,0,1,-3,NA,NA,19
"080480006439","0804800","1","1","21",15.19,"3",57,12,69,247,17,53,75,76,1,0,3,1,10,0,2,0,1,8,1,41,0,2,0,0,16,1,56,0,2,3,0,11,2,57,0,3,1,38,5,164
"080480006466","0804800","1","1","21",19,"4",68,22,90,664,54,54,60,73,0,1,3,0,46,0,4,0,1,2,3,48,0,0,0,0,5,1,49,0,5,0,3,5,0,62,0,3,5,15,4,205
"110003000008","1100030","1","1","11",47.5,"3",233,0,233,473,199,80,98,96,3,0,62,133,0,1,0,1,0,18,60,0,0,1,1,2,29,66,0,0,0,0,0,26,69,1,0,0,2,135,328,1
"110003000016","1100030","1","1","11",5,"3",156,20,176,531,144,145,127,115,0,6,16,108,10,0,4,1,3,11,113,16,0,1,0,2,11,93,17,0,4,0,2,12,91,8,0,2,13,50,405,51
"110003000055","1100030","1","1","11",60,"3",523,0,523,710,301,147,139,123,0,0,2,299,0,0,0,0,0,0,147,0,0,0,0,0,0,138,0,0,1,0,0,1,122,0,0,0,0,3,706,0
"110003000079","1100030","1","1","11",38.5,"3",334,0,334,504,128,120,139,117,0,0,3,125,0,0,0,1,0,1,117,0,0,1,0,0,2,134,1,0,2,0,0,3,113,0,0,1,0,9,489,1
"110003000081","1100030","1","1","11",42,"3",234,0,234,490,167,96,135,92,0,0,24,142,0,0,1,1,0,14,80,1,0,0,0,0,13,122,0,0,0,0,1,10,81,0,0,0,1,61,425,1
"110003000082","1100030","1","1","11",40,"3",241,0,241,537,278,103,79,77,0,0,93,180,5,0,0,0,1,28,71,2,0,1,0,0,24,54,0,1,0,0,0,16,59,2,0,0,1,161,364,9
"110003000084","1100030","1","1","11",73,"3",511,0,511,791,319,175,183,114,0,0,1,317,1,0,0,0,0,4,171,0,0,0,0,0,0,182,1,0,0,0,0,1,113,0,0,0,0,6,783,2
"110003000085","1100030","1","1","11",58,"3",491,0,491,697,276,164,144,113,0,0,0,275,0,0,1,0,0,1,163,0,0,0,0,0,0,144,0,0,0,0,0,0,113,0,0,0,0,1,695,0
"110003000130","1100030","1","1","11",36,"3",223,0,223,374,129,70,97,78,0,0,1,126,1,0,1,0,0,0,70,0,0,0,0,0,0,97,0,0,0,0,0,0,78,0,0,0,0,1,371,1
"110003000131","1100030","1","1","11",36,"3",67,26,93,548,133,155,130,130,0,10,8,58,48,1,8,1,5,15,66,59,0,9,0,5,14,58,48,0,5,1,7,10,63,39,1,9,27,47,245,194
"110003000133","1100030","1","1","11",103,"3",537,82,619,1713,584,410,381,338,2,37,119,272,140,0,14,0,31,72,196,90,4,17,1,34,68,190,78,0,10,1,27,67,154,77,0,12,129,326,812,385
"110003000153","1100030","1","1","11",24.5,"3",189,42,231,394,108,105,106,75,0,0,13,90,1,0,4,0,4,15,83,1,0,2,0,0,6,98,0,0,2,0,1,10,63,0,0,1,5,44,334,2
"110003000198","1100030","4","1","11",17,"3",214,0,214,366,98,88,107,73,0,0,2,96,0,0,0,0,0,1,86,1,0,0,0,1,2,103,1,0,0,0,0,3,70,0,0,0,1,8,355,2
"110003000267","1100030","1","1","11",48,"3",334,48,382,697,229,169,148,151,0,1,12,209,3,0,4,0,1,5,157,2,1,3,1,0,10,134,1,0,2,1,0,7,139,1,1,2,2,34,639,7
"110003000396","1100030","1","1","11",91,"4",1259,0,1259,1262,347,231,198,187,0,8,219,114,4,1,1,0,6,143,78,4,0,0,1,4,132,60,0,0,1,1,3,119,62,2,0,0,21,613,314,10
"110003000397","1100030","4","1","11",14.5,"3",192,0,192,282,116,43,66,57,0,0,1,114,1,0,0,0,0,2,41,0,0,0,0,0,1,65,0,0,0,0,0,3,54,0,0,0,0,7,274,1
"110003000407","1100030","3","1","11",31,"3",230,35,265,340,97,76,75,92,0,0,5,92,0,0,0,0,0,2,72,1,0,1,0,1,4,69,0,0,1,0,1,2,84,0,0,5,2,13,317,1
"120015000062","1200150","4","1","21",4,"4",4,0,4,13,4,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
"120015000066","1200150","4","1","23",4,"3",8,0,8,18,8,2,1,1,0,0,2,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,7
"120015000078","1200150","1","1","13",76,"3",402,40,442,1282,359,327,297,291,3,11,41,52,227,0,25,3,9,38,41,215,0,21,1,7,27,44,202,0,16,2,6,16,35,217,0,15,33,122,172,861
"120015000088","1200150","1","1","13",67,"3",364,51,415,1127,329,310,248,240,0,0,21,47,247,0,14,2,1,21,43,220,0,23,0,3,12,38,180,0,15,1,5,6,34,184,1,9,9,60,162,831
"120015000090","1200150","1","1","21",80,"3",345,69,414,1377,410,335,313,319,1,8,51,82,247,0,21,2,5,36,83,188,0,21,2,8,23,63,194,0,23,0,9,19,74,207,0,10,30,129,302,836
"120015000100","1200150","1","1","21",68,"3",530,58,588,966,303,218,186,228,1,2,41,78,164,0,17,0,2,35,70,93,0,18,0,2,8,56,110,0,10,0,0,23,68,127,0,10,6,107,272,494
"120015000103","1200150","1","1","13",112,"3",397,81,478,1944,500,541,443,460,1,16,64,37,351,1,30,1,17,67,42,381,1,32,1,11,45,32,329,0,25,0,18,57,23,338,1,23,62,233,134,1399
"120015000104","1200150","1","1","13",98,"3",690,90,780,1587,405,437,350,359,2,9,62,93,205,0,34,1,6,67,103,227,1,32,2,7,52,82,180,0,27,1,11,64,88,165,0,30,33,245,366,777
"120015000109","1200150","1","1","13",99,"3",586,88,674,1675,515,412,351,360,0,10,67,37,364,0,37,3,14,59,35,264,0,37,1,9,39,27,249,1,25,0,11,49,22,249,0,29,44,214,121,1126
"120015000118","1200150","1","1","21",87,"3",298,50,348,1501,364,412,341,367,1,8,42,13,275,1,24,2,12,43,19,308,3,25,3,5,28,22,266,1,16,0,2,36,17,288,1,23,27,149,71,1137
"120015000119","1200150","1","1","21",55,"3",80,19,99,930,142,154,143,124,0,7,15,6,102,0,12,0,6,18,4,122,0,4,0,6,10,1,115,0,11,0,2,20,3,95,0,4,21,63,14,434
"120015000127","1200150","1","1","21",78,"3",218,31,249,1246,219,207,192,222,1,12,25,4,161,0,16,2,6,19,6,162,0,12,1,9,16,5,142,0,19,0,16,28,6,164,0,8,43,88,21,629
"120015000131","1200150","1","1","21",74,"3",172,57,229,1272,383,313,271,288,0,5,37,10,308,0,23,0,2,33,4,261,0,13,0,5,28,4,226,0,8,1,2,17,6,248,1,13,14,115,24,1043
"120015002042","1200150","4","1","41",5,"4",23,1,24,30,11,1,1,0,0,0,1,5,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,4
"120015002052","1200150","4","1","21",6,"4",32,2,34,54,16,8,8,3,0,0,3,4,7,0,2,0,0,0,2,6,0,0,0,0,0,5,3,0,0,0,0,0,1,2,0,0,0,3,12,18
"120015002055","1200150","4","1","13",9,"4",39,1,40,61,14,11,5,4,0,0,2,3,8,0,1,0,0,0,4,5,0,2,0,0,1,1,2,0,1,0,0,0,0,3,0,1,0,3,8,18
"120015002977","1200150","1","1","21",91,"3",436,70,506,1553,318,238,191,251,0,2,33,27,234,0,22,1,1,24,13,181,0,18,0,1,15,10,154,0,11,0,1,18,17,200,0,15,5,90,67,769
"120015003023","1200150","4","8","21",NA,"4",2,0,2,6,3,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1
"120015003025","1200150","4","1","41",5,"3",4,0,4,20,10,2,1,0,0,0,1,5,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3
"120015003026","1200150","2","1","21",19,"4",6,0,6,36,7,3,9,1,0,0,1,2,4,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,1,7,11
"120015003292","1200150","4","1","41",2,"4",4,0,4,18,2,5,0,0,1,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"120015003293","1200150","1","1","12",89,"3",578,124,702,1606,470,399,365,372,1,4,80,93,258,0,34,2,2,63,93,220,1,18,1,4,51,71,211,0,27,2,7,69,91,186,0,17,17,263,348,875
"120015003296","1200150","1","1","13",56,"3",70,17,87,955,164,155,147,155,0,17,21,5,110,0,11,0,15,13,3,120,0,4,0,8,11,5,115,0,8,0,13,13,4,120,0,5,53,58,17,465
"120015003678","1200150","2","1","12",16,"4",92,4,96,114,13,12,12,12,0,0,0,6,7,0,0,0,0,1,1,9,0,1,0,0,2,3,7,0,0,0,0,0,3,8,0,1,0,3,13,31
"120015004059","1200150","2","1","13",12,"4",45,4,49,62,12,10,5,2,0,0,3,4,5,0,0,0,0,1,4,4,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,4,11,12
"120015004060","1200150","2","1","21",18,"4",92,4,96,119,21,10,6,12,0,1,3,3,12,0,2,0,0,2,2,6,0,0,0,0,0,0,6,0,0,0,0,1,5,6,0,0,1,6,10,30
"120015004244","1200150","1","1","21",108,"3",166,39,205,2022,457,526,516,504,0,8,53,26,341,0,29,0,5,68,21,397,0,35,0,12,53,36,386,0,29,1,5,65,23,370,0,40,30,239,106,1494
"120015005441","1200150","1","1","21",11,"4",12,1,13,69,9,2,11,12,0,1,1,0,6,0,1,0,0,0,1,0,0,1,0,0,1,1,9,0,0,0,0,3,0,8,0,1,1,5,2,23
"120015007530","1200150","1","1","41",102,"3",867,193,1060,1797,513,449,384,451,2,4,121,122,230,1,33,2,7,96,125,194,0,25,0,9,90,99,162,0,24,1,3,91,139,188,0,29,23,398,485,774
"120015007609","1200150","1","1","21",NA,"4",14,2,16,54,2,NA,NA,1,0,0,1,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,1,0,0,-8,-7,-8,-6
"120015007957","1200150","2","1","21",3,"3",3,0,3,28,NA,NA,0,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,1,0,3,3,20,0,1,-8,-5,-5,12
"120015007961","1200150","1","1","21",NA,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120018000153","1200180","1","1","21",98,"3",1139,214,1353,2116,533,576,510,497,3,9,178,160,163,1,19,4,9,216,174,152,2,19,3,17,183,158,140,1,8,1,10,181,136,153,1,15,45,758,628,608
"120018000157","1200180","1","1","12",77,"3",1120,166,1286,1679,415,469,368,427,1,10,85,275,40,0,4,0,14,103,303,44,1,4,2,10,66,254,34,0,2,1,14,82,282,39,0,9,48,336,1114,157
"120018000160","1200180","1","1","21",97,"3",1303,268,1571,2251,568,671,488,524,2,18,276,155,98,4,15,3,23,322,195,121,1,6,2,30,236,121,89,0,10,1,24,225,152,112,1,9,95,1059,623,420
"120018000168","1200180","1","1","12",89,"3",1409,148,1557,2053,641,547,436,429,2,5,78,517,28,0,11,1,7,59,452,26,0,2,0,8,34,370,19,0,5,1,2,17,389,14,0,6,22,188,1728,87
"120018000169","1200180","1","1","12",82,"3",1164,118,1282,1642,466,474,359,343,0,3,27,420,12,0,4,0,1,20,430,16,1,6,1,0,18,314,19,0,7,0,0,11,322,6,0,4,4,76,1486,53
"120018000171","1200180","1","1","21",60,"3",868,113,981,1293,349,303,299,342,1,0,84,236,23,0,5,1,2,55,222,23,0,0,1,9,72,189,24,0,4,0,4,81,229,17,1,10,15,292,876,87
"120018000188","1200180","4","1","12",45,"4",213,3,216,296,11,36,43,94,0,0,3,8,0,0,0,0,0,4,31,1,0,0,0,0,4,37,1,0,1,0,0,17,73,2,0,2,0,28,149,4
"120018000209","1200180","2","1","13",27,"4",59,5,64,131,10,6,9,50,0,0,1,2,6,0,1,0,1,1,2,1,0,1,0,0,1,2,6,0,0,0,0,13,22,15,0,0,1,16,28,28
"120018000217","1200180","1","1","12",91,"3",1116,171,1287,2025,624,564,441,396,0,6,99,329,169,1,20,1,15,88,344,107,0,9,1,10,40,262,115,1,12,0,13,45,226,104,0,8,44,272,1161,495
"120018000219","1200180","2","1","21",38,"4",70,7,77,122,5,5,2,40,0,0,2,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,4,28,6,0,2,0,7,35,8
"120018000221","1200180","2","1","21",32,"4",103,16,119,189,8,11,10,49,0,0,1,4,2,0,1,0,1,6,3,1,0,0,0,0,5,4,1,0,0,0,0,18,16,14,0,1,1,30,27,18
"120018000225","1200180","1","1","21",109,"3",1097,229,1326,2464,625,721,549,569,5,37,161,248,163,1,10,4,42,171,283,196,2,23,1,32,142,197,159,2,16,0,26,113,204,210,0,16,137,587,932,728
"120018000231","1200180","1","1","21",90,"3",1207,179,1386,2021,500,570,460,491,1,8,144,206,128,1,12,3,14,182,244,110,2,15,4,4,139,188,115,0,10,0,10,140,196,138,0,7,36,605,834,491
"120018000234","1200180","1","1","21",95,"3",821,267,1088,2135,550,544,536,505,1,39,117,248,127,2,16,2,28,107,251,148,0,8,1,24,117,224,149,0,21,1,35,105,221,131,0,12,126,446,944,555
"120018000241","1200180","1","1","21",99,"3",1170,236,1406,2234,615,625,500,494,1,18,97,379,98,0,22,2,22,87,406,98,1,9,3,15,75,318,76,0,13,3,16,63,317,89,0,6,71,322,1420,361
"120018000247","1200180","1","1","21",90,"3",1082,211,1293,1920,605,469,440,406,3,18,237,153,174,0,20,3,15,171,112,158,2,8,0,13,154,109,158,1,5,5,16,165,90,124,0,6,62,727,464,614
"120018000249","1200180","1","1","21",81,"3",1033,121,1154,1605,453,395,359,398,1,13,77,305,53,0,4,3,11,75,274,25,0,7,3,10,63,252,25,0,6,1,13,75,269,40,0,0,47,290,1100,143
"120018000251","1200180","1","1","13",105,"3",1346,177,1523,2380,617,667,522,574,2,18,135,284,160,0,18,3,26,171,310,143,0,14,2,25,113,252,118,0,12,1,24,97,321,126,0,5,93,516,1167,547
"120018000252","1200180","1","1","21",86,"3",1362,147,1509,1888,524,490,466,408,1,5,24,476,10,0,8,1,1,19,457,6,0,6,0,9,23,425,8,1,0,0,10,17,371,5,0,5,25,83,1729,29
"120018000253","1200180","1","1","21",114,"3",1414,256,1670,2629,630,677,696,626,1,29,74,501,16,0,9,1,28,94,525,22,2,5,1,50,81,532,19,0,13,3,25,92,474,21,1,10,132,341,2032,78
"120018000264","1200180","1","1","21",112,"3",1286,244,1530,2598,662,635,660,641,5,15,119,379,130,0,14,2,17,111,364,130,0,11,3,29,104,369,143,0,12,0,12,96,385,130,0,18,73,430,1497,533
"120018000265","1200180","1","1","21",97,"3",398,161,559,2272,540,589,558,585,6,25,162,28,301,0,18,3,25,194,37,315,0,15,4,24,169,40,299,0,22,0,37,121,43,368,0,16,111,646,148,1283
"120018000270","1200180","3","1","21",110,"3",238,81,319,604,151,145,133,175,1,12,39,64,33,0,2,0,7,54,44,37,1,2,0,5,52,39,34,1,2,0,11,39,78,39,0,8,35,184,225,143
"120018000272","1200180","1","1","21",98,"3",1092,248,1340,2349,679,608,539,523,3,18,192,264,177,0,25,4,18,179,231,162,1,13,1,12,140,224,150,0,12,1,15,110,221,168,0,8,63,621,940,657
"120018000908","1200180","4","1","21",14,"4",70,5,75,93,23,11,8,6,1,0,7,15,0,0,0,0,0,1,9,1,0,0,0,0,0,7,1,0,0,0,0,1,5,0,0,0,0,9,36,2
"120018001356","1200180","2","1","12",22,"4",63,6,69,97,18,11,11,16,0,0,3,8,6,0,1,0,1,1,4,5,0,0,0,0,2,4,5,0,0,0,0,5,4,7,0,0,1,11,20,23
"120018002048","1200180","3","1","21",112,"3",14,1,15,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,6,0,1,0,13,26,6
"120018002117","1200180","1","1","21",139,"3",1057,303,1360,3032,741,777,780,734,1,35,236,182,272,0,15,2,28,227,193,314,1,12,4,28,225,193,320,0,10,2,21,227,148,309,0,27,112,915,716,1215
"120018002119","1200180","2","1","12",29,"4",88,8,96,128,9,9,17,22,0,0,1,4,4,0,0,0,0,3,3,3,0,0,0,0,4,5,8,0,0,0,0,0,16,5,0,1,0,8,28,20
"120018002120","1200180","1","1","21",136,"3",786,250,1036,3121,792,867,758,704,5,22,313,46,392,0,14,2,36,304,74,440,0,11,2,34,259,44,406,0,13,42,27,189,43,375,0,28,119,1065,207,1613
"120018002486","1200180","4","1","21",16,"4",47,6,53,74,12,16,13,9,1,0,2,7,2,0,0,0,0,6,8,2,0,0,0,0,3,8,2,0,0,0,0,1,6,2,0,0,0,12,29,8
"120018002487","1200180","4","1","21",34,"4",372,17,389,593,29,85,124,194,0,0,7,21,1,0,0,0,0,26,49,10,0,0,2,3,21,79,12,0,7,1,2,48,116,20,0,7,5,102,265,43
"120018002488","1200180","3","1","21",90,"3",174,79,253,614,150,146,141,177,0,10,71,17,49,0,3,0,13,56,24,48,0,5,0,5,59,25,52,0,0,0,6,78,41,45,0,7,34,264,107,194
"120018002593","1200180","4","1","12",21,"4",62,5,67,72,9,10,5,9,0,0,1,7,1,0,0,0,0,1,6,2,0,1,0,0,0,4,1,0,0,0,0,1,6,2,0,0,0,3,23,6
"120018002721","1200180","1","1","21",134,"3",415,134,549,3075,791,766,775,743,2,45,164,98,460,0,22,2,46,134,86,477,0,21,5,49,155,72,480,0,14,2,41,155,71,440,0,34,181,608,327,1857
"120018002801","1200180","2","1","21",35,"4",97,11,108,178,25,32,32,23,0,0,8,7,10,0,0,0,1,5,12,14,0,0,0,0,11,11,10,0,0,0,1,7,8,6,0,1,2,31,38,40
"120018003027","1200180","4","1","12",81,"4",554,18,572,989,116,168,213,408,1,1,10,89,14,0,1,0,1,11,143,12,0,1,1,0,18,180,9,2,3,0,1,36,346,21,0,4,3,75,758,56
"120018003029","1200180","1","1","21",130,"3",1021,394,1415,3099,695,822,790,792,1,27,277,216,157,0,17,1,45,333,255,159,0,29,2,38,331,206,191,0,22,7,38,380,199,146,1,21,148,1321,876,653
"120018003301","1200180","1","1","12",55,"3",318,132,450,1203,318,323,293,269,0,9,72,56,178,0,3,1,13,71,76,154,0,8,3,8,60,70,144,0,8,0,7,55,73,128,1,5,37,258,275,604
"120018003313","1200180","1","1","12",NA,"4",8,0,8,57,3,1,1,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,2,8,1
"120018003320","1200180","4","1","12",NA,"4",95,0,95,98,26,23,22,9,0,0,2,20,3,0,1,0,0,0,23,0,0,0,0,0,0,20,2,0,0,0,0,1,8,0,0,0,0,3,71,5
"120018003324","1200180","4","1","12",NA,"4",55,0,55,58,1,15,11,7,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,1,9,0,0,1,0,0,1,5,1,0,0,0,3,28,2
"120018003543","1200180","4","1","12",40,"4",558,29,587,796,21,63,119,300,0,0,9,10,2,0,0,0,1,17,43,1,0,1,0,1,20,81,12,0,5,0,7,72,199,21,0,1,9,118,333,36
"120018003545","1200180","1","1","21",100,"4",340,69,409,1644,244,236,199,198,0,6,63,30,145,0,0,0,9,61,29,134,0,3,1,12,68,18,94,0,6,0,7,51,18,113,0,9,34,243,95,486
"120018003547","1200180","4","1","21",NA,"4",80,0,80,83,12,21,17,7,0,0,2,7,3,0,0,0,0,5,9,6,0,1,1,0,3,7,5,0,1,0,0,2,5,0,0,0,0,12,28,14
"120018003684","1200180","1","1","21",11,"3",55,30,85,348,0,0,173,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,48,34,69,0,3,3,26,53,26,60,0,7,44,101,60,129
"120018003815","1200180","1","1","21",187,"3",410,224,634,4375,1064,1130,1105,1076,8,50,541,32,418,0,15,3,48,604,33,419,0,23,2,53,576,35,418,0,21,8,29,592,31,390,1,25,180,2313,131,1645
"120018003823","1200180","1","1","21",34,"3",271,111,382,850,235,244,203,168,0,5,132,57,33,0,8,0,12,146,53,30,0,3,0,8,104,48,43,0,0,2,4,92,39,27,0,4,29,474,197,133
"120018003826","1200180","4","1","21",NA,"4",77,0,77,80,9,22,12,15,0,0,2,6,1,0,0,0,0,5,13,4,0,0,0,0,2,7,2,0,1,0,0,0,9,5,0,1,0,9,35,12
"120018004037","1200180","1","1","21",106,"3",959,272,1231,2344,593,615,578,558,4,29,172,184,185,1,18,6,22,190,168,214,1,14,3,24,177,143,210,1,20,4,19,146,156,212,1,20,94,685,651,821
"120018004050","1200180","1","1","21",95,"3",772,251,1023,2255,574,610,543,528,2,33,197,117,209,0,16,0,29,184,122,260,0,15,1,28,181,100,221,0,12,2,27,178,89,213,1,18,117,740,428,903
"120018004052","1200180","1","1","21",108,"3",874,308,1182,2688,627,695,641,725,1,65,286,203,54,3,15,1,47,297,282,56,1,11,2,50,290,220,63,0,16,1,51,330,253,76,0,14,213,1203,958,249
"120018004055","1200180","1","1","21",NA,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120018004057","1200180","4","1","21",2,"3",25,0,25,28,3,6,11,4,0,0,0,2,1,0,0,0,0,0,3,3,0,0,0,0,2,5,3,0,1,0,0,1,0,3,0,0,0,3,10,10
"120018004058","1200180","1","1","21",15,"4",50,24,74,308,50,37,50,61,0,6,13,9,19,0,3,0,2,9,6,20,0,0,1,0,12,3,33,0,1,0,3,9,6,39,0,4,11,43,24,111
"120018004318","1200180","1","1","21",85,"3",228,168,396,1729,437,435,428,429,2,13,208,106,96,0,12,1,21,194,105,113,0,1,1,15,177,102,131,0,2,1,21,219,83,85,0,20,70,798,396,425
"120018004463","1200180","1","1","21",4,"3",53,21,74,163,81,33,28,21,0,4,39,21,14,0,3,0,1,16,7,9,0,0,0,0,21,3,4,0,0,0,0,11,6,4,0,0,5,87,37,31
"120018005457","1200180","4","1","12",7,"3",54,5,59,90,19,21,24,26,0,0,2,17,0,0,0,0,0,1,18,1,0,1,0,0,3,19,2,0,0,0,1,2,16,6,0,1,1,8,70,9
"120018005464","1200180","4","1","21",4,"3",423,72,495,836,17,77,195,547,0,0,4,11,2,0,0,0,0,25,33,17,1,1,2,5,45,102,37,0,4,6,9,174,224,124,0,10,14,248,370,180
"120018007300","1200180","1","1","21",19,"4",118,35,153,255,34,53,30,38,0,1,7,18,8,0,0,1,0,8,26,17,0,1,0,0,2,20,7,0,1,1,2,5,23,6,0,1,3,22,87,38
"120018007460","1200180","4","1","21",5,"3",239,26,265,407,7,27,135,238,0,0,0,3,4,0,0,0,0,3,17,7,0,0,1,5,24,85,19,0,1,1,4,77,112,40,0,4,9,104,217,70
"120018007462","1200180","4","1","21",5,"3",358,16,374,439,35,69,151,184,0,0,1,32,1,0,1,0,1,1,66,0,0,1,0,1,5,142,1,0,2,0,1,5,171,4,0,3,3,12,411,6
"120018007490","1200180","4","1","21",10,"3",237,29,266,437,35,88,129,185,0,0,6,26,2,0,1,1,0,16,65,5,0,1,0,3,31,88,6,1,0,0,5,54,114,10,0,2,8,107,293,23
"120018007555","1200180","1","1","21",121,"3",485,176,661,2704,635,734,693,642,2,19,324,65,209,0,16,1,32,348,85,247,0,21,3,32,336,76,228,0,18,1,29,322,73,207,1,9,112,1330,299,891
"120018007767","1200180","4","1","12",NA,"4",5,0,5,22,1,3,4,5,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,2,2,0,0,0,1,4,8
"120018007799","1200180","1","1","21",4,"3",27,7,34,98,49,27,22,0,0,0,7,11,31,0,0,0,2,3,5,17,0,0,0,0,2,1,18,0,1,0,0,0,0,0,0,0,2,12,17,66
"120018007904","1200180","4","1","12",14,"3",389,17,406,488,36,72,137,243,0,0,8,20,8,0,0,0,1,16,48,6,0,1,0,0,31,83,21,0,2,1,4,52,144,39,0,3,5,107,295,74
"120018007912","1200180","1","1","21",7,"3",93,13,106,144,45,50,49,0,0,1,8,34,1,0,1,0,0,9,39,2,0,0,0,1,8,35,5,0,0,0,0,0,0,0,0,0,2,25,108,8
"120018007917","1200180","4","1","12",11,"3",134,2,136,362,56,116,100,90,0,0,2,51,2,0,1,0,1,7,104,4,0,0,0,0,7,90,3,0,0,0,1,9,72,8,0,0,2,25,317,17
"120018007921","1200180","1","1","21",11,"3",107,43,150,233,90,90,32,21,0,1,17,67,3,0,2,0,1,20,64,4,0,1,0,0,4,28,0,0,0,0,1,6,14,0,0,0,3,47,173,7
"120018008087","1200180","1","3","21",8,"3",191,10,201,274,48,64,62,100,0,0,4,42,2,0,0,0,1,6,53,4,0,0,1,0,9,48,4,0,0,1,0,8,81,9,0,1,1,27,224,19
"120018008210","1200180","2","3","12",NA,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120039000580","1200390","1","1","21",54,"4",610,95,705,828,1,NA,NA,3,0,0,0,0,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1,0,0,0,-7,-7,-7,-7
"120039000589","1200390","1","1","21",95,"3",1328,265,1593,2045,529,522,529,465,0,8,362,143,16,0,0,0,8,349,141,24,0,0,1,5,354,151,18,0,0,0,5,304,141,13,0,2,26,1369,576,71
