"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"010039001746","0100390","4","1","12",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,-10,-10
"010039001761","0100390","4","1","12",NA,"3",20,0,20,24,15,7,2,NA,0,0,0,13,1,0,1,0,0,1,5,1,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0
"010039001765","0100390","2","1","12",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010039001866","0100390","4","1","12",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237000898","0102370","1","1","12",45.5,"3",609,22,631,676,208,192,146,130,0,0,2,200,6,0,0,1,0,3,184,3,0,1,0,0,5,135,6,0,0,1,0,1,123,5,0,0,0,11,642,20
"010237000899","0102370","1","1","21",128,"3",985,138,1123,2419,734,630,530,525,1,19,15,251,443,0,5,3,14,12,183,414,0,4,2,15,11,166,334,0,2,0,14,16,145,348,0,2,62,54,745,1539
"010237000900","0102370","1","1","41",59,"3",861,66,927,1018,336,224,215,242,0,0,0,334,2,0,0,0,0,0,223,1,0,0,0,0,1,213,1,0,0,0,0,1,240,1,0,0,0,2,1010,5
"010237000906","0102370","1","1","42",55,"3",563,58,621,819,247,223,178,171,48,0,0,52,146,0,1,32,0,0,72,119,0,0,43,0,3,37,95,0,0,37,0,3,33,98,0,0,0,6,194,458
"010237000912","0102370","1","1","12",89,"3",869,112,981,1551,530,383,348,290,1,27,21,356,121,1,3,2,37,19,227,97,0,1,1,18,15,224,89,0,1,1,13,10,183,81,0,2,95,65,990,388
"010237000929","0102370","1","1","12",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-12,-12,-12
"010237000934","0102370","1","1","21",112,"3",1001,133,1134,1960,601,511,448,400,6,9,14,84,486,0,2,5,4,4,72,424,0,2,4,4,6,75,358,0,1,3,0,8,58,329,0,2,17,32,289,1597
"010237000942","0102370","1","1","12",121.2,"3",1391,142,1533,2225,691,570,472,492,1,8,9,520,152,0,1,0,12,12,405,140,0,1,1,15,7,303,144,0,2,0,17,7,300,165,1,2,52,35,1528,601
"010237000953","0102370","1","1","21",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,-10,-10
"010237000962","0102370","1","1","12",65,"3",921,47,968,1094,395,282,212,205,0,0,1,392,1,0,1,1,0,0,281,0,0,0,0,0,0,211,1,0,0,0,0,0,205,0,0,0,0,1,1089,2
"010237000964","0102370","1","1","21",45,"3",711,31,742,795,243,204,154,194,0,0,0,241,1,0,1,0,0,1,203,0,0,0,0,0,0,154,0,0,0,0,0,0,194,0,0,0,0,1,792,1
"010237000969","0102370","1","1","12",43.5,"3",632,19,651,686,208,149,139,190,0,0,0,207,1,0,0,1,0,2,146,0,0,0,1,0,1,137,0,0,0,0,0,0,187,3,0,0,0,3,677,4
"010237000989","0102370","1","1","41",92,"3",993,126,1119,1697,537,412,392,356,3,44,15,65,407,0,3,1,41,14,51,305,0,0,1,43,3,46,299,0,0,0,24,8,41,283,0,0,152,40,203,1294
"010237001000","0102370","4","1","12",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237001038","0102370","4","1","12",10,"4",71,2,73,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237001083","0102370","3","1","21",13,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,-10,-10
"010237001086","0102370","3","1","41",13,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,-10,-10
"010237001586","0102370","4","1","41",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237001600","0102370","2","1","41",2.33,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237001605","0102370","2","1","12",14.87,"4",40,0,40,48,4,NA,1,1,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0,2
"010237001618","0102370","2","1","12",39,"4",192,19,211,266,23,23,14,84,0,0,0,18,5,0,0,0,1,0,15,7,0,0,0,0,0,8,6,0,0,0,2,1,54,27,0,0,3,1,95,45
"010237001625","0102370","2","1","12",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237001686","0102370","4","1","12",28,"4",63,3,66,70,20,8,3,4,1,0,1,16,2,0,0,0,0,0,6,2,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,1,26,7
"010237001688","0102370","1","1","21",98,"3",971,128,1099,1658,528,425,374,331,2,14,16,133,362,1,0,5,15,14,97,294,0,0,2,16,10,76,270,0,0,1,10,8,77,235,0,0,55,48,383,1161
"010237001689","0102370","2","1","12",23.1,"4",33,7,40,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"010237002161","0102370","4","1","12",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10,-10,-10
"010237002177","0102370","4","1","12",NA,"3",63,5,68,95,NA,4,42,49,-4,-4,-4,-4,-4,-4,-4,0,0,0,2,2,0,0,1,0,0,28,13,0,0,0,0,2,24,22,0,1,-4,NA,50,33
"061455001711","0614550","1","1","11",98.72,"3",1081,184,1265,2723,814,700,616,593,6,45,386,106,257,2,12,3,37,297,108,244,3,8,4,37,236,81,248,3,7,2,38,221,74,247,6,5,157,1140,369,996
"061455001720","0614550","4","1","11",16.3,"3",322,0,322,325,0,14,104,207,0,0,0,0,0,0,0,0,0,12,1,0,0,1,1,5,58,28,10,0,2,5,11,150,25,11,2,3,16,220,54,21
"061455001723","0614550","1","1","11",80.22,"3",1559,192,1751,2246,661,596,490,499,2,81,397,116,54,2,9,4,74,346,113,55,0,4,3,92,244,93,54,3,1,2,85,258,105,47,1,1,332,1245,427,210
"061455001730","0614550","1","1","11",98.02,"3",2224,0,2224,2227,636,642,534,415,6,36,455,62,68,1,8,3,56,459,56,63,0,5,4,41,368,47,68,2,4,3,40,285,37,46,1,3,173,1567,202,245
"061455001737","0614550","1","1","11",72.12,"3",1223,153,1376,1770,469,421,472,408,6,46,263,51,97,4,2,7,51,233,58,64,1,7,3,62,235,66,100,3,3,4,64,189,55,92,1,3,223,920,230,353
"061455001754","0614550","1","1","11",83.82,"3",2099,0,2099,2102,556,569,482,495,6,94,380,43,30,0,3,7,92,378,47,43,0,2,4,121,295,32,23,2,5,3,135,308,29,19,0,1,442,1361,151,115
"061455001762","0614550","1","1","11",93.81,"3",2109,0,2109,2112,596,552,498,466,6,53,480,28,27,1,1,2,50,448,30,21,0,1,1,64,385,16,30,1,1,2,53,363,24,22,1,1,220,1676,98,100
"061455001986","0614550","4","1","11",17,"3",442,0,442,445,0,12,181,252,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,17,120,34,6,0,2,2,37,172,33,8,0,0,54,302,69,14
"061455003024","0614550","2","1","11",0.01,"4",13,0,13,16,0,5,5,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,4,1,6
"061455005749","0614550","4","1","11",31.83,"4",1178,0,1178,1181,36,195,336,606,0,1,27,3,5,0,0,5,5,150,18,16,1,0,4,26,236,20,46,1,3,5,32,428,56,79,0,6,64,841,97,146
"061455007497","0614550","1","1","11",10,"3",194,5,199,214,7,34,69,104,0,0,4,1,0,0,2,0,2,26,4,1,0,1,1,3,53,8,4,0,0,2,6,72,12,5,0,7,11,155,25,10
"061455007962","0614550","1","1","11",7.95,"3",166,4,170,181,12,31,44,89,0,0,11,1,0,0,0,0,0,27,3,1,0,0,0,0,36,6,2,0,0,1,5,66,12,3,1,1,5,140,22,6
"061455007963","0614550","1","1","11",115.14,"3",3226,0,3226,3229,933,862,751,683,4,199,603,93,28,1,5,2,222,523,83,28,1,3,2,212,438,54,37,2,6,1,228,359,61,26,3,5,861,1923,291,119
"061455007964","0614550","2","1","11",8,"3",63,0,63,66,14,15,12,16,0,1,9,0,3,0,1,0,1,7,2,5,0,0,0,1,7,2,2,0,0,0,2,8,2,4,0,0,5,31,6,14
"061455008697","0614550","1","1","11",12.2,"3",342,0,342,345,98,110,72,44,1,2,78,11,6,0,0,1,4,88,8,9,0,0,1,7,54,3,6,0,1,1,4,27,6,6,0,0,17,247,28,27
"061455008841","0614550","1","1","11",40.21,"3",982,0,982,985,307,252,230,196,0,84,187,15,17,0,4,2,70,160,8,11,0,1,1,101,119,0,9,0,0,0,77,97,6,13,2,1,332,563,29,50
"061455010775","0614550","1","1","11",13,"4",200,58,258,319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"061455010779","0614550","4","1","11",10,"3",243,0,243,246,60,61,43,82,0,5,39,5,8,1,2,0,12,33,5,9,2,0,0,8,23,2,9,1,0,1,10,49,4,17,1,0,35,144,16,43
"061455011846","0614550","1","1","11",39.94,"4",196,262,458,624,65,76,119,216,1,1,32,5,24,2,0,0,5,39,3,29,0,0,1,1,62,8,47,0,0,5,17,100,12,81,1,0,24,233,28,181
"061455011900","0614550","1","1","11",9,"3",82,17,99,156,34,48,42,32,0,2,19,2,11,0,0,1,2,36,2,7,0,0,1,0,19,5,17,0,0,0,2,18,1,11,0,0,6,92,10,46
"061455011911","0614550","1","1","11",20.96,"3",45,6,51,480,133,123,117,107,2,39,32,7,52,0,1,2,33,32,3,53,0,0,1,23,24,8,61,0,0,3,22,15,7,60,0,0,117,103,25,226
"061455012434","0614550","4","1","11",8,"3",27,0,27,30,10,3,2,0,0,0,6,3,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2
"062250002728","0622500","1","1","11",139.46,"3",2414,322,2736,3604,983,927,880,813,6,47,662,209,17,31,11,1,54,633,204,10,22,3,1,51,570,201,21,34,2,1,57,545,158,21,26,5,209,2410,772,69
"062250002733","0622500","1","1","21",146.4,"3",1354,385,1739,3831,973,1016,936,906,1,107,475,171,193,12,14,2,123,443,164,250,19,15,3,105,409,163,223,16,17,3,109,387,153,236,11,7,444,1714,651,902
"062250002745","0622500","1","1","11",154.11,"3",1667,312,1979,4009,1044,1021,990,954,6,53,580,102,280,6,17,6,73,584,87,252,3,16,4,78,521,94,274,6,13,1,66,541,79,254,8,5,270,2226,362,1060
"062250002751","0622500","1","1","11",170.99,"3",2297,305,2602,4634,1184,1190,1098,1162,3,283,423,278,147,27,23,0,336,387,315,105,24,23,3,336,362,253,104,25,15,4,328,321,330,136,29,14,1283,1493,1176,492
"062250002753","0622500","4","1","11",10,"3",231,10,241,340,NA,NA,93,247,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,69,14,0,3,2,0,14,173,47,6,7,0,10,234,53,NA
"062250002769","0622500","1","1","11",151.44,"3",1809,299,2108,4109,1083,1042,1124,860,1,99,527,160,268,6,22,1,105,518,119,272,9,18,4,124,550,145,272,9,20,3,98,380,109,260,4,6,426,1975,533,1072
"062250005870","0622500","1","1","11",115.09,"3",2051,248,2299,3023,866,830,703,620,1,96,600,122,13,25,9,0,90,574,122,12,25,7,1,77,492,104,8,20,1,2,109,386,92,12,17,2,372,2052,440,45
"062250007299","0622500","1","1","32",31.75,"4",291,92,383,628,51,54,57,44,0,1,30,0,20,0,0,0,0,39,0,15,0,0,0,1,44,0,12,0,0,0,0,34,0,10,0,0,2,147,0,57
"062250008720","0622500","4","1","11",16.85,"3",230,46,276,494,139,133,127,95,0,9,58,44,22,1,5,1,6,60,39,24,2,1,2,4,53,40,23,1,4,0,4,48,25,18,0,0,23,219,148,87
"062250009901","0622500","1","1","13",22.19,"3",236,1,237,670,170,171,170,158,1,42,77,18,25,1,6,0,35,75,30,22,2,7,0,54,67,23,22,2,2,0,55,59,23,19,1,1,186,278,94,88
"062250010239","0622500","4","1","11",18,"3",545,2,547,1031,2,17,161,851,0,0,0,1,1,0,0,0,0,8,6,3,0,0,0,7,120,24,6,2,2,3,65,581,130,57,8,7,72,709,161,67
"062250011291","0622500","4","1","11",1,"3",NA,NA,NA,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"062250013001","0622500","4","1","11",17,"3",269,11,280,407,2,188,155,62,0,1,0,1,0,0,0,1,10,108,57,8,3,1,1,2,101,36,11,2,2,1,1,31,17,10,0,2,14,240,111,29
"062250013105","0622500","1","3","11",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"062271002112","0622710","2","1","11",22.66,"4",106,17,123,229,10,20,23,126,0,0,10,0,0,0,0,0,2,17,0,1,0,0,0,2,15,5,0,1,0,0,3,104,16,2,1,0,7,146,21,3
"062271002128","0622710","4","1","11",16.5,"3",185,4,189,303,44,78,79,102,0,0,33,11,0,0,0,0,0,65,13,0,0,0,0,0,62,17,0,0,0,0,0,75,27,0,0,0,0,235,68,0
"062271002801","0622710","4","1","11",6.5,"3",118,10,128,220,20,81,64,55,0,2,16,0,2,0,0,0,0,74,3,4,0,0,0,0,58,2,4,0,0,0,1,50,0,4,0,0,3,198,5,14
"062271002802","0622710","4","1","11",3.5,"3",45,0,45,91,3,24,28,34,0,0,2,1,0,0,0,0,0,22,1,1,0,0,0,1,21,2,4,0,0,0,0,30,4,0,0,0,1,75,8,5
"062271002806","0622710","4","1","11",1,"3",93,7,100,139,19,42,59,19,0,0,13,3,3,0,0,0,0,36,2,4,0,0,0,0,52,2,5,0,0,0,1,15,1,2,0,0,1,116,8,14
"062271002815","0622710","4","1","11",3.5,"3",45,7,52,84,17,32,23,12,0,0,15,0,2,0,0,0,1,27,1,3,0,0,1,0,17,1,4,0,0,0,0,6,2,2,2,0,1,65,4,11
"062271002830","0622710","4","1","11",4,"3",80,8,88,130,6,14,34,76,0,0,6,0,0,0,0,0,0,12,2,0,0,0,0,2,32,0,0,0,0,0,0,71,3,0,2,0,2,121,5,0
"062271002838","0622710","1","1","11",109,"3",1585,151,1736,2766,916,778,640,432,4,3,871,13,15,10,0,3,7,738,16,8,6,0,0,10,600,6,15,9,0,0,8,397,14,7,6,0,28,2606,49,45
"062271002844","0622710","1","1","21",156.51,"3",2480,283,2763,3720,1112,1078,903,627,1,2,1095,1,12,1,0,3,2,1054,4,14,0,1,0,3,884,4,12,0,0,2,1,614,1,9,0,0,8,3647,10,47
"062271002857","0622710","1","1","11",89.57,"3",1956,455,2411,2923,860,695,727,636,5,39,699,51,60,2,4,3,29,550,50,56,4,3,1,28,584,58,48,3,5,1,21,498,52,58,5,1,117,2331,211,222
"062271002890","0622710","1","1","11",69.76,"3",1040,106,1146,1763,519,476,432,336,2,24,455,23,15,0,0,2,21,401,25,25,2,0,1,30,343,25,32,1,0,0,27,254,19,33,3,0,102,1453,92,105
"062271002899","0622710","1","1","13",57.67,"3",783,154,937,1571,502,397,330,342,3,84,292,75,12,36,0,2,85,220,61,10,19,0,4,92,150,51,13,20,0,5,95,150,72,7,13,0,356,812,259,42
"062271002908","0622710","4","1","11",27,"3",300,4,304,543,110,138,156,139,4,1,93,12,0,0,0,2,0,118,13,4,1,0,3,2,123,27,0,1,0,4,2,118,14,1,0,0,5,452,66,5
"062271002916","0622710","1","1","11",98.34,"3",1017,222,1239,2494,570,637,601,686,1,74,330,45,117,3,0,2,94,361,45,131,4,0,6,103,318,47,127,0,0,5,115,385,60,121,0,0,386,1394,197,496
"062271002918","0622710","4","1","11",3.5,"3",32,2,34,87,18,33,22,14,0,0,12,5,1,0,0,0,1,20,9,2,1,0,0,0,18,4,0,0,0,0,0,10,4,0,0,0,1,60,22,3
"062271002923","0622710","1","1","11",117.83,"3",1810,315,2125,3393,1118,878,749,648,5,132,777,61,138,4,1,6,161,534,38,131,5,3,2,132,433,49,133,0,0,1,130,383,35,96,3,0,555,2127,183,498
"062271002941","0622710","1","1","11",61.26,"3",722,23,745,1221,280,329,315,297,1,1,82,196,0,0,0,1,3,81,242,1,1,0,1,4,111,197,2,0,0,1,1,90,204,1,0,0,9,364,839,4
"062271002965","0622710","1","1","11",70.01,"3",684,39,723,1212,256,307,340,309,0,2,122,126,4,0,2,0,2,147,158,0,0,0,1,1,167,166,2,2,1,0,1,133,174,1,0,0,6,569,624,7
"062271002970","0622710","1","1","11",95.35,"3",1336,356,1692,2615,522,425,449,416,6,129,334,12,36,5,0,3,117,260,4,41,0,0,3,138,259,9,38,2,0,1,122,255,8,30,0,0,506,1108,33,145
"062271002971","0622710","4","1","13",4.5,"3",65,6,71,159,21,46,44,48,0,3,13,2,1,2,0,0,5,32,8,1,0,0,1,1,31,4,4,3,0,1,0,33,9,1,4,0,9,109,23,7
"062271002972","0622710","4","1","11",5,"3",75,4,79,124,0,12,29,83,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,27,1,1,0,0,0,0,80,1,2,0,0,0,118,3,3
"062271002976","0622710","4","1","11",3,"3",38,1,39,89,9,23,24,33,0,0,8,0,1,0,0,0,0,21,0,2,0,0,0,0,22,2,0,0,0,1,1,29,2,0,0,0,1,80,4,3
"062271002977","0622710","1","1","11",120,"3",518,95,613,3766,1007,953,909,897,11,145,274,83,478,11,5,9,141,253,78,465,3,4,16,143,251,67,425,6,1,8,148,221,57,458,2,3,577,999,285,1826
"062271002983","0622710","1","1","21",78.5,"4",779,11,790,1765,262,133,176,141,0,1,257,0,4,0,0,0,1,128,2,2,0,0,0,0,174,0,2,0,0,0,0,138,1,2,0,0,2,697,3,10
"062271002984","0622710","4","1","21",4.5,"3",93,3,96,141,21,40,49,31,0,0,7,13,1,0,0,0,0,14,26,0,0,0,0,0,19,30,0,0,0,0,0,15,16,0,0,0,0,55,85,1
"062271002995","0622710","4","1","11",4.5,"3",73,5,78,116,14,34,41,27,1,0,13,0,0,0,0,0,0,31,3,0,0,0,2,0,34,2,3,0,0,0,0,27,0,0,0,0,0,105,5,3
"062271002998","0622710","1","1","11",90.5,"3",1434,227,1661,2333,816,651,447,419,2,125,457,163,66,3,0,2,146,368,90,44,1,0,1,104,241,66,34,1,0,3,115,203,65,33,0,0,490,1269,384,177
"062271003017","0622710","1","1","11",73.25,"4",841,8,849,2032,175,205,198,177,1,0,150,24,0,0,0,0,1,176,28,0,0,0,0,2,171,24,1,0,0,0,2,161,14,0,0,0,5,658,90,1
"062271003020","0622710","1","1","11",110.49,"3",994,46,1040,2971,754,882,660,675,3,32,693,8,14,2,2,1,41,807,15,15,3,0,1,41,593,6,16,3,0,2,39,609,7,14,4,0,153,2702,36,59
"062271003021","0622710","1","1","11",69.34,"3",941,69,1010,1682,563,475,354,290,3,27,513,8,11,0,1,6,28,431,4,4,1,1,3,29,313,6,2,1,0,1,20,260,3,5,1,0,104,1517,21,22
"062271003023","0622710","1","1","11",104.5,"3",1589,40,1629,2524,692,625,634,573,1,0,624,66,0,0,1,1,0,561,63,0,0,0,2,0,590,41,1,0,0,3,0,523,45,2,0,0,0,2298,215,3
"062271003029","0622710","1","1","11",74.25,"4",1215,74,1289,1949,322,232,184,130,1,15,287,9,8,2,0,0,13,209,6,3,1,0,0,13,164,1,4,2,0,0,13,113,0,3,1,0,54,773,16,18
"062271003034","0622710","1","1","11",68.51,"3",975,100,1075,1691,504,407,401,379,7,21,349,117,6,4,0,0,33,279,88,2,5,0,0,24,285,86,4,2,0,1,31,242,97,3,4,1,109,1155,388,15
"062271003037","0622710","1","1","21",109.99,"3",980,37,1017,2468,650,746,451,621,1,2,637,5,3,2,0,3,1,730,7,5,0,0,0,1,446,2,2,0,0,1,0,619,0,1,0,0,4,2432,14,11
"062271003050","0622710","1","1","11",162.51,"3",1283,720,2003,4224,1069,1071,1035,1049,0,290,436,42,269,2,30,3,249,425,37,316,3,38,2,277,377,54,304,0,21,4,284,379,47,327,2,6,1100,1617,180,1216
"062271003052","0622710","1","1","11",87.77,"3",1390,178,1568,2291,798,573,503,417,1,25,477,46,246,3,0,2,16,359,29,162,5,0,3,23,320,15,139,3,0,2,17,248,23,126,1,0,81,1404,113,673
"062271003055","0622710","4","1","11",8.5,"3",180,12,192,218,36,56,49,77,0,2,31,0,2,1,0,0,3,44,5,3,1,0,0,3,42,1,2,1,0,1,2,65,2,7,0,0,10,182,8,14
"062271003064","0622710","1","1","11",122.34,"3",1404,257,1661,3048,1004,794,665,585,5,41,551,275,129,3,0,3,40,387,227,134,2,1,1,41,348,154,118,3,0,2,38,266,158,120,1,0,160,1552,814,501
