"NCESSCH","LEAID","TYPE09","STATUS09","ULOCAL09","FTE09","LEVEL09","FRELCH09","REDLCH09","TOTFRL09","MEMBER09","G0909","G1009","G1109","G1209","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"120192002482","1201920","4","1","22",11,"4",63,7,70,96,31,14,6,2,0,0,7,12,11,-4,-4,0,0,4,5,4,-4,-4,0,0,3,1,2,-4,-4,0,0,0,0,2,-4,-4,0,14,18,19
"120192002641","1201920","1","1","13",152.5,"3",1078,279,1357,2976,950,747,652,627,4,9,316,87,485,-4,-4,3,9,247,78,377,-4,-4,2,17,189,72,351,-4,-4,1,14,199,50,346,-4,-4,49,951,287,1559
"120192002717","1201920","4","1","31",2,"4",19,0,19,25,12,4,1,2,0,0,0,6,6,-4,-4,0,0,0,0,4,-4,-4,0,0,0,0,1,-4,-4,0,0,1,0,1,-4,-4,0,1,6,12
"120192002968","1201920","1","1","21",76.5,"3",388,90,478,1125,302,276,264,283,2,6,18,58,208,-4,-4,0,1,20,56,194,-4,-4,0,4,22,63,169,-4,-4,0,7,17,52,202,-4,-4,18,77,229,773
"120192002970","1201920","1","1","41",114,"3",879,256,1135,2172,679,556,496,441,4,8,205,72,368,-4,-4,1,5,175,71,285,-4,-4,0,9,159,55,255,-4,-4,0,7,135,57,219,-4,-4,29,674,255,1127
"120192002972","1201920","1","1","13",4,"4",13,0,13,23,3,2,3,1,0,0,0,0,3,-4,-4,0,0,1,0,1,-4,-4,0,0,1,0,2,-4,-4,0,0,1,0,0,-4,-4,0,3,0,6
"120192003134","1201920","4","1","13",7,"3",28,0,28,49,12,11,9,4,0,0,0,5,7,-4,-4,0,0,0,2,9,-4,-4,0,0,1,4,4,-4,-4,0,0,0,3,1,-4,-4,0,1,14,21
"120192003136","1201920","4","1","21",2,"3",12,4,16,65,0,1,18,34,0,0,0,0,0,-4,-4,0,0,0,0,1,-4,-4,0,0,2,1,15,-4,-4,0,0,1,3,30,-4,-4,0,3,4,46
"120192003671","1201920","2","1","13",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120192003672","1201920","4","1","31",4,"3",0,0,0,35,9,5,6,3,0,0,0,6,3,-4,-4,0,0,0,1,4,-4,-4,0,0,0,0,6,-4,-4,0,0,0,1,2,-4,-4,0,0,8,15
"120192003809","1201920","3","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120192003939","1201920","4","1","13",4,"4",117,2,119,132,19,11,14,21,0,0,1,9,9,-4,-4,0,0,0,8,3,-4,-4,0,0,2,6,5,-4,-4,0,0,1,14,6,-4,-4,0,4,37,23
"120192003940","1201920","4","1","31",1,"3",4,0,4,10,7,0,1,0,0,0,1,5,1,-4,-4,0,0,0,0,0,-4,-4,0,0,0,1,0,-4,-4,0,0,0,0,0,-4,-4,0,1,6,1
"120192004456","1201920","4","1","22",2,"3",7,0,7,53,NA,1,11,41,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,1,-4,-4,0,0,1,1,9,-4,-4,6,1,1,2,31,-4,-4,-3,NA,NA,37
"120192005749","1201920","4","1","21",10,"3",105,4,109,233,42,79,70,42,0,0,2,15,25,-4,-4,1,0,3,34,40,-4,-4,0,1,3,29,37,-4,-4,0,0,3,15,24,-4,-4,1,11,93,126
"120192006999","1201920","1","1","22",64.5,"4",436,134,570,1238,0,4,6,2,0,0,0,0,0,-4,-4,0,0,2,0,2,-4,-4,0,0,1,1,4,-4,-4,0,0,0,1,1,-4,-4,0,3,2,7
"120192007093","1201920","4","1","13",3,"3",27,0,27,44,15,11,5,1,0,1,0,3,11,-4,-4,0,0,0,3,8,-4,-4,0,0,1,2,2,-4,-4,0,0,0,0,1,-4,-4,1,1,8,22
"120192007687","1201920","1","3","22",4,"3",29,4,33,90,45,29,13,3,0,0,5,17,22,-4,-4,0,0,6,8,15,-4,-4,0,0,2,7,4,-4,-4,0,0,2,1,0,-4,-4,0,15,33,41
"130012000066","1300120","1","1","11",85.2,"3",628,105,733,1481,503,307,342,329,2,4,22,341,120,0,14,1,8,4,187,93,0,14,0,5,13,236,80,0,8,0,4,9,218,87,0,11,21,48,982,380
"130012000072","1300120","1","1","11",58.8,"3",778,35,813,966,176,278,232,280,0,0,1,174,0,0,1,0,0,1,277,0,0,0,0,0,0,231,1,0,0,0,0,0,279,1,0,0,0,2,961,2
"130012000089","1300120","1","1","11",112,"3",1153,56,1209,1384,465,338,254,327,0,0,5,460,0,0,0,1,0,0,335,0,0,2,0,0,3,250,0,0,1,0,0,0,323,2,0,2,0,8,1368,2
"130012000120","1300120","4","1","11",48,"3",498,7,505,520,98,131,132,132,0,0,0,97,0,0,1,0,0,2,128,0,0,1,0,0,0,131,1,0,0,0,0,1,130,0,0,1,0,3,486,1
"130012001865","1300120","1","1","11",110.2,"3",1227,112,1339,1771,694,385,338,354,0,0,17,676,1,0,0,0,1,10,372,1,0,1,0,0,9,326,1,0,2,0,0,6,344,1,0,3,1,42,1718,4
"130012001939","1300120","1","1","11",76.1,"3",797,37,834,897,330,225,146,196,0,1,24,293,10,0,2,0,2,17,199,4,0,3,0,2,5,137,1,0,1,0,1,6,184,2,0,3,6,52,813,17
"130012002212","1300120","1","1","11",79,"3",570,72,642,1129,447,245,221,216,0,7,96,254,75,0,15,1,15,30,145,41,0,13,0,7,25,135,46,1,7,0,8,37,135,32,0,4,37,188,669,194
"130012003469","1300120","1","1","11",17,"3",169,28,197,238,85,58,35,60,0,0,1,79,4,0,1,0,0,0,55,2,0,1,0,0,0,34,1,0,0,0,0,0,55,4,0,1,0,1,223,11
"130012003540","1300120","1","1","11",20.6,"3",227,36,263,325,93,82,83,67,0,0,0,93,0,0,0,0,0,3,79,0,0,0,0,0,1,80,0,0,2,0,0,4,62,0,0,1,0,8,314,0
"130012003542","1300120","1","1","11",28,"3",321,23,344,370,110,104,75,81,0,0,3,107,0,0,0,0,0,1,103,0,0,0,0,0,2,72,1,0,0,0,1,4,76,0,0,0,1,10,358,1
"130012003543","1300120","1","1","11",38,"3",355,35,390,434,111,124,100,99,0,0,4,107,0,0,0,0,1,2,121,0,0,0,0,0,3,96,1,0,0,0,0,4,93,0,0,2,1,13,417,1
"130012003544","1300120","1","1","11",24,"3",241,45,286,339,101,94,70,74,0,0,2,99,0,0,0,0,0,2,90,1,0,1,0,0,2,66,2,0,0,0,0,1,72,0,0,1,0,7,327,3
"130012003548","1300120","5","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"130012003551","1300120","1","1","11",23,"3",285,14,299,321,142,85,49,45,0,2,9,131,0,0,0,0,0,2,83,0,0,0,0,0,1,48,0,0,0,0,0,1,44,0,0,0,2,13,306,0
"130012003552","1300120","1","1","11",23.9,"3",244,8,252,300,134,63,42,61,0,0,1,131,2,0,0,0,0,0,63,0,0,0,0,0,0,42,0,0,0,0,0,0,60,0,0,1,0,1,296,2
"130012003555","1300120","1","1","11",24.1,"3",232,14,246,291,113,72,49,57,0,0,0,113,0,0,0,0,0,0,72,0,0,0,0,0,1,48,0,0,0,0,0,0,57,0,0,0,0,1,290,0
"130012003556","1300120","1","1","11",24.1,"3",274,8,282,317,137,73,62,45,0,0,3,134,0,0,0,0,0,3,68,0,0,2,0,0,3,58,1,0,0,0,0,1,44,0,0,0,0,10,304,1
"130012003567","1300120","1","1","11",26.4,"3",263,18,281,321,142,67,60,52,0,0,4,135,2,0,1,0,0,4,63,0,0,0,0,1,2,56,1,0,0,0,1,2,49,0,0,0,2,12,303,3
"130012003572","1300120","1","1","11",27,"3",276,19,295,332,121,109,51,51,0,0,0,120,0,0,1,0,0,0,108,1,0,0,0,0,1,50,0,0,0,0,0,0,51,0,0,0,0,1,329,1
"130012003573","1300120","5","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"130012003698","1300120","1","1","11",11,"3",16,0,16,19,9,4,3,1,0,0,0,5,4,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,8,9
"150003000007","1500030","1","1","41",106.5,"3",480,245,725,1663,270,320,296,201,0,191,7,0,72,-4,-4,3,213,5,4,95,-4,-4,2,198,7,0,89,-4,-4,1,145,5,0,50,-4,-4,747,24,4,306
"150003000009","1500030","1","1","22",58,"3",371,83,454,902,209,242,230,214,0,172,10,0,27,-4,-4,0,195,8,2,37,-4,-4,0,189,11,3,27,-4,-4,2,180,9,1,22,-4,-4,736,38,6,113
"150003000012","1500030","1","1","22",53,"3",116,71,187,859,257,246,212,142,1,107,28,10,111,-4,-4,1,108,15,8,114,-4,-4,1,97,10,9,95,-4,-4,0,53,11,7,71,-4,-4,365,64,34,391
"150003000029","1500030","1","1","33",83,"3",543,104,647,1310,342,322,327,310,2,244,21,8,67,-4,-4,3,229,22,6,62,-4,-4,2,235,20,3,67,-4,-4,2,221,24,4,59,-4,-4,929,87,21,255
"150003000034","1500030","1","1","33",53,"3",246,90,336,764,136,164,165,167,2,110,11,0,13,-4,-4,1,119,18,1,25,-4,-4,1,121,14,0,29,-4,-4,3,130,10,0,24,-4,-4,480,53,1,91
"150003000038","1500030","1","1","43",43,"4",318,54,372,576,76,78,76,64,0,48,4,0,24,-4,-4,3,61,3,1,10,-4,-4,1,53,4,1,17,-4,-4,0,42,5,0,17,-4,-4,204,16,2,68
"150003000043","1500030","1","1","42",24,"3",89,47,136,272,73,74,61,63,1,54,6,0,12,-4,-4,1,60,0,0,13,-4,-4,1,55,3,1,1,-4,-4,0,51,6,0,6,-4,-4,220,15,1,32
"150003000045","1500030","1","1","33",45,"3",258,53,311,669,198,156,155,159,3,127,14,2,52,-4,-4,1,105,17,2,31,-4,-4,3,104,9,0,39,-4,-4,2,105,7,1,44,-4,-4,441,47,5,166
"150003000046","1500030","1","1","43",20,"4",105,29,134,207,20,17,14,19,1,13,2,1,3,-4,-4,0,13,2,0,2,-4,-4,0,12,2,0,0,-4,-4,1,14,2,0,2,-4,-4,52,8,1,7
"150003000050","1500030","1","1","42",53,"3",487,49,536,717,118,147,127,95,1,83,9,2,23,-4,-4,1,93,12,2,39,-4,-4,1,84,10,2,30,-4,-4,0,65,6,1,23,-4,-4,325,37,7,115
"150003000052","1500030","1","1","33",72,"3",336,100,436,1226,326,338,278,278,2,246,16,6,56,-4,-4,3,263,20,2,50,-4,-4,0,210,27,2,39,-4,-4,3,186,39,2,48,-4,-4,905,102,12,193
"150003000056","1500030","1","1","33",88,"3",288,97,385,1546,465,371,380,324,1,362,20,2,80,-4,-4,1,285,18,0,67,-4,-4,3,291,14,1,71,-4,-4,0,267,13,1,43,-4,-4,1205,65,4,261
"150003000058","1500030","1","1","43",26,"4",180,36,216,350,21,19,21,21,0,18,1,0,2,-4,-4,0,17,0,0,2,-4,-4,0,19,0,0,2,-4,-4,0,19,1,0,1,-4,-4,73,2,0,7
"150003000069","1500030","1","1","41",61,"3",188,66,254,969,306,234,256,171,1,205,30,2,68,-4,-4,3,150,26,1,54,-4,-4,2,156,28,3,67,-4,-4,2,108,13,0,48,-4,-4,619,97,6,237
"150003000070","1500030","1","1","33",42.5,"4",152,46,198,545,48,51,53,39,0,41,1,0,6,-4,-4,0,43,1,0,7,-4,-4,0,49,1,0,3,-4,-4,0,35,3,0,1,-4,-4,168,6,0,17
"150003000073","1500030","1","1","33",105,"3",420,143,563,1815,534,499,413,364,4,416,34,5,75,-4,-4,3,389,34,3,70,-4,-4,3,313,24,4,69,-4,-4,1,302,18,0,43,-4,-4,1420,110,12,257
"150003000075","1500030","1","1","42",27,"3",158,55,213,334,80,95,80,78,1,72,1,1,5,-4,-4,0,88,2,0,5,-4,-4,0,70,1,2,7,-4,-4,0,74,0,0,4,-4,-4,304,4,3,21
"150003000085","1500030","1","1","33",65,"3",303,104,407,1033,322,265,256,185,1,218,15,5,83,-4,-4,6,175,13,3,68,-4,-4,1,173,13,1,68,-4,-4,0,121,13,1,50,-4,-4,687,54,10,269
"150003000086","1500030","1","1","33",70,"3",233,106,339,1198,346,328,283,239,1,248,19,1,77,-4,-4,3,238,23,2,62,-4,-4,1,220,9,0,53,-4,-4,0,176,5,1,57,-4,-4,882,56,4,249
"150003000091","1500030","1","1","33",2,"4",4,1,5,8,1,2,0,1,0,1,0,0,0,-4,-4,0,2,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,1,0,0,0,-4,-4,4,0,0,0
"150003000093","1500030","1","1","33",45.5,"3",216,69,285,729,192,181,189,164,0,160,5,0,27,-4,-4,1,141,8,1,30,-4,-4,1,152,7,0,29,-4,-4,0,136,7,3,18,-4,-4,589,27,4,104
"150003000096","1500030","2","1","11",17,"4",40,8,48,72,17,7,3,10,0,15,0,0,2,-4,-4,1,4,0,0,2,-4,-4,0,1,0,0,2,-4,-4,0,9,0,0,1,-4,-4,29,0,0,7
"150003000098","1500030","4","1","22",42.5,"3",50,3,53,136,35,35,28,23,1,27,2,0,5,-4,-4,0,30,0,0,5,-4,-4,0,21,1,0,6,-4,-4,0,20,0,1,2,-4,-4,98,3,1,18
"150003000100","1500030","1","1","22",92,"3",447,107,554,1421,425,357,348,291,3,335,16,7,64,-4,-4,2,285,14,0,56,-4,-4,1,285,12,6,44,-4,-4,0,215,13,3,60,-4,-4,1120,55,16,224
"150003000102","1500030","1","1","21",136,"3",169,114,283,2460,664,680,593,518,5,490,30,25,114,-4,-4,3,481,32,27,137,-4,-4,4,431,20,23,115,-4,-4,2,389,20,12,95,-4,-4,1791,102,87,461
"150003000103","1500030","1","1","11",114.5,"3",246,121,367,2102,585,595,491,431,5,396,18,39,127,-4,-4,4,410,23,42,116,-4,-4,0,361,12,31,87,-4,-4,4,322,13,25,67,-4,-4,1489,66,137,397
"150003000108","1500030","1","1","21",125,"3",509,275,784,1900,583,497,456,363,4,306,58,56,159,-4,-4,1,294,47,34,121,-4,-4,3,289,34,31,99,-4,-4,2,211,24,28,98,-4,-4,1100,163,149,477
"150003000110","1500030","1","1","21",122,"3",894,171,1065,1909,608,487,426,381,7,504,32,7,58,-4,-4,1,416,19,8,43,-4,-4,1,361,21,8,35,-4,-4,5,320,18,9,29,-4,-4,1601,90,32,165
"150003000114","1500030","1","1","21",114,"3",298,141,439,1869,530,557,412,357,1,426,22,18,63,-4,-4,2,458,27,14,56,-4,-4,0,354,17,11,30,-4,-4,2,300,10,12,33,-4,-4,1538,76,55,182
"150003000117","1500030","1","1","21",76,"3",539,109,648,972,210,173,158,87,2,188,5,3,12,-4,-4,0,154,5,5,9,-4,-4,1,146,1,5,5,-4,-4,1,83,1,1,1,-4,-4,571,12,14,27
"150003000134","1500030","1","1","21",151,"3",754,323,1077,2639,746,672,603,598,6,584,36,24,96,-4,-4,1,521,36,24,90,-4,-4,3,474,26,13,87,-4,-4,2,480,24,13,79,-4,-4,2059,122,74,352
"150003000141","1500030","1","1","32",40,"3",201,87,288,609,110,130,109,81,1,84,3,1,21,-4,-4,1,103,6,1,19,-4,-4,0,89,1,1,18,-4,-4,0,61,3,1,16,-4,-4,337,13,4,74
"150003000150","1500030","1","1","21",68,"3",123,123,246,1188,361,322,251,253,5,159,16,51,130,-4,-4,6,144,16,30,126,-4,-4,2,115,14,23,97,-4,-4,0,117,9,32,95,-4,-4,535,55,136,448
"150003000161","1500030","1","1","21",143.5,"3",899,307,1206,2458,732,700,570,448,5,656,15,5,51,-4,-4,1,622,8,12,57,-4,-4,0,527,11,1,31,-4,-4,0,418,6,3,21,-4,-4,2223,40,21,160
"150003000163","1500030","1","1","11",67,"3",118,82,200,1137,345,283,278,222,0,274,10,1,60,-4,-4,2,234,3,0,44,-4,-4,0,224,5,0,49,-4,-4,0,187,2,0,33,-4,-4,919,20,1,186
"150003000177","1500030","1","1","21",69,"3",326,110,436,1183,332,360,275,212,1,256,14,9,52,-4,-4,2,293,12,12,41,-4,-4,2,227,6,9,31,-4,-4,1,178,6,4,23,-4,-4,954,38,34,147
"150003000186","1500030","1","1","11",86.5,"3",315,121,436,1385,362,376,370,277,3,303,7,5,44,-4,-4,2,321,5,4,44,-4,-4,1,314,8,6,41,-4,-4,0,241,2,1,33,-4,-4,1179,22,16,162
"150003000193","1500030","1","1","11",98,"3",781,188,969,1789,637,471,377,297,2,527,15,4,89,-4,-4,1,400,12,3,55,-4,-4,0,324,7,7,39,-4,-4,1,248,4,3,41,-4,-4,1499,38,17,224
"150003000212","1500030","1","1","11",77,"3",490,89,579,1161,366,310,243,237,0,253,9,9,95,-4,-4,1,225,7,7,70,-4,-4,0,180,6,6,51,-4,-4,1,189,3,2,42,-4,-4,847,25,24,258
"150003000221","1500030","1","1","11",154,"3",1228,314,1542,2637,780,750,598,497,2,698,6,5,69,-4,-4,0,677,7,10,56,-4,-4,1,549,5,4,39,-4,-4,1,457,9,3,27,-4,-4,2381,27,22,191
"150003000228","1500030","1","1","11",57,"3",105,37,142,1017,311,299,228,179,0,196,11,4,100,-4,-4,0,188,11,3,97,-4,-4,0,155,8,3,62,-4,-4,1,117,8,0,53,-4,-4,656,38,10,312
"150003000246","1500030","1","1","11",29,"4",151,66,217,378,27,35,29,28,0,24,0,1,2,-4,-4,0,34,0,0,1,-4,-4,0,27,2,0,0,-4,-4,0,25,2,0,1,-4,-4,110,4,1,4
"150003000251","1500030","1","1","33",79,"3",317,96,413,1254,368,318,313,250,1,217,36,4,110,-4,-4,3,160,30,3,122,-4,-4,3,157,29,6,118,-4,-4,2,130,30,0,88,-4,-4,664,125,13,438
"150003000254","1500030","1","1","41",85.5,"3",478,162,640,1610,406,441,367,394,2,252,28,5,119,-4,-4,6,256,35,5,139,-4,-4,1,210,28,4,124,-4,-4,4,239,23,3,125,-4,-4,957,114,17,507
"150003000260","1500030","1","1","33",61,"3",507,98,605,946,257,263,223,200,1,181,26,0,49,-4,-4,2,187,17,2,55,-4,-4,0,160,13,2,48,-4,-4,1,130,16,2,51,-4,-4,658,72,6,203
"150003000261","1500030","1","1","21",115,"3",405,164,569,2159,698,512,514,425,3,510,33,18,134,-4,-4,0,347,34,23,108,-4,-4,1,364,31,13,105,-4,-4,2,325,18,12,68,-4,-4,1546,116,66,415
"150003000262","1500030","1","1","33",26,"4",81,51,132,373,35,27,26,32,0,16,3,0,16,-4,-4,0,12,2,1,12,-4,-4,2,16,2,0,6,-4,-4,1,17,1,0,13,-4,-4,61,8,1,47
"150003000263","1500030","1","1","33",29.5,"4",72,38,110,215,17,17,10,9,0,13,0,0,4,-4,-4,0,17,0,0,0,-4,-4,0,9,0,0,1,-4,-4,0,8,0,0,1,-4,-4,47,0,0,6
"150003000264","1500030","1","1","42",8,"4",49,5,54,74,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"150003000265","1500030","1","1","42",15,"4",5,0,5,180,26,28,21,21,0,3,1,1,21,-4,-4,0,6,2,0,20,-4,-4,0,5,1,0,15,-4,-4,0,6,2,0,13,-4,-4,20,6,1,69
"150003000269","1500030","1","1","33",3,"4",36,1,37,40,4,5,0,8,0,4,0,0,0,-4,-4,0,5,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,8,0,0,0,-4,-4,17,0,0,0
"150003000270","1500030","1","1","11",14,"4",49,12,61,99,20,26,10,7,0,20,0,0,0,-4,-4,0,23,0,0,3,-4,-4,0,10,0,0,0,-4,-4,0,7,0,0,0,-4,-4,60,0,0,3
"150003000272","1500030","1","1","11",14.5,"4",46,5,51,214,23,21,17,7,0,18,1,0,4,-4,-4,0,17,0,0,4,-4,-4,0,14,1,1,1,-4,-4,0,5,0,0,2,-4,-4,54,2,1,11
"150003000273","1500030","1","1","11",41.1,"4",19,14,33,431,56,55,46,45,0,37,1,1,17,-4,-4,1,43,0,1,10,-4,-4,0,34,1,0,11,-4,-4,0,31,1,1,12,-4,-4,145,3,3,50
"150003000274","1500030","1","1","11",27,"4",23,2,25,552,66,72,52,38,1,36,3,0,26,-4,-4,0,42,3,1,26,-4,-4,0,38,4,0,10,-4,-4,0,25,2,1,10,-4,-4,141,12,2,72
"150003000275","1500030","1","1","41",6,"4",26,6,32,77,14,12,13,6,0,13,0,0,1,-4,-4,0,10,0,0,2,-4,-4,0,8,0,0,5,-4,-4,0,4,0,0,2,-4,-4,35,0,0,10
"150003000276","1500030","1","1","22",12,"4",33,12,45,115,3,8,4,8,0,3,0,0,0,-4,-4,0,8,0,0,0,-4,-4,0,4,0,0,0,-4,-4,0,8,0,0,0,-4,-4,23,0,0,0
"150003000278","1500030","1","1","41",7,"3",44,6,50,85,23,12,7,4,0,21,1,0,1,-4,-4,0,11,0,0,1,-4,-4,0,7,0,0,0,-4,-4,0,4,0,0,0,-4,-4,43,1,0,2
"150003000279","1500030","1","1","41",30,"4",67,30,97,436,62,55,46,33,1,10,4,1,46,-4,-4,2,17,1,1,34,-4,-4,0,11,2,0,33,-4,-4,0,10,1,1,21,-4,-4,48,8,3,134
"150003000280","1500030","1","1","41",4,"4",10,0,10,33,3,0,1,4,0,3,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,1,0,0,0,-4,-4,0,4,0,0,0,-4,-4,8,0,0,0
"150003000282","1500030","1","1","42",27.5,"4",173,24,197,432,37,37,36,32,2,9,1,1,24,-4,-4,4,8,1,3,21,-4,-4,3,9,2,1,21,-4,-4,4,7,1,0,20,-4,-4,33,5,5,86
"150003000287","1500030","1","1","33",12,"4",72,41,113,173,11,6,2,4,1,9,0,0,1,-4,-4,0,5,0,0,1,-4,-4,0,2,0,0,0,-4,-4,0,4,0,0,0,-4,-4,20,0,0,2
"150003000288","1500030","1","1","43",7.8,"4",87,3,90,125,13,18,12,5,0,10,0,0,3,-4,-4,0,13,1,0,4,-4,-4,0,12,0,0,0,-4,-4,0,4,0,0,1,-4,-4,39,1,0,8
"150003000289","1500030","1","1","33",7,"4",38,5,43,64,9,1,0,0,1,6,0,0,2,-4,-4,0,1,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,7,0,0,2
"150003000294","1500030","1","1","33",5.5,"4",32,16,48,92,5,3,2,0,0,4,1,0,0,-4,-4,0,3,0,0,0,-4,-4,0,2,0,0,0,-4,-4,0,0,0,0,0,-4,-4,9,1,0,0
"150003000295","1500030","1","1","41",16.5,"4",19,0,19,486,48,41,19,1,1,22,3,3,19,-4,-4,1,17,2,2,19,-4,-4,0,7,1,0,11,-4,-4,0,1,0,0,0,-4,-4,47,6,5,49
"170993000587","1709930","1","1","11",95,"3",1184,142,1326,1649,422,528,366,333,2,40,295,41,44,-4,-4,0,41,342,85,60,-4,-4,1,41,217,66,41,-4,-4,0,45,201,50,37,-4,-4,167,1055,242,182
"170993000588","1709930","1","1","11",84,"3",1306,69,1375,1608,472,532,288,316,1,0,5,465,1,-4,-4,0,0,5,526,1,-4,-4,1,1,0,286,0,-4,-4,0,0,3,312,1,-4,-4,1,13,1589,3
"170993000626","1709930","1","1","11",118,"3",1610,186,1796,1969,517,549,443,460,2,2,225,273,15,-4,-4,0,2,204,332,11,-4,-4,0,2,170,254,17,-4,-4,0,1,159,291,9,-4,-4,7,758,1150,52
"170993000671","1709930","1","1","11",28,"3",429,58,487,523,159,148,118,98,0,0,67,86,6,-4,-4,0,0,71,74,3,-4,-4,0,0,61,55,2,-4,-4,0,0,49,49,0,-4,-4,0,248,264,11
"170993000681","1709930","1","1","11",87,"3",1048,203,1251,1411,373,402,329,307,1,0,225,130,17,-4,-4,0,3,246,116,37,-4,-4,0,0,181,106,42,-4,-4,0,2,180,88,37,-4,-4,5,832,440,133
"170993000688","1709930","1","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"170993000693","1709930","4","1","11",62,"3",NA,NA,NA,192,105,45,26,16,0,0,7,94,4,-4,-4,0,0,6,39,0,-4,-4,0,0,3,23,0,-4,-4,0,0,3,12,1,-4,-4,0,19,168,5
"170993000701","1709930","2","1","11",19,"3",38,1,39,42,21,6,11,4,0,0,4,17,0,-4,-4,0,0,0,6,0,-4,-4,0,0,1,10,0,-4,-4,0,0,0,4,0,-4,-4,0,5,37,0
"170993000714","1709930","1","1","11",125,"3",694,169,863,2234,503,507,516,479,5,117,97,141,143,-4,-4,1,92,96,174,144,-4,-4,1,72,108,180,155,-4,-4,0,77,105,142,155,-4,-4,358,406,637,597
"170993000717","1709930","1","1","11",54,"3",731,18,749,752,127,224,196,205,0,1,2,124,0,-4,-4,0,0,5,218,1,-4,-4,0,0,2,194,0,-4,-4,0,0,3,202,0,-4,-4,1,12,738,1
"170993000718","1709930","1","1","11",36,"3",566,25,591,608,212,155,125,116,0,0,158,53,1,-4,-4,0,0,104,50,1,-4,-4,0,0,88,34,3,-4,-4,0,0,92,23,1,-4,-4,0,442,160,6
"170993000722","1709930","1","1","11",98,"3",1448,91,1539,1571,509,422,370,270,0,4,489,12,4,-4,-4,0,4,395,20,3,-4,-4,1,3,344,16,6,-4,-4,0,8,251,7,4,-4,-4,19,1479,55,17
"170993000758","1709930","1","1","11",90,"3",1148,156,1304,1578,439,424,404,311,0,1,1,437,0,-4,-4,0,0,1,423,0,-4,-4,0,0,2,401,1,-4,-4,0,0,1,310,0,-4,-4,1,5,1571,1
"170993000788","1709930","1","1","11",111,"3",1641,110,1751,1785,482,490,409,364,0,0,390,90,2,-4,-4,1,0,393,95,1,-4,-4,0,0,327,78,4,-4,-4,0,0,294,67,3,-4,-4,0,1404,330,10
"170993000792","1709930","1","1","11",85,"3",1022,34,1056,1193,261,317,341,274,0,0,1,260,0,-4,-4,0,0,0,314,3,-4,-4,0,1,2,338,0,-4,-4,0,0,0,274,0,-4,-4,1,3,1186,3
"170993000799","1709930","1","1","11",115,"3",1661,163,1824,1931,609,554,407,361,1,4,488,99,17,-4,-4,0,3,438,92,21,-4,-4,0,3,317,60,27,-4,-4,0,4,250,79,28,-4,-4,14,1493,330,93
"170993000809","1709930","1","1","11",95,"3",1477,88,1565,1642,502,452,311,377,0,0,263,235,4,-4,-4,1,0,232,214,5,-4,-4,0,0,148,163,0,-4,-4,0,0,201,175,1,-4,-4,0,844,787,10
"170993000851","1709930","1","1","11",78,"3",1211,78,1289,1334,309,406,257,309,0,0,1,308,0,-4,-4,0,0,2,404,0,-4,-4,1,0,1,255,0,-4,-4,0,0,1,308,0,-4,-4,0,5,1275,0
"170993000852","1709930","1","1","11",61,"3",606,22,628,728,163,253,161,151,0,0,1,162,0,-4,-4,0,0,0,252,1,-4,-4,0,0,0,161,0,-4,-4,0,0,0,151,0,-4,-4,0,1,726,1
