"NCESSCH","LEAID","TYPE09","STATUS09","ULOCAL09","FTE09","LEVEL09","FRELCH09","REDLCH09","TOTFRL09","MEMBER09","G0909","G1009","G1109","G1209","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"120039000594","1200390","1","1","13",107.5,"3",1134,192,1326,2131,578,555,651,347,1,9,380,52,135,-4,-4,0,7,366,44,138,-4,-4,1,12,469,64,104,-4,-4,2,10,212,46,77,-4,-4,38,1427,206,454
"120039000595","1200390","1","1","21",117,"3",1225,124,1349,1844,455,396,493,500,0,1,61,387,4,-4,-4,0,1,50,343,2,-4,-4,0,1,49,441,2,-4,-4,0,0,54,442,4,-4,-4,3,214,1613,12
"120039000596","1200390","1","1","21",115.5,"3",1215,93,1308,1660,489,381,430,360,1,0,99,387,2,-4,-4,1,0,82,298,0,-4,-4,0,0,84,344,2,-4,-4,0,1,57,301,1,-4,-4,1,322,1330,5
"120039000598","1200390","4","1","41",25.5,"4",153,6,159,195,38,20,15,3,0,0,9,29,0,-4,-4,0,0,2,18,0,-4,-4,0,0,1,13,1,-4,-4,0,0,0,3,0,-4,-4,0,12,63,1
"120039000599","1200390","1","1","21",158.5,"3",1677,373,2050,3307,872,809,841,785,1,2,820,21,28,-4,-4,0,2,752,17,37,-4,-4,0,5,784,20,31,-4,-4,1,7,713,26,38,-4,-4,16,3069,84,134
"120039000600","1200390","1","1","11",69,"3",716,34,750,918,242,188,224,264,1,0,19,222,0,-4,-4,0,0,9,179,0,-4,-4,0,0,16,207,0,-4,-4,0,0,19,244,1,-4,-4,0,63,852,1
"120039000601","1200390","1","1","11",89,"3",1074,62,1136,1368,370,291,341,366,1,0,220,148,1,-4,-4,0,1,189,101,0,-4,-4,0,0,186,153,2,-4,-4,0,1,222,142,1,-4,-4,2,817,544,4
"120039000602","1200390","1","1","13",141,"3",1173,309,1482,3255,785,886,809,775,5,13,463,178,125,-4,-4,5,21,517,160,181,-4,-4,2,16,475,170,146,-4,-4,3,16,423,145,185,-4,-4,66,1878,653,637
"120039000603","1200390","1","1","21",105,"3",920,127,1047,1582,427,352,376,427,1,0,25,398,3,-4,-4,1,2,10,338,1,-4,-4,0,1,16,353,6,-4,-4,0,0,22,403,2,-4,-4,3,73,1492,12
"120039000604","1200390","1","1","11",115.5,"3",1322,111,1433,1792,462,423,462,445,0,0,46,415,1,-4,-4,0,1,37,383,2,-4,-4,0,0,27,435,0,-4,-4,0,1,17,425,2,-4,-4,2,127,1658,5
"120039000605","1200390","1","1","21",140,"3",527,92,619,3092,766,768,806,752,5,28,275,160,290,-4,-4,2,37,284,129,308,-4,-4,3,32,311,137,319,-4,-4,1,30,273,123,316,-4,-4,127,1143,549,1233
"120039000606","1200390","1","1","11",142.5,"3",2158,244,2402,2819,713,837,674,595,0,4,661,31,17,-4,-4,0,4,795,25,13,-4,-4,0,6,631,22,15,-4,-4,0,3,552,32,8,-4,-4,17,2639,110,53
"120039000607","1200390","1","1","21",93.5,"3",1145,149,1294,1949,482,445,501,521,0,2,377,71,32,-4,-4,1,0,357,46,40,-4,-4,0,2,385,74,40,-4,-4,0,7,420,63,31,-4,-4,11,1539,254,143
"120039000608","1200390","1","1","21",131,"3",1237,314,1551,2700,716,675,695,614,0,6,578,48,84,-4,-4,0,20,550,38,67,-4,-4,1,13,550,58,73,-4,-4,1,16,488,48,61,-4,-4,55,2166,192,285
"120039000609","1200390","1","1","21",140.5,"3",1618,234,1852,2476,620,560,654,642,0,19,143,439,18,-4,-4,1,19,130,380,30,-4,-4,2,17,143,464,24,-4,-4,4,20,153,438,22,-4,-4,75,569,1721,94
"120039000610","1200390","1","1","21",153,"3",1641,144,1785,2766,790,663,673,640,0,6,88,689,7,-4,-4,3,7,102,538,13,-4,-4,0,6,99,563,5,-4,-4,0,8,91,530,11,-4,-4,27,380,2320,36
"120039000611","1200390","4","1","21",26,"4",141,5,146,174,48,27,11,7,0,0,28,19,1,-4,-4,0,0,13,14,0,-4,-4,0,0,5,5,1,-4,-4,0,0,1,6,0,-4,-4,0,47,44,2
"120039000612","1200390","1","1","21",170.5,"3",2070,180,2250,3439,1189,953,755,542,2,8,740,252,184,-4,-4,1,10,628,169,143,-4,-4,0,6,462,163,123,-4,-4,1,5,306,142,86,-4,-4,29,2136,726,536
"120039000613","1200390","1","1","21",127,"3",1317,236,1553,2343,573,615,646,509,0,3,483,45,42,-4,-4,0,0,534,47,34,-4,-4,0,5,545,43,53,-4,-4,0,7,435,34,33,-4,-4,15,1997,169,162
"120039000614","1200390","1","1","21",155,"3",1508,179,1687,2400,595,528,628,649,1,13,288,250,43,-4,-4,3,9,274,206,35,-4,-4,4,13,332,224,54,-4,-4,1,12,313,284,38,-4,-4,47,1207,964,170
"120039000615","1200390","1","1","21",140,"3",1513,383,1896,2893,790,788,712,603,0,6,724,5,55,-4,-4,1,6,709,16,56,-4,-4,1,5,632,12,62,-4,-4,0,6,544,7,46,-4,-4,23,2609,40,219
"120039000616","1200390","4","1","21",14,"4",71,3,74,90,11,26,13,10,0,0,0,11,0,-4,-4,0,0,4,22,0,-4,-4,0,0,1,12,0,-4,-4,0,0,1,9,0,-4,-4,0,6,54,0
"120039000617","1200390","4","1","21",13.5,"4",97,3,100,111,15,23,29,32,0,0,2,13,0,-4,-4,0,0,3,20,0,-4,-4,0,0,9,20,0,-4,-4,0,0,12,20,0,-4,-4,0,26,73,0
"120039000618","1200390","4","1","21",20,"4",93,5,98,111,8,20,41,29,0,0,5,3,0,-4,-4,0,0,10,8,2,-4,-4,0,0,20,18,3,-4,-4,0,1,15,12,1,-4,-4,1,50,41,6
"120039001443","1200390","1","1","13",9,"3",48,18,66,204,NA,NA,109,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,10,68,10,20,-4,-4,0,9,68,1,17,-4,-4,11,128,3,29
"120039001478","1200390","1","1","21",83,"3",1131,189,1320,1751,437,400,504,410,0,2,101,331,2,-4,-4,1,2,90,299,8,-4,-4,2,2,140,353,7,-4,-4,0,3,107,297,3,-4,-4,9,438,1280,20
"120039001518","1200390","4","1","13",7,"3",56,8,64,71,9,18,21,23,0,0,1,7,1,-4,-4,0,0,4,11,3,-4,-4,0,0,11,9,1,-4,-4,0,0,10,12,1,-4,-4,0,26,39,6
"120039002057","1200390","4","1","21",17,"4",89,5,94,107,13,16,14,7,0,0,3,9,1,-4,-4,0,0,6,10,0,-4,-4,0,0,5,9,0,-4,-4,0,0,3,4,0,-4,-4,0,17,32,1
"120039002127","1200390","1","1","41",NA,"4",10,0,10,13,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039002132","1200390","4","1","21",85.5,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039002135","1200390","2","1","21",58.5,"4",174,14,188,393,32,39,47,75,0,0,24,6,2,-4,-4,0,0,20,9,10,-4,-4,0,1,33,7,5,-4,-4,0,1,43,18,13,-4,-4,2,120,40,30
"120039002137","1200390","1","1","13",101.5,"4",70,1,71,182,5,4,6,130,0,0,0,4,1,-4,-4,0,0,0,3,1,-4,-4,0,0,5,1,0,-4,-4,0,0,46,73,11,-4,-4,0,51,81,13
"120039002138","1200390","3","1","11",61,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039002148","1200390","3","1","21",41.5,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039002428","1200390","2","1","13",26,"4",75,7,82,107,8,8,11,32,0,0,4,2,1,-4,-4,0,0,2,5,1,-4,-4,0,0,6,2,3,-4,-4,0,1,14,13,4,-4,-4,1,26,22,9
"120039002555","1200390","4","1","21",22,"4",54,2,56,118,36,15,15,8,0,0,14,20,2,-4,-4,0,0,7,8,0,-4,-4,0,0,5,10,0,-4,-4,0,0,0,8,0,-4,-4,0,26,46,2
"120039002715","1200390","1","1","21",3,"3",45,11,56,104,NA,NA,60,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4,27,25,4,-4,-4,0,0,21,22,1,-4,-4,-4,40,39,-3
"120039002735","1200390","1","1","21",181,"3",1771,361,2132,3526,909,930,976,711,1,10,831,16,50,-4,-4,0,6,858,25,41,-4,-4,0,10,898,29,39,-4,-4,2,3,660,14,32,-4,-4,29,3247,84,162
"120039002736","1200390","1","1","11",30,"3",133,47,180,508,142,130,135,101,0,9,76,28,27,-4,-4,0,3,69,14,44,-4,-4,0,2,81,18,33,-4,-4,0,1,44,14,41,-4,-4,15,270,74,145
"120039002738","1200390","4","1","21",13.5,"3",63,9,72,113,18,23,43,29,0,0,0,18,0,-4,-4,0,0,0,23,0,-4,-4,0,0,0,43,0,-4,-4,0,0,0,29,0,-4,-4,0,0,113,0
"120039002809","1200390","1","1","41",37,"3",132,62,194,550,139,142,145,124,1,6,84,12,33,-4,-4,0,4,80,20,35,-4,-4,0,3,76,22,36,-4,-4,0,11,59,28,25,-4,-4,24,299,82,129
"120039002810","1200390","1","1","11",33,"3",98,39,137,482,123,137,115,107,0,1,71,20,28,-4,-4,1,1,71,27,35,-4,-4,1,1,48,17,47,-4,-4,0,1,56,19,30,-4,-4,4,246,83,140
"120039002812","1200390","4","1","21",9,"3",45,4,49,75,5,16,28,26,0,0,3,2,0,-4,-4,0,0,10,6,0,-4,-4,0,0,12,13,3,-4,-4,0,0,11,12,3,-4,-4,0,36,33,6
"120039002813","1200390","2","1","21",27.5,"4",100,7,107,125,16,14,21,26,0,0,4,12,0,-4,-4,0,0,2,10,2,-4,-4,0,0,8,11,2,-4,-4,0,0,10,16,0,-4,-4,0,24,49,4
"120039002814","1200390","2","1","13",35,"4",134,12,146,187,22,27,27,29,0,0,15,5,2,-4,-4,0,0,14,8,5,-4,-4,0,0,15,8,4,-4,-4,0,0,14,12,3,-4,-4,0,58,33,14
"120039002988","1200390","1","1","21",111.5,"3",1067,253,1320,2472,556,476,662,778,0,10,475,34,36,-4,-4,0,4,397,26,48,-4,-4,0,5,590,28,39,-4,-4,0,7,703,24,43,-4,-4,26,2165,112,166
"120039002989","1200390","4","1","11",11,"3",72,8,80,102,35,30,14,23,0,0,13,21,1,-4,-4,0,0,20,10,0,-4,-4,0,0,5,9,0,-4,-4,0,0,11,12,0,-4,-4,0,49,52,1
"120039003052","1200390","1","1","21",139,"3",927,395,1322,3000,812,786,696,706,1,42,488,122,152,-4,-4,1,29,429,155,161,-4,-4,4,30,393,125,139,-4,-4,2,26,414,112,145,-4,-4,127,1724,514,597
"120039003164","1200390","1","1","21",29,"4",96,11,107,552,80,76,73,62,0,3,25,41,11,-4,-4,0,1,29,33,13,-4,-4,1,1,24,26,21,-4,-4,0,2,22,26,12,-4,-4,7,100,126,57
"120039003345","1200390","1","1","21",153.5,"3",1101,261,1362,3249,777,841,881,750,2,13,275,338,149,-4,-4,1,12,297,289,242,-4,-4,1,15,329,293,243,-4,-4,0,11,301,217,221,-4,-4,51,1202,1137,855
"120039003561","1200390","1","1","11",4.5,"3",32,16,48,99,NA,NA,50,49,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,32,5,12,-4,-4,0,2,35,8,4,-4,-4,-5,59,5,8
"120039003562","1200390","1","1","11",82,"3",840,48,888,1057,277,225,235,320,0,2,132,138,5,-4,-4,0,2,107,112,4,-4,-4,0,1,111,120,3,-4,-4,0,1,138,176,5,-4,-4,6,488,546,17
"120039003563","1200390","4","1","21",NA,"4",44,0,44,75,30,19,5,3,0,0,13,16,1,-4,-4,0,1,12,3,3,-4,-4,0,1,1,3,0,-4,-4,0,0,1,2,0,-4,-4,2,27,24,4
"120039003564","1200390","4","1","11",NA,"4",34,0,34,69,19,19,5,2,0,0,3,16,0,-4,-4,0,0,3,16,0,-4,-4,0,0,2,3,0,-4,-4,0,0,0,2,0,-4,-4,0,8,37,0
"120039003565","1200390","4","1","41",NA,"4",NA,NA,NA,53,18,12,6,8,0,0,4,10,4,-4,-4,0,0,1,6,5,-4,-4,0,0,0,1,5,-4,-4,1,0,2,2,3,-4,-4,0,7,19,17
"120039003567","1200390","4","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120039003568","1200390","4","1","21",NA,"4",1,1,2,27,11,5,0,0,0,0,2,6,3,-4,-4,0,0,0,2,3,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,2,8,6
"120039003569","1200390","4","1","13",NA,"4",5,0,5,21,8,4,6,1,0,0,3,3,2,-4,-4,0,0,2,2,0,-4,-4,0,0,3,3,0,-4,-4,0,0,0,1,0,-4,-4,0,8,9,2
"120039003571","1200390","4","1","21",NA,"4",12,0,12,16,5,2,2,3,0,0,0,2,3,-4,-4,0,0,0,1,1,-4,-4,0,0,0,2,0,-4,-4,0,0,0,2,1,-4,-4,0,0,7,5
"120039003574","1200390","4","1","13",NA,"3",9,0,9,14,3,6,1,1,0,0,3,0,0,-4,-4,0,0,5,0,1,-4,-4,0,0,1,0,0,-4,-4,0,0,1,0,0,-4,-4,0,10,0,1
"120039003699","1200390","1","1","41",43,"3",311,176,487,949,316,254,163,216,1,2,284,8,20,-4,-4,0,1,234,9,10,-4,-4,0,2,142,1,17,-4,-4,0,2,192,1,21,-4,-4,7,852,19,68
"120039003838","1200390","1","1","21",64,"3",762,350,1112,1408,354,301,387,366,0,1,330,7,16,-4,-4,0,1,284,3,13,-4,-4,0,2,367,7,11,-4,-4,0,0,350,11,5,-4,-4,4,1331,28,45
"120039003973","1200390","1","1","11",25,"3",122,32,154,353,149,75,80,49,0,1,110,14,24,-4,-4,0,0,55,7,12,-4,-4,0,0,43,8,29,-4,-4,0,0,28,4,16,-4,-4,1,236,33,81
"120039003975","1200390","1","1","21",8,"3",115,27,142,198,100,63,35,0,0,2,84,7,7,-4,-4,0,1,52,8,1,-4,-4,0,1,32,0,2,-4,-4,0,0,0,0,0,-4,-4,4,168,15,10
"120039003976","1200390","4","1","21",13.5,"3",104,1,105,404,4,6,92,302,0,0,1,3,0,-4,-4,0,0,4,2,0,-4,-4,0,0,36,48,7,-4,-4,0,1,92,195,13,-4,-4,1,133,248,20
"120039003977","1200390","1","1","11",17,"3",83,29,112,304,93,89,67,55,0,0,71,2,20,-4,-4,0,1,63,1,24,-4,-4,0,0,51,0,16,-4,-4,0,0,40,1,14,-4,-4,1,225,4,74
"120039004077","1200390","1","1","21",195,"3",1548,449,1997,4186,1049,1111,1059,967,1,25,894,32,95,-4,-4,2,23,962,30,94,-4,-4,1,18,927,22,90,-4,-4,0,21,856,15,74,-4,-4,87,3639,99,353
"120039004078","1200390","1","1","21",106.5,"3",824,193,1017,2389,604,637,600,548,1,13,360,130,100,-4,-4,1,21,385,119,111,-4,-4,3,18,352,139,88,-4,-4,0,16,356,88,88,-4,-4,68,1453,476,387
"120039004339","1200390","1","1","21",79.5,"3",763,253,1016,1599,472,426,349,352,0,4,330,116,22,-4,-4,1,8,338,67,12,-4,-4,0,5,285,48,11,-4,-4,0,4,282,46,19,-4,-4,21,1235,277,64
"120039004340","1200390","1","1","21",146.5,"3",1230,350,1580,3074,736,741,867,730,0,21,582,48,84,-4,-4,0,17,599,45,78,-4,-4,0,20,711,47,82,-4,-4,0,26,591,46,62,-4,-4,84,2483,186,306
"120039004726","1200390","1","1","41",86.5,"3",482,190,672,2101,578,579,513,431,0,5,514,5,53,-4,-4,1,6,501,5,66,-4,-4,1,9,445,8,50,-4,-4,0,9,372,7,43,-4,-4,29,1832,25,212
"120039005487","1200390","1","1","11",9,"4",251,33,284,348,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039005493","1200390","1","1","41",2,"3",30,22,52,104,42,23,23,16,0,1,40,0,1,-4,-4,0,0,21,1,1,-4,-4,0,0,20,1,2,-4,-4,0,1,13,1,1,-4,-4,2,94,3,5
"120039005494","1200390","1","1","21",4,"3",89,40,129,171,84,87,0,0,0,0,83,1,0,-4,-4,0,0,84,0,3,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,167,1,3
"120039005495","1200390","4","1","11",7,"3",137,2,139,270,33,86,67,84,0,0,23,10,0,-4,-4,0,0,54,30,2,-4,-4,0,0,43,21,3,-4,-4,0,0,52,32,0,-4,-4,0,172,93,5
"120039005861","1200390","1","1","21",79.5,"3",1245,145,1390,1714,521,498,421,274,0,1,503,12,5,-4,-4,0,1,465,20,12,-4,-4,0,2,395,12,12,-4,-4,0,0,262,7,5,-4,-4,4,1625,51,34
"120039006229","1200390","1","1","21",70,"3",1030,235,1265,1676,621,548,507,0,0,6,588,8,19,-4,-4,0,3,521,6,18,-4,-4,0,5,484,4,14,-4,-4,0,0,0,0,0,-4,-4,14,1593,18,51
"120039006851","1200390","4","1","11",NA,"4",0,0,0,3,1,0,0,0,0,0,1,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,1,0,0
"120039006876","1200390","4","1","21",NA,"3",8,0,8,11,3,3,1,0,0,0,1,2,0,-4,-4,0,0,2,1,0,-4,-4,0,0,1,0,0,-4,-4,0,0,0,0,0,-4,-4,0,4,3,0
"120039006991","1200390","4","1","11",NA,"4",5,0,5,12,6,1,2,1,0,0,2,3,1,-4,-4,0,0,0,1,0,-4,-4,0,0,2,0,0,-4,-4,0,0,1,0,0,-4,-4,0,5,4,1
"120039007016","1200390","1","1","11",22,"4",143,44,187,304,33,30,22,18,0,0,25,6,2,-4,-4,0,1,18,7,4,-4,-4,0,0,9,9,4,-4,-4,0,0,14,2,2,-4,-4,1,66,24,12
"120039007021","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007033","1200390","4","1","21",10,"3",216,4,220,434,117,197,86,34,0,0,8,108,1,-4,-4,0,0,19,178,0,-4,-4,0,1,7,77,1,-4,-4,0,0,3,31,0,-4,-4,1,37,394,2
"120039007056","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007060","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007065","1200390","1","1","21",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007066","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007071","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007072","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007077","1200390","1","1","41",14,"3",86,7,93,428,157,92,96,83,0,0,144,6,7,-4,-4,0,0,87,2,3,-4,-4,0,0,86,4,6,-4,-4,0,0,77,4,2,-4,-4,0,394,16,18
"120039007092","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007096","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007136","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007138","1200390","1","1","21",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007197","1200390","3","1","21",38,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007200","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007204","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007215","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007221","1200390","1","1","21",31.5,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007224","1200390","1","1","11",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007229","1200390","1","1","21",NA,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007230","1200390","1","1","11",NA,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"120039007242","1200390","1","1","11",10.5,"3",135,17,152,216,82,46,49,39,0,0,78,3,1,-4,-4,0,0,43,2,1,-4,-4,0,0,48,1,0,-4,-4,0,0,37,0,2,-4,-4,0,206,6,4
"120039007278","1200390","4","1","21",NA,"4",60,0,60,108,36,41,7,6,0,0,7,28,1,-4,-4,0,0,7,34,0,-4,-4,0,0,5,2,0,-4,-4,0,0,2,3,1,-4,-4,0,21,67,2
"120039007286","1200390","4","1","21",NA,"4",98,1,99,137,26,29,19,16,0,0,2,24,0,-4,-4,0,0,3,26,0,-4,-4,0,0,0,19,0,-4,-4,0,0,0,16,0,-4,-4,0,5,85,0
"120039007309","1200390","4","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"120039007318","1200390","4","1","21",NA,"4",8,0,8,45,26,6,4,0,0,0,25,1,0,-4,-4,0,0,6,0,0,-4,-4,0,0,2,2,0,-4,-4,0,0,0,0,0,-4,-4,0,33,3,0
"120039007323","1200390","4","1","21",NA,"3",146,4,150,158,28,54,41,35,0,0,24,2,2,-4,-4,0,0,49,4,1,-4,-4,0,0,41,0,0,-4,-4,0,0,34,0,1,-4,-4,0,148,6,4
"120039007350","1200390","4","1","21",NA,"3",104,3,107,140,24,33,41,42,0,0,6,18,0,-4,-4,0,0,15,17,1,-4,-4,0,0,16,24,1,-4,-4,0,0,19,22,1,-4,-4,0,56,81,3
"120039007352","1200390","4","1","21",NA,"3",14,0,14,17,6,7,3,0,0,0,2,4,0,-4,-4,0,0,1,2,4,-4,-4,0,1,0,0,2,-4,-4,0,0,0,0,0,-4,-4,1,3,6,6
"120039007358","1200390","1","1","13",3,"3",37,10,47,98,NA,NA,52,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,2,34,4,12,-4,-4,0,0,27,7,12,-4,-4,-6,53,3,16
"120039007378","1200390","1","1","21",2.5,"3",68,10,78,96,50,35,11,0,0,1,34,12,3,-4,-4,0,0,26,8,1,-4,-4,0,0,6,4,1,-4,-4,0,0,0,0,0,-4,-4,1,66,24,5
"120039007420","1200390","1","1","11",10,"3",64,18,82,113,60,46,7,0,0,0,18,41,1,-4,-4,0,0,17,27,2,-4,-4,0,0,1,5,1,-4,-4,0,0,0,0,0,-4,-4,0,36,73,4
"120039007431","1200390","1","1","21",1,"3",12,4,16,20,7,13,0,0,0,0,6,0,1,-4,-4,0,0,10,0,2,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,16,0,3
"120039007437","1200390","4","1","11",NA,"4",18,0,18,23,5,6,1,0,0,0,1,3,1,-4,-4,0,0,2,3,1,-4,-4,0,0,0,1,0,-4,-4,0,0,0,0,0,-4,-4,0,3,7,2
"120039007439","1200390","4","1","21",NA,"3",34,1,35,46,10,12,4,1,0,0,0,10,0,-4,-4,0,0,2,10,0,-4,-4,0,0,0,4,0,-4,-4,0,0,0,1,0,-4,-4,0,2,25,0
"120039007445","1200390","4","1","11",NA,"4",5,1,6,12,1,3,0,0,0,0,1,0,0,-4,-4,0,0,1,2,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,2,2,0
"120039007447","1200390","4","1","13",NA,"4",4,1,5,8,1,1,4,0,0,0,0,1,0,-4,-4,0,0,1,0,0,-4,-4,0,0,1,1,2,-4,-4,0,0,0,0,0,-4,-4,0,2,2,2
"120039007451","1200390","1","1","11",3,"3",29,0,29,44,25,19,0,0,0,0,23,2,0,-4,-4,0,0,18,0,1,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,41,2,1
"120039007453","1200390","1","1","21",6,"3",11,1,12,50,50,0,0,0,0,0,46,0,4,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,46,0,4
"120039007454","1200390","1","1","21",15,"3",166,40,206,242,130,112,0,0,0,3,120,5,2,-4,-4,0,0,107,3,2,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,3,227,8,4
"120039007456","1200390","1","1","21",6,"3",22,18,40,102,47,55,0,0,0,3,37,0,5,-4,-4,0,1,42,0,11,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,4,79,0,16
