NCESSCH,LEAID,year,grade,white,black,hispanic,asian,other,total
010039000073,0100390,1993,9,1,10,0,0,0,11
010039000073,0100390,1993,10,1,10,0,0,0,11
010039000073,0100390,1993,11,1,10,0,0,0,11
010039000073,0100390,1993,12,1,10,0,0,0,11
010039000073,0100390,1994,9,3,8,0,0,0,11
010039000073,0100390,1994,10,3,8,0,0,0,11
010039000073,0100390,1994,11,3,8,0,0,0,11
010039000073,0100390,1994,12,3,8,0,0,0,11
010039000073,0100390,1995,9,1,6,0,0,0,7
010039000073,0100390,1995,10,1,6,0,0,0,7
010039000073,0100390,1995,11,1,6,0,0,0,7
010039000073,0100390,1995,12,1,6,0,0,0,7
010039000073,0100390,1996,9,1,6,0,0,0,7
010039000073,0100390,1996,10,1,6,0,0,0,7
010039000073,0100390,1996,11,1,6,0,0,0,7
010039000073,0100390,1996,12,1,6,0,0,0,7
010039000073,0100390,1997,9,1,7,0,0,0,8
010039000073,0100390,1997,10,1,7,0,0,0,8
010039000073,0100390,1997,11,1,7,0,0,0,8
010039000073,0100390,1997,12,1,7,0,0,0,8
010039000073,0100390,1998,9,1,6,0,0,0,7
010039000073,0100390,1998,10,1,6,0,0,0,7
010039000073,0100390,1998,11,1,6,0,0,0,7
010039000073,0100390,1998,12,1,6,0,0,0,7
010039000080,0100390,1993,9,14,9,0,0,1,24
010039000080,0100390,1993,10,14,9,0,0,1,24
010039000080,0100390,1993,11,14,9,0,0,1,24
010039000080,0100390,1993,12,14,9,0,0,1,24
010039000080,0100390,1994,9,4,3,0,0,0,7
010039000080,0100390,1994,10,4,3,0,0,0,7
010039000080,0100390,1994,11,4,3,0,0,0,7
010039000080,0100390,1994,12,4,3,0,0,0,7
010039000080,0100390,1995,9,7,18,0,0,0,25
010039000080,0100390,1995,10,7,18,0,0,0,25
010039000080,0100390,1995,11,7,18,0,0,0,25
010039000080,0100390,1995,12,7,18,0,0,0,25
010039000080,0100390,1996,9,NA,NA,NA,NA,NA,NA
010039000080,0100390,1996,10,NA,NA,NA,NA,NA,NA
010039000080,0100390,1996,11,NA,NA,NA,NA,NA,NA
010039000080,0100390,1996,12,NA,NA,NA,NA,NA,NA
010039000080,0100390,1997,9,NA,NA,NA,NA,NA,NA
010039000080,0100390,1997,10,NA,NA,NA,NA,NA,NA
010039000080,0100390,1997,11,NA,NA,NA,NA,NA,NA
010039000080,0100390,1997,12,NA,NA,NA,NA,NA,NA
010039000080,0100390,1998,9,NA,NA,NA,NA,NA,NA
010039000080,0100390,1998,10,NA,NA,NA,NA,NA,NA
010039000080,0100390,1998,11,NA,NA,NA,NA,NA,NA
010039000080,0100390,1998,12,NA,NA,NA,NA,NA,NA
010039000110,0100390,1993,9,1,518,0,0,0,519
010039000110,0100390,1993,10,1,518,0,0,0,519
010039000110,0100390,1993,11,1,518,0,0,0,519
010039000110,0100390,1993,12,1,518,0,0,0,519
010039000110,0100390,1994,9,0,501,0,0,0,501
010039000110,0100390,1994,10,0,501,0,0,0,501
010039000110,0100390,1994,11,0,501,0,0,0,501
010039000110,0100390,1994,12,0,501,0,0,0,501
010039000110,0100390,1995,9,0,427,0,0,0,427
010039000110,0100390,1995,10,0,427,0,0,0,427
010039000110,0100390,1995,11,0,427,0,0,0,427
010039000110,0100390,1995,12,0,427,0,0,0,427
010039000110,0100390,1996,9,0,407,0,0,0,407
010039000110,0100390,1996,10,0,407,0,0,0,407
010039000110,0100390,1996,11,0,407,0,0,0,407
010039000110,0100390,1996,12,0,407,0,0,0,407
010039000110,0100390,1997,9,0,396,0,0,0,396
010039000110,0100390,1997,10,0,396,0,0,0,396
010039000110,0100390,1997,11,0,396,0,0,0,396
010039000110,0100390,1997,12,0,396,0,0,0,396
010039000110,0100390,1998,9,0,373,0,0,0,373
010039000110,0100390,1998,10,0,373,0,0,0,373
010039000110,0100390,1998,11,0,373,0,0,0,373
010039000110,0100390,1998,12,0,373,0,0,0,373
010039000122,0100390,1993,9,15,1349,0,0,0,1364
010039000122,0100390,1993,10,15,1349,0,0,0,1364
010039000122,0100390,1993,11,15,1349,0,0,0,1364
010039000122,0100390,1993,12,15,1349,0,0,0,1364
010039000122,0100390,1994,9,10,1465,0,0,0,1475
010039000122,0100390,1994,10,10,1465,0,0,0,1475
010039000122,0100390,1994,11,10,1465,0,0,0,1475
010039000122,0100390,1994,12,10,1465,0,0,0,1475
010039000122,0100390,1995,9,4,1379,0,0,0,1383
010039000122,0100390,1995,10,4,1379,0,0,0,1383
010039000122,0100390,1995,11,4,1379,0,0,0,1383
010039000122,0100390,1995,12,4,1379,0,0,0,1383
010039000122,0100390,1996,9,7,1422,0,0,0,1429
010039000122,0100390,1996,10,7,1422,0,0,0,1429
010039000122,0100390,1996,11,7,1422,0,0,0,1429
010039000122,0100390,1996,12,7,1422,0,0,0,1429
010039000122,0100390,1997,9,8,1448,1,0,2,1459
010039000122,0100390,1997,10,8,1448,1,0,2,1459
010039000122,0100390,1997,11,8,1448,1,0,2,1459
010039000122,0100390,1997,12,8,1448,1,0,2,1459
010039000122,0100390,1998,9,5,1426,0,0,2,1433
010039000122,0100390,1998,10,5,1426,0,0,2,1433
010039000122,0100390,1998,11,5,1426,0,0,2,1433
010039000122,0100390,1998,12,5,1426,0,0,2,1433
010039000138,0100390,1993,9,NA,NA,NA,NA,NA,NA
010039000138,0100390,1993,10,NA,NA,NA,NA,NA,NA
010039000138,0100390,1993,11,NA,NA,NA,NA,NA,NA
010039000138,0100390,1993,12,NA,NA,NA,NA,NA,NA
010039000138,0100390,1994,9,0,49,0,0,0,49
010039000138,0100390,1994,10,0,49,0,0,0,49
010039000138,0100390,1994,11,0,49,0,0,0,49
010039000138,0100390,1994,12,0,49,0,0,0,49
010039000138,0100390,1995,9,1,70,0,0,0,71
010039000138,0100390,1995,10,1,70,0,0,0,71
010039000138,0100390,1995,11,1,70,0,0,0,71
010039000138,0100390,1995,12,1,70,0,0,0,71
010039000138,0100390,1996,9,0,51,0,0,0,51
010039000138,0100390,1996,10,0,51,0,0,0,51
010039000138,0100390,1996,11,0,51,0,0,0,51
010039000138,0100390,1996,12,0,51,0,0,0,51
010039000138,0100390,1997,9,0,47,0,0,0,47
010039000138,0100390,1997,10,0,47,0,0,0,47
010039000138,0100390,1997,11,0,47,0,0,0,47
010039000138,0100390,1997,12,0,47,0,0,0,47
010039000138,0100390,1998,9,0,46,0,0,0,46
010039000138,0100390,1998,10,0,46,0,0,0,46
010039000138,0100390,1998,11,0,46,0,0,0,46
010039000138,0100390,1998,12,0,46,0,0,0,46
010039000141,0100390,1993,9,711,655,5,17,0,1388
010039000141,0100390,1993,10,711,655,5,17,0,1388
010039000141,0100390,1993,11,711,655,5,17,0,1388
010039000141,0100390,1993,12,711,655,5,17,0,1388
010039000141,0100390,1994,9,713,732,1,16,0,1462
010039000141,0100390,1994,10,713,732,1,16,0,1462
010039000141,0100390,1994,11,713,732,1,16,0,1462
010039000141,0100390,1994,12,713,732,1,16,0,1462
010039000141,0100390,1995,9,561,783,2,16,0,1362
010039000141,0100390,1995,10,561,783,2,16,0,1362
010039000141,0100390,1995,11,561,783,2,16,0,1362
010039000141,0100390,1995,12,561,783,2,16,0,1362
010039000141,0100390,1996,9,439,985,4,8,0,1436
010039000141,0100390,1996,10,439,985,4,8,0,1436
010039000141,0100390,1996,11,439,985,4,8,0,1436
010039000141,0100390,1996,12,439,985,4,8,0,1436
010039000141,0100390,1997,9,274,1107,4,4,0,1389
010039000141,0100390,1997,10,274,1107,4,4,0,1389
010039000141,0100390,1997,11,274,1107,4,4,0,1389
010039000141,0100390,1997,12,274,1107,4,4,0,1389
010039000141,0100390,1998,9,158,1230,2,8,0,1398
010039000141,0100390,1998,10,158,1230,2,8,0,1398
010039000141,0100390,1998,11,158,1230,2,8,0,1398
010039000141,0100390,1998,12,158,1230,2,8,0,1398
010039000164,0100390,1993,9,0,873,0,0,0,873
010039000164,0100390,1993,10,0,873,0,0,0,873
010039000164,0100390,1993,11,0,873,0,0,0,873
010039000164,0100390,1993,12,0,873,0,0,0,873
010039000164,0100390,1994,9,0,918,0,0,0,918
010039000164,0100390,1994,10,0,918,0,0,0,918
010039000164,0100390,1994,11,0,918,0,0,0,918
010039000164,0100390,1994,12,0,918,0,0,0,918
010039000164,0100390,1995,9,0,878,0,0,0,878
010039000164,0100390,1995,10,0,878,0,0,0,878
010039000164,0100390,1995,11,0,878,0,0,0,878
010039000164,0100390,1995,12,0,878,0,0,0,878
010039000164,0100390,1996,9,1,882,0,0,0,883
010039000164,0100390,1996,10,1,882,0,0,0,883
010039000164,0100390,1996,11,1,882,0,0,0,883
010039000164,0100390,1996,12,1,882,0,0,0,883
010039000164,0100390,1997,9,1,887,0,0,0,888
010039000164,0100390,1997,10,1,887,0,0,0,888
010039000164,0100390,1997,11,1,887,0,0,0,888
010039000164,0100390,1997,12,1,887,0,0,0,888
010039000164,0100390,1998,9,0,885,0,0,0,885
010039000164,0100390,1998,10,0,885,0,0,0,885
010039000164,0100390,1998,11,0,885,0,0,0,885
010039000164,0100390,1998,12,0,885,0,0,0,885
010039000165,0100390,1993,9,0,1095,0,0,0,1095
010039000165,0100390,1993,10,0,1095,0,0,0,1095
010039000165,0100390,1993,11,0,1095,0,0,0,1095
010039000165,0100390,1993,12,0,1095,0,0,0,1095
010039000165,0100390,1994,9,0,1078,0,0,0,1078
010039000165,0100390,1994,10,0,1078,0,0,0,1078
010039000165,0100390,1994,11,0,1078,0,0,0,1078
010039000165,0100390,1994,12,0,1078,0,0,0,1078
010039000165,0100390,1995,9,0,1010,0,0,0,1010
010039000165,0100390,1995,10,0,1010,0,0,0,1010
010039000165,0100390,1995,11,0,1010,0,0,0,1010
010039000165,0100390,1995,12,0,1010,0,0,0,1010
010039000165,0100390,1996,9,1,1053,1,0,0,1055
010039000165,0100390,1996,10,1,1053,1,0,0,1055
010039000165,0100390,1996,11,1,1053,1,0,0,1055
010039000165,0100390,1996,12,1,1053,1,0,0,1055
010039000165,0100390,1997,9,1,1097,0,0,0,1098
010039000165,0100390,1997,10,1,1097,0,0,0,1098
010039000165,0100390,1997,11,1,1097,0,0,0,1098
010039000165,0100390,1997,12,1,1097,0,0,0,1098
010039000165,0100390,1998,9,1,1139,0,0,0,1140
010039000165,0100390,1998,10,1,1139,0,0,0,1140
010039000165,0100390,1998,11,1,1139,0,0,0,1140
010039000165,0100390,1998,12,1,1139,0,0,0,1140
010039000168,0100390,1993,9,3,954,0,1,0,958
010039000168,0100390,1993,10,3,954,0,1,0,958
010039000168,0100390,1993,11,3,954,0,1,0,958
010039000168,0100390,1993,12,3,954,0,1,0,958
010039000168,0100390,1994,9,4,1078,0,0,0,1082
010039000168,0100390,1994,10,4,1078,0,0,0,1082
010039000168,0100390,1994,11,4,1078,0,0,0,1082
010039000168,0100390,1994,12,4,1078,0,0,0,1082
010039000168,0100390,1995,9,2,1000,0,0,0,1002
010039000168,0100390,1995,10,2,1000,0,0,0,1002
010039000168,0100390,1995,11,2,1000,0,0,0,1002
010039000168,0100390,1995,12,2,1000,0,0,0,1002
010039000168,0100390,1996,9,2,993,0,0,0,995
010039000168,0100390,1996,10,2,993,0,0,0,995
010039000168,0100390,1996,11,2,993,0,0,0,995
010039000168,0100390,1996,12,2,993,0,0,0,995
010039000168,0100390,1997,9,6,879,0,0,0,885
010039000168,0100390,1997,10,6,879,0,0,0,885
010039000168,0100390,1997,11,6,879,0,0,0,885
010039000168,0100390,1997,12,6,879,0,0,0,885
010039000168,0100390,1998,9,8,803,0,0,0,811
010039000168,0100390,1998,10,8,803,0,0,0,811
010039000168,0100390,1998,11,8,803,0,0,0,811
010039000168,0100390,1998,12,8,803,0,0,0,811
010039000176,0100390,1993,9,166,524,4,25,1,720
010039000176,0100390,1993,10,166,524,4,25,1,720
010039000176,0100390,1993,11,166,524,4,25,1,720
010039000176,0100390,1993,12,166,524,4,25,1,720
010039000176,0100390,1994,9,133,502,2,15,1,653
010039000176,0100390,1994,10,133,502,2,15,1,653
010039000176,0100390,1994,11,133,502,2,15,1,653
010039000176,0100390,1994,12,133,502,2,15,1,653
010039000176,0100390,1995,9,113,493,6,15,0,627
010039000176,0100390,1995,10,113,493,6,15,0,627
010039000176,0100390,1995,11,113,493,6,15,0,627
010039000176,0100390,1995,12,113,493,6,15,0,627
010039000176,0100390,1996,9,85,503,4,14,0,606
010039000176,0100390,1996,10,85,503,4,14,0,606
010039000176,0100390,1996,11,85,503,4,14,0,606
010039000176,0100390,1996,12,85,503,4,14,0,606
010039000176,0100390,1997,9,94,521,6,12,1,634
010039000176,0100390,1997,10,94,521,6,12,1,634
010039000176,0100390,1997,11,94,521,6,12,1,634
010039000176,0100390,1997,12,94,521,6,12,1,634
010039000176,0100390,1998,9,59,522,6,19,0,606
010039000176,0100390,1998,10,59,522,6,19,0,606
010039000176,0100390,1998,11,59,522,6,19,0,606
010039000176,0100390,1998,12,59,522,6,19,0,606
010039000192,0100390,1993,9,0,895,0,0,0,895
010039000192,0100390,1993,10,0,895,0,0,0,895
010039000192,0100390,1993,11,0,895,0,0,0,895
010039000192,0100390,1993,12,0,895,0,0,0,895
010039000192,0100390,1994,9,0,973,0,0,0,973
010039000192,0100390,1994,10,0,973,0,0,0,973
010039000192,0100390,1994,11,0,973,0,0,0,973
010039000192,0100390,1994,12,0,973,0,0,0,973
010039000192,0100390,1995,9,0,1011,0,0,0,1011
010039000192,0100390,1995,10,0,1011,0,0,0,1011
010039000192,0100390,1995,11,0,1011,0,0,0,1011
010039000192,0100390,1995,12,0,1011,0,0,0,1011
010039000192,0100390,1996,9,2,1190,0,0,0,1192
010039000192,0100390,1996,10,2,1190,0,0,0,1192
010039000192,0100390,1996,11,2,1190,0,0,0,1192
010039000192,0100390,1996,12,2,1190,0,0,0,1192
010039000192,0100390,1997,9,2,1095,0,0,0,1097
010039000192,0100390,1997,10,2,1095,0,0,0,1097
010039000192,0100390,1997,11,2,1095,0,0,0,1097
010039000192,0100390,1997,12,2,1095,0,0,0,1097
010039000192,0100390,1998,9,2,1116,0,0,0,1118
010039000192,0100390,1998,10,2,1116,0,0,0,1118
010039000192,0100390,1998,11,2,1116,0,0,0,1118
010039000192,0100390,1998,12,2,1116,0,0,0,1118
010039000194,0100390,1993,9,1,1334,0,0,0,1335
010039000194,0100390,1993,10,1,1334,0,0,0,1335
010039000194,0100390,1993,11,1,1334,0,0,0,1335
010039000194,0100390,1993,12,1,1334,0,0,0,1335
010039000194,0100390,1994,9,2,1360,0,0,0,1362
010039000194,0100390,1994,10,2,1360,0,0,0,1362
010039000194,0100390,1994,11,2,1360,0,0,0,1362
010039000194,0100390,1994,12,2,1360,0,0,0,1362
010039000194,0100390,1995,9,3,1279,0,0,0,1282
010039000194,0100390,1995,10,3,1279,0,0,0,1282
010039000194,0100390,1995,11,3,1279,0,0,0,1282
010039000194,0100390,1995,12,3,1279,0,0,0,1282
010039000194,0100390,1996,9,2,1422,0,0,0,1424
010039000194,0100390,1996,10,2,1422,0,0,0,1424
010039000194,0100390,1996,11,2,1422,0,0,0,1424
010039000194,0100390,1996,12,2,1422,0,0,0,1424
010039000194,0100390,1997,9,1,1241,0,0,0,1242
010039000194,0100390,1997,10,1,1241,0,0,0,1242
010039000194,0100390,1997,11,1,1241,0,0,0,1242
010039000194,0100390,1997,12,1,1241,0,0,0,1242
010039000194,0100390,1998,9,0,1166,0,0,0,1166
010039000194,0100390,1998,10,0,1166,0,0,0,1166
010039000194,0100390,1998,11,0,1166,0,0,0,1166
010039000194,0100390,1998,12,0,1166,0,0,0,1166
010039000198,0100390,1993,9,53,1452,0,0,1,1506
010039000198,0100390,1993,10,53,1452,0,0,1,1506
010039000198,0100390,1993,11,53,1452,0,0,1,1506
010039000198,0100390,1993,12,53,1452,0,0,1,1506
010039000198,0100390,1994,9,26,1586,3,0,2,1617
010039000198,0100390,1994,10,26,1586,3,0,2,1617
010039000198,0100390,1994,11,26,1586,3,0,2,1617
010039000198,0100390,1994,12,26,1586,3,0,2,1617
010039000198,0100390,1995,9,24,1582,1,0,0,1607
010039000198,0100390,1995,10,24,1582,1,0,0,1607
010039000198,0100390,1995,11,24,1582,1,0,0,1607
010039000198,0100390,1995,12,24,1582,1,0,0,1607
010039000198,0100390,1996,9,27,1543,1,0,2,1573
010039000198,0100390,1996,10,27,1543,1,0,2,1573
010039000198,0100390,1996,11,27,1543,1,0,2,1573
010039000198,0100390,1996,12,27,1543,1,0,2,1573
010039000198,0100390,1997,9,22,1366,0,2,0,1390
010039000198,0100390,1997,10,22,1366,0,2,0,1390
010039000198,0100390,1997,11,22,1366,0,2,0,1390
010039000198,0100390,1997,12,22,1366,0,2,0,1390
010039000198,0100390,1998,9,12,1304,1,2,0,1319
010039000198,0100390,1998,10,12,1304,1,2,0,1319
010039000198,0100390,1998,11,12,1304,1,2,0,1319
010039000198,0100390,1998,12,12,1304,1,2,0,1319
010039000235,0100390,1993,9,NA,NA,NA,NA,NA,NA
010039000235,0100390,1993,10,NA,NA,NA,NA,NA,NA
010039000235,0100390,1993,11,NA,NA,NA,NA,NA,NA
010039000235,0100390,1993,12,NA,NA,NA,NA,NA,NA
010039000235,0100390,1994,9,NA,NA,NA,NA,NA,NA
010039000235,0100390,1994,10,NA,NA,NA,NA,NA,NA
010039000235,0100390,1994,11,NA,NA,NA,NA,NA,NA
010039000235,0100390,1994,12,NA,NA,NA,NA,NA,NA
010039000235,0100390,1995,9,4,12,1,0,0,17
010039000235,0100390,1995,10,4,12,1,0,0,17
010039000235,0100390,1995,11,4,12,1,0,0,17
010039000235,0100390,1995,12,4,12,1,0,0,17
010039000235,0100390,1996,9,4,8,0,0,0,12
010039000235,0100390,1996,10,4,8,0,0,0,12
010039000235,0100390,1996,11,4,8,0,0,0,12
010039000235,0100390,1996,12,4,8,0,0,0,12
010039000235,0100390,1997,9,13,39,0,0,1,53
010039000235,0100390,1997,10,13,39,0,0,1,53
010039000235,0100390,1997,11,13,39,0,0,1,53
010039000235,0100390,1997,12,13,39,0,0,1,53
010039000235,0100390,1998,9,2,12,0,0,0,14
010039000235,0100390,1998,10,2,12,0,0,0,14
010039000235,0100390,1998,11,2,12,0,0,0,14
010039000235,0100390,1998,12,2,12,0,0,0,14
010039000245,0100390,1993,9,NA,NA,NA,NA,NA,NA
010039000245,0100390,1993,10,NA,NA,NA,NA,NA,NA
010039000245,0100390,1993,11,NA,NA,NA,NA,NA,NA
010039000245,0100390,1993,12,NA,NA,NA,NA,NA,NA
010039000245,0100390,1994,9,NA,NA,NA,NA,NA,NA
010039000245,0100390,1994,10,NA,NA,NA,NA,NA,NA
010039000245,0100390,1994,11,NA,NA,NA,NA,NA,NA
010039000245,0100390,1994,12,NA,NA,NA,NA,NA,NA
010039000245,0100390,1995,9,0,20,0,0,0,20
010039000245,0100390,1995,10,0,20,0,0,0,20
010039000245,0100390,1995,11,0,20,0,0,0,20
010039000245,0100390,1995,12,0,20,0,0,0,20
010039000245,0100390,1996,9,0,20,0,0,0,20
010039000245,0100390,1996,10,0,20,0,0,0,20
010039000245,0100390,1996,11,0,20,0,0,0,20
010039000245,0100390,1996,12,0,20,0,0,0,20
010039000245,0100390,1997,9,7,205,0,0,0,212
010039000245,0100390,1997,10,7,205,0,0,0,212
010039000245,0100390,1997,11,7,205,0,0,0,212
010039000245,0100390,1997,12,7,205,0,0,0,212
010039000245,0100390,1998,9,0,51,0,0,0,51
010039000245,0100390,1998,10,0,51,0,0,0,51
010039000245,0100390,1998,11,0,51,0,0,0,51
010039000245,0100390,1998,12,0,51,0,0,0,51
010039001643,0100390,1993,9,151,62,0,5,2,220
010039001643,0100390,1993,10,151,62,0,5,2,220
010039001643,0100390,1993,11,151,62,0,5,2,220
010039001643,0100390,1993,12,151,62,0,5,2,220
010039001643,0100390,1994,9,167,63,0,7,2,239
010039001643,0100390,1994,10,167,63,0,7,2,239
010039001643,0100390,1994,11,167,63,0,7,2,239
010039001643,0100390,1994,12,167,63,0,7,2,239
010039001643,0100390,1995,9,207,89,0,8,3,307
010039001643,0100390,1995,10,207,89,0,8,3,307
010039001643,0100390,1995,11,207,89,0,8,3,307
010039001643,0100390,1995,12,207,89,0,8,3,307
010039001643,0100390,1996,9,208,98,0,7,2,315
010039001643,0100390,1996,10,208,98,0,7,2,315
010039001643,0100390,1996,11,208,98,0,7,2,315
010039001643,0100390,1996,12,208,98,0,7,2,315
010039001643,0100390,1997,9,258,122,3,2,11,396
010039001643,0100390,1997,10,258,122,3,2,11,396
010039001643,0100390,1997,11,258,122,3,2,11,396
010039001643,0100390,1997,12,258,122,3,2,11,396
010039001643,0100390,1998,9,181,92,4,9,0,286
010039001643,0100390,1998,10,181,92,4,9,0,286
010039001643,0100390,1998,11,181,92,4,9,0,286
010039001643,0100390,1998,12,181,92,4,9,0,286
010039001746,0100390,1993,9,80,19,0,0,0,99
010039001746,0100390,1993,10,80,19,0,0,0,99
010039001746,0100390,1993,11,80,19,0,0,0,99
010039001746,0100390,1993,12,80,19,0,0,0,99
010039001746,0100390,1994,9,0,79,0,0,0,79
010039001746,0100390,1994,10,0,79,0,0,0,79
010039001746,0100390,1994,11,0,79,0,0,0,79
010039001746,0100390,1994,12,0,79,0,0,0,79
010039001746,0100390,1995,9,2,87,0,0,0,89
010039001746,0100390,1995,10,2,87,0,0,0,89
010039001746,0100390,1995,11,2,87,0,0,0,89
010039001746,0100390,1995,12,2,87,0,0,0,89
010039001746,0100390,1996,9,0,81,0,0,0,81
010039001746,0100390,1996,10,0,81,0,0,0,81
010039001746,0100390,1996,11,0,81,0,0,0,81
010039001746,0100390,1996,12,0,81,0,0,0,81
010039001746,0100390,1997,9,0,58,0,0,0,58
010039001746,0100390,1997,10,0,58,0,0,0,58
010039001746,0100390,1997,11,0,58,0,0,0,58
010039001746,0100390,1997,12,0,58,0,0,0,58
010039001746,0100390,1998,9,0,70,0,0,0,70
010039001746,0100390,1998,10,0,70,0,0,0,70
010039001746,0100390,1998,11,0,70,0,0,0,70
010039001746,0100390,1998,12,0,70,0,0,0,70
010039001761,0100390,1993,9,2,39,0,0,0,41
010039001761,0100390,1993,10,2,39,0,0,0,41
010039001761,0100390,1993,11,2,39,0,0,0,41
010039001761,0100390,1993,12,2,39,0,0,0,41
010039001761,0100390,1994,9,6,42,0,0,0,48
010039001761,0100390,1994,10,6,42,0,0,0,48
010039001761,0100390,1994,11,6,42,0,0,0,48
010039001761,0100390,1994,12,6,42,0,0,0,48
010039001761,0100390,1995,9,5,39,0,0,0,44
010039001761,0100390,1995,10,5,39,0,0,0,44
010039001761,0100390,1995,11,5,39,0,0,0,44
010039001761,0100390,1995,12,5,39,0,0,0,44
010039001761,0100390,1996,9,7,64,0,0,0,71
010039001761,0100390,1996,10,7,64,0,0,0,71
010039001761,0100390,1996,11,7,64,0,0,0,71
010039001761,0100390,1996,12,7,64,0,0,0,71
010039001761,0100390,1997,9,26,166,1,0,0,193
010039001761,0100390,1997,10,26,166,1,0,0,193
010039001761,0100390,1997,11,26,166,1,0,0,193
010039001761,0100390,1997,12,26,166,1,0,0,193
010039001761,0100390,1998,9,11,45,0,0,0,56
010039001761,0100390,1998,10,11,45,0,0,0,56
010039001761,0100390,1998,11,11,45,0,0,0,56
010039001761,0100390,1998,12,11,45,0,0,0,56
010039001765,0100390,1993,9,0,10,0,0,0,10
010039001765,0100390,1993,10,0,10,0,0,0,10
010039001765,0100390,1993,11,0,10,0,0,0,10
010039001765,0100390,1993,12,0,10,0,0,0,10
010039001765,0100390,1994,9,0,4,0,0,0,4
010039001765,0100390,1994,10,0,4,0,0,0,4
010039001765,0100390,1994,11,0,4,0,0,0,4
010039001765,0100390,1994,12,0,4,0,0,0,4
010039001765,0100390,1995,9,2,21,0,0,0,23
010039001765,0100390,1995,10,2,21,0,0,0,23
010039001765,0100390,1995,11,2,21,0,0,0,23
010039001765,0100390,1995,12,2,21,0,0,0,23
010039001765,0100390,1996,9,1,13,0,0,0,14
010039001765,0100390,1996,10,1,13,0,0,0,14
010039001765,0100390,1996,11,1,13,0,0,0,14
010039001765,0100390,1996,12,1,13,0,0,0,14
010039001765,0100390,1997,9,2,6,0,0,0,8
010039001765,0100390,1997,10,2,6,0,0,0,8
010039001765,0100390,1997,11,2,6,0,0,0,8
010039001765,0100390,1997,12,2,6,0,0,0,8
010039001765,0100390,1998,9,3,6,0,0,0,9
010039001765,0100390,1998,10,3,6,0,0,0,9
010039001765,0100390,1998,11,3,6,0,0,0,9
010039001765,0100390,1998,12,3,6,0,0,0,9
010237000895,0102370,1993,9,905,133,8,138,0,1184
010237000895,0102370,1993,10,905,133,8,138,0,1184
010237000895,0102370,1993,11,905,133,8,138,0,1184
010237000895,0102370,1993,12,905,133,8,138,0,1184
010237000895,0102370,1994,9,896,142,1,181,0,1220
010237000895,0102370,1994,10,896,142,1,181,0,1220
010237000895,0102370,1994,11,896,142,1,181,0,1220
010237000895,0102370,1994,12,896,142,1,181,0,1220
010237000895,0102370,1995,9,835,130,3,183,0,1151
010237000895,0102370,1995,10,835,130,3,183,0,1151
010237000895,0102370,1995,11,835,130,3,183,0,1151
010237000895,0102370,1995,12,835,130,3,183,0,1151
010237000895,0102370,1996,9,835,135,0,192,0,1162
010237000895,0102370,1996,10,835,135,0,192,0,1162
010237000895,0102370,1996,11,835,135,0,192,0,1162
010237000895,0102370,1996,12,835,135,0,192,0,1162
010237000895,0102370,1997,9,802,117,1,195,3,1118
010237000895,0102370,1997,10,802,117,1,195,3,1118
010237000895,0102370,1997,11,802,117,1,195,3,1118
010237000895,0102370,1997,12,802,117,1,195,3,1118
010237000895,0102370,1998,9,804,121,0,192,3,1120
010237000895,0102370,1998,10,804,121,0,192,3,1120
010237000895,0102370,1998,11,804,121,0,192,3,1120
010237000895,0102370,1998,12,804,121,0,192,3,1120
010237000898,0102370,1993,9,410,427,1,9,0,847
010237000898,0102370,1993,10,410,427,1,9,0,847
010237000898,0102370,1993,11,410,427,1,9,0,847
010237000898,0102370,1993,12,410,427,1,9,0,847
010237000898,0102370,1994,9,355,470,0,4,1,830
010237000898,0102370,1994,10,355,470,0,4,1,830
010237000898,0102370,1994,11,355,470,0,4,1,830
010237000898,0102370,1994,12,355,470,0,4,1,830
010237000898,0102370,1995,9,295,431,0,6,0,732
010237000898,0102370,1995,10,295,431,0,6,0,732
010237000898,0102370,1995,11,295,431,0,6,0,732
010237000898,0102370,1995,12,295,431,0,6,0,732
010237000898,0102370,1996,9,323,487,1,4,0,815
010237000898,0102370,1996,10,323,487,1,4,0,815
010237000898,0102370,1996,11,323,487,1,4,0,815
010237000898,0102370,1996,12,323,487,1,4,0,815
010237000898,0102370,1997,9,316,504,5,4,0,829
010237000898,0102370,1997,10,316,504,5,4,0,829
010237000898,0102370,1997,11,316,504,5,4,0,829
010237000898,0102370,1997,12,316,504,5,4,0,829
010237000898,0102370,1998,9,249,533,3,7,0,792
010237000898,0102370,1998,10,249,533,3,7,0,792
010237000898,0102370,1998,11,249,533,3,7,0,792
010237000898,0102370,1998,12,249,533,3,7,0,792
010237000899,0102370,1993,9,1620,298,17,15,4,1954
010237000899,0102370,1993,10,1620,298,17,15,4,1954
010237000899,0102370,1993,11,1620,298,17,15,4,1954
010237000899,0102370,1993,12,1620,298,17,15,4,1954
010237000899,0102370,1994,9,1634,319,10,10,1,1974
010237000899,0102370,1994,10,1634,319,10,10,1,1974
010237000899,0102370,1994,11,1634,319,10,10,1,1974
010237000899,0102370,1994,12,1634,319,10,10,1,1974
010237000899,0102370,1995,9,1562,281,6,16,3,1868
010237000899,0102370,1995,10,1562,281,6,16,3,1868
010237000899,0102370,1995,11,1562,281,6,16,3,1868
010237000899,0102370,1995,12,1562,281,6,16,3,1868
010237000899,0102370,1996,9,1640,288,6,19,1,1954
