"LEAID","NCESSCH","TYPE05","STATUS05","FTE05","LEVEL05","FRELCH05","REDLCH05","TOTFRL05","MIGRNT05","MEMBER05","G0905","G1005","G1105","G1205","ASIAN05","HISP05","BLACK05","WHITE05","TOTETH05","PUPTCH05","LOCALE","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12"
"0100390","010039001628","4","3",0,"4",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001629","2","1",0,"3",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001746","4","1",0,"3",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001761","4","1",0,"3",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001765","2","1",0,"3",1,0,1,0,4,1,0,3,0,0,0,4,0,4,-1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"0100390","010039001823","1","7",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"1",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0100390","010039001866","4","4",8,"4",18,0,18,0,26,11,1,0,0,0,0,26,0,26,3.3,"1",0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237000898","1","1",43,"3",513,60,573,1,653,227,142,151,133,4,0,622,26,652,15.2,"2",0,1,0,216,10,0,1,0,137,4,0,1,0,147,2,0,1,0,122,10
"0102370","010237000899","1","1",96,"3",372,92,464,2,1725,545,418,406,356,22,16,366,1311,1722,17.9,"4",4,9,8,128,396,1,6,3,94,313,1,3,3,77,321,1,4,2,67,281
"0102370","010237000900","1","1",78,"3",994,131,1125,0,1347,561,346,276,164,2,2,1324,19,1347,17.3,"4",0,2,0,546,13,0,0,2,342,2,0,0,0,272,4,0,0,0,164,0
"0102370","010237000906","1","1",48,"3",416,66,482,2,695,222,199,161,113,3,0,156,420,695,14.5,"8",39,2,0,50,131,30,1,0,50,118,29,0,0,35,97,18,0,0,21,74
"0102370","010237000912","1","1",86,"3",651,102,753,10,1531,492,393,387,259,96,55,862,507,1523,17.7,"2",0,23,18,325,126,0,27,14,212,138,1,31,15,202,133,2,15,8,123,110
"0102370","010237000929","1","1",27,"3",154,19,173,0,227,8,44,90,85,1,3,196,26,226,8.4,"2",0,0,0,7,1,0,0,0,39,5,0,1,1,83,5,0,0,2,67,15
"0102370","010237000934","1","1",97,"3",615,210,825,16,1637,517,440,390,290,4,19,149,1456,1636,16.9,"8",2,1,8,37,468,4,1,3,36,396,2,1,6,44,337,0,1,2,32,255
"0102370","010237000942","1","1",139,"3",1017,128,1145,0,2464,777,597,599,491,58,36,1421,936,2455,17.7,"2",2,15,12,486,258,0,13,9,334,239,0,14,9,344,229,2,16,6,257,210
"0102370","010237000953","1","1",74,"3",376,105,481,0,1345,422,339,290,294,8,3,218,1100,1345,18.2,"4",5,2,1,70,344,3,2,1,48,285,5,2,1,53,229,3,2,0,47,242
"0102370","010237000962","1","1",78,"3",788,95,883,0,1279,324,308,347,300,0,0,1270,8,1279,16.4,"2",0,0,0,320,4,0,0,0,307,1,1,0,0,344,2,0,0,0,299,1
"0102370","010237000964","1","1",53,"3",692,35,727,0,792,258,191,155,188,0,3,771,17,792,14.9,"4",0,0,0,253,5,0,0,0,188,3,0,0,2,150,3,1,0,1,180,6
"0102370","010237000969","1","1",56,"3",855,52,907,0,1027,410,262,231,124,0,0,1021,5,1026,18.3,"2",0,0,0,408,1,0,0,0,259,3,0,0,0,230,1,0,0,0,124,0
"0102370","010237000989","1","1",85,"3",736,170,906,141,1489,546,341,336,266,130,10,198,1149,1489,17.5,"8",2,47,2,67,428,0,42,1,32,266,0,26,2,57,251,0,15,5,42,204
"0102370","010237000999","4","1",0,"4",-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001000","4","1",0,"4",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001038","4","1",0,"4",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001040","4","1",0,"3",-2,-2,-2,0,3,3,0,0,0,0,0,2,1,3,-1,"2",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001083","3","1",13,"3",-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,"4",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001086","3","1",12,"3",-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,"8",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001586","4","1",0,"4",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001596","3","1",0,"4",-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001597","2","1",0,"1",-2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001598","4","1",0,"1",-2,-2,-2,-1,0,-2,-2,-2,-2,0,0,0,0,0,0,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001600","2","1",0,"4",-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001605","2","1",0,"4",-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001618","2","1",49,"4",158,30,188,0,236,21,31,23,56,11,1,133,89,236,4.8,"2",0,0,0,10,11,0,0,0,15,16,0,0,0,16,7,1,2,0,32,21
"0102370","010237001624","4","1",0,"1",-2,-2,-2,-1,0,-2,-2,-2,-2,0,0,0,0,0,0,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001625","2","1",0,"4",-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001626","3","1",0,"3",-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0102370","010237001686","4","1",16,"4",47,2,49,0,55,14,9,5,4,0,0,43,12,55,3.4,"2",0,0,0,12,2,0,0,0,7,2,0,0,0,4,1,0,0,0,4,0
"0102370","010237001688","1","1",99,"3",766,218,984,33,1733,567,409,404,353,37,15,273,1403,1732,17.5,"4",1,9,5,87,464,0,8,5,67,329,3,6,5,70,320,0,14,0,49,290
"0102370","010237001689","2","1",28,"4",24,5,29,0,45,0,0,0,0,1,2,17,24,45,1.6,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001799","1","1",25,"1",261,28,289,0,333,-2,-2,-2,-2,1,0,329,3,333,13.3,"2",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455001711","1","1",96.7,"3",523,120,643,9,2659,718,681,634,626,226,746,257,1409,2659,27.5,"1",4,65,205,81,363,10,58,196,62,355,2,51,176,63,342,5,52,169,51,349
"0614550","061455001720","4","1",24.2,"3",420,0,420,0,423,114,164,104,41,78,210,59,69,423,17.5,"1",7,15,58,19,15,0,32,75,21,36,0,19,57,13,15,0,12,20,6,3
"0614550","061455001723","1","1",92.6,"3",1278,143,1421,382,2345,661,666,538,480,469,977,571,314,2345,25.3,"1",5,110,311,179,56,1,120,290,172,83,3,121,198,131,85,5,118,178,89,90
"0614550","061455001730","1","1",124.4,"3",1868,246,2114,272,3020,1026,854,654,486,389,1766,320,504,3020,24.3,"1",16,118,612,123,157,13,100,509,92,140,6,99,371,58,120,6,72,274,47,87
"0614550","061455001737","1","1",94.9,"3",1079,253,1332,85,2366,691,662,526,487,375,917,278,775,2366,24.9,"1",7,105,287,80,212,4,82,286,83,207,7,107,179,61,172,3,81,165,54,184
"0614550","061455001754","1","1",111,"3",1889,241,2130,423,2629,866,760,563,440,721,1436,230,220,2629,23.7,"1",12,185,509,78,82,3,201,419,77,60,5,185,297,41,35,2,150,211,34,43
"0614550","061455001762","1","1",116.8,"3",1894,128,2022,571,2832,1112,718,537,465,447,2057,141,173,2832,24.2,"1",4,146,842,69,51,2,114,536,25,41,7,96,358,34,42,1,91,321,13,39
"0614550","061455001986","4","1",24.6,"3",399,0,399,68,402,23,16,161,202,75,238,62,27,402,16.3,"1",0,5,10,8,0,0,0,14,1,1,0,31,103,18,9,0,39,111,35,17
"0614550","061455002989","4","1",3.2,"3",14,0,14,2,20,-2,5,9,6,3,9,7,0,20,6.3,"1",-6,-6,-6,-6,-6,1,1,2,1,0,0,1,6,2,0,0,1,1,4,0
"0614550","061455003024","2","1",2,"3",13,0,13,0,22,1,10,3,8,2,10,2,8,22,11,"1",0,0,0,0,1,0,1,5,0,4,0,0,1,1,1,0,1,4,1,2
"0614550","061455005749","4","1",39.5,"4",1066,0,1066,37,1069,161,292,335,224,61,616,71,309,1069,27.1,"1",3,9,105,8,36,1,15,177,16,83,0,24,176,25,110,7,13,129,10,65
"0614550","061455007497","1","1",15,"3",0,0,0,0,342,82,81,73,106,33,226,63,19,342,22.8,"1",0,12,52,14,4,0,8,53,13,7,0,6,52,12,3,1,7,69,24,5
"0614550","061455007962","1","1",11,"3",174,3,177,35,260,66,67,49,40,13,133,92,20,260,23.6,"1",0,6,43,14,3,0,4,33,26,4,1,2,25,17,4,1,1,15,21,2
"0614550","061455007963","1","1",117.1,"3",1872,276,2148,433,2984,1084,817,620,463,915,1461,420,168,2984,25.5,"1",9,270,575,172,58,5,264,396,108,44,3,206,301,74,36,3,175,189,66,30
"0614550","061455007964","2","1",8,"3",49,0,49,4,52,8,12,10,10,10,20,7,14,52,6.5,"1",0,4,2,1,1,1,2,7,0,2,0,1,4,1,4,0,2,1,4,3
"0614550","061455007965","1","1",4,"3",99,10,109,2,112,11,36,37,28,6,68,9,29,112,28,"1",0,0,7,1,3,0,4,21,2,9,0,2,24,2,9,0,0,16,4,8
"0614550","061455008697","1","1",21,"3",278,22,300,2,390,129,114,83,29,36,210,89,41,383,18.6,"1",4,6,73,25,16,1,11,63,25,14,1,17,36,24,4,0,2,16,8,3
"0614550","061455008841","1","1",40.5,"3",998,0,998,142,1001,302,273,207,219,548,348,35,68,1001,24.7,"1",0,144,116,14,28,2,149,92,10,20,0,112,74,7,14,0,143,66,4,6
"0614550","061455010485","1","2",-2,"N",-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"N",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455010487","1","2",-2,"N",-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"N",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0614550","061455010775","1","1",5,"4",0,0,0,0,111,17,20,13,12,0,58,3,48,111,22.2,"1",1,0,8,0,8,0,0,11,0,9,1,0,8,0,4,0,0,8,0,4
"0614550","061455010776","1","1",24.6,"4",612,0,612,91,615,154,34,0,1,488,127,0,0,615,25,"1",0,105,49,0,0,0,24,10,0,0,0,0,0,0,0,0,1,0,0,0
"0614550","061455011588","1","7",-2,"N",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"1",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0622500","062250002728","1","1",160.6,"3",2433,549,2982,137,4279,1184,1186,997,912,596,2353,1175,148,4279,26.6,"1",1,136,697,316,34,3,151,646,345,41,3,158,538,262,36,0,151,472,252,37
"0622500","062250002733","1","1",155.6,"3",1448,580,2028,15,4337,1271,1128,1025,913,614,1649,592,1462,4332,27.9,"3",6,169,542,152,399,4,153,430,153,387,5,156,362,150,351,0,136,315,137,325
"0622500","062250002745","1","1",156,"3",1759,382,2141,23,4026,1223,1063,873,867,589,1857,497,1069,4026,25.8,"1",4,139,646,156,278,3,143,508,139,270,4,150,377,95,247,3,157,326,107,274
"0622500","062250002751","1","1",179.6,"3",2500,390,2890,121,4835,1307,1271,1168,1089,1711,1147,1399,570,4831,26.9,"1",1,428,344,387,147,3,432,332,351,151,0,424,262,340,140,0,427,209,321,132
"0622500","062250002753","4","1",13,"3",116,15,131,3,167,18,19,54,76,11,87,59,10,167,12.8,"1",0,0,10,8,0,0,1,7,9,2,0,7,22,21,4,0,3,48,21,4
"0622500","062250002769","1","1",180.6,"3",1815,362,2177,46,4630,1242,1261,1054,1073,673,1686,714,1535,4626,25.6,"1",7,164,493,196,380,8,180,455,187,429,2,173,359,167,353,1,156,379,164,373
"0622500","062250005870","1","1",134.6,"3",2436,448,2884,118,3743,919,1206,892,726,519,2312,806,100,3743,27.8,"1",3,113,601,180,22,2,161,749,266,28,1,125,548,189,29,0,120,414,171,21
"0622500","062250007299","1","1",40.6,"4",181,86,267,0,714,61,70,50,57,12,458,0,243,714,17.6,"3",1,1,31,0,28,0,2,37,0,31,0,2,25,0,23,0,1,34,0,22
"0622500","062250008506","1","2",-2,"N",-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"N",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0622500","062250008720","4","1",20.7,"3",320,51,371,10,497,133,132,126,106,38,240,162,55,497,24,"1",0,4,57,49,23,1,9,57,54,11,0,14,67,34,11,1,11,59,25,10
"0622500","062250009901","1","1",13.7,"3",142,95,237,4,624,164,160,154,146,242,193,87,94,620,45.5,"2",1,62,47,27,24,2,59,52,20,26,1,59,47,27,20,0,62,47,13,24
"0622500","062250010239","4","1",20,"3",0,0,0,1,879,-2,58,251,570,94,463,171,144,879,44,"1",-6,-6,-6,-6,-6,1,4,25,14,14,3,28,130,56,34,3,62,308,101,96
"0622500","062250011291","4","1",3,"3",13,2,15,0,22,6,3,2,2,1,6,12,3,22,7.3,"1",0,0,2,3,1,0,0,1,1,1,0,0,0,2,0,0,1,0,1,0
"0622710","062271002112","2","1",21,"4",180,25,205,0,218,0,0,0,0,20,148,45,3,218,10.4,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002128","4","1",20.8,"3",184,14,198,0,331,67,116,87,61,3,156,172,0,331,15.9,"1",0,1,35,31,0,0,1,57,58,0,0,0,39,48,0,0,1,25,35,0
"0622710","062271002133","1","1",11,"1",144,3,147,4,185,-2,-2,-2,-2,0,179,5,1,185,16.8,"1",-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"0622710","062271002801","4","1",3,"3",63,7,70,1,83,12,26,23,22,2,64,5,12,83,27.7,"1",0,0,10,1,1,0,0,20,1,5,0,1,15,3,4,0,1,19,0,2
"0622710","062271002806","4","1",5.6,"3",49,8,57,0,78,23,20,10,8,2,50,1,25,78,13.9,"1",0,0,14,1,8,0,0,13,0,7,0,0,5,0,5,0,0,7,0,1
"0622710","062271002815","4","1",3,"3",31,9,40,0,52,19,18,14,1,1,32,2,17,52,17.3,"1",0,0,14,1,4,0,0,8,1,9,0,1,10,0,3,0,0,0,0,1
"0622710","062271002830","4","1",3,"3",56,3,59,0,95,33,30,26,6,4,78,8,3,95,31.7,"1",0,1,28,3,1,2,0,25,3,0,0,3,19,2,2,0,0,6,0,0
"0622710","062271002838","1","1",134.7,"3",2042,328,2370,5,3508,1430,819,677,397,160,3059,220,64,3508,26,"1",2,56,1272,79,21,0,46,710,51,12,0,37,575,49,16,1,14,361,15,6
"0622710","062271002844","1","1",191,"3",3713,581,4294,101,4737,1717,1250,977,584,4,4668,14,41,4737,24.8,"3",1,0,1693,8,15,2,1,1233,0,14,3,3,962,1,8,3,0,575,3,3
"0622710","062271002857","1","1",145.3,"3",1816,413,2229,2,3741,1280,1006,746,497,227,2532,344,619,3741,25.7,"1",5,64,919,118,174,7,64,693,84,158,3,48,482,66,147,1,43,287,51,115
"0622710","062271002890","1","1",89.3,"3",1148,209,1357,3,1975,732,485,372,289,108,1538,115,207,1975,22.1,"1",2,21,599,50,60,1,31,379,21,53,2,26,273,22,49,2,23,209,16,39
"0622710","062271002899","1","1",137.8,"3",1459,448,1907,0,3636,1221,992,754,581,1108,1610,780,123,3636,26.4,"2",4,335,604,233,45,7,294,424,235,32,3,255,321,152,23,1,214,213,134,19
"0622710","062271002908","4","1",30.6,"3",617,39,656,1,659,121,183,182,139,20,538,68,24,659,21.5,"1",2,6,90,18,5,4,8,147,16,8,3,4,155,14,6,0,2,115,17,5
"0622710","062271002916","1","1",117.8,"3",1240,318,1558,3,3183,834,821,730,644,583,1511,290,775,3183,27,"1",2,134,428,81,189,6,148,434,68,165,9,167,300,56,198,6,125,269,64,180
"0622710","062271002918","4","1",3,"3",25,3,28,0,73,12,24,22,15,0,50,17,6,73,24.3,"1",0,0,10,2,0,0,0,15,7,2,0,0,17,2,3,0,0,8,6,1
"0622710","062271002923","1","1",143.9,"3",2327,437,2764,3,4019,1307,1048,861,679,668,2323,309,712,4019,27.9,"1",1,167,852,98,189,2,188,589,78,191,2,163,444,65,187,2,145,344,56,132
"0622710","062271002941","1","1",115.5,"3",1965,77,2042,2,2501,790,651,462,392,9,829,1653,3,2501,21.7,"1",1,2,342,445,0,5,1,225,419,1,0,2,129,329,2,1,4,97,290,0
"0622710","062271002953","4","1",3,"3",15,2,17,0,36,10,14,8,4,0,11,23,2,36,12,"1",0,0,4,6,0,0,0,4,9,1,0,0,3,5,0,0,0,0,3,1
"0622710","062271002965","1","1",98.3,"3",1389,129,1518,2,2084,734,396,436,317,10,877,1187,7,2084,21.2,"1",1,4,352,375,2,1,1,173,221,0,0,3,167,264,2,0,2,118,194,3
"0622710","062271002970","1","1",117.4,"3",1585,491,2076,7,3021,797,528,496,362,663,2007,39,295,3021,25.7,"1",6,115,614,7,55,1,118,354,7,48,2,105,329,4,56,0,116,206,8,32
"0622710","062271002971","4","1",3.4,"3",45,11,56,0,84,12,35,22,15,19,40,20,5,84,24.7,"2",0,3,6,3,0,0,7,15,10,3,0,8,10,3,1,0,1,9,4,1
"0622710","062271002972","4","1",4,"3",78,10,88,0,95,9,26,38,22,0,76,6,13,95,23.8,"1",0,0,6,0,3,0,0,23,1,2,0,0,32,1,5,0,0,15,4,3
"0622710","062271002976","4","1",3,"3",52,6,58,0,74,6,20,18,30,1,66,2,5,74,24.7,"1",0,0,6,0,0,0,1,17,0,2,0,0,16,0,2,0,0,27,2,1
"0622710","062271002977","1","1",131.2,"3",855,187,1042,2,4017,1168,1110,908,713,586,1034,329,2049,4017,30.6,"1",8,146,327,120,567,6,145,300,76,583,4,154,217,68,465,1,138,136,44,394
"0622710","062271002983","1","1",117.7,"4",2050,311,2361,25,2599,237,172,164,97,13,2549,12,17,2599,22.1,"3",1,2,234,0,0,1,1,168,1,1,2,1,157,1,3,0,1,95,0,1
"0622710","062271002984","4","1",3.8,"3",80,5,85,0,115,15,27,39,18,1,22,91,1,115,30.3,"3",0,0,2,13,0,0,0,8,19,0,0,0,5,34,0,0,1,6,10,1
"0622710","062271002995","4","1",4.2,"3",68,2,70,0,73,10,16,24,15,0,61,5,5,73,17.4,"1",0,0,10,0,0,0,0,13,1,2,1,0,19,3,1,0,0,13,1,1
"0622710","062271002998","1","1",129.4,"3",2109,273,2382,5,3174,987,903,615,528,535,1778,577,270,3174,24.5,"1",7,173,584,154,69,5,149,516,161,72,1,115,332,114,53,1,93,266,103,65
"0622710","062271003017","1","1",162.7,"4",2867,260,3127,3,3533,191,142,155,135,10,2736,780,4,3533,21.7,"1",0,1,160,30,0,0,0,123,19,0,0,2,125,27,1,1,1,109,23,1
"0622710","062271003020","1","1",187.2,"3",3053,548,3601,4,4773,1490,1341,1000,830,249,4258,93,163,4773,25.5,"1",1,63,1348,21,57,5,67,1207,22,40,3,56,881,25,35,1,59,724,19,27
"0622710","062271003021","1","1",155.4,"3",2147,347,2494,15,3275,1287,764,623,441,231,2898,66,65,3275,21.1,"1",7,60,1167,26,27,2,69,671,8,14,5,46,541,15,16,1,48,376,10,6
"0622710","062271003023","1","1",217.4,"3",3831,150,3981,25,4615,2065,1011,771,443,2,4123,485,2,4615,21.2,"1",1,0,1888,175,1,1,0,916,94,0,0,0,702,69,0,1,0,404,38,0
"0622710","062271003034","1","1",137.4,"3",2138,315,2453,1,3524,1117,879,886,496,227,1776,1445,60,3524,25.6,"1",4,61,577,453,22,3,45,471,349,11,5,77,421,372,11,4,39,250,193,10
"0622710","062271003037","1","1",211,"3",3737,399,4136,83,4830,1595,1304,1056,590,11,4790,10,13,4830,22.9,"3",2,2,1583,2,6,1,4,1295,1,3,2,2,1047,3,2,1,3,583,1,2
"0622710","062271003050","1","1",150.3,"3",663,341,1004,0,3903,1347,992,820,744,1025,1084,227,1497,3866,26,"1",16,319,438,83,490,9,201,296,53,424,5,251,197,57,292,3,254,153,34,291
"0622710","062271003052","1","1",122.4,"3",1917,387,2304,4,2903,1041,745,543,411,164,1734,148,851,2903,23.7,"1",2,45,692,46,256,3,42,449,31,220,0,35,302,28,178,0,39,192,19,161
"0622710","062271003055","4","1",7.2,"3",113,18,131,0,206,51,59,43,33,6,154,10,36,206,28.6,"1",0,1,39,4,7,0,0,46,4,9,0,4,29,2,8,0,0,31,0,2
"0622710","062271003064","1","1",136.7,"3",1566,367,1933,1,3401,987,925,720,631,174,1442,1133,639,3401,24.9,"1",3,46,467,317,154,4,62,375,301,183,2,29,300,243,146,3,32,236,208,152
"0622710","062271003070","4","1",16,"4",143,10,153,1,207,87,51,41,18,2,178,27,0,207,12.9,"1",0,1,77,9,0,0,0,41,10,0,0,1,33,7,0,0,0,17,1,0
"0622710","062271003082","4","1",4,"3",52,12,64,0,80,7,22,41,10,2,75,2,1,80,20,"1",0,0,6,1,0,0,0,22,0,0,0,0,39,1,1,0,2,8,0,0
"0622710","062271003088","1","1",137.8,"3",2423,276,2699,4,3284,1342,741,557,446,198,2376,277,430,3284,23.8,"1",1,64,1034,97,146,2,55,531,68,85,0,43,373,56,85,0,30,277,39,100
"0622710","062271003093","4","1",3.2,"3",48,3,51,0,61,5,19,25,12,0,50,11,0,61,19.1,"1",0,0,4,1,0,0,0,16,3,0,0,0,19,6,0,0,0,11,1,0
"0622710","062271003098","1","1",185.8,"3",3821,431,4252,78,4598,1507,1335,869,661,18,4526,42,10,4598,24.7,"3",0,4,1481,18,4,1,8,1313,10,3,0,3,862,3,1,0,3,654,3,1
