"LEAID","NCESSCH","TR10","AM10","AS10","BL10","HI10","oth10","HP10","WH10","TR11","AM11","AS11","BL11","HI11","oth11","HP11","WH11","TR12","AM12","AS12","BL12","HI12","oth12","HP12","WH12","TR09","AM09","AS09","BL09","HI09","oth09","HP09","WH09","total_g10","total_g11","total_g12","total_g9","total_enroll","FRELCH","REDLCH","TOTFRL","lunch_total"
"0804800","080480000719",11,1,9,2,17,301,0,261,1,0,7,1,14,266,0,243,9,1,5,0,12,249,0,222,5,0,2,0,19,259,0,233,602,532,498,518,2150,44,34,78,78
"0804800","080480000733",17,5,10,2,48,380,1,297,13,0,14,1,38,328,2,260,9,1,5,2,30,278,0,231,9,2,15,4,49,340,0,261,760,656,556,680,2652,207,59,266,266
"0804800","080480000736",16,2,9,5,45,287,2,208,10,0,13,8,64,291,0,196,3,4,7,8,35,243,1,185,12,0,12,3,46,285,1,211,574,582,486,570,2212,176,93,269,269
"0804800","080480000739",0,4,0,5,64,94,0,21,1,0,1,6,72,95,0,15,1,1,0,2,59,78,1,14,4,2,0,11,105,144,0,22,188,190,156,288,822,521,79,600,600
"0804800","080480000747",19,10,27,9,186,586,2,333,12,8,35,9,163,479,2,250,18,5,34,13,150,499,1,278,21,4,23,16,191,527,1,271,1172,958,998,1054,4182,580,148,728,728
"0804800","080480000756",0,0,1,0,1,6,0,4,0,0,0,0,3,5,0,2,0,0,1,0,5,16,0,10,1,0,0,0,2,6,0,3,12,10,32,12,66,22,5,27,27
"0804800","080480000765",1,0,0,1,9,63,0,52,1,2,0,0,6,51,0,42,2,0,0,1,4,52,0,45,3,0,0,0,9,59,1,46,126,102,104,118,450,55,22,77,77
"0804800","080480000775",14,3,8,8,105,319,2,179,12,1,6,2,136,350,0,193,12,0,5,3,92,290,0,178,15,1,10,3,145,377,1,202,638,700,580,754,2672,376,160,536,536
"0804800","080480000797",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,1,0,2,20,0,17,0,0,0,0,0,0,0,0,0,52,40,0,92,NA,NA,3,3
"0804800","080480000803",10,6,5,4,133,330,1,171,12,1,0,5,87,259,1,153,10,6,3,2,104,289,1,163,9,2,6,4,116,326,0,189,660,518,578,652,2408,418,113,531,531
"0804800","080480000964",5,0,15,0,15,149,0,114,9,0,15,2,15,143,0,102,5,1,12,1,12,133,0,102,8,1,15,1,15,183,0,143,298,286,266,366,1216,28,21,49,49
"0804800","080480000988",1,0,0,0,2,4,0,1,1,0,1,0,2,17,0,13,2,0,0,0,4,34,0,28,0,0,0,0,0,0,0,0,8,34,68,0,110,21,8,29,29
"0804800","080480001036",6,0,0,0,5,34,0,23,1,0,0,0,4,31,0,26,0,0,1,0,4,48,0,43,5,0,2,0,5,30,0,18,68,62,96,60,286,76,36,112,112
"0804800","080480001383",16,1,13,1,64,473,0,378,18,0,5,2,53,424,1,345,12,0,9,4,45,418,1,347,12,2,9,2,63,496,0,408,946,848,836,992,3622,153,65,218,218
"0804800","080480001487",15,2,31,3,58,347,0,238,17,1,24,0,70,307,1,194,18,1,28,5,75,342,1,214,18,4,19,5,70,354,1,237,694,614,684,708,2700,277,130,407,407
"0804800","080480001508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,54,54
"0804800","080480001542",10,5,7,0,13,232,0,197,5,1,2,0,12,216,0,196,3,2,7,1,12,209,0,184,4,0,4,0,11,200,0,181,464,432,418,400,1714,61,32,93,93
"0804800","080480001543",16,3,22,3,48,391,2,297,12,2,14,3,61,363,1,270,6,5,14,3,75,366,0,263,22,1,13,2,57,349,0,254,782,726,732,698,2938,155,68,223,223
"0804800","080480001606",0,0,0,0,0,2,0,2,1,0,1,0,0,6,0,4,0,0,0,0,1,3,0,2,0,0,0,0,3,6,0,3,4,12,6,12,34,26,5,31,31
"0804800","080480001766",3,1,1,0,4,34,0,25,5,0,0,0,3,33,0,25,5,0,0,1,4,33,0,23,3,1,1,0,5,44,0,34,68,66,66,88,288,32,18,50,50
"0804800","080480001797",13,1,19,1,53,470,2,381,10,0,15,1,43,433,0,364,12,3,10,0,43,433,0,365,13,1,10,2,59,487,1,401,940,866,866,974,3646,100,30,130,130
"0804800","080480001907",0,0,0,0,15,19,0,4,3,1,0,1,32,70,0,33,9,10,4,13,161,323,1,125,0,0,0,0,0,0,0,0,38,140,646,0,824,220,36,256,256
"0804800","080480001921",3,1,2,1,7,53,0,39,2,2,2,0,0,45,0,39,1,0,2,0,2,39,1,33,1,0,1,0,5,38,1,30,106,90,78,76,350,41,15,56,56
"0804800","080480001922",6,0,4,0,16,110,2,82,4,0,5,0,17,100,1,73,1,1,5,2,12,98,3,74,8,0,5,0,17,115,0,85,220,200,196,230,846,20,20,40,40
"0804800","080480002014",0,0,1,0,14,30,0,15,0,1,2,1,40,65,0,21,0,4,0,1,68,105,0,32,0,0,0,0,4,6,0,2,60,130,210,12,412,126,11,137,137
"0804800","080480006163",0,1,0,1,6,37,0,29,5,0,1,3,21,99,1,68,9,5,0,5,72,247,2,154,3,0,0,0,13,40,0,24,74,198,494,80,846,177,43,220,220
"0804800","080480006307",2,0,0,1,4,14,0,7,1,0,0,0,5,14,0,8,4,1,1,1,5,27,0,15,0,0,1,0,5,17,0,11,28,28,54,34,144,62,10,72,72
"0804800","080480006347",0,0,0,2,1,8,0,5,0,0,0,0,2,3,0,1,0,0,0,1,0,6,0,5,0,1,0,1,0,2,0,0,16,6,12,4,38,8,1,9,9
"0804800","080480006438",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0,12,14,NA,26,NA,NA,3,3
"0804800","080480006439",4,0,1,0,13,49,0,31,5,0,0,0,9,65,0,51,7,1,2,0,30,124,0,84,2,0,1,1,5,23,0,14,98,130,248,46,522,35,1,36,36
"0804800","080480006466",4,0,0,1,9,56,1,41,0,0,1,0,8,47,0,38,2,0,0,1,2,34,0,29,3,0,1,1,9,50,0,36,112,94,68,100,374,11,1,12,12
"0804800","080480006587",1,0,1,0,10,45,0,33,1,0,0,1,4,27,0,21,1,0,0,0,8,25,0,16,2,0,2,0,9,45,0,32,90,54,50,90,284,24,19,43,43
"1100030","110003000008",2,0,2,72,80,156,0,0,1,0,1,71,107,181,0,1,0,0,1,77,34,112,0,0,1,0,0,96,97,196,0,2,312,362,224,392,1290,NA,NA,NA,NA
"1100030","110003000016",7,0,2,98,17,143,0,19,8,1,1,96,14,132,1,11,2,0,4,84,11,110,0,9,6,1,1,115,17,160,0,20,286,264,220,320,1090,NA,NA,NA,NA
"1100030","110003000055",0,1,0,71,2,75,0,1,0,0,0,103,4,107,0,0,0,0,0,133,3,136,0,0,0,0,0,135,2,137,0,0,150,214,272,274,910,NA,NA,NA,NA
"1100030","110003000078",0,0,1,159,3,163,0,0,0,0,0,170,0,173,1,2,0,1,0,165,0,168,1,1,1,0,0,232,6,240,0,1,326,346,336,480,1488,NA,NA,NA,NA
"1100030","110003000079",1,0,1,208,5,216,1,0,0,0,0,138,4,143,0,1,0,0,1,112,1,114,0,0,1,0,1,180,11,194,0,1,432,286,228,388,1334,NA,NA,NA,NA
"1100030","110003000081",0,0,0,39,25,64,0,0,0,0,0,62,12,75,0,1,0,0,0,76,17,93,0,0,0,0,1,72,22,95,0,0,128,150,186,190,654,NA,NA,NA,NA
"1100030","110003000082",0,0,3,62,67,132,0,0,0,0,4,61,107,174,0,2,1,0,3,48,81,134,0,1,1,0,4,63,70,141,0,3,264,348,268,282,1162,NA,NA,NA,NA
"1100030","110003000084",0,0,0,154,2,156,0,0,0,0,0,127,1,128,0,0,0,0,0,178,2,180,0,0,0,0,0,181,4,186,0,1,312,256,360,372,1300,NA,NA,NA,NA
"1100030","110003000085",0,0,0,67,1,68,0,0,0,0,0,75,3,78,0,0,1,0,0,62,2,65,0,0,0,0,0,84,1,85,0,0,136,156,130,170,592,NA,NA,NA,NA
"1100030","110003000131",4,0,13,43,21,146,0,65,9,1,6,38,18,146,0,74,6,0,10,52,17,148,0,63,7,0,14,39,12,152,0,80,292,292,296,304,1184,NA,NA,NA,NA
"1100030","110003000133",15,0,31,142,99,477,3,187,23,1,33,113,88,417,4,155,17,1,23,149,85,422,0,147,21,2,24,150,109,480,3,171,954,834,844,960,3592,NA,NA,NA,NA
"1100030","110003000153",1,0,6,93,24,125,0,1,2,0,3,73,18,97,0,1,1,0,3,78,23,109,0,4,4,1,2,118,20,151,0,6,250,194,218,302,964,NA,NA,NA,NA
"1100030","110003000198",0,0,1,79,5,85,0,0,1,0,0,66,2,69,0,0,0,0,0,75,8,83,0,0,0,0,0,48,3,51,0,0,170,138,166,102,576,NA,NA,NA,NA
"1100030","110003000207",0,0,0,66,0,66,0,0,0,0,0,64,2,66,0,0,0,0,1,115,0,116,0,0,0,0,0,72,1,74,0,1,132,132,232,148,644,NA,NA,NA,NA
"1100030","110003000264",0,0,1,61,74,136,0,0,0,0,0,53,49,103,0,1,0,0,0,42,41,85,0,2,0,0,0,47,52,102,0,3,272,206,170,204,852,NA,NA,NA,NA
"1100030","110003000267",2,2,0,140,21,169,0,4,1,0,2,105,21,133,0,4,2,2,3,118,14,139,0,0,2,0,1,167,17,192,1,4,338,266,278,384,1266,NA,NA,NA,NA
"1100030","110003000396",1,0,1,67,142,212,0,1,1,0,0,51,160,213,1,0,0,0,5,73,144,224,1,1,6,0,2,117,173,305,1,6,424,426,448,610,1908,NA,NA,NA,NA
"1100030","110003000397",1,0,0,30,2,33,0,0,0,0,0,15,2,17,0,0,0,0,0,14,0,14,0,0,0,1,0,46,1,48,0,0,66,34,28,96,224,NA,NA,NA,NA
"1100030","110003000407",1,0,0,61,3,65,0,0,0,0,0,61,4,65,0,0,0,0,0,47,2,50,0,1,0,0,0,81,3,85,0,1,130,130,100,170,530,NA,NA,NA,NA
"1100030","110003000506",0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,1,0,0,64,8,73,0,0,0,0,0,6,1,7,0,0,8,8,146,14,176,NA,NA,NA,NA
"1200150","120015000062",0,0,0,3,1,6,0,2,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,5,12,8,0,18,38,7,0,7,7
"1200150","120015000078",25,0,12,78,37,399,2,245,23,0,15,39,43,316,1,195,18,1,10,48,25,306,2,202,25,2,9,66,44,356,0,210,798,632,612,712,2754,566,70,636,636
"1200150","120015000088",18,1,1,46,27,287,0,194,11,2,1,45,15,263,1,188,10,1,2,35,25,218,0,145,31,0,0,55,26,305,0,193,574,526,436,610,2146,523,45,568,568
"1200150","120015000090",33,0,6,132,58,420,0,191,22,0,8,118,66,386,0,172,33,0,2,83,37,309,1,153,33,2,3,118,60,401,1,184,840,772,618,802,3032,621,47,668,668
"1200150","120015000100",19,0,0,65,46,263,1,132,20,1,5,57,63,234,0,88,21,0,0,51,40,217,0,105,27,2,0,77,68,282,0,108,526,468,434,564,1992,1134,75,1209,1209
"1200150","120015000103",36,1,22,42,63,558,0,394,37,0,25,39,70,570,2,397,19,0,26,27,50,443,0,321,28,0,18,45,59,542,0,392,1116,1140,886,1084,4226,519,59,578,578
"1200150","120015000104",37,1,6,161,101,512,0,206,23,1,8,105,70,380,2,171,21,0,5,75,52,243,0,90,31,1,6,128,72,382,0,144,1024,760,486,764,3034,932,98,1030,1030
"1200150","120015000109",42,0,7,46,81,457,0,281,38,0,14,36,84,415,2,241,22,1,10,20,61,320,0,206,32,1,8,51,94,460,1,273,914,830,640,920,3304,741,70,811,811
"1200150","120015000118",29,0,4,31,53,422,2,303,29,1,12,27,59,410,0,282,15,1,9,13,47,327,1,241,23,1,4,13,48,362,0,273,844,820,654,724,3042,441,52,493,493
"1200150","120015000119",13,3,11,3,18,147,0,99,7,0,8,1,17,131,0,98,6,0,10,3,15,140,0,106,12,0,18,0,20,168,0,118,294,262,280,336,1172,101,25,126,126
"1200150","120015000127",9,0,5,3,23,150,0,110,13,1,16,6,21,209,0,152,10,0,2,0,16,150,0,122,9,1,9,3,33,202,0,147,300,418,300,404,1422,243,21,264,264
"1200150","120015000131",17,0,3,11,43,351,1,276,16,2,11,4,32,335,1,269,28,1,4,6,34,288,0,215,16,0,10,9,31,341,3,272,702,670,576,682,2630,200,38,238,238
"1200150","120015002052",0,0,0,6,3,14,0,5,0,0,0,0,2,4,0,2,0,0,0,1,1,4,0,2,1,0,0,8,0,14,0,5,28,8,8,28,72,41,1,42,42
"1200150","120015002055",0,0,0,2,3,13,0,8,4,0,0,2,1,11,0,4,0,0,0,2,3,6,0,1,0,0,0,4,4,20,0,12,26,22,12,40,100,47,2,49,49
"1200150","120015002977",16,1,4,18,25,240,1,175,23,0,5,21,21,277,1,206,22,0,2,15,25,207,0,143,25,1,2,23,27,309,0,231,480,554,414,618,2066,655,99,754,754
"1200150","120015003023",0,0,0,4,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,8,2,0,4,14,NA,NA,3,3
"1200150","120015003025",0,0,0,3,0,6,0,3,2,0,0,3,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,6,12,16,0,22,50,NA,NA,3,3
"1200150","120015003026",0,1,0,2,1,7,0,3,0,0,0,0,1,3,0,2,0,1,0,0,1,3,0,1,0,0,0,1,4,13,0,8,14,6,6,26,52,NA,NA,3,3
"1200150","120015003292",0,0,0,1,1,4,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,8,4,0,8,20,3,1,4,4
"1200150","120015003293",39,2,6,95,118,501,0,241,24,4,2,96,68,401,0,207,26,0,8,76,75,379,0,194,30,1,3,68,82,425,0,241,1002,802,758,850,3412,745,112,857,857
"1200150","120015003296",12,0,10,8,15,147,0,102,8,0,12,3,23,145,0,99,9,2,16,4,21,140,0,88,11,0,11,5,12,178,1,138,294,290,280,356,1220,81,24,105,105
"1200150","120015003540",6,2,2,14,16,86,1,45,4,0,0,7,12,45,0,22,1,0,0,5,11,35,0,18,1,1,1,16,28,101,0,54,172,90,70,202,534,742,0,742,742
"1200150","120015003678",0,0,0,1,2,5,0,2,0,0,0,1,1,8,0,6,0,0,0,2,4,22,0,16,2,0,0,2,2,8,0,2,10,16,44,16,86,54,4,58,58
"1200150","120015004059",0,0,0,2,1,11,0,8,1,0,0,2,1,9,0,5,1,0,0,4,0,10,0,5,3,0,0,2,0,11,0,6,22,18,20,22,82,88,4,92,92
"1200150","120015004244",43,0,16,30,77,572,1,405,41,3,16,26,91,578,0,401,26,1,16,32,66,447,0,306,34,2,21,27,66,542,1,391,1144,1156,894,1084,4278,288,53,341,341
"1200150","120015005441",1,0,1,0,2,16,0,12,4,0,0,2,5,27,0,16,2,0,0,1,5,31,0,23,3,0,0,0,3,19,0,13,32,54,62,38,186,NA,NA,3,3
"1200150","120015007530",24,2,9,121,98,435,0,181,35,0,7,147,93,493,0,211,23,2,8,119,99,404,0,153,38,1,4,140,112,498,1,202,870,986,808,996,3660,984,114,1098,1098
"1200150","120015007957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,36,1,18,0,0,0,0,0,0,0,0,NA,NA,72,NA,72,13,1,14,14
"1200150","120015007961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200150","120015008505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"1200180","120018000153",19,2,15,155,243,592,1,157,18,2,13,168,259,627,1,166,22,1,14,120,249,531,0,125,20,0,3,162,231,566,0,150,1184,1254,1062,1132,4632,1264,243,1507,1507
"1200180","120018000157",9,0,9,212,88,340,2,20,8,0,9,238,79,357,0,23,14,0,6,222,62,317,0,13,8,1,0,239,115,389,0,26,680,714,634,778,2806,995,110,1105,1105
"1200180","120018000160",15,1,19,190,289,565,0,51,20,1,25,160,224,489,2,57,14,2,20,176,274,543,1,56,16,1,20,163,209,472,0,63,1130,978,1086,944,4138,1245,226,1471,1471
"1200180","120018000168",4,0,3,389,84,498,0,18,10,0,1,441,71,532,0,9,4,0,0,361,59,439,0,15,4,0,3,421,116,567,0,23,996,1064,878,1134,4072,1584,153,1737,1737
"1200180","120018000169",7,0,2,426,32,483,0,16,7,0,3,424,24,469,0,11,3,1,3,342,22,380,0,9,11,0,3,456,44,539,0,25,966,938,760,1078,3742,1666,160,1826,1826
"1200180","120018000171",6,0,3,205,101,335,1,19,6,1,2,212,71,303,1,10,5,0,1,195,82,306,0,23,6,0,0,193,79,289,0,11,670,606,612,578,2466,923,90,1013,1013
"1200180","120018000188",1,0,0,12,0,13,0,0,0,0,0,38,3,43,0,2,2,0,0,94,13,117,0,8,0,0,0,2,0,2,0,0,26,86,234,4,350,174,6,180,180
"1200180","120018000209",0,0,0,3,2,9,0,4,1,0,0,3,5,14,0,5,2,0,1,18,5,46,0,20,0,0,0,7,2,15,0,6,18,28,92,30,168,87,9,96,96
"1200180","120018000217",21,1,15,254,92,510,0,127,15,0,11,234,92,471,0,119,14,2,15,241,83,488,0,133,17,0,15,319,156,664,0,157,1020,942,976,1328,4266,1138,177,1315,1315
"1200180","120018000219",0,0,0,0,0,0,0,0,1,0,0,3,0,5,0,1,1,0,0,10,1,13,0,1,0,0,0,0,0,0,0,0,0,10,26,0,36,76,8,84,84
"1200180","120018000221",0,0,0,1,3,6,0,2,0,0,1,1,5,9,0,2,1,0,1,21,14,51,0,14,0,0,0,4,2,12,0,6,12,18,102,24,156,72,5,77,77
"1200180","120018000225",18,0,30,287,208,669,1,125,28,3,47,266,220,710,1,145,26,4,34,329,228,755,1,133,16,1,26,317,193,677,4,120,1338,1420,1510,1354,5622,1408,228,1636,1636
"1200180","120018000231",9,3,6,152,177,425,1,77,10,2,11,169,175,442,1,74,6,6,3,147,182,407,0,63,11,0,4,134,170,398,0,79,850,884,814,796,3344,1071,121,1192,1192
"1200180","120018000234",28,2,34,302,127,579,0,86,26,2,21,266,121,524,0,88,15,4,26,237,123,496,1,90,17,2,30,354,139,623,2,79,1158,1048,992,1246,4444,1018,252,1270,1270
"1200180","120018000239",0,0,0,20,5,25,0,0,1,0,0,24,2,27,0,0,0,0,0,32,0,33,0,1,0,0,0,30,1,32,0,1,50,54,66,64,234,752,45,797,797
"1200180","120018000241",14,3,7,365,90,507,0,28,25,1,15,386,67,528,0,34,15,2,17,363,76,517,1,43,20,5,9,321,85,473,0,33,1014,1056,1034,946,4050,1238,178,1416,1416
"1200180","120018000247",16,5,21,141,262,549,1,103,12,8,10,122,207,446,1,86,11,3,14,97,216,417,0,76,7,2,17,143,233,500,0,98,1098,892,834,1000,3824,1170,184,1354,1354
"1200180","120018000249",5,1,4,270,86,382,0,16,11,3,8,285,61,385,0,17,11,0,5,229,53,314,1,15,12,2,7,315,80,443,3,24,764,770,628,886,3048,1026,105,1131,1131
"1200180","120018000251",14,3,18,311,170,607,0,91,17,2,10,319,157,597,2,90,17,1,18,326,132,599,0,105,13,1,19,336,171,636,0,96,1214,1194,1198,1272,4878,1500,206,1706,1706
"1200180","120018000252",3,0,3,413,44,469,1,5,2,0,6,359,32,404,1,4,2,1,5,323,26,359,0,2,2,1,8,416,49,480,1,3,938,808,718,960,3424,1308,103,1411,1411
"1200180","120018000253",15,1,13,422,77,553,1,24,14,2,15,473,64,581,0,13,19,2,24,536,96,702,2,23,13,1,16,455,71,579,0,23,1106,1162,1404,1158,4830,1518,257,1775,1775
"1200180","120018000264",17,1,7,420,100,600,0,55,19,2,10,442,116,636,0,47,14,3,19,422,78,600,1,63,15,4,13,414,81,575,0,48,1200,1272,1200,1150,4822,1376,234,1610,1610
"1200180","120018000265",19,4,38,62,218,625,0,284,21,0,28,38,193,553,2,271,19,2,39,50,173,565,0,282,20,1,31,44,205,598,0,297,1250,1106,1130,1196,4682,541,149,690,690
"1200180","120018000270",6,2,8,85,41,166,0,24,4,1,9,76,41,149,0,18,8,1,10,98,43,196,0,36,5,3,8,82,37,163,1,27,332,298,392,326,1348,305,71,376,376
"1200180","120018000272",21,0,12,266,192,612,1,120,17,1,18,209,165,508,1,97,21,0,14,191,168,529,0,135,19,1,17,228,212,613,3,133,1224,1016,1058,1226,4524,1185,188,1373,1373
"1200180","120018000908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,64,64
"1200180","120018001356",0,0,1,9,2,15,0,3,1,0,0,8,2,22,0,11,1,1,0,12,1,26,0,11,1,0,0,6,3,14,0,4,30,44,52,28,154,112,6,118,118
"1200180","120018002048",1,1,4,56,45,139,0,32,2,0,5,45,47,117,1,17,3,0,2,61,58,158,0,34,2,0,5,60,54,153,0,32,278,234,316,306,1134,241,62,303,303
"1200180","120018002117",33,2,20,286,290,809,2,176,30,3,35,315,240,814,0,191,32,3,38,291,233,781,1,183,26,2,20,250,241,703,2,162,1618,1628,1562,1406,6214,1368,365,1733,1733
"1200180","120018002120",22,2,24,51,454,881,0,328,21,2,37,59,368,812,1,324,13,1,35,53,388,819,0,329,28,5,29,59,414,872,1,336,1762,1624,1638,1744,6768,1109,287,1396,1396
"1200180","120018002486",1,0,1,8,8,21,0,3,3,0,1,7,2,16,0,3,0,0,0,9,5,15,0,1,1,0,0,10,2,14,0,1,42,32,30,28,132,61,5,66,66
"1200180","120018002488",8,0,14,30,49,146,0,45,8,0,10,29,64,143,0,32,6,0,12,40,79,170,0,33,5,0,16,29,64,146,0,32,292,286,340,292,1210,221,63,284,284
"1200180","120018002593",0,0,0,13,2,17,0,2,0,0,0,5,1,7,0,1,0,0,1,9,1,13,0,2,1,0,0,16,2,23,0,4,34,14,26,46,120,72,3,75,75
"1200180","120018002721",35,3,60,85,202,822,0,437,23,0,47,96,176,792,0,450,23,4,65,81,233,854,1,447,22,1,68,96,222,835,1,425,1644,1584,1708,1670,6606,842,85,927,927
"1200180","120018002801",3,0,1,8,4,19,0,3,0,0,0,3,3,11,0,5,0,0,0,13,8,35,0,14,0,0,0,4,3,13,0,6,38,22,70,26,156,149,10,159,159
"1200180","120018003027",0,0,0,92,6,104,0,6,4,0,1,187,22,226,0,12,6,2,1,417,88,537,1,22,0,0,0,59,14,79,0,6,208,452,1074,158,1892,669,37,706,706
"1200180","120018003029",18,3,31,195,316,630,1,66,25,0,25,207,298,626,1,70,17,1,21,219,299,644,1,86,19,0,23,211,290,619,0,76,1260,1252,1288,1238,5038,1063,329,1392,1392
"1200180","120018003301",14,0,16,55,76,310,1,148,9,1,15,47,78,261,2,109,7,1,19,60,60,283,0,136,13,1,21,69,105,350,0,141,620,522,566,700,2408,349,109,458,458
"1200180","120018003310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,6,20,0,3,0,0,0,0,0,0,0,0,NA,NA,40,NA,40,34,5,39,39
"1200180","120018003313",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,1,1,0,0,0,2,6,2,10,3,0,3,3
"1200180","120018003320",1,0,0,13,3,20,0,3,0,0,0,9,2,13,0,2,0,0,0,8,0,8,0,0,0,0,0,7,1,9,0,1,40,26,16,18,100,62,0,62,62
"1200180","120018003324",0,0,0,10,0,11,0,1,0,0,0,10,1,11,0,0,1,0,0,10,4,15,0,0,0,0,0,4,0,4,0,0,22,22,30,8,82,43,0,43,43
"1200180","120018003543",0,0,0,29,9,41,0,3,1,1,0,71,22,105,0,10,5,0,2,202,65,297,0,23,0,0,0,16,7,26,0,3,82,210,594,52,938,486,21,507,507
"1200180","120018003545",13,2,9,33,76,231,0,98,14,1,6,28,67,223,0,107,10,0,5,31,71,207,1,89,10,1,12,29,65,238,0,121,462,446,414,476,1798,655,85,740,740
"1200180","120018003547",3,1,0,20,6,32,0,2,1,0,0,11,4,17,0,1,0,0,0,10,1,12,0,1,0,0,0,9,2,12,0,1,64,34,24,24,146,88,0,88,88
"1200180","120018003684",0,0,0,0,0,0,0,0,5,1,33,36,70,216,0,71,10,0,23,45,76,225,0,71,0,0,0,0,0,0,0,0,0,432,450,0,882,99,29,128,128
"1200180","120018003815",24,6,87,37,693,1173,1,325,22,1,70,54,714,1248,1,386,14,3,57,50,699,1163,0,340,30,2,75,38,748,1213,0,320,2346,2496,2326,2426,9594,529,175,704,704
"1200180","120018003823",7,0,5,45,152,238,0,29,8,1,7,40,132,217,0,29,8,1,10,35,148,219,0,17,14,1,16,69,213,360,1,46,476,434,438,720,2068,286,102,388,388
"1200180","120018004037",27,0,25,187,198,612,2,173,17,0,18,189,190,590,1,175,23,1,15,189,221,590,0,141,19,2,20,211,240,662,2,168,1224,1180,1180,1324,4908,1040,237,1277,1277
"1200180","120018004050",20,4,27,100,234,637,1,251,29,2,23,106,228,591,0,203,20,1,21,112,218,560,0,188,21,3,30,141,250,655,0,210,1274,1182,1120,1310,4886,1006,277,1283,1283
"1200180","120018004052",18,1,68,223,226,596,0,60,13,2,42,258,233,605,0,57,16,0,52,240,244,611,0,59,17,0,60,205,202,526,0,42,1192,1210,1222,1052,4676,884,251,1135,1135
"1200180","120018004058",1,0,0,7,26,64,0,30,4,0,2,9,19,62,0,28,6,0,2,7,31,110,0,64,1,0,4,4,14,46,0,23,128,124,220,92,564,123,13,136,136
"1200180","120018004318",17,1,27,107,191,456,1,112,12,3,32,98,195,433,1,92,13,2,26,93,199,430,0,97,9,6,32,107,223,495,0,118,912,866,860,990,3628,684,194,878,878
"1200180","120018004463",0,0,2,8,24,40,0,6,0,2,1,7,33,50,0,7,0,0,0,6,19,32,0,7,0,0,1,6,31,42,0,4,80,100,64,84,328,23,18,41,41
"1200180","120018005453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,381,381
"1200180","120018005460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,76,76
"1200180","120018005464",1,0,0,46,21,79,0,11,12,0,4,136,73,262,0,37,15,5,12,521,360,1058,3,142,1,0,1,24,20,51,0,5,158,524,2116,102,2900,294,27,321,321
"1200180","120018007300",0,0,0,1,1,3,0,1,0,0,0,4,8,16,0,4,1,0,0,14,4,23,0,4,0,0,0,1,9,13,0,3,6,32,46,26,110,43,2,45,45
"1200180","120018007555",22,2,22,92,349,671,0,184,23,0,38,86,362,667,0,158,35,2,43,89,376,724,1,178,9,3,43,66,351,620,1,147,1342,1334,1448,1240,5364,580,228,808,808
"1200180","120018007767",1,0,0,4,0,6,0,1,0,0,0,6,1,7,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,2,0,1,12,14,6,4,36,19,0,19,19
"1200180","120018007904",0,0,0,25,7,33,0,1,0,0,0,41,23,69,0,5,2,1,0,110,47,183,0,23,0,0,0,7,6,17,0,4,66,138,366,34,604,225,4,229,229
"1200180","120018007912",2,0,0,32,20,55,0,1,3,0,0,38,13,57,0,3,0,0,1,41,12,56,0,2,5,0,2,58,24,92,0,3,110,114,112,184,520,226,31,257,257
"1200180","120018007917",0,0,0,37,6,45,0,2,0,0,0,93,2,97,0,2,4,1,0,232,20,262,0,5,0,0,0,17,2,19,0,0,90,194,524,38,846,366,3,369,369
"1200180","120018007921",0,0,1,49,17,70,0,3,0,0,2,52,16,71,0,1,0,1,1,55,6,63,0,0,2,1,1,60,14,81,0,3,140,142,126,162,570,198,23,221,221
