"NCESSCH","LEAID","TYPE07","STATUS07","ULOCAL07","FTE07","LEVEL07","FRELCH07","REDLCH07","TOTFRL07","MEMBER07","G0907","G1007","G1107","G1207","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12","ASIAN","HISP","BLACK","WHITE"
"150003000261","1500030","1","1","21",122,"3",271,165,436,2285,739,541,529,473,4,511,54,33,137,0,395,26,24,96,3,381,19,17,109,2,322,25,23,101,1609,124,97,443
"150003000262","1500030","1","1","33",5,"4",49,1,50,334,27,42,15,20,2,13,2,0,10,2,24,2,0,14,0,5,3,0,7,1,13,0,0,6,55,7,0,37
"150003000263","1500030","1","1","33",1,"4",6,0,6,152,5,14,10,4,0,4,0,0,1,0,12,1,0,1,0,8,0,0,2,0,4,0,0,0,28,1,0,4
"150003000264","1500030","1","1","33",6.5,"4",73,16,89,182,12,0,0,0,1,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2
"150003000265","1500030","1","1","33",14,"3",2,0,2,131,17,38,17,13,0,9,1,0,7,1,11,3,0,23,1,2,1,0,13,1,2,0,0,10,24,5,0,53
"150003000269","1500030","1","1","33",NA,"4",16,0,16,47,0,8,4,3,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,15,0,0,0
"150003000270","1500030","1","1","11",3.5,"4",26,10,36,98,18,14,8,9,1,15,0,0,2,0,13,1,0,0,0,8,0,0,0,0,9,0,0,0,45,1,0,2
"150003000272","1500030","1","1","11",1,"4",79,38,117,221,23,21,15,12,0,22,0,0,1,0,15,1,1,4,0,13,0,0,2,0,10,0,0,2,60,1,1,9
"150003000273","1500030","1","1","11",0.5,"4",1,5,6,416,52,46,49,48,0,38,2,0,12,0,32,1,1,12,0,43,1,0,5,0,36,0,1,11,149,4,2,40
"150003000274","1500030","1","1","11",19,"4",33,3,36,694,76,75,84,58,0,48,4,0,24,0,44,2,0,29,3,49,2,1,29,2,33,0,1,22,174,8,2,104
"150003000275","1500030","1","1","41",8,"3",2,1,3,97,23,22,9,10,0,15,2,2,4,2,18,0,0,2,0,9,0,0,0,0,9,0,0,1,51,2,2,7
"150003000276","1500030","1","1","22",12.3,"4",43,9,52,97,4,8,6,6,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,6,0,0,0,24,0,0,0
"150003000278","1500030","1","1","41",8,"3",15,0,15,80,13,7,19,8,0,13,0,0,0,0,7,0,0,0,0,18,1,0,0,0,8,0,0,0,46,1,0,0
"150003000279","1500030","1","1","41",6,"4",12,2,14,277,53,47,40,27,2,12,3,0,36,5,11,2,1,28,0,12,1,0,27,1,9,2,1,14,44,8,2,105
"150003000280","1500030","1","1","33",1,"4",3,0,3,32,2,6,2,1,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,11,0,0,0
"150003000282","1500030","1","1","42",18,"4",72,1,73,314,34,51,5,23,2,8,3,2,19,3,11,1,3,33,0,3,0,0,2,2,7,1,1,12,29,5,6,66
"150003000287","1500030","1","1","41",13,"4",54,53,107,173,8,6,14,1,0,7,0,0,1,0,6,0,0,0,0,14,0,0,0,0,1,0,0,0,28,0,0,1
"150003000288","1500030","1","1","42",4.8,"4",22,0,22,60,10,14,8,5,0,8,0,0,2,0,10,0,0,4,0,8,0,0,0,0,4,0,0,1,30,0,0,7
"150003000289","1500030","1","1","33",0.5,"4",4,0,4,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"170993000587","1709930","1","1","11",91,"3",1149,134,1283,1611,573,507,220,311,4,35,338,110,57,1,50,293,78,68,0,43,111,19,40,0,47,168,42,54,175,910,249,219
"170993000588","1709930","3","1","11",92,"3",1037,76,1113,1575,417,502,324,332,0,0,1,410,1,2,0,3,491,0,1,0,0,317,0,1,0,2,324,0,0,6,1542,1
"170993000599","1709930","1","1","11",NA,"3",NA,NA,NA,0,NA,NA,NA,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-12,-12,-12,-12
"170993000626","1709930","1","1","11",123,"3",1380,273,1653,2002,466,592,501,443,3,4,192,241,16,0,3,231,334,17,1,2,174,302,15,1,0,144,284,10,9,741,1161,58
"170993000662","1709930","1","1","11",NA,"3",NA,NA,NA,0,NA,NA,NA,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-12,-12,-12,-12
"170993000671","1709930","1","1","11",24,"3",407,62,469,495,147,122,127,99,0,1,69,71,4,0,0,58,60,2,0,0,64,61,0,0,0,29,69,0,1,220,261,6
"170993000681","1709930","1","1","11",82,"3",937,256,1193,1413,364,369,347,333,1,0,190,119,36,0,3,200,114,40,1,2,192,110,32,1,3,148,139,35,8,730,482,143
"170993000688","1709930","1","1","11",27,"3",345,25,370,373,NA,NA,181,192,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,180,0,2,0,1,175,0,-8,-7,347,-8
"170993000693","1709930","4","1","11",54,"3",NA,NA,NA,299,197,62,25,15,1,0,36,145,13,0,0,12,49,0,0,0,2,21,2,0,0,0,15,0,0,50,230,15
"170993000701","1709930","2","1","11",6,"3",106,2,108,136,42,41,19,34,0,0,1,40,0,0,0,1,40,0,0,0,0,18,0,1,0,2,30,1,0,4,128,1
"170993000714","1709930","1","1","11",109,"3",553,182,735,2185,546,496,485,431,3,72,112,177,154,0,68,98,139,147,1,86,117,132,123,1,72,74,150,109,298,401,598,533
"170993000717","1709930","1","1","11",54,"3",812,59,871,981,209,298,255,208,0,2,10,185,10,0,0,2,293,0,0,0,1,252,0,0,0,4,202,0,2,17,932,10
"170993000718","1709930","1","1","11",34,"3",493,35,528,594,199,220,111,64,0,0,141,53,2,0,0,165,49,0,0,0,89,22,0,0,1,23,38,0,1,418,162,2
"170993000722","1709930","1","1","11",97,"3",1428,107,1535,1547,521,407,350,269,1,4,467,23,9,0,8,368,8,6,0,3,331,4,4,0,6,250,8,3,21,1416,43,22
"170993000758","1709930","1","1","11",79,"3",1238,24,1262,1566,416,332,437,381,1,0,3,408,0,1,0,2,329,0,0,0,2,427,1,3,0,2,370,0,0,9,1534,1
"170993000779","1709930","1","1","11",17,"3",140,18,158,161,NA,NA,NA,161,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,159,0,-12,-11,147,-12
"170993000788","1709930","1","1","11",121,"3",2003,108,2111,2114,591,571,480,436,0,0,459,125,0,0,0,429,133,3,1,0,388,87,3,0,1,358,73,0,1,1634,418,6
"170993000792","1709930","1","1","11",65,"3",1157,29,1186,1189,321,322,308,238,1,0,0,315,0,0,0,0,318,1,0,0,1,307,0,0,0,0,234,4,0,1,1174,5
"170993000798","1709930","1","1","11",NA,"3",NA,NA,NA,0,NA,NA,NA,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-12,-12,-12,-12
"170993000799","1709930","1","1","11",115,"3",1219,168,1387,1948,751,474,411,312,1,1,559,129,42,1,4,330,103,30,1,3,297,65,38,0,7,214,38,47,15,1400,335,157
"170993000809","1709930","1","1","11",88,"3",1458,130,1588,1591,567,485,303,236,2,0,254,301,1,0,2,255,216,3,1,1,178,117,3,1,0,145,86,0,3,832,720,7
"170993000851","1709930","1","1","11",77,"3",1141,117,1258,1415,379,310,390,261,1,0,1,376,1,0,0,1,307,0,0,0,0,386,0,0,0,1,259,1,0,3,1328,2
"170993000852","1709930","1","1","11",68,"3",1058,19,1077,1258,468,376,276,138,1,0,1,461,2,1,0,1,371,0,0,0,1,270,0,0,0,0,135,0,0,3,1237,2
"170993000879","1709930","1","1","11",58,"3",855,48,903,974,377,275,167,155,1,0,1,372,0,1,0,2,271,0,0,0,0,165,0,0,0,0,155,0,0,3,963,0
"170993000889","1709930","1","1","11",82,"3",1261,295,1556,1702,472,521,393,316,0,8,397,51,10,0,9,425,47,22,0,16,311,52,9,0,10,236,46,18,43,1369,196,59
"170993000893","1709930","1","1","11",109,"3",1235,161,1396,2313,617,719,526,451,0,2,1,605,0,1,0,1,715,0,0,0,4,518,2,1,0,2,446,2,2,8,2284,4
"170993000894","1709930","2","1","11",44,"4",NA,NA,NA,357,193,82,28,11,0,0,30,153,9,1,0,15,59,5,0,0,7,21,0,0,0,2,7,2,0,54,240,16
"170993000895","1709930","1","1","11",91,"3",1318,122,1440,1646,499,471,332,344,0,0,0,494,1,1,1,2,463,1,1,0,1,328,1,1,0,3,319,0,1,6,1604,3
"170993000920","1709930","1","1","11",170,"3",2487,342,2829,3195,1184,782,700,529,3,74,993,37,49,0,60,668,12,20,1,81,558,22,22,1,59,414,18,17,274,2633,89,108
"170993000923","1709930","1","1","11",94,"3",1311,78,1389,1559,496,370,357,336,0,2,445,32,6,0,0,319,36,8,1,1,320,25,5,1,3,290,25,9,6,1374,118,28
"170993000924","1709930","1","1","11",96,"3",714,238,952,1637,536,445,334,322,2,3,276,75,155,0,1,206,50,167,4,4,163,26,125,1,1,170,36,104,9,815,187,551
"170993000925","1709930","1","1","11",86,"3",969,220,1189,1578,395,385,309,363,0,7,9,367,4,1,10,10,351,5,0,15,9,278,3,1,8,7,333,12,40,35,1329,24
"170993000931","1709930","1","1","11",59,"3",483,128,611,899,218,248,223,210,0,2,4,204,3,0,5,8,229,4,0,7,9,203,1,0,8,3,196,3,22,24,832,11
"170993000941","1709930","1","1","11",102,"3",1061,276,1337,1644,538,464,383,259,2,43,319,64,82,4,40,259,67,65,2,39,216,47,56,1,28,133,30,56,150,927,208,259
"170993000942","1709930","1","1","11",222,"3",1713,797,2510,4088,1131,1069,1022,866,5,149,459,172,293,1,148,416,120,311,2,127,424,118,305,0,95,353,116,250,519,1652,526,1159
"170993000943","1709930","3","1","11",108,"3",1795,76,1871,1874,544,483,458,389,1,0,4,530,1,2,0,2,466,1,3,0,6,446,0,1,0,2,384,1,0,14,1826,3
"170993000967","1709930","1","1","11",64,"3",1218,50,1268,1271,458,465,215,133,0,0,1,455,0,0,0,1,460,0,0,0,1,214,0,0,0,1,132,0,0,4,1261,0
"170993000972","1709930","1","1","11",61,"3",944,58,1002,1270,349,367,266,288,1,0,3,343,0,0,1,1,364,0,0,0,1,263,0,0,0,1,282,2,1,6,1252,2
"170993000977","1709930","1","1","11",112,"3",1275,252,1527,1800,488,446,462,404,0,98,174,76,116,2,100,169,65,92,4,118,149,56,112,0,107,144,49,93,423,636,246,413
"170993000990","1709930","1","1","11",46,"3",258,111,369,707,192,165,150,200,2,24,59,39,52,0,18,57,37,45,1,11,44,36,49,2,30,63,43,49,83,223,155,195
"170993000999","1709930","2","1","11",5,"3",192,34,226,285,56,59,56,114,0,3,28,19,6,0,4,28,10,15,0,3,24,21,6,0,8,42,32,29,18,122,82,56
"170993001002","1709930","1","1","11",113,"3",1048,225,1273,1920,467,463,450,415,1,0,12,439,6,0,0,17,419,13,1,0,2,428,7,1,1,10,381,13,1,41,1667,39
"170993001018","1709930","4","1","11",7,"3",175,25,200,223,48,48,44,83,0,0,25,20,3,0,0,15,21,10,0,0,21,16,6,0,3,30,35,12,3,91,92,31
"170993001061","1709930","1","1","11",44,"3",761,36,797,800,216,239,215,130,0,7,2,207,0,1,0,2,235,0,0,0,3,211,1,0,0,1,128,0,7,8,781,1
"170993001072","1709930","1","1","11",74,"3",1175,46,1221,1249,314,374,317,244,1,0,10,298,1,1,1,1,369,0,1,0,0,311,1,0,1,3,238,1,2,14,1216,3
"170993001076","1709930","2","1","11",9,"3",145,15,160,172,89,36,26,21,0,1,34,48,5,0,1,15,19,1,0,2,6,18,0,0,1,6,14,0,5,61,99,6
"170993001086","1709930","1","1","11",110,"3",1767,164,1931,2183,645,544,555,439,0,1,393,210,13,1,1,340,178,8,1,1,330,195,7,1,6,280,143,5,9,1343,726,33
"170993001093","1709930","1","1","11",98,"3",1309,169,1478,1595,513,472,338,272,0,35,370,64,26,0,33,348,49,28,1,34,234,35,27,1,31,192,18,25,133,1144,166,106
"170993001111","1709930","1","1","11",115,"3",1575,272,1847,2034,631,707,348,348,10,9,485,51,55,1,11,587,32,53,1,13,289,15,24,1,9,290,13,28,42,1651,111,160
"170993001114","1709930","1","1","11",74,"3",992,195,1187,1190,264,359,308,259,4,31,124,73,16,1,41,154,130,15,1,50,126,105,14,0,38,98,105,12,160,502,413,57
"170993001125","1709930","1","1","11",68,"3",1060,32,1092,1221,396,424,211,190,0,0,1,389,1,2,0,3,416,0,0,1,0,208,0,0,0,0,190,0,1,4,1203,1
"170993001139","1709930","1","1","11",113,"3",1330,308,1638,1947,693,502,351,401,0,8,438,155,77,2,5,309,106,66,0,9,199,91,44,0,19,221,101,50,41,1167,453,237
"170993001149","1709930","1","1","11",49,"3",653,98,751,884,283,223,205,173,0,7,73,173,17,0,12,66,116,21,0,11,57,116,14,0,8,48,103,7,38,244,508,59
"170993001153","1709930","1","1","11",136,"3",930,465,1395,2596,720,814,562,322,0,56,241,13,370,3,73,217,19,455,1,37,151,22,325,0,28,66,11,196,194,675,65,1346
"170993001161","1709930","1","1","11",61,"3",1283,28,1311,1332,446,330,309,247,0,10,92,292,39,1,13,84,208,18,0,8,89,198,6,2,9,77,142,13,40,342,840,76
"170993001180","1709930","1","1","11",95,"3",646,213,859,1586,576,397,285,328,3,97,165,145,127,1,53,100,126,83,0,49,70,93,47,1,57,91,76,78,256,426,440,335
"170993001185","1709930","1","1","11",123,"3",684,187,871,2215,634,573,546,462,3,63,123,249,161,1,57,98,189,187,1,65,94,190,171,0,61,88,140,154,246,403,768,673
"170993001189","1709930","1","1","11",89,"3",1051,178,1229,1565,373,538,344,310,1,1,249,88,26,2,0,336,157,19,1,2,226,83,23,0,2,203,74,20,5,1014,402,88
"170993001192","1709930","1","1","11",59,"3",829,56,885,919,221,280,230,188,0,1,91,118,5,0,0,131,138,8,0,1,114,104,4,1,1,111,68,4,3,447,428,21
"170993001198","1709930","1","1","11",166,"3",2276,499,2775,3252,1069,828,725,630,0,52,815,124,52,0,53,587,126,46,2,29,512,115,53,1,42,377,151,39,176,2291,516,190
"170993001208","1709930","1","1","11",21,"3",NA,NA,NA,289,69,95,72,53,0,0,8,59,0,0,0,4,89,1,0,0,6,63,2,0,0,9,42,1,0,27,253,4
"170993001980","1709930","1","1","11",48,"3",NA,NA,NA,913,283,250,232,148,2,3,250,9,17,1,0,216,9,21,0,1,197,13,16,0,0,126,6,16,4,789,37,70
"170993002031","1709930","1","1","11",49,"3",456,141,597,729,200,194,172,163,1,0,22,173,1,0,0,26,161,1,1,0,32,130,5,1,2,21,132,4,2,101,596,11
"170993002043","1709930","4","1","11",NA,"4",275,29,304,307,96,74,44,29,0,1,16,77,2,0,0,10,61,0,0,0,7,34,1,0,0,5,24,0,1,38,196,3
"170993002596","1709930","2","1","11",NA,"3",NA,NA,NA,81,15,19,16,31,0,0,10,5,0,0,0,17,1,1,0,0,11,3,1,0,0,22,7,1,0,60,16,3
"170993003432","1709930","1","1","11",NA,"3",NA,NA,NA,296,78,70,52,24,0,0,0,77,0,0,0,2,68,0,0,0,0,51,0,0,0,0,24,0,0,2,220,0
"170993003450","1709930","1","1","11",NA,"4",NA,NA,NA,1081,309,189,46,51,0,1,20,281,6,2,0,21,161,2,0,0,15,30,1,0,0,19,28,4,1,75,500,13
"170993003473","1709930","1","1","11",NA,"3",918,79,997,2842,502,881,633,826,1,0,136,342,13,1,5,230,606,28,2,3,122,467,29,1,2,211,586,16,10,699,2001,86
"170993003474","1709930","1","1","11",NA,"3",NA,NA,NA,463,166,110,97,90,0,0,6,159,0,0,0,5,103,1,2,0,1,94,0,0,0,5,85,0,0,17,441,1
"170993003479","1709930","1","1","11",NA,"3",NA,NA,NA,1331,726,381,116,108,0,5,507,171,16,0,4,301,56,9,0,0,100,6,3,0,0,83,17,7,9,991,250,35
"170993003481","1709930","1","1","11",71,"3",216,140,356,1112,309,245,258,300,0,94,68,9,112,2,68,48,9,91,0,80,51,21,87,1,90,55,22,109,332,222,61,399
"170993003487","1709930","1","1","11",30,"3",NA,NA,NA,507,159,135,122,91,0,0,43,110,2,0,0,38,88,2,1,0,39,76,3,0,0,23,58,5,0,143,332,12
"170993003505","1709930","1","1","11",NA,"4",NA,NA,NA,6306,522,477,225,200,1,20,137,277,74,1,20,111,271,62,1,5,66,120,32,0,21,56,71,51,66,370,739,219
"170993003981","1709930","1","1","11",NA,"3",NA,NA,NA,339,69,71,65,44,0,1,8,57,1,0,1,10,54,3,0,1,13,45,3,1,0,7,24,4,3,38,180,11
"170993003989","1709930","1","1","11",57,"3",177,75,252,890,259,163,209,259,1,45,55,41,91,0,23,31,35,63,1,27,37,44,80,0,32,50,52,98,127,173,172,332
"170993004265","1709930","1","1","11",30,"3",557,16,573,598,269,154,107,68,1,0,2,263,1,0,0,1,152,0,0,0,0,107,0,0,0,0,66,1,0,3,588,2
"170993004266","1709930","1","1","11",51,"3",825,78,903,1056,285,321,302,148,1,0,2,277,0,0,0,1,320,0,0,1,1,297,0,0,0,1,144,0,1,5,1038,0
"170993004289","1709930","2","1","11",NA,"3",NA,NA,NA,105,49,44,11,1,0,0,8,40,0,0,0,4,38,1,0,0,0,10,1,0,0,1,0,0,0,13,88,2
"170993004383","1709930","2","1","11",14,"4",198,5,203,238,59,84,71,10,0,0,4,51,0,0,0,11,73,0,0,0,5,65,1,0,0,3,7,0,0,23,196,1
"170993004712","1709930","1","1","11",22,"3",NA,NA,NA,317,79,123,74,41,0,0,4,73,0,0,0,9,110,0,1,0,8,64,0,0,0,4,36,0,0,25,283,0
"170993004713","1709930","1","1","11",28,"3",NA,NA,NA,391,125,115,87,64,2,0,48,74,0,1,0,53,60,0,0,0,48,34,0,0,0,33,31,0,0,182,199,0
"170993004714","1709930","1","1","11",26,"3",NA,NA,NA,513,155,140,121,97,0,0,1,154,0,0,0,0,135,0,0,0,0,121,0,0,0,1,94,0,0,2,504,0
"170993004715","1709930","1","1","11",17,"3",NA,NA,NA,311,114,128,33,36,0,3,55,50,2,1,2,43,72,4,0,0,14,19,0,0,0,4,32,0,5,116,173,6
"170993004717","1709930","1","1","11",29,"3",NA,NA,NA,464,130,138,112,84,1,0,0,128,0,0,0,0,136,0,0,0,0,112,0,0,1,1,82,0,1,1,458,0
"170993005051","1709930","1","1","11",NA,"3",NA,NA,NA,462,147,121,100,94,0,0,38,99,6,1,2,38,72,8,1,1,25,68,3,0,1,43,42,7,4,144,281,24
"170993005052","1709930","1","1","11",29,"3",NA,NA,NA,488,127,168,136,57,0,0,13,111,0,0,0,24,141,1,1,0,22,112,0,0,0,2,54,1,0,61,418,2
"170993005061","1709930","1","1","11",30,"3",NA,NA,NA,499,152,134,111,102,2,8,65,34,34,0,3,62,35,24,1,4,51,22,25,0,3,48,23,20,18,226,114,103
"170993005065","1709930","1","1","11",25,"3",NA,NA,NA,431,103,172,95,61,0,1,4,95,0,0,0,7,164,0,1,0,8,86,0,0,0,3,58,0,1,22,403,0
"170993005072","1709930","1","1","11",25,"3",NA,NA,NA,367,100,101,94,72,0,0,5,95,0,0,0,9,90,0,0,0,10,79,0,0,0,5,67,0,0,29,331,0
"170993005074","1709930","1","1","11",48,"3",NA,NA,NA,907,225,239,227,216,1,0,207,11,1,0,1,214,15,2,0,0,196,24,0,0,0,193,17,1,1,810,67,4
"170993005075","1709930","1","1","11",29,"3",382,45,427,543,146,155,116,126,0,0,2,143,0,0,0,3,151,0,0,0,0,114,0,0,0,0,124,0,0,5,532,0
"170993005076","1709930","1","1","11",59,"4",NA,NA,NA,964,208,190,217,197,0,1,5,200,1,0,0,0,188,0,0,0,0,212,0,0,0,3,188,0,1,8,788,1
"170993005147","1709930","1","1","11",35,"3",145,83,228,583,176,141,130,136,1,3,16,87,50,0,1,13,84,37,1,1,13,72,37,0,1,19,79,37,6,61,322,161
"170993005180","1709930","4","1","11",NA,"3",360,48,408,411,160,98,95,58,0,0,19,141,0,1,0,19,78,0,0,0,31,64,0,0,0,14,44,0,0,83,327,0
"170993005305","1709930","2","1","11",9,"3",197,12,209,223,48,80,54,41,0,0,7,40,1,0,0,9,64,5,0,0,6,45,3,0,0,5,34,1,0,27,183,10
"170993005663","1709930","1","1","11",NA,"4",NA,NA,NA,1012,303,88,67,49,0,5,263,20,7,0,0,83,3,1,0,2,60,4,1,0,0,45,2,2,7,451,29,11
"170993005664","1709930","1","1","11",28,"3",NA,NA,NA,466,126,106,124,110,1,0,0,125,0,0,0,0,105,0,0,0,0,122,0,0,0,0,110,0,0,0,462,0
"170993005665","1709930","1","1","11",23,"3",NA,NA,NA,441,139,156,96,50,0,0,1,136,0,0,0,0,156,0,0,0,0,96,0,0,0,1,49,0,0,2,437,0
"170993005666","1709930","1","1","11",8,"3",40,1,41,53,NA,NA,25,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,25,0,0,0,0,26,2,0,-8,43,-6,-8
"170993005667","1709930","1","1","11",28,"3",NA,NA,NA,456,161,117,99,79,1,0,12,144,1,0,0,10,106,0,0,0,4,93,0,0,0,5,73,0,0,31,416,1
"170993005668","1709930","1","1","11",19,"3",NA,NA,NA,330,118,74,82,56,0,1,8,108,0,0,0,15,58,0,0,0,6,75,0,0,0,5,50,0,1,34,291,0
"170993005676","1709930","1","1","11",7,"3",NA,NA,NA,47,NA,NA,20,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,2,17,0,0,0,0,27,0,-8,-6,36,-8
"170993005789","1709930","1","1","11",37,"3",NA,NA,NA,561,164,160,158,79,0,0,1,159,0,0,0,0,157,0,0,0,1,156,1,1,0,1,76,0,0,3,548,1
"170993005790","1709930","1","1","11",8,"3",NA,NA,NA,185,NA,NA,82,103,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,29,44,6,0,4,25,59,12,-4,46,95,10
"170993005932","1709930","1","3","11",NA,"3",NA,NA,NA,173,58,55,25,35,1,2,21,29,1,1,1,10,41,2,0,0,5,18,2,1,2,9,22,1,5,45,110,6
"180477000799","1804770","1","1","11",78.9,"3",886,130,1016,1326,306,365,348,307,1,0,19,264,15,0,2,8,331,15,0,2,9,314,16,1,0,7,284,12,4,43,1193,58
"180477000801","1804770","1","1","11",134.7,"3",1270,178,1448,1887,550,532,449,356,1,1,62,329,133,3,4,50,321,137,1,6,34,288,113,1,3,39,230,75,14,185,1168,458
"180477000804","1804770","1","1","11",78.4,"3",767,94,861,1179,289,360,289,241,0,0,10,248,28,0,0,10,303,29,2,1,5,232,37,0,4,9,201,24,5,34,984,118
"180477000825","1804770","1","1","11",76.1,"3",760,119,879,1217,364,376,258,219,0,1,30,79,246,1,2,31,82,249,1,0,29,67,155,1,0,25,62,129,3,115,290,779
"180477000878","1804770","1","1","11",65,"3",643,107,750,975,247,280,248,200,2,3,63,152,22,0,1,73,179,19,0,2,34,173,33,0,1,33,138,22,7,203,642,96
"180477001434","1804770","1","1","11",34,"4",273,49,322,438,52,31,25,24,0,0,2,34,16,0,0,0,18,12,0,0,1,17,5,0,0,0,17,6,0,3,86,39
"180477001445","1804770","1","1","11",58.5,"4",603,99,702,912,160,169,140,142,0,0,19,55,77,0,1,13,67,83,0,0,11,44,77,1,0,10,56,69,1,53,222,306
"180477001446","1804770","1","1","11",47,"3",574,57,631,858,132,139,127,92,0,0,34,38,58,0,0,39,39,58,0,1,36,34,55,1,0,21,22,44,1,130,133,215
"180477002402","1804770","4","1","11",52,"3",350,27,377,655,124,174,52,30,0,0,3,100,17,0,0,5,132,31,0,0,0,41,8,0,0,1,27,1,0,9,300,57
"201299000100","2012990","2","1","11",15,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201299000113","2012990","1","1","11",22.8,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201299000316","2012990","2","1","11",12,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201299000344","2012990","1","1","11",122,"3",1094,209,1303,2198,705,593,475,425,12,93,172,173,255,15,63,136,155,224,8,61,94,112,200,6,53,94,74,198,270,496,514,877
"201299000345","2012990","1","1","11",10.1,"3",73,18,91,130,15,34,39,42,1,0,3,4,7,5,0,3,10,16,0,3,5,10,21,1,0,6,8,27,3,17,32,71
"201299000346","2012990","1","1","11",95.9,"3",1106,166,1272,1795,502,473,451,369,6,10,291,49,146,17,7,232,49,168,12,8,210,82,139,9,13,149,53,145,38,882,233,598
"201299000347","2012990","1","1","11",81.1,"3",775,217,992,1674,460,470,357,387,20,12,73,101,254,16,4,70,111,269,21,18,45,77,196,19,13,53,61,241,47,241,350,960
"201299000348","2012990","1","1","11",94.9,"3",922,191,1113,1806,542,506,412,346,11,46,121,196,168,11,55,99,194,147,8,46,63,137,158,9,48,57,124,108,195,340,651,581
"201299000349","2012990","1","1","11",71.6,"3",759,149,908,1161,292,327,322,220,13,3,70,60,146,13,9,69,83,153,14,5,70,69,164,9,4,38,52,117,21,247,264,580
"201299000350","2012990","1","1","41",78.4,"3",486,150,636,1580,407,423,421,329,14,17,37,154,185,10,10,36,137,230,9,13,37,129,233,6,14,22,129,158,54,132,549,806
"201299000351","2012990","1","1","11",78.5,"3",376,115,491,1541,411,385,386,359,16,13,54,67,261,6,12,42,49,276,12,13,34,63,264,12,21,29,47,250,59,159,226,1051
"201299001104","2012990","1","1","11",8,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201299001693","2012990","1","1","11",11.3,"3",87,9,96,130,17,34,32,47,0,0,7,9,1,6,0,3,23,2,3,0,8,17,4,4,0,15,23,5,0,33,72,12
"201299001694","2012990","1","1","11",26.3,"3",207,68,275,575,186,138,141,110,10,15,30,57,74,4,14,24,41,55,0,12,21,45,63,1,13,11,24,61,54,86,167,253
"201299001697","2012990","1","1","11",12.2,"3",81,17,98,147,2,36,46,63,0,0,1,0,1,3,0,12,5,16,2,0,12,11,21,2,0,15,12,34,0,40,28,72
"220054000339","2200540","4","1","12",36.1,"4",56,4,60,77,11,11,7,3,0,0,0,10,1,0,0,0,11,0,0,0,0,6,1,0,0,0,3,0,0,0,30,2
"220054000340","2200540","4","1","41",18.1,"3",18,1,19,64,9,6,13,36,0,0,0,6,3,0,0,0,6,0,0,0,0,8,5,0,0,1,27,8,0,1,47,16
"220054000347","2200540","1","1","12",71,"3",92,7,99,1243,333,324,307,279,0,30,6,154,143,0,34,5,148,137,0,33,4,130,140,0,33,1,116,129,130,16,548,549
"220054000349","2200540","1","1","12",63.2,"3",412,43,455,978,286,314,190,188,0,10,10,258,8,0,8,2,299,5,0,8,1,177,4,0,6,5,170,7,32,18,904,24
"220054000355","2200540","1","1","12",57.5,"3",566,74,640,1021,304,282,214,221,0,12,6,253,33,0,16,6,223,37,0,9,2,165,38,1,6,3,146,65,43,17,787,173
"220054000365","2200540","1","1","42",58.3,"3",600,64,664,879,150,135,102,110,0,0,4,121,25,0,0,0,100,35,0,0,1,83,18,0,0,0,71,39,0,5,375,117
"220054000378","2200540","1","1","21",61.7,"3",477,45,522,684,198,187,162,137,0,0,0,198,0,0,0,0,187,0,0,0,0,160,2,0,0,0,137,0,0,0,682,2
"220054000387","2200540","1","1","12",55.7,"3",607,38,645,831,272,225,183,151,0,0,0,268,4,0,0,0,222,3,1,0,0,180,2,0,0,0,151,0,0,0,821,9
