"NCESSCH","LEAID","TYPE07","STATUS07","ULOCAL07","FTE07","LEVEL07","FRELCH07","REDLCH07","TOTFRL07","MEMBER07","G0907","G1007","G1107","G1207","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12","ASIAN","HISP","BLACK","WHITE"
"010039000073","0100390","3","1","12",NA,"3",0,0,0,1,NA,NA,NA,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1,0,-12,-12,-11,-12
"010039000134","0100390","1","1","12",48.5,"3",554,46,600,702,239,179,138,146,0,2,8,227,2,0,2,5,170,2,0,1,3,133,1,0,2,5,136,3,7,21,666,8
"010039000138","0100390","4","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010039000141","0100390","1","1","12",86.3,"3",655,112,767,1371,504,314,271,282,0,0,7,490,7,0,0,0,307,7,0,0,1,266,4,0,3,0,275,4,3,8,1338,22
"010039000164","0100390","1","1","21",90.5,"3",877,104,981,1392,491,397,246,254,0,1,2,487,1,0,0,0,395,2,0,0,0,245,1,0,0,2,252,0,1,4,1379,4
"010039000165","0100390","1","1","12",59.5,"3",510,45,555,876,306,223,165,182,0,0,0,305,1,0,0,1,221,1,0,0,2,163,0,0,0,0,182,0,0,3,871,2
"010039000176","0100390","1","1","12",41,"3",180,84,264,569,162,124,144,139,0,0,1,159,2,0,0,1,121,2,0,0,0,142,2,0,0,0,138,1,0,2,560,7
"010039000192","0100390","1","1","12",51.3,"3",607,66,673,863,275,221,190,177,1,0,0,272,2,0,0,0,221,0,0,0,0,189,1,0,0,0,177,0,0,0,859,3
"010039000194","0100390","1","1","12",42.5,"3",507,60,567,653,253,162,117,121,1,0,0,252,0,0,0,0,162,0,0,0,0,117,0,0,0,0,121,0,0,0,652,0
"010039000198","0100390","1","1","12",48.4,"3",564,58,622,713,195,208,165,145,0,0,0,194,1,0,0,0,204,4,0,1,0,164,0,0,0,0,144,1,1,0,706,6
"010039001281","0100390","4","1","12",NA,"3",9,0,9,14,1,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,14,0
"010039001288","0100390","4","1","12",19,"4",NA,NA,NA,132,40,18,15,8,0,0,0,39,1,0,0,0,18,0,0,0,0,15,0,0,0,0,8,0,0,0,80,1
"010039001296","0100390","2","1","12",NA,"4",0,0,0,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"010039001316","0100390","3","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010039001468","0100390","1","1","12",64,"3",683,79,762,979,325,263,176,215,0,0,15,310,0,0,0,7,254,2,0,0,3,172,1,0,1,0,213,1,1,25,949,4
"010039001629","0100390","2","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010039001746","0100390","4","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010039001761","0100390","4","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010039001765","0100390","2","1","12",NA,"3",1,0,1,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0
"010039001866","0100390","4","1","12",18,"4",93,0,93,113,39,12,12,5,0,0,0,39,0,0,0,0,12,0,0,0,0,12,0,0,0,0,5,0,0,0,68,0
"010237000898","0102370","1","1","12",36,"3",396,37,433,548,193,125,154,76,0,0,0,182,11,0,1,0,122,2,0,1,0,145,8,0,0,0,72,4,2,0,521,25
"010237000899","0102370","1","1","21",109.2,"3",368,105,473,1915,669,420,458,368,2,14,13,172,468,2,9,9,94,306,2,8,11,95,342,0,5,6,80,277,36,39,441,1393
"010237000900","0102370","1","1","21",91.8,"3",1076,109,1185,1528,552,339,363,274,1,5,0,531,15,1,2,0,329,7,0,1,0,358,4,0,0,1,271,2,8,1,1489,28
"010237000906","0102370","1","1","42",48,"3",400,78,478,767,264,172,177,154,43,0,0,72,149,29,0,1,43,99,39,0,0,44,94,35,1,0,34,84,1,1,193,426
"010237000912","0102370","1","1","12",88.5,"3",688,76,764,1546,582,337,337,290,0,29,23,406,124,0,22,15,210,90,0,17,18,201,101,1,19,7,156,107,87,63,973,422
"010237000929","0102370","1","1","12",5.5,"3",8,1,9,14,NA,NA,1,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1,0,0,0,0,12,1,-8,-8,5,-7
"010237000934","0102370","1","1","41",104.6,"3",560,168,728,1752,646,399,403,304,2,1,11,68,564,2,0,8,59,330,3,2,10,40,348,1,0,2,23,278,3,31,190,1520
"010237000942","0102370","1","1","12",144.6,"3",934,136,1070,2531,824,577,609,521,1,25,5,525,268,0,23,7,322,225,2,14,9,349,235,0,10,9,285,217,72,30,1481,945
"010237000953","0102370","1","1","21",77.2,"3",363,96,459,1347,455,287,341,264,7,1,5,97,345,3,3,3,46,232,5,2,2,58,274,1,2,1,34,226,8,11,235,1077
"010237000962","0102370","1","1","12",62.3,"3",639,62,701,975,369,145,239,222,0,1,0,368,0,0,0,0,145,0,0,0,0,236,3,0,0,0,222,0,1,0,971,3
"010237000964","0102370","1","1","21",59.8,"3",647,40,687,807,312,243,145,107,0,0,0,304,8,0,0,0,238,5,0,0,0,142,3,0,0,0,107,0,0,0,791,16
"010237000969","0102370","1","1","12",64.5,"3",848,68,916,1166,455,245,289,177,0,0,0,454,1,0,1,0,243,1,0,0,0,289,0,0,0,0,176,1,1,0,1162,3
"010237000989","0102370","1","1","41",106.4,"3",770,129,899,1641,517,410,425,289,0,46,4,67,400,1,32,5,63,309,2,33,4,58,328,0,33,1,34,221,144,14,222,1258
"010237000999","0102370","4","1","12",NA,"4",3,3,6,9,4,4,1,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5,4
"010237001000","0102370","4","1","12",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001038","0102370","4","1","12",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001040","0102370","4","1","12",NA,"3",19,3,22,34,12,9,10,3,0,0,0,7,5,0,0,0,6,3,0,0,0,9,1,0,0,0,3,0,0,0,25,9
"010237001083","0102370","3","1","21",20,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001086","0102370","3","1","41",9,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001586","0102370","4","1","41",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001596","0102370","3","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001600","0102370","2","1","21",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001605","0102370","2","1","12",NA,"4",18,1,19,46,6,2,2,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,7
"010237001618","0102370","2","1","12",54,"4",148,23,171,243,22,22,21,88,0,0,0,15,7,0,0,0,12,10,0,0,1,12,8,1,0,1,48,38,0,2,87,63
"010237001625","0102370","2","1","12",0,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001626","0102370","3","1","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237001686","0102370","4","1","12",17.5,"4",52,1,53,58,16,12,3,5,0,0,0,13,3,0,0,0,9,3,0,0,0,3,0,0,0,0,5,0,0,0,30,6
"010237001688","0102370","1","1","21",96.9,"3",654,183,837,1689,589,384,399,317,4,17,4,128,436,3,12,5,67,297,0,14,4,75,306,1,8,3,58,247,51,16,328,1286
"010237001689","0102370","2","1","12",32.5,"4",19,8,27,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"061455001711","0614550","1","1","11",119.4,"3",576,152,728,2669,740,666,649,614,6,39,269,84,342,8,41,199,91,327,2,57,183,78,329,7,48,164,71,324,185,815,324,1322
"061455001720","0614550","4","1","11",27.8,"3",234,37,271,322,0,52,120,150,0,0,0,0,0,0,2,37,10,3,8,8,71,22,11,0,16,88,27,19,26,196,59,33
"061455001723","0614550","1","1","11",112.6,"3",1245,185,1430,2314,785,578,476,475,6,110,417,184,68,1,100,296,118,63,3,106,200,117,50,1,104,187,122,61,420,1100,541,242
"061455001730","0614550","1","1","11",138.2,"3",1987,367,2354,2773,857,813,607,496,11,78,573,101,94,10,78,509,92,124,3,89,365,53,97,3,78,294,45,76,323,1741,291,391
"061455001737","0614550","1","1","11",103.7,"3",929,188,1117,2088,558,585,555,390,7,73,257,82,139,9,85,266,79,146,8,102,233,51,161,4,66,138,44,138,326,894,256,584
"061455001754","0614550","1","1","11",137.8,"3",1948,242,2190,2524,857,677,504,486,11,186,509,84,67,4,175,401,46,51,4,158,245,51,46,3,169,247,38,29,688,1402,219,193
"061455001762","0614550","1","1","11",137.6,"3",2181,285,2466,2735,1052,724,513,446,6,134,820,47,45,2,104,556,34,28,2,116,359,18,18,0,90,304,13,39,444,2039,112,130
"061455001986","0614550","4","1","11",26,"3",314,43,357,379,0,34,147,198,0,0,0,0,0,2,1,23,5,3,3,16,95,24,9,0,33,121,27,17,50,239,56,29
"061455003024","0614550","2","1","11",2,"4",6,0,6,9,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3
"061455005749","0614550","4","1","11",42.5,"4",1159,9,1168,1180,241,365,327,225,8,10,160,22,41,3,17,224,33,88,2,21,195,23,86,1,18,129,9,68,66,708,87,283
"061455007497","0614550","1","1","11",17,"3",140,29,169,277,13,48,58,158,0,2,8,2,1,0,8,33,4,3,0,8,41,4,5,1,29,96,27,5,47,178,37,14
"061455007962","0614550","1","1","11",9.5,"3",96,10,106,109,21,22,29,20,0,1,14,3,3,0,1,18,3,0,0,2,17,5,5,0,1,13,6,0,5,62,17,8
"061455007963","0614550","1","1","11",157.8,"3",2552,336,2888,3300,1157,876,680,587,6,298,667,135,51,2,279,477,78,40,6,246,314,76,38,3,219,264,69,32,1042,1722,358,161
"061455007964","0614550","2","1","11",9,"3",30,6,36,50,12,5,6,10,0,2,3,3,4,0,1,3,0,1,0,3,1,1,1,1,2,5,0,2,8,12,4,8
"061455007965","0614550","1","1","11",5,"3",NA,NA,NA,151,10,40,42,59,0,1,7,0,2,0,6,26,1,7,0,7,22,5,8,0,12,34,1,12,26,89,7,29
"061455008697","0614550","1","1","11",23.4,"3",302,15,317,415,163,121,76,29,2,17,96,32,16,1,14,70,28,8,0,6,49,11,10,0,3,21,2,3,40,236,73,37
"061455008841","0614550","1","1","11",50,"3",798,114,912,1022,302,278,227,215,0,112,153,7,30,1,128,126,8,15,0,113,92,5,17,1,126,74,5,9,479,445,25,71
"061455010775","0614550","1","1","11",9.5,"4",26,12,38,137,7,8,6,7,0,0,3,0,4,1,0,3,2,2,1,0,3,1,1,0,0,5,0,2,0,14,3,9
"061455010776","0614550","1","1","11",12,"4",164,0,164,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"061455010779","0614550","4","1","11",7,"3",101,19,120,144,64,44,30,6,0,13,36,2,13,0,6,29,2,7,0,5,17,3,5,0,0,4,2,0,24,86,9,25
"061455011846","0614550","1","1","11",39.2,"4",0,351,351,654,119,155,141,75,3,8,48,7,53,3,9,58,10,75,7,8,49,11,66,2,4,26,5,38,29,181,33,232
"061455011911","0614550","1","1","21",23.2,"3",NA,NA,NA,372,113,98,81,80,0,22,17,1,73,0,18,20,2,58,0,9,15,1,56,0,13,11,0,56,62,63,4,243
"062250002728","0622500","1","1","11",197,"3",2509,655,3164,4150,1194,1126,980,849,1,113,750,302,28,3,131,678,278,36,2,115,581,260,22,5,116,467,241,20,475,2476,1081,106
"062250002733","0622500","1","1","21",187.8,"3",1318,560,1878,4230,1200,1071,1063,896,9,163,498,202,328,1,146,408,179,337,4,160,435,121,343,2,137,330,118,309,606,1671,620,1317
"062250002745","0622500","1","1","11",198.9,"3",2006,581,2587,4248,1235,1187,992,834,1,100,750,138,246,2,101,699,113,272,3,124,510,106,249,2,119,376,109,228,444,2335,466,995
"062250002751","0622500","1","1","11",209.3,"3",2219,503,2722,4666,1234,1219,1147,1066,2,389,364,338,141,4,410,357,330,118,1,414,283,317,132,3,393,232,303,135,1606,1236,1288,526
"062250002753","0622500","4","1","11",20.8,"4",178,24,202,273,0,1,120,152,0,0,0,0,0,0,1,0,0,0,0,6,85,27,2,0,19,90,39,4,26,175,66,6
"062250002769","0622500","1","1","11",208.6,"3",1666,444,2110,4342,1139,1143,1050,1010,7,137,508,143,344,5,159,435,156,388,4,136,393,168,349,6,155,356,132,361,587,1692,599,1442
"062250005870","0622500","1","1","11",170.6,"3",2428,544,2972,3671,1064,1007,793,807,1,140,734,161,28,1,131,676,187,12,3,124,496,154,16,2,130,482,174,19,525,2388,676,75
"062250007299","0622500","1","1","32",44.4,"4",188,118,306,678,51,64,55,65,0,1,37,0,13,0,1,40,0,23,0,1,30,0,24,0,2,34,0,29,5,141,0,89
"062250008720","0622500","4","1","11",31.7,"3",252,59,311,476,116,136,108,114,1,2,49,46,18,2,5,56,47,26,0,5,50,33,20,0,10,52,42,10,22,207,168,74
"062250009901","0622500","1","1","13",25,"3",143,100,243,589,151,154,142,142,0,49,58,25,19,0,65,45,24,20,1,55,40,23,23,2,55,45,20,20,224,188,92,82
"062250010239","0622500","4","1","11",24,"3",0,0,0,890,1,31,241,617,0,0,0,0,1,0,3,12,10,6,2,32,113,52,42,2,76,321,117,101,111,446,179,150
"062250011291","0622500","4","1","11",3,"3",25,0,25,33,8,6,3,4,0,0,6,2,0,0,0,2,4,0,0,0,1,1,1,0,0,2,2,0,0,11,9,1
"062250012122","0622500","1","3","11",14,"4",61,7,68,71,9,15,26,15,0,0,4,5,0,0,2,4,9,0,0,2,11,13,0,0,3,4,8,0,7,23,35,0
"062250012163","0622500","1","3","11",5,"3",0,0,0,24,2,10,9,3,0,0,1,0,1,0,0,4,6,0,0,1,5,3,0,0,0,1,1,1,1,11,10,2
"062271002112","0622710","2","1","11",23,"4",153,13,166,236,25,44,30,94,0,0,21,4,0,0,0,36,7,1,1,1,24,3,1,0,15,56,21,2,16,137,35,4
"062271002128","0622710","4","1","11",23,"3",169,7,176,307,77,79,69,82,0,0,31,45,1,0,0,29,49,1,0,0,27,42,0,0,0,42,40,0,0,129,176,2
"062271002801","0622710","4","1","11",4,"3",56,8,64,82,7,18,26,31,0,0,6,0,1,0,0,17,0,1,0,0,22,0,4,0,0,28,0,3,0,73,0,9
"062271002802","0622710","4","1","11",3,"3",10,0,10,15,7,1,1,0,0,1,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,3
"062271002806","0622710","4","1","11",5.6,"3",35,8,43,70,2,18,24,26,0,0,0,0,2,0,0,8,0,10,0,0,14,1,9,0,0,19,2,5,0,41,3,26
"062271002815","0622710","4","1","11",4,"3",18,2,20,43,0,31,10,2,0,0,0,0,0,0,1,24,0,6,0,2,7,1,0,0,0,2,0,0,3,33,1,6
"062271002830","0622710","4","1","11",4.4,"3",52,6,58,81,9,27,35,10,0,1,8,0,0,0,0,26,0,1,1,0,31,2,1,0,0,9,1,0,1,74,3,2
"062271002838","0622710","1","1","11",174.2,"3",2005,252,2257,3495,1342,934,725,494,2,35,1209,74,22,0,35,824,61,14,0,35,635,47,8,1,41,414,28,10,146,3082,210,54
"062271002844","0622710","1","1","21",231.6,"3",1773,131,1904,4309,1278,968,1082,981,8,10,1247,0,13,1,3,949,2,13,0,1,1063,4,14,1,2,959,1,18,16,4218,7,58
"062271002857","0622710","1","1","11",167.6,"3",1854,345,2199,3375,1012,943,797,623,4,36,761,89,122,3,43,677,91,129,1,58,547,67,124,4,47,396,56,120,184,2381,303,495
"062271002890","0622710","1","1","11",103.8,"3",1074,154,1228,1885,776,498,381,230,3,35,637,50,51,3,29,402,19,45,5,20,301,17,38,0,30,164,7,29,114,1504,93,163
"062271002899","0622710","1","1","13",161,"3",1279,309,1588,3405,1205,864,767,569,8,310,607,238,42,4,287,390,157,26,5,253,330,153,26,3,196,218,134,18,1046,1545,682,112
"062271002908","0622710","4","1","11",39,"3",314,15,329,428,102,130,113,83,2,3,80,16,1,7,5,97,17,4,2,5,92,14,0,4,2,63,13,1,15,332,60,6
"062271002916","0622710","1","1","11",148.4,"3",1261,242,1503,3266,906,878,748,734,6,171,445,89,195,2,187,430,71,188,3,138,347,87,173,5,158,348,69,154,654,1570,316,710
"062271002918","0622710","4","1","11",4,"3",19,1,20,39,4,14,13,8,0,0,2,2,0,0,0,10,3,1,0,0,6,5,2,0,0,4,3,1,0,22,13,4
"062271002923","0622710","1","1","11",167,"3",2065,399,2464,3768,1135,1060,880,693,4,146,769,82,134,3,171,654,60,172,1,148,508,73,150,3,148,338,43,161,613,2269,258,617
"062271002941","0622710","1","1","11",127.2,"3",1431,144,1575,2075,758,543,443,331,2,4,252,496,4,3,5,193,340,2,2,3,162,276,0,3,0,101,226,1,12,708,1338,7
"062271002953","0622710","4","1","11",4,"3",10,1,11,34,7,14,12,1,0,0,1,6,0,0,0,5,8,1,0,0,0,12,0,0,0,0,1,0,0,6,27,1
"062271002965","0622710","1","1","11",121.4,"3",1140,116,1256,1884,500,462,593,329,2,1,218,277,2,0,2,202,258,0,2,3,247,339,2,1,1,126,200,1,7,793,1074,5
"062271002970","0622710","1","1","11",143,"3",1635,385,2020,3025,795,562,526,419,10,135,587,11,52,1,131,381,6,43,4,106,365,5,46,2,105,264,7,41,477,1597,29,182
"062271002971","0622710","4","1","13",4.2,"3",31,3,34,79,18,26,33,2,0,2,13,2,1,0,4,15,7,0,0,7,18,7,1,0,0,2,0,0,13,48,16,2
"062271002972","0622710","4","1","11",6.6,"3",57,2,59,99,9,26,42,22,0,0,9,0,0,0,0,25,0,1,0,1,32,3,6,0,1,18,1,2,2,84,4,9
"062271002976","0622710","4","1","11",4,"3",33,2,35,38,8,13,10,7,0,0,6,1,1,0,0,11,2,0,0,0,6,1,3,0,1,6,0,0,1,29,4,4
"062271002977","0622710","1","1","11",146.8,"3",624,139,763,3532,886,856,949,841,5,124,253,48,456,8,128,199,65,456,4,130,241,71,503,4,123,182,53,479,505,875,237,1894
"062271002983","0622710","1","1","21",148,"4",1980,196,2176,2650,228,219,162,150,0,1,223,0,4,0,0,217,1,1,0,1,160,1,0,1,1,146,0,2,3,746,2,7
"062271002984","0622710","4","1","21",5,"3",66,4,70,106,12,40,29,25,0,0,6,6,0,0,0,8,32,0,0,0,7,22,0,0,0,9,16,0,0,30,76,0
"062271002995","0622710","4","1","11",5,"3",41,4,45,73,22,16,17,18,0,0,21,1,0,0,0,15,1,0,0,0,16,1,0,1,0,11,4,2,0,63,7,2
"062271002998","0622710","1","1","11",141.6,"3",1551,249,1800,2729,718,772,655,584,3,146,397,129,43,2,155,426,132,57,3,138,353,117,44,2,129,300,105,48,568,1476,483,192
"062271003017","0622710","1","1","11",188.1,"4",2434,191,2625,3380,175,172,176,147,0,0,153,21,1,0,2,154,16,0,0,1,144,31,0,0,0,123,24,0,3,574,92,1
"062271003020","0622710","1","1","11",204.8,"3",2698,343,3041,4218,1150,974,1035,1059,5,51,1043,21,30,4,43,889,13,25,1,52,936,9,37,3,60,940,25,31,206,3808,68,123
"062271003021","0622710","1","1","11",165.6,"3",1795,250,2045,2731,1017,749,502,463,3,42,940,16,16,2,50,671,11,15,4,47,430,8,13,1,61,385,4,12,200,2426,39,56
"062271003023","0622710","1","1","11",263.6,"3",3349,147,3496,4608,1975,1003,1062,568,0,0,1801,169,5,2,2,919,80,0,0,1,963,97,1,0,0,498,70,0,3,4181,416,6
"062271003029","0622710","1","1","11",113,"4",1609,177,1786,2047,207,217,120,56,0,8,183,7,9,0,14,193,5,5,0,11,103,2,4,0,4,51,0,1,37,530,14,19
"062271003034","0622710","1","1","11",167,"3",1722,201,1923,3181,909,981,739,552,3,50,535,309,12,4,38,553,369,17,2,48,384,292,13,2,32,279,232,7,168,1751,1202,49
"062271003037","0622710","1","1","21",250,"3",3717,305,4022,4595,1751,1207,989,648,0,3,1740,2,6,1,4,1193,6,3,0,0,986,1,2,1,3,642,1,1,10,4561,10,12
"062271003050","0622710","1","1","11",188.7,"3",791,425,1216,3827,1273,925,913,716,1,303,462,65,442,0,240,298,55,332,5,251,252,41,364,5,182,175,36,318,976,1187,197,1456
"062271003052","0622710","1","1","11",140,"3",1760,279,2039,2708,967,663,635,443,2,38,618,48,261,3,34,396,31,199,1,39,405,17,173,2,25,246,18,152,136,1665,114,785
"062271003055","0622710","4","1","11",7.4,"3",75,8,83,137,23,34,30,50,0,0,15,1,7,0,2,29,1,2,0,0,21,5,4,0,2,41,0,7,4,106,7,20
"062271003064","0622710","1","1","11",164,"3",1223,199,1422,3204,983,857,684,680,4,32,485,329,133,4,44,380,292,137,3,46,293,217,125,3,50,261,221,145,172,1419,1059,540
"062271003070","0622710","4","1","11",16,"3",148,7,155,183,77,44,42,19,0,1,71,4,1,0,0,39,4,1,0,0,34,7,1,0,1,14,4,0,2,158,19,3
"062271003082","0622710","4","1","11",5,"3",54,6,60,72,9,23,25,15,0,0,9,0,0,0,2,20,0,1,0,1,23,1,0,0,1,14,0,0,4,66,1,1
"062271003088","0622710","1","1","11",177.6,"3",2122,215,2337,3093,1149,774,677,493,2,77,916,59,95,2,50,586,70,66,0,59,489,49,80,3,44,334,47,65,230,2325,225,306
"062271003093","0622710","4","1","11",4,"3",50,3,53,63,7,20,19,17,0,0,6,1,0,0,0,17,3,0,0,0,19,0,0,0,0,14,3,0,0,56,7,0
"062271003098","0622710","1","1","21",208.4,"3",1709,116,1825,4211,1599,1124,836,652,1,9,1572,12,5,1,5,1111,4,3,1,2,825,7,1,1,7,638,4,2,23,4146,27,11
"062271003100","0622710","4","1","11",7,"3",44,6,50,94,18,23,30,23,0,0,16,0,2,0,0,16,1,6,0,2,22,1,5,0,2,15,2,4,4,69,4,17
"062271003101","0622710","4","1","11",5,"3",13,1,14,24,3,9,11,1,0,0,0,2,1,0,2,6,1,0,0,0,10,1,0,0,0,1,0,0,2,17,4,1
"062271003106","0622710","1","1","11",122,"3",1583,62,1645,1971,770,522,436,243,0,4,686,80,0,0,2,463,56,1,0,2,393,41,0,0,0,222,21,0,8,1764,198,1
"062271003107","0622710","2","1","11",22,"4",110,26,136,200,8,30,22,138,0,1,2,1,4,0,0,20,4,6,0,3,12,2,5,1,13,56,11,57,17,90,18,72
"062271003108","0622710","1","1","11",151.4,"3",1401,320,1721,3156,881,887,786,602,8,54,686,36,97,3,86,647,56,95,2,70,583,47,84,4,69,413,33,83,279,2329,172,359
"062271003109","0622710","1","1","11",119.2,"3",1361,56,1417,1791,511,494,370,416,1,1,402,106,1,0,3,397,94,0,1,0,293,76,0,1,0,315,100,0,4,1407,376,1
"062271003110","0622710","2","1","11",37,"4",151,22,173,369,47,33,32,106,0,1,30,14,2,0,2,25,6,0,0,2,20,9,1,0,4,70,24,8,9,145,53,11
"062271003133","0622710","4","1","11",6.8,"3",18,2,20,84,5,22,29,28,0,1,1,0,3,0,2,5,1,14,0,1,9,1,18,0,0,8,3,17,4,23,5,52
"062271003134","0622710","4","1","11",5,"3",74,4,78,103,30,20,23,30,1,1,26,1,1,0,0,16,3,1,1,0,20,2,0,0,0,28,2,0,1,90,8,2
"062271003139","0622710","1","1","11",149,"3",1949,130,2079,2778,1023,741,595,419,2,148,859,6,8,3,106,624,6,2,0,118,466,6,5,0,114,301,1,3,486,2250,19,18
"062271003140","0622710","1","1","11",149.8,"3",1509,57,1566,2601,916,730,533,422,1,1,577,335,2,0,3,472,252,3,0,1,354,177,1,0,0,284,137,1,5,1687,901,7
"062271003146","0622710","4","1","11",4,"3",36,6,42,76,14,26,22,14,0,0,11,1,2,0,1,19,3,3,0,0,16,3,3,0,0,10,2,2,1,56,9,10
"062271003151","0622710","1","1","11",204.8,"3",2085,154,2239,3348,1178,829,689,652,1,118,939,114,6,3,95,633,92,6,1,90,532,56,10,0,87,501,58,6,390,2605,320,28
"062271003163","0622710","1","1","11",189.4,"3",2456,163,2619,3447,1125,1029,731,562,0,0,901,222,2,0,4,834,190,1,0,1,609,120,1,1,1,451,108,1,6,2795,640,5
"062271003171","0622710","1","1","11",224,"3",2722,410,3132,4361,1362,1045,1072,882,3,218,984,29,128,2,153,738,27,125,3,186,731,23,129,2,176,555,17,132,733,3008,96,514
"062271003181","0622710","4","1","11",14,"3",95,5,100,143,44,40,26,33,0,0,37,7,0,0,0,34,6,0,0,0,22,4,0,0,0,30,3,0,0,123,20,0
"062271003189","0622710","4","1","11",5,"3",30,1,31,34,7,5,14,8,0,0,6,0,1,0,0,5,0,0,0,0,14,0,0,0,0,7,1,0,0,32,1,1
"062271003190","0622710","4","1","11",4,"3",28,2,30,66,11,37,18,0,0,1,4,6,0,0,0,18,18,1,0,0,6,11,1,0,0,0,0,0,1,28,35,2
"062271003193","0622710","1","1","11",178.8,"3",1811,218,2029,2881,1034,764,537,546,3,67,894,31,39,3,45,648,26,42,0,49,427,25,36,0,73,420,19,34,234,2389,101,151
"062271003197","0622710","4","1","21",4,"3",48,4,52,69,14,27,17,11,0,0,14,0,0,0,0,27,0,0,0,0,17,0,0,0,0,11,0,0,0,69,0,0
"062271003201","0622710","4","1","11",4,"3",22,4,26,29,2,9,12,6,1,0,1,0,0,0,0,4,1,4,0,0,7,0,5,0,0,5,0,1,0,17,1,10
"062271003209","0622710","1","1","11",166,"3",1383,209,1592,3416,1279,890,778,469,1,131,836,214,97,3,100,526,178,83,4,119,428,148,79,2,68,238,95,66,418,2028,635,325
"062271003214","0622710","4","1","11",4,"3",51,4,55,80,10,29,26,15,0,0,9,0,1,1,2,26,0,0,0,3,22,1,0,0,2,13,0,0,7,70,1,1
"062271003230","0622710","1","1","11",155,"3",1933,384,2317,3138,996,661,792,689,2,48,755,49,142,1,51,454,27,128,3,56,557,25,151,1,64,479,22,123,219,2245,123,544
"062271003235","0622710","4","1","21",7,"3",92,11,103,116,21,50,29,16,0,1,20,0,0,0,0,50,0,0,0,0,29,0,0,0,0,16,0,0,1,115,0,0
"062271003257","0622710","4","1","11",4.4,"3",58,9,67,79,16,25,25,13,0,0,15,0,1,0,0,23,1,1,1,2,20,0,2,0,1,11,0,1,3,69,1,5
"062271003276","0622710","4","1","11",4.2,"3",31,4,35,61,25,20,15,1,0,3,12,5,5,0,1,9,3,7,0,1,5,4,5,0,0,1,0,0,5,27,12,17
