"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"080336006514","0803360","4","1","11",19.94,"4",166,27,193,229,47,37,37,47,0,0,29,12,3,0,3,0,1,24,10,1,0,1,0,0,28,5,2,0,2,0,2,25,16,3,0,1,3,106,43,9
"080336006516","0803360","4","1","11",13.87,"4",187,14,201,244,54,48,30,67,0,0,31,16,6,0,1,1,0,24,20,1,0,2,1,1,13,14,1,0,0,0,0,31,31,5,0,0,1,99,81,13
"080336006569","0803360","4","3","11",5.5,"3",107,11,118,132,1,19,40,72,1,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,35,3,1,0,0,1,2,60,5,4,0,0,2,114,8,5
"080336006583","0803360","1","3","11",3,"3",51,3,54,74,37,13,14,10,1,0,16,15,3,0,2,0,0,8,3,1,0,1,0,0,5,5,3,0,1,0,1,4,5,0,0,0,1,33,28,7
"080336006590","0803360","4","3","11",6.75,"3",78,16,94,111,2,14,35,60,0,0,2,0,0,0,0,0,0,13,0,1,0,0,0,2,31,1,1,0,0,1,0,57,0,1,0,1,2,103,1,3
"080336006591","0803360","4","3","11",6,"3",131,15,146,171,22,54,55,40,0,0,10,11,1,0,0,0,0,32,20,1,0,1,0,0,30,22,2,0,1,0,0,24,14,2,0,0,0,96,67,6
"080336006593","0803360","4","3","11",2,"3",51,2,53,75,3,14,20,38,0,0,2,1,0,0,0,0,0,13,1,0,0,0,1,0,14,3,2,0,0,0,0,29,6,3,0,0,0,58,11,5
"080336006599","0803360","4","3","11",10.55,"3",92,8,100,121,51,39,26,5,2,0,48,0,1,0,0,0,0,36,1,2,0,0,0,0,25,0,0,0,1,0,0,5,0,0,0,0,0,114,1,3
"080480000691","0804800","1","1","12",53.47,"3",601,117,718,883,232,260,200,191,3,13,168,4,38,0,6,2,16,196,5,34,0,7,3,15,130,6,42,0,4,2,26,117,9,34,0,3,70,611,24,148
"080480000694","0804800","1","1","21",59.2,"3",510,120,630,906,258,249,208,191,2,6,136,7,101,1,5,4,12,89,5,133,0,6,3,9,93,3,93,0,7,7,8,68,7,99,0,2,35,386,22,426
"080480000695","0804800","1","1","21",87.6,"3",316,149,465,1699,432,422,418,427,5,8,65,3,341,0,10,3,5,97,3,298,1,15,2,4,89,5,306,0,12,3,11,80,2,319,0,12,28,331,13,1264
"080480000697","0804800","1","1","12",111.4,"3",460,204,664,1732,448,439,432,413,5,27,149,7,241,3,16,5,32,158,7,229,0,8,3,26,142,6,237,0,18,2,33,128,11,224,0,15,118,577,31,931
"080480000707","0804800","1","1","21",87.2,"3",239,113,352,1675,437,433,424,381,2,12,95,3,304,1,20,0,15,80,5,319,1,13,3,19,75,6,309,0,12,4,17,75,5,266,1,13,63,325,19,1198
"080480000719","0804800","1","1","41",56.2,"3",59,23,82,1014,272,257,273,212,1,6,11,0,247,0,7,0,5,13,1,232,0,6,1,1,16,0,249,0,6,0,4,13,0,191,0,4,16,53,1,919
"080480000733","0804800","1","1","21",65.4,"3",258,86,344,1278,319,311,347,301,1,10,46,2,250,3,7,3,1,47,5,245,1,9,2,13,39,3,278,1,11,2,11,37,2,244,2,3,35,169,12,1017
"080480000736","0804800","1","1","12",66.4,"3",208,65,273,1101,305,271,271,254,2,6,49,6,228,1,13,3,5,46,3,207,1,6,0,11,51,5,200,0,4,4,8,46,2,187,0,7,30,192,16,822
"080480000739","0804800","1","1","21",48.2,"3",442,55,497,567,132,137,132,166,1,0,109,4,17,0,1,4,1,111,4,15,0,2,0,0,109,5,18,0,0,1,0,128,8,21,0,8,1,457,21,71
"080480000747","0804800","1","1","12",131.6,"3",549,133,682,2085,589,527,492,477,8,37,169,9,349,2,15,1,20,159,8,310,1,28,4,22,134,4,306,4,18,2,22,109,13,306,3,22,101,571,34,1271
"080480000756","0804800","2","1","12",17.6,"4",19,5,24,97,6,2,5,22,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,0,0,1,5,2,14,0,0,2,8,2,23
"080480000765","0804800","1","1","12",24.6,"3",93,28,121,309,48,45,58,58,0,0,6,1,40,0,1,0,0,6,0,38,0,1,0,0,7,0,49,0,2,1,1,3,2,48,0,3,1,22,3,175
"080480000775","0804800","1","1","21",80.6,"3",364,177,541,1444,392,387,314,351,2,6,111,9,245,1,18,3,10,114,7,239,1,13,2,7,79,6,211,0,9,2,6,83,3,247,2,8,29,387,25,942
"080480000797","0804800","3","1","12",45,"3",1,0,1,33,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,33
"080480000803","0804800","1","1","21",81.6,"3",486,129,615,1308,364,349,291,304,4,4,154,7,189,0,6,3,4,130,2,198,1,11,3,5,113,6,157,1,6,1,4,79,4,205,0,11,17,476,19,749
"080480000964","0804800","1","1","21",49.2,"3",43,35,78,1038,173,172,151,146,2,5,18,2,143,0,3,0,16,17,2,131,0,6,0,10,8,0,129,0,4,1,5,12,1,122,0,5,36,55,5,525
"080480000988","0804800","4","1","12",4.6,"3",14,12,26,59,1,9,16,33,0,0,1,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,15,0,1,0,0,1,0,30,0,2,0,5,0,51
"080480001036","0804800","1","1","21",26.8,"4",60,31,91,388,43,23,36,33,0,0,7,1,31,1,3,0,1,3,0,16,0,3,0,1,1,0,31,0,3,0,0,3,1,27,0,2,2,14,2,105
"080480001349","0804800","4","1","12",10.2,"3",18,4,22,102,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,38,1,56,0,3,1,38,1,56
"080480001383","0804800","1","1","21",98.2,"3",162,87,249,1806,437,468,484,417,2,5,55,2,359,1,13,3,12,71,6,357,0,19,0,7,63,1,394,2,17,0,10,44,4,341,2,16,34,233,13,1451
"080480001487","0804800","1","1","21",80.2,"3",269,135,404,1346,317,321,362,346,1,17,58,5,222,1,13,3,19,53,5,235,2,4,0,35,53,5,254,0,15,0,33,67,7,223,2,14,104,231,22,934
"080480001508","0804800","1","1","21",25.6,"4",61,33,94,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080480001542","0804800","1","1","42",52,"3",82,43,125,825,210,188,216,211,1,2,13,1,193,0,0,2,3,12,0,169,0,2,1,3,12,2,197,0,1,0,3,11,1,189,1,6,11,48,4,748
"080480001543","0804800","1","1","21",93.4,"3",180,88,268,1541,397,390,391,363,4,13,64,3,298,1,14,2,12,71,2,292,0,11,2,9,57,3,314,0,6,2,7,50,9,288,1,6,41,242,17,1192
"080480001606","0804800","2","1","21",16,"4",28,3,31,65,2,7,6,1,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,1,7,0,8
"080480001766","0804800","1","1","21",20.6,"4",2,0,2,374,39,32,28,27,0,0,6,0,31,0,2,0,1,6,0,24,0,1,0,1,4,0,21,0,2,0,1,1,0,23,0,2,3,17,0,99
"080480001797","0804800","1","1","21",84.8,"3",114,57,171,1748,460,455,437,396,2,9,69,4,360,1,15,0,11,47,6,376,0,15,5,10,42,5,364,0,11,0,13,49,3,321,0,10,43,207,18,1421
"080480001907","0804800","4","1","12",24.4,"3",127,26,153,237,0,23,113,101,0,0,0,0,0,0,0,1,0,8,1,13,0,0,0,2,69,5,33,0,4,4,2,54,3,30,1,7,4,131,9,76
"080480001921","0804800","1","1","13",21.53,"4",57,20,77,704,38,26,36,25,1,0,6,0,31,0,0,1,0,5,0,18,0,2,0,0,7,1,27,0,1,0,0,2,0,22,0,1,0,20,1,98
"080480001922","0804800","1","1","13",17.8,"3",37,22,59,397,118,110,92,77,0,8,19,1,84,0,6,0,7,21,3,73,0,6,2,2,9,1,76,0,2,0,4,9,2,59,0,3,21,58,7,292
"080480002014","0804800","1","1","12",10.2,"3",195,16,211,253,10,23,60,160,0,0,9,0,1,0,0,0,1,21,0,1,0,0,1,1,57,1,0,0,0,0,2,152,3,3,0,0,4,239,4,5
"080480006163","0804800","4","1","12",19.2,"3",148,52,200,387,16,34,102,235,0,0,5,0,10,0,1,0,0,12,0,22,0,0,1,0,32,1,63,0,5,3,1,58,1,161,1,10,1,107,2,256
"080480006306","0804800","4","1","21",10,"3",26,2,28,41,17,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7
"080480006307","0804800","2","1","12",16.99,"4",24,3,27,59,7,9,8,7,0,0,3,0,3,0,1,0,0,2,1,6,0,0,0,0,1,0,7,0,0,0,0,1,0,5,0,1,0,7,1,21
"080480006347","0804800","4","1","12",5,"4",8,0,8,28,3,6,9,5,0,0,2,0,1,0,0,0,0,4,0,2,0,0,0,0,4,0,2,0,3,0,0,1,0,4,0,0,0,11,0,9
"080480006438","0804800","3","1","21",3.8,"3",0,0,0,8,NA,0,3,5,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,-4,-4,-4,3
"080480006439","0804800","1","1","21",15.8,"3",42,7,49,319,24,65,85,105,0,0,2,0,20,0,2,1,0,10,2,51,0,1,0,1,14,2,63,0,5,3,0,18,1,80,0,3,1,44,5,214
"080480006466","0804800","1","1","21",23,"4",69,30,99,584,38,47,53,59,0,1,5,0,27,0,5,0,2,1,0,42,0,2,0,2,0,2,49,0,0,0,0,6,0,49,0,4,5,12,2,167
"080480006587","0804800","1","3","12",10,"4",29,19,48,113,26,14,9,8,0,0,4,0,22,0,0,0,0,3,1,10,0,0,0,0,0,0,9,0,0,0,0,2,0,6,0,0,0,9,1,47
"110003000008","1100030","1","1","11",43,"3",435,0,435,438,159,86,108,85,3,0,63,91,2,0,0,0,0,24,62,0,0,0,0,0,23,83,0,1,1,0,1,20,63,1,0,0,1,130,299,3
"110003000016","1100030","1","1","11",6,"3",538,0,538,541,154,144,131,112,0,6,16,116,13,0,3,0,5,17,106,12,0,4,0,2,9,107,12,0,1,0,2,11,82,14,0,3,15,53,411,51
"110003000055","1100030","1","1","11",58.55,"3",759,0,759,762,266,162,171,163,0,0,1,265,0,0,0,0,0,0,162,0,0,0,0,0,0,171,0,0,0,0,0,0,162,1,0,0,0,1,760,1
"110003000079","1100030","1","1","11",41.5,"3",625,0,625,628,206,134,148,140,0,1,5,200,0,0,0,0,0,2,132,0,0,0,0,0,2,146,0,0,0,0,0,5,134,1,0,0,1,14,612,1
"110003000081","1100030","1","1","11",39.5,"3",430,0,430,433,143,106,83,101,0,2,20,120,0,0,1,1,3,14,86,0,0,2,1,3,11,68,0,0,0,1,1,6,93,0,0,0,9,51,367,0
"110003000082","1100030","1","1","11",63.5,"4",678,0,678,681,235,151,93,56,0,0,92,134,8,0,1,0,0,45,103,2,0,1,0,1,24,60,7,1,0,0,0,18,34,2,0,2,1,179,331,19
"110003000084","1100030","1","1","11",64.5,"3",675,0,675,678,268,154,136,120,0,0,3,263,1,0,1,0,0,2,150,2,0,0,0,0,3,132,1,0,0,0,0,1,119,0,0,0,0,9,664,4
"110003000085","1100030","1","1","11",60,"3",748,0,748,751,325,183,127,116,0,0,2,322,0,0,1,0,0,0,183,0,0,0,0,0,0,127,0,0,0,0,0,1,115,0,0,0,0,3,747,0
"110003000089","1100030","2","1","11",14.25,"4",50,0,50,53,9,5,2,7,0,0,1,7,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,3,19,1
"110003000090","1100030","2","1","11",10.75,"4",51,0,51,54,6,1,9,3,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,2,0,0,0,1,1,17,0
"110003000131","1100030","1","1","11",63.5,"3",582,0,582,585,148,163,147,127,0,6,19,56,58,0,9,0,14,16,67,55,0,11,1,4,10,69,52,0,11,0,4,14,57,44,0,8,28,59,249,209
"110003000133","1100030","1","1","11",121.55,"3",1693,0,1693,1696,559,395,394,348,2,38,117,252,126,2,22,1,32,63,172,110,1,16,0,30,64,189,97,1,13,0,28,52,169,86,0,13,128,296,782,419
"110003000153","1100030","1","1","11",26.5,"3",427,0,427,430,142,88,97,103,0,3,19,118,0,0,2,0,0,7,77,0,0,4,0,2,12,81,1,0,1,0,1,6,96,0,0,0,6,44,372,1
"110003000198","1100030","4","1","11",17.5,"3",361,0,361,364,110,76,105,73,0,0,3,107,0,0,0,0,0,2,74,0,0,0,1,0,3,100,0,1,0,0,0,3,69,1,0,0,0,11,350,1
"110003000267","1100030","1","1","11",65,"3",671,0,671,674,207,172,156,139,0,0,9,190,3,0,5,1,1,8,160,0,0,2,0,0,5,145,0,1,5,1,0,12,124,0,0,2,1,34,619,3
"110003000296","1100030","4","1","11",NA,"3",85,0,85,88,61,9,5,1,0,0,1,60,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,75,0
"110003000385","1100030","4","1","11",8,"3",23,0,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-8,-8,-8
"110003000396","1100030","1","1","11",93,"4",1263,0,1263,1266,322,231,198,198,0,4,205,107,3,2,1,0,6,150,74,0,1,0,0,4,119,68,6,0,1,0,3,124,69,1,0,1,17,598,318,10
"110003000397","1100030","4","1","11",18,"3",277,0,277,280,133,68,44,35,0,0,2,128,1,1,1,0,0,1,65,0,1,1,0,0,0,44,0,0,0,0,0,1,34,0,0,0,0,4,271,1
"110003000407","1100030","3","1","11",32,"3",316,0,316,319,146,70,43,60,0,1,2,142,0,0,1,0,0,6,63,0,0,1,0,0,3,40,0,0,0,0,1,2,56,0,0,1,2,13,301,0
"120015000062","1200150","4","1","21",2,"4",16,1,17,29,7,6,2,0,0,0,1,4,2,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,8
"120015000066","1200150","4","1","23",6,"3",7,0,7,20,5,5,4,2,0,0,0,1,4,0,0,0,0,1,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,1,1,1,13
"120015000078","1200150","1","1","13",71,"3",418,46,464,1322,368,345,313,286,0,8,31,62,245,0,22,2,12,35,49,226,0,21,3,8,33,45,206,0,18,1,7,24,41,197,0,16,35,123,197,874
"120015000088","1200150","1","1","13",63,"3",382,48,430,1141,318,286,301,235,1,5,16,50,221,1,24,0,0,21,36,220,0,9,2,2,23,42,212,0,20,0,3,12,27,175,0,18,10,72,155,828
"120015000090","1200150","1","1","21",68,"3",368,51,419,1372,336,410,324,302,0,3,34,91,180,1,27,0,7,49,86,243,0,25,1,5,35,85,174,0,24,2,7,22,61,188,0,22,22,140,323,785
"120015000100","1200150","1","1","21",92,"3",868,60,928,1457,276,250,199,184,0,5,40,67,144,0,20,1,2,38,56,137,0,16,0,2,26,66,90,0,15,0,3,9,58,104,0,10,12,113,247,475
"120015000103","1200150","1","1","13",102,"3",436,64,500,2011,565,555,474,417,1,12,67,42,422,1,20,2,22,72,40,377,1,41,0,20,66,33,331,2,22,1,11,44,34,306,0,21,65,249,149,1436
"120015000104","1200150","1","1","13",83,"3",688,111,799,1554,391,403,402,322,2,3,77,107,170,0,32,1,11,69,102,188,1,31,2,7,65,99,200,0,29,2,8,43,68,168,0,33,29,254,376,726
"120015000109","1200150","1","1","13",88,"3",592,67,659,1682,473,454,379,346,1,7,73,27,335,1,29,0,11,66,31,316,0,30,3,11,48,32,252,0,33,1,7,39,23,248,1,27,36,226,113,1151
"120015000118","1200150","1","1","21",77,"3",326,35,361,1499,362,367,424,328,1,8,42,22,265,0,24,1,9,40,15,278,2,22,1,12,46,19,320,2,24,3,4,30,22,251,1,17,33,158,78,1114
"120015000119","1200150","1","1","21",50,"3",72,18,90,940,158,133,145,134,0,10,24,1,118,0,5,0,9,14,3,96,0,11,0,6,15,5,115,0,4,0,5,8,0,111,0,10,30,61,9,440
"120015000127","1200150","1","1","21",68,"3",229,32,261,1164,226,185,185,183,0,7,26,7,176,1,9,0,8,24,3,141,0,9,0,7,16,6,143,0,13,0,8,15,7,139,0,14,30,81,23,599
"120015000131","1200150","1","1","21",65,"3",195,39,234,1290,345,376,291,263,1,3,32,16,269,0,24,0,5,33,15,300,1,22,0,3,32,2,240,0,14,0,3,25,7,219,0,9,14,122,40,1028
"120015002052","1200150","4","1","21",6,"4",36,1,37,56,11,2,8,3,0,0,1,4,5,0,1,0,0,0,1,1,0,0,0,0,0,1,7,0,0,0,2,0,0,1,0,0,2,1,6,14
"120015002055","1200150","4","1","13",9,"4",34,3,37,60,15,12,7,3,0,0,3,7,3,0,2,0,0,0,3,7,0,2,0,0,1,1,5,0,0,0,0,0,2,1,0,0,0,4,13,16
"120015002977","1200150","1","1","21",79,"3",459,56,515,1498,274,281,226,184,1,0,31,21,200,0,21,0,2,31,18,210,0,20,1,1,18,9,182,0,15,0,2,20,7,142,0,13,5,100,55,734
"120015003023","1200150","4","1","21",NA,"4",NA,NA,NA,5,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1
"120015003024","1200150","2","1","41",18,"4",73,1,74,229,NA,NA,NA,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0,0,0,0,-12,-11,-12,-12
"120015003025","1200150","4","1","41",4,"3",0,0,0,27,11,11,2,1,0,0,0,7,4,0,0,0,0,0,7,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,16,8
"120015003026","1200150","2","1","21",21,"4",2,0,2,43,12,8,4,2,2,0,0,3,7,0,0,0,0,2,5,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,2,10,12
"120015003292","1200150","4","1","41",3,"4",0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"120015003293","1200150","1","1","12",78,"3",611,114,725,1627,447,444,390,346,0,6,73,79,264,1,24,1,3,77,84,249,0,30,1,2,52,95,220,1,19,2,5,51,71,196,0,21,16,253,329,929
"120015003296","1200150","1","1","13",52,"3",81,19,100,961,165,160,146,145,1,7,22,6,122,0,7,0,17,20,6,106,0,11,0,14,12,3,114,0,3,0,8,11,5,113,0,8,46,65,20,455
"120015003678","1200150","2","1","12",17,"4",82,4,86,105,19,11,9,22,0,0,1,4,12,0,2,0,0,1,3,6,0,1,0,0,0,2,7,0,0,0,0,2,6,14,0,0,0,4,15,39
"120015004059","1200150","2","1","13",6,"4",40,4,44,57,6,10,4,5,0,0,0,3,3,0,0,0,0,2,3,5,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,1,0,3,9,12
"120015004060","1200150","2","1","21",14,"4",79,1,80,111,21,15,5,10,0,1,3,1,14,0,2,0,0,0,4,10,0,1,0,0,1,1,3,0,0,0,0,2,2,6,0,0,1,6,8,33
"120015004244","1200150","1","1","21",96,"3",149,34,183,1976,479,459,528,497,0,7,64,24,357,0,27,0,7,55,28,340,0,29,0,7,71,23,394,0,33,0,12,50,30,372,1,32,33,240,105,1463
"120015005441","1200150","1","1","21",13,"4",7,3,10,64,8,9,8,10,0,0,1,0,6,0,1,0,1,0,0,8,0,0,0,0,0,1,7,0,0,0,0,3,0,7,0,0,1,4,1,28
"120015007530","1200150","1","1","41",91,"3",861,164,1025,1795,507,478,429,381,2,10,116,135,216,0,28,0,4,122,101,218,0,33,1,7,102,123,173,0,23,0,10,88,102,155,0,26,31,428,461,762
"120015007957","1200150","2","1","21",3,"3",2,0,2,19,NA,NA,NA,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,0,0,1,7,10,0,1,-10,NA,-3,0
"120015007961","1200150","1","1","21",4,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120018000153","1200180","1","1","21",92,"3",1177,218,1395,2042,526,519,530,467,4,6,187,162,143,2,22,3,13,173,141,168,2,19,4,9,207,148,145,2,15,3,13,170,140,135,1,5,41,737,591,591
"120018000157","1200180","1","1","12",73,"3",1139,147,1286,1575,424,394,400,357,0,10,94,291,24,0,5,1,10,85,257,37,0,4,0,9,91,260,37,0,3,2,11,64,251,28,0,1,40,334,1059,126
"120018000160","1200180","1","1","21",97,"3",1292,276,1568,2210,547,575,624,464,1,25,286,148,73,2,12,3,20,291,144,97,5,15,2,21,306,182,109,1,3,2,27,223,122,82,0,8,93,1106,596,361
"120018000168","1200180","1","1","12",94,"3",1557,134,1691,2049,542,577,495,435,2,3,70,432,32,0,3,2,5,64,478,22,0,6,2,8,49,413,21,0,2,0,8,32,369,24,0,2,24,215,1692,99
"120018000169","1200180","1","1","12",96,"4",1467,122,1589,1858,494,416,392,305,0,3,27,441,18,0,5,0,3,25,374,9,0,5,0,2,16,351,15,1,7,1,0,18,261,20,0,5,8,86,1427,62
"120018000171","1200180","1","1","21",59,"3",950,123,1073,1276,355,347,283,291,0,3,96,226,25,0,5,0,0,83,238,23,0,3,1,2,56,200,23,0,1,1,7,64,193,22,0,4,12,299,857,93
"120018000188","1200180","4","1","12",23,"4",229,12,241,289,7,32,69,108,0,0,3,3,1,0,0,0,0,6,24,1,0,1,0,0,10,55,3,0,1,0,1,15,90,1,0,1,1,34,172,6
"120018000209","1200180","2","1","13",31,"4",81,9,90,143,11,9,6,53,0,0,2,4,5,0,0,0,0,1,2,5,0,1,0,1,1,3,1,0,0,0,0,10,24,19,0,0,1,14,33,30
"120018000217","1200180","1","1","12",91,"3",1181,163,1344,2075,543,604,503,425,2,12,95,290,129,0,15,0,4,95,322,166,0,17,1,12,76,293,112,0,9,1,9,34,258,110,1,12,37,300,1163,517
"120018000219","1200180","2","1","21",17,"4",71,6,77,125,7,5,5,33,0,0,0,5,1,0,1,0,0,2,3,0,0,0,0,0,1,3,1,0,0,0,0,4,22,6,0,1,0,7,33,8
"120018000221","1200180","2","1","21",25,"4",71,9,80,134,14,6,12,53,0,0,6,5,2,0,1,0,0,1,4,1,0,0,0,1,7,3,1,0,0,0,0,17,19,16,0,1,1,31,31,20
"120018000225","1200180","1","1","21",110,"3",1222,248,1470,2532,657,643,679,553,3,28,181,243,172,3,27,6,39,165,252,169,1,11,4,37,168,263,182,2,23,1,28,145,208,154,1,16,132,659,966,677
"120018000231","1200180","1","1","21",88,"3",1187,195,1382,1852,493,487,483,389,0,7,186,185,104,0,11,1,9,144,203,119,1,10,3,10,160,203,94,2,11,3,3,116,165,96,0,6,29,606,756,413
"120018000234","1200180","1","1","21",95,"3",893,274,1167,2148,525,575,539,509,2,28,114,263,99,1,18,1,39,127,262,127,2,17,2,25,111,253,142,0,6,1,24,114,208,142,0,20,116,466,986,510
"120018000241","1200180","1","1","21",98,"3",1229,221,1450,2186,581,609,533,463,2,23,87,365,76,1,27,0,20,93,382,98,0,16,2,17,75,347,79,1,12,2,15,70,292,72,0,12,75,325,1386,325
"120018000247","1200180","1","1","21",97,"3",1223,241,1464,2086,611,609,443,423,8,21,255,153,157,0,17,4,17,251,150,168,1,18,1,14,161,109,147,2,9,1,14,154,100,148,1,5,66,821,512,620
"120018000249","1200180","1","1","21",71,"3",993,102,1095,1384,365,389,322,308,0,12,36,272,35,1,9,0,11,57,276,39,0,6,2,12,52,229,20,0,7,1,9,44,226,24,0,4,44,189,1003,118
"120018000251","1200180","1","1","13",107,"3",1445,162,1607,2375,648,634,604,489,1,13,145,327,132,0,30,2,17,134,302,164,1,14,2,25,160,289,116,0,12,2,21,99,245,108,1,13,76,538,1163,520
"120018000252","1200180","1","1","21",80,"3",1423,109,1532,1813,525,468,423,397,1,3,39,474,3,0,5,1,5,20,424,11,0,7,1,2,18,392,5,0,5,1,10,16,360,8,1,1,20,93,1650,27
"120018000253","1200180","1","1","21",114,"3",1537,226,1763,2606,709,641,605,651,3,35,83,559,14,0,15,1,26,79,512,13,0,10,0,27,83,469,20,2,4,0,48,74,499,19,0,11,136,319,2039,66
"120018000264","1200180","1","1","21",107,"3",1334,209,1543,2491,620,692,603,576,1,13,112,369,105,0,20,5,17,115,413,126,0,16,1,13,104,364,111,0,10,3,25,99,318,118,1,12,68,430,1464,460
"120018000265","1200180","1","1","21",93,"3",410,147,557,2140,514,549,557,520,0,29,152,39,272,0,22,6,30,165,27,301,0,20,3,28,176,38,298,0,14,4,25,163,35,275,0,18,112,656,139,1146
"120018000270","1200180","3","1","21",110,"3",271,80,351,639,160,150,138,191,0,6,38,83,28,0,5,1,11,43,65,29,0,1,0,8,53,41,33,1,2,0,5,60,72,50,1,3,30,194,261,140
"120018000272","1200180","1","1","21",107,"3",1282,242,1524,2383,647,669,559,508,0,23,202,249,160,1,12,3,17,187,272,165,0,25,3,17,167,207,152,1,12,1,13,142,205,140,0,7,70,698,933,617
"120018000908","1200180","4","1","21",23,"4",82,2,84,100,14,23,6,5,0,0,2,12,0,0,0,0,0,0,18,5,0,0,0,0,1,4,1,0,0,0,0,0,4,1,0,0,0,3,38,7
"120018001356","1200180","2","1","12",29,"4",111,12,123,162,23,25,16,32,0,0,4,13,6,0,0,0,1,3,12,8,0,1,0,1,0,6,9,0,0,0,0,3,19,9,0,1,2,10,50,32
"120018002048","1200180","3","1","21",110,"3",17,2,19,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,7,0,1,0,16,25,7
"120018002117","1200180","1","1","21",137,"3",1216,274,1490,3060,807,748,739,766,3,21,249,245,267,0,22,0,36,241,190,265,0,16,1,26,218,196,287,1,10,4,29,224,185,312,1,11,112,932,816,1131
"120018002120","1200180","1","1","21",139,"3",940,235,1175,3080,767,803,812,698,6,31,286,42,385,0,17,4,24,316,42,405,0,12,2,33,283,62,424,0,8,3,35,246,39,364,0,11,123,1131,185,1578
"120018002486","1200180","4","1","21",17,"4",41,3,44,60,7,15,8,7,0,0,1,5,1,0,0,1,0,4,3,7,0,0,0,0,2,5,0,0,1,0,0,0,5,2,0,0,0,7,18,10
"120018002487","1200180","4","1","21",34,"4",421,20,441,619,38,76,95,227,0,1,12,24,1,0,0,1,0,18,50,7,0,0,0,0,26,56,6,0,7,2,3,60,146,14,0,2,4,116,276,28
"120018002488","1200180","3","1","21",85,"3",195,63,258,606,151,147,143,165,0,7,56,43,40,0,5,0,8,69,19,48,0,3,0,13,57,22,46,0,5,0,5,74,43,43,0,0,33,256,127,177
"120018002593","1200180","4","1","12",18,"4",62,5,67,78,5,7,12,5,0,0,2,2,1,0,0,0,0,1,5,1,0,0,0,0,2,5,4,0,1,0,0,3,1,1,0,0,0,8,13,7
"120018002721","1200180","1","1","21",133,"3",533,100,633,3038,789,793,717,739,5,41,147,94,488,0,14,2,53,165,97,451,0,25,2,51,129,73,444,0,18,5,50,152,68,450,0,14,195,593,332,1833
"120018002801","1200180","2","1","21",42,"4",119,11,130,231,22,27,39,39,0,0,5,7,9,0,1,0,0,5,14,8,0,0,0,0,11,10,18,0,0,0,0,13,11,14,0,1,0,34,42,49
