"LEAID","NCESSCH","TYPE99","STATUS99","FTE99","FRELCH99","REDLCH99","TOTFRL99","MIGRNT99","MEMBER99","G0999","G1099","G1199","G1299","ASIAN99","HISP99","BLACK99","WHITE99","TOTETH99","PUPTCH99","LOCALE","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12"
"0100390","010039000073","1","1",0,NA,NA,NA,0,3,0,0,2,1,0,0,2,1,3,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"0100390","010039000109","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039000122","1","1",85,261,44,305,0,1240,379,335,225,301,0,0,1238,2,1240,14.6,"1",0,0,0,379,0,0,0,0,335,0,0,0,0,223,2,0,0,0,301,0
"0100390","010039000138","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039000141","1","1",81,536,84,620,0,1375,531,346,257,241,6,4,1297,68,1375,17,"1",0,0,3,506,22,0,3,0,324,19,0,0,1,244,12,0,3,0,223,15
"0100390","010039000153","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039000154","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039000164","1","1",60,224,30,254,0,830,269,210,185,166,0,0,830,0,830,13.8,"1",0,0,0,269,0,0,0,0,210,0,0,0,0,185,0,0,0,0,166,0
"0100390","010039000165","1","1",66,257,21,278,0,1208,394,326,270,218,0,1,1205,2,1208,18.3,"1",0,0,1,392,1,0,0,0,325,1,0,0,0,270,0,0,0,0,218,0
"0100390","010039000168","1","1",67,857,11,868,0,1082,344,332,261,145,0,0,1080,2,1082,16.1,"1",0,0,0,344,0,0,0,0,332,0,0,0,0,259,2,0,0,0,145,0
"0100390","010039000176","1","1",43,86,33,119,0,648,157,172,145,174,20,11,560,56,648,15.1,"1",0,3,4,140,10,0,4,5,154,9,0,8,1,126,10,1,5,1,140,27
"0100390","010039000192","1","1",56,469,46,515,0,1117,291,300,252,274,0,0,1117,0,1117,19.9,"1",0,0,0,291,0,0,0,0,300,0,0,0,0,252,0,0,0,0,274,0
"0100390","010039000194","1","1",65,366,50,416,0,1089,395,308,232,154,0,0,1088,1,1089,16.8,"1",0,0,0,394,1,0,0,0,308,0,0,0,0,232,0,0,0,0,154,0
"0100390","010039000198","1","1",84,518,32,550,0,1273,442,354,239,238,0,1,1262,10,1273,15.2,"1",0,0,0,438,4,0,0,0,351,3,0,0,1,236,2,0,0,0,237,1
"0100390","010039000235","2","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001281","4","1",0,24,1,25,0,41,21,15,2,3,0,0,39,2,41,0,"1",0,0,0,19,2,0,0,0,15,0,0,0,0,2,0,0,0,0,3,0
"0100390","010039001288","4","1",0,12,0,12,0,46,22,15,5,4,0,0,46,0,46,0,"1",0,0,0,22,0,0,0,0,15,0,0,0,0,5,0,0,0,0,4,0
"0100390","010039001296","2","1",0,NA,NA,NA,0,3,1,1,0,1,0,0,3,0,3,0,"1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"0100390","010039001306","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001312","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001316","3","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001643","1","1",13,16,16,32,0,307,78,80,68,81,21,2,94,190,307,23.6,"1",0,9,0,22,47,0,6,0,25,49,0,1,1,18,48,0,5,1,29,46
"0100390","010039001746","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001761","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0100390","010039001765","2","1",0,NA,NA,NA,0,14,1,2,3,5,0,0,13,1,14,0,"1",0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,5,0
"0102370","010237000898","1","1",48,457,99,556,0,765,275,173,160,157,3,9,575,176,763,15.9,"2",0,2,3,212,58,0,1,1,130,40,0,0,2,121,37,0,0,3,112,41
"0102370","010237000899","1","1",119,320,94,414,0,2132,436,312,331,293,30,19,318,1761,2131,17.9,"4",0,4,1,68,363,0,5,4,61,242,1,3,1,56,269,1,7,2,41,242
"0102370","010237000900","1","1",52,619,56,675,0,775,242,207,178,148,0,0,775,0,775,14.9,"4",0,0,0,242,0,0,0,0,207,0,0,0,0,178,0,0,0,0,148,0
"0102370","010237000906","1","1",49,295,92,387,0,780,263,206,167,144,0,0,203,548,780,15.9,"4",9,0,0,80,174,6,0,0,48,152,6,0,0,33,128,8,0,0,42,94
"0102370","010237000909","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237000912","1","1",75,317,49,366,17,1366,424,323,360,259,80,27,601,658,1366,18.2,"2",0,20,8,228,168,0,23,4,136,160,0,20,10,143,187,0,17,5,94,143
"0102370","010237000929","1","1",54,191,46,237,0,817,236,219,178,184,9,4,605,194,813,15.1,"2",1,2,1,190,39,0,2,2,162,53,0,3,1,122,51,0,2,0,131,51
"0102370","010237000934","1","1",80,199,76,275,0,1488,505,399,310,274,1,4,74,1407,1488,18.6,"4",0,1,2,29,473,1,0,0,21,377,0,0,1,18,291,1,0,1,6,266
"0102370","010237000942","1","1",122,360,43,403,0,2078,698,552,460,368,33,12,1083,949,2078,17,"2",0,7,5,412,274,0,15,1,279,257,1,9,4,238,208,0,2,2,154,210
"0102370","010237000953","1","1",69,125,37,162,0,1209,373,275,295,266,7,3,153,1037,1209,17.5,"4",3,2,0,53,315,3,2,1,32,237,3,1,2,31,258,0,2,0,37,227
"0102370","010237000962","1","1",86,1344,122,1466,0,1598,451,349,396,402,4,2,1569,19,1594,18.6,"2",0,1,0,444,3,0,0,0,349,0,0,2,2,382,10,0,1,0,394,6
"0102370","010237000964","1","1",81,609,70,679,0,1357,407,377,298,275,4,0,1245,104,1356,16.8,"4",2,1,0,365,39,1,1,0,350,24,0,1,0,281,16,0,1,0,249,25
"0102370","010237000969","1","1",56,700,61,761,0,983,325,241,225,192,0,0,982,1,983,17.6,"2",0,0,0,325,0,0,0,0,241,0,0,0,0,224,1,0,0,0,192,0
"0102370","010237000988","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237000989","1","1",78,538,147,685,173,1325,532,304,275,214,135,2,213,974,1325,17,"4",0,48,0,79,405,0,38,0,52,214,1,26,1,44,203,0,23,1,38,152
"0102370","010237000994","4","1",0,7,0,7,0,37,0,0,0,0,0,0,37,0,37,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237000999","4","1",0,15,0,15,0,18,6,3,1,2,0,0,15,3,18,0,"2",0,0,0,5,1,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0
"0102370","010237001000","1","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001038","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001040","4","1",0,NA,NA,NA,0,70,6,5,4,55,5,0,63,2,70,0,"2",0,2,0,4,0,0,0,0,5,0,0,0,0,4,0,0,3,0,50,2
"0102370","010237001061","4","1",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001065","4","1",0,NA,NA,NA,0,25,8,5,1,0,0,0,5,20,25,0,"4",0,0,0,1,7,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0
"0102370","010237001077","4","1",0,NA,NA,NA,0,31,19,9,3,0,0,0,30,1,31,0,"4",0,0,0,19,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0
"0102370","010237001079","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001083","3","1",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001086","3","1",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0102370","010237001618","1","1",39,109,20,129,0,236,19,18,20,100,3,1,137,95,236,6.1,"2",0,1,0,10,8,0,0,0,11,7,0,0,0,8,12,0,2,1,65,32
"0102370","010237001686","1","1",14,71,2,73,0,77,29,15,4,3,0,0,61,16,77,5.5,"2",0,0,0,24,5,0,0,0,12,3,0,0,0,2,2,0,0,0,3,0
"0102370","010237001688","1","1",99,326,97,423,3,1692,535,407,390,360,28,9,225,1413,1685,17.1,"4",1,11,6,74,437,4,6,2,40,355,1,7,1,54,327,4,4,0,57,294
"0102370","010237001689","2","1",22,33,8,41,0,51,3,2,2,2,2,0,34,15,51,2.3,"4",0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0
"0102370","010237001799","1","1",1.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0614550","061455001707","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0614550","061455001711","1","1",107.6,296,86,382,NA,2640,765,697,573,605,210,516,245,1643,2640,24.5,"1",9,52,147,80,477,7,61,156,62,411,4,48,110,48,363,6,49,103,55,392
"0614550","061455001720","4","1",20,241,33,274,NA,344,66,114,117,42,34,180,47,78,344,17.2,"1",0,6,35,10,15,1,10,55,19,29,3,14,62,12,26,1,4,23,6,8
"0614550","061455001723","1","1",93.6,1112,96,1208,NA,2184,800,567,398,419,506,730,564,375,2184,23.3,"1",3,137,330,218,112,2,146,184,151,84,3,101,113,96,85,1,122,103,99,94
"0614550","061455001729","4","1",19,140,16,156,NA,208,71,71,38,21,24,100,35,44,208,10.9,"1",2,4,40,11,14,2,11,30,12,16,0,4,21,4,9,0,5,8,5,3
"0614550","061455001730","1","1",139.2,1623,175,1798,NA,3058,935,1003,696,424,503,1639,290,608,3058,22,"1",8,122,526,94,185,5,151,583,95,169,1,141,350,68,136,4,89,180,33,118
"0614550","061455001737","1","1",106.8,815,147,962,NA,2374,756,672,528,418,463,654,246,976,2374,22.2,"1",14,138,251,72,281,14,128,178,79,273,3,107,127,54,237,4,90,98,41,185
"0614550","061455001754","1","1",122.4,1813,135,1948,NA,2682,854,899,531,398,886,1244,228,302,2682,21.9,"1",9,212,460,82,91,6,281,444,79,89,1,214,201,41,74,6,179,139,26,48
"0614550","061455001762","1","1",136.4,1793,149,1942,NA,3161,1033,799,691,638,623,2061,194,261,3161,23.2,"1",8,135,747,56,87,4,124,556,47,68,8,176,404,42,61,2,188,354,49,45
"0614550","061455001986","4","1",12,214,18,232,NA,256,80,87,74,15,35,157,40,20,256,21.3,"1",1,7,51,15,6,2,19,47,13,6,1,4,52,10,7,0,5,7,2,1
"0614550","061455002989","4","1",5,89,5,94,NA,132,41,52,29,10,8,98,13,10,132,26.4,"1",0,4,29,3,5,2,2,38,6,4,1,2,23,3,0,0,0,8,1,1
"0614550","061455003024","2","1",2,0,0,0,NA,17,0,7,6,2,1,7,4,5,17,8.5,"1",0,0,0,0,0,0,0,4,1,2,0,0,1,2,3,0,1,1,0,0
"0614550","061455004483","4","1",2,27,5,32,NA,38,19,16,3,0,1,22,2,12,38,19,"1",0,1,11,1,6,1,0,11,1,3,0,0,0,0,3,0,0,0,0,0
"0614550","061455005749","4","1",36,818,110,928,NA,1636,431,504,389,238,88,871,135,526,1636,45.4,"1",5,26,246,37,117,5,22,287,38,152,4,23,196,33,133,2,16,108,18,94
"0614550","061455007497","1","1",9,66,8,74,NA,135,41,50,13,27,3,75,36,15,135,15,"1",3,1,27,5,5,2,1,32,10,5,0,1,8,4,0,0,0,7,16,4
"0614550","061455007962","1","3",2.8,13,3,16,NA,66,61,0,0,0,3,36,21,6,66,23.6,"1",0,3,34,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0614550","061455007963","1","3",69,910,113,1023,NA,1502,1054,448,0,0,395,720,209,168,1502,21.8,"1",6,255,526,154,113,4,140,194,55,55,0,0,0,0,0,0,0,0,0,0
"0614550","061455007964","2","3",8,0,0,0,NA,65,19,11,12,5,13,28,5,18,65,8.1,"1",0,4,7,2,6,0,1,5,1,4,0,5,4,0,3,0,0,3,0,2
"0614550","061455007965","1","3",3,39,2,41,NA,53,49,4,0,0,8,27,4,13,53,17.7,"1",1,7,25,4,12,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
"0614550","061455008841","1","1",44.9,787,77,864,NA,999,311,260,219,209,567,305,32,91,999,22.2,"1",3,170,105,8,25,0,143,88,6,23,1,135,53,10,20,0,119,59,8,23
"0614550","061455010210","2","1",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622500","062250002728","1","1",146.2,2388,319,2707,NA,3905,1094,1065,890,856,728,1721,1246,210,3905,26.7,"1",0,182,494,362,56,0,180,469,355,61,0,173,399,272,46,0,193,359,257,47
"0622500","062250002733","1","1",159,1447,202,1649,NA,4160,1183,1122,1031,781,631,1604,553,1355,4160,26.2,"3",8,172,501,166,336,1,178,437,150,356,4,153,404,135,335,4,120,248,88,321
"0622500","062250002745","1","1",162.4,1775,232,2007,NA,4421,1380,1250,949,842,672,1949,524,1250,4421,27.2,"1",9,188,646,194,343,7,182,575,135,351,7,131,411,101,299,3,171,317,94,257
"0622500","062250002751","1","1",163.4,2359,158,2517,NA,4632,1191,1180,1145,1116,2033,666,1291,624,4632,28.3,"1",7,482,195,348,159,3,481,168,371,157,4,535,171,282,153,4,535,132,290,155
"0622500","062250002753","4","1",30,259,12,271,NA,337,33,65,53,95,23,148,135,30,337,11.2,"1",0,2,15,12,4,0,1,33,24,7,0,2,32,16,3,1,11,49,27,7
"0622500","062250002769","1","1",146.2,1593,139,1732,NA,3461,1151,839,647,824,762,1199,610,873,3461,23.7,"1",5,244,417,195,290,9,213,266,143,208,1,135,210,105,196,2,170,306,167,179
"0622500","062250005870","1","1",48.8,976,116,1092,NA,1488,316,377,472,323,260,772,405,47,1488,30.5,"1",1,46,176,87,6,3,69,194,94,17,0,89,241,129,13,0,56,161,95,11
"0622500","062250005879","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622500","062250007299","1","1",40.6,206,79,285,NA,750,65,64,40,49,9,366,4,368,750,18.5,"2",1,0,27,1,36,0,2,32,0,30,0,0,12,1,27,1,1,12,0,35
"0622500","062250009901","1","1",11,146,68,214,NA,577,166,151,134,126,243,151,101,79,577,52.5,"3",0,67,41,29,29,1,67,40,24,19,1,57,37,24,15,1,52,33,24,16
"0622500","062250010239","4","1",18,0,0,0,NA,780,8,104,191,476,112,331,142,189,780,43.3,"1",0,0,4,1,3,1,21,34,15,33,1,32,80,35,43,4,59,213,91,109
"0622710","062271002112","2","1",24,0,0,0,NA,239,0,0,0,0,24,153,49,12,239,10,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002128","4","1",12,190,8,198,NA,283,111,73,49,38,1,131,150,0,283,23.6,"1",1,0,52,58,0,0,0,37,36,0,0,0,23,26,0,0,0,15,23,0
"0622710","062271002801","4","1",3,26,2,28,NA,53,9,12,21,11,3,37,1,9,53,17.7,"1",0,2,6,0,1,0,1,8,1,2,3,0,15,0,3,0,0,8,0,3
"0622710","062271002802","4","1",11,0,0,0,NA,5,3,0,0,0,0,2,2,1,5,0.5,"1",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271002806","4","1",5,0,0,0,NA,78,6,20,16,13,4,36,5,33,78,15.6,"1",0,1,3,0,2,0,1,8,2,9,0,0,8,0,8,0,0,8,1,4
"0622710","062271002815","4","1",3,0,0,0,NA,76,NA,64,11,1,0,50,3,23,76,25.3,"1",0,0,0,0,0,0,0,42,3,19,0,0,7,0,4,0,0,1,0,0
"0622710","062271002822","4","1",21.3,199,19,218,NA,418,38,25,20,15,9,166,182,54,418,19.6,"1",0,1,13,16,8,0,0,11,12,2,1,0,8,10,1,0,0,7,7,1
"0622710","062271002823","1","1",15.3,257,24,281,NA,350,34,22,20,11,8,87,251,1,350,22.9,"1",0,0,7,27,0,0,0,3,19,0,0,0,4,16,0,0,0,1,10,0
"0622710","062271002830","4","1",3,30,7,37,NA,90,29,33,16,12,6,75,6,3,90,30,"1",0,3,22,3,1,0,1,31,0,1,0,2,10,3,1,0,0,12,0,0
"0622710","062271002838","1","1",124.2,2196,135,2331,NA,3121,1116,775,567,571,116,2627,275,90,3121,25.1,"1",6,31,984,64,31,1,33,654,68,19,2,22,475,54,14,3,27,447,74,20
"0622710","062271002844","1","1",163.6,3599,266,3865,NA,4598,1656,1188,910,659,11,4505,13,54,4598,28.1,"3",6,4,1627,3,16,3,3,1166,4,12,3,3,885,4,15,3,1,647,1,7
"0622710","062271002857","1","1",131.7,889,75,964,NA,3126,1032,780,701,511,239,1699,332,843,3126,23.7,"1",3,69,623,109,228,3,58,412,85,222,2,64,382,66,187,5,42,224,56,184
"0622710","062271002890","1","1",84.1,1293,124,1417,NA,1908,735,504,352,228,156,1323,120,303,1908,22.7,"1",3,52,537,46,97,2,35,364,28,75,1,33,237,20,61,0,27,135,17,49
"0622710","062271002899","1","1",120.1,1032,219,1251,NA,3091,989,797,666,538,1009,1289,617,161,3091,25.7,"3",7,291,452,183,56,2,277,330,155,33,4,248,245,130,39,1,184,212,114,27
"0622710","062271002908","4","1",34,101,1,102,NA,685,158,178,154,163,41,536,77,28,685,20.1,"1",0,2,132,17,7,2,4,151,17,4,1,1,127,13,12,0,34,107,18,4
"0622710","062271002916","1","1",126.6,1092,133,1225,NA,3359,1094,884,717,604,563,1381,343,1051,3359,26.5,"1",7,147,532,109,299,3,154,362,97,268,5,142,247,77,246,5,118,215,43,223
"0622710","062271002918","4","1",3,0,0,0,NA,65,12,19,19,15,0,26,31,8,65,21.7,"1",0,0,5,6,1,0,0,6,11,2,0,0,6,10,3,0,0,9,4,2
"0622710","062271002923","1","1",108.4,1814,176,1990,NA,2730,920,701,550,475,413,1340,299,661,2730,25.2,"1",3,111,490,99,217,6,105,349,94,147,4,94,266,47,139,4,101,179,44,147
"0622710","062271002937","4","1",11,0,0,0,NA,100,27,19,8,2,8,48,27,16,100,9.1,"1",0,3,12,4,8,0,1,9,8,1,1,0,2,3,2,0,0,1,0,1
"0622710","062271002941","1","1",121,1471,186,1657,NA,2788,873,699,597,479,29,593,2149,6,2788,23,"1",3,7,225,637,1,5,10,152,532,0,3,7,123,462,2,0,5,78,393,3
"0622710","062271002953","4","1",3,11,0,11,NA,60,19,24,12,5,0,8,47,5,60,20,"1",0,0,2,16,1,0,0,5,16,3,0,0,0,12,0,0,0,1,3,1
"0622710","062271002965","1","1",88.7,1013,73,1086,NA,1887,636,469,341,264,9,631,1236,4,1887,21.3,"1",2,3,275,356,0,0,3,146,320,0,1,2,110,225,3,2,0,57,204,1
"0622710","062271002970","1","1",115.7,1306,176,1482,NA,2762,658,480,464,416,674,1646,68,357,2762,23.9,"1",4,136,442,14,62,2,103,308,11,56,2,131,272,9,50,2,121,220,10,63
"0622710","062271002971","4","1",3,10,3,13,NA,63,14,22,11,16,11,40,11,0,63,21,"3",0,0,11,3,0,0,5,12,5,0,1,4,6,0,0,0,2,11,3,0
"0622710","062271002972","4","1",4,43,3,46,NA,65,17,19,12,9,1,42,14,8,65,16.3,"1",0,1,12,3,1,0,0,12,6,1,0,0,10,1,1,0,0,3,2,4
"0622710","062271002976","4","1",3,0,0,0,NA,64,30,21,11,2,1,53,6,4,64,21.3,"1",0,1,26,1,2,0,0,16,3,2,0,0,9,2,0,0,0,2,0,0
"0622710","062271002977","1","1",134.8,398,40,438,NA,3432,858,909,870,721,512,862,275,1764,3432,25.5,"1",4,99,230,70,455,3,128,219,72,487,5,150,193,63,459,5,133,196,49,338
"0622710","062271002983","1","1",129.3,2654,50,2704,NA,2808,158,151,142,115,14,2723,25,26,2808,21.7,"3",0,1,157,0,0,4,0,145,0,2,1,1,137,1,2,3,2,109,1,0
"0622710","062271002984","4","1",0,66,3,69,NA,87,23,26,11,12,0,17,70,0,87,0,"3",0,0,5,18,0,0,0,5,21,0,0,0,5,6,0,0,0,2,10,0
"0622710","062271002995","4","1",3,37,0,37,NA,54,23,17,9,5,0,49,2,3,54,18,"1",0,0,23,0,0,0,0,13,2,2,0,0,8,0,1,0,0,5,0,0
"0622710","062271002998","1","1",105.3,981,119,1100,NA,2358,722,603,534,373,354,1134,492,374,2358,22.4,"1",1,90,388,150,93,1,82,314,117,89,2,106,231,108,87,0,71,137,78,87
"0622710","062271003017","1","1",140.5,2756,181,2937,NA,3482,192,158,183,129,13,2451,1011,4,3482,24.8,"1",0,2,157,33,0,0,0,116,41,1,0,0,136,47,0,0,1,105,23,0
"0622710","062271003020","1","1",148.1,2707,237,2944,NA,3771,1122,1050,819,588,210,3300,62,186,3771,25.5,"1",3,58,978,25,58,5,48,940,11,46,3,55,717,13,31,1,48,496,8,35
"0622710","062271003021","1","1",148.4,2265,132,2397,NA,3215,1077,809,661,459,292,2770,61,78,3215,21.7,"1",7,60,960,23,27,2,70,703,14,20,2,93,543,8,15,3,57,389,4,6
"0622710","062271003023","1","1",157.9,2358,33,2391,NA,4571,1513,1380,863,597,2,4032,535,0,4571,28.9,"1",2,2,1338,171,0,0,0,1246,134,0,0,0,778,85,0,0,0,545,52,0
"0622710","062271003031","4","1",11.7,0,0,0,NA,127,43,37,15,3,0,84,43,0,127,10.9,"1",0,0,36,7,0,0,0,21,16,0,0,0,12,3,0,0,0,2,1,0
"0622710","062271003034","1","1",127.7,1896,212,2108,NA,3187,1073,814,666,485,237,1456,1385,98,3187,25,"1",3,65,517,461,27,4,66,397,327,20,4,59,304,281,18,0,42,185,236,22
"0622710","062271003037","1","1",193,3315,186,3501,NA,4462,1570,1155,871,645,25,4406,13,14,4462,23.1,"3",2,3,1555,5,5,0,8,1140,5,2,2,8,855,1,5,0,6,636,1,2
"0622710","062271003050","1","1",133.9,456,50,506,NA,3518,1072,884,820,660,905,919,221,1445,3518,26.3,"1",7,235,325,78,427,10,207,221,64,382,4,237,199,43,337,4,217,144,28,267
"0622710","062271003052","1","1",129.6,1283,73,1356,NA,3387,1130,901,690,539,237,1694,203,1250,3387,26.1,"1",1,57,627,71,374,0,67,462,51,321,1,61,304,44,280,0,50,237,16,236
"0622710","062271003055","4","1",3,8,0,8,NA,86,17,24,18,27,1,58,3,24,86,28.7,"1",0,0,11,1,5,0,1,14,2,7,0,0,11,0,7,0,0,22,0,5
"0622710","062271003064","1","1",127,389,38,427,NA,2898,924,726,649,501,168,1000,1139,581,2898,22.8,"1",2,45,358,354,165,2,42,270,287,125,5,42,201,240,161,1,39,135,203,123
"0622710","062271003070","4","1",17,0,0,0,NA,268,65,82,62,39,3,220,36,9,268,15.8,"1",0,0,55,5,5,0,0,67,13,2,0,2,52,7,1,0,0,32,7,0
"0622710","062271003082","4","1",3,34,5,39,NA,68,20,21,19,8,2,63,1,2,68,22.7,"1",0,1,17,0,2,0,0,20,1,0,0,1,18,0,0,0,0,8,0,0
"0622710","062271003088","1","1",129.9,2229,54,2283,NA,2975,1106,795,540,418,132,1875,265,697,2975,22.9,"1",0,56,762,88,200,3,31,492,67,202,2,26,302,56,154,1,19,233,42,123
"0622710","062271003093","4","1",3,31,0,31,NA,59,23,18,13,5,0,47,12,0,59,19.7,"1",0,0,21,2,0,0,0,16,2,0,0,0,7,6,0,0,0,3,2,0
"0622710","062271003098","1","1",171.5,3692,136,3828,NA,4465,1630,1169,838,692,37,4387,27,8,4465,26,"3",3,10,1605,10,2,2,9,1150,7,1,1,9,822,4,2,0,7,681,3,1
"0622710","062271003100","4","1",5,26,4,30,NA,83,13,17,21,18,0,34,4,43,83,16.6,"1",1,0,5,0,7,1,0,10,1,5,0,0,7,1,13,0,0,7,1,10
"0622710","062271003101","4","1",3,0,0,0,NA,44,15,10,11,8,1,17,20,6,44,14.7,"1",0,1,4,7,3,0,0,8,2,0,0,0,4,6,1,0,0,1,5,2
"0622710","062271003106","1","1",146.2,2286,16,2302,NA,3540,1306,943,727,420,19,3271,249,0,3540,24.2,"1",1,6,1214,85,0,0,6,871,66,0,0,4,684,39,0,0,2,398,20,0
"0622710","062271003107","2","1",23,0,0,0,NA,162,0,0,0,0,13,76,13,60,162,7,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271003108","1","1",109.7,1299,137,1436,NA,2683,853,708,556,496,207,1821,214,423,2683,24.5,"1",3,71,581,68,130,5,49,503,55,96,6,45,378,36,91,2,41,317,51,85
"0622710","062271003109","1","1",96.1,1552,36,1588,NA,2244,864,500,458,294,1,1699,542,2,2244,23.4,"1",0,0,638,225,1,0,1,393,106,0,0,0,366,91,1,0,0,239,55,0
"0622710","062271003110","2","1",36.4,0,0,0,NA,264,0,0,0,0,14,171,59,20,264,7.3,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0622710","062271003133","4","1",5,0,0,0,NA,96,19,28,23,21,4,16,6,70,96,19.2,"1",0,3,3,1,12,0,0,9,1,18,0,1,2,1,19,0,0,1,1,19
"0622710","062271003134","4","1",3,7,0,7,NA,66,14,20,19,13,4,48,4,10,66,22,"1",0,0,9,1,4,0,1,16,1,2,0,2,14,1,2,0,1,9,1,2
