"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"010039001288","0100390","4","1","12",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010039001296","0100390","2","1","12",NA,"4",0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"010039001316","0100390","3","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010039001468","0100390","1","1","12",67,"3",676,63,739,1094,351,271,249,223,0,4,8,334,5,0,0,0,2,16,251,2,0,0,0,2,9,238,0,0,0,1,2,4,214,2,0,0,10,37,1037,9
"010039001629","0100390","2","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010039001746","0100390","4","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010039001761","0100390","4","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010039001765","0100390","2","1","12",NA,"3",2,1,3,7,3,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,6,1
"010039001866","0100390","4","1","12",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237000898","0102370","1","1","12",38.5,"3",535,27,562,637,227,165,143,102,0,1,6,211,9,0,0,0,0,3,157,5,0,0,0,2,0,136,5,0,0,1,0,1,98,2,0,0,3,10,602,21
"010237000899","0102370","1","1","21",118,"3",669,101,770,2168,596,569,541,462,2,19,14,182,379,0,0,0,17,19,155,378,0,0,2,14,17,146,362,0,0,0,8,13,119,322,0,0,58,63,602,1441
"010237000900","0102370","1","1","21",80.25,"3",1000,59,1059,1271,422,329,272,248,0,1,0,412,9,0,0,0,0,2,326,1,0,0,0,0,2,266,4,0,0,0,1,0,246,1,0,0,2,4,1250,15
"010237000906","0102370","1","1","42",47.26,"3",490,46,536,802,257,198,172,175,43,0,5,60,149,0,0,44,1,1,39,113,0,0,24,2,1,42,103,0,0,24,0,0,52,99,0,0,3,7,193,464
"010237000912","0102370","1","1","12",97,"3",787,93,880,1580,580,400,307,293,1,30,20,424,105,0,0,1,23,18,256,102,0,0,0,28,12,173,94,0,0,0,19,14,175,85,0,0,100,64,1028,386
"010237000929","0102370","1","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237000934","0102370","1","1","41",109,"3",800,125,925,1849,587,495,408,359,4,3,6,86,488,0,0,2,0,7,75,411,0,0,1,4,8,57,338,0,0,1,1,5,45,307,0,0,8,26,263,1544
"010237000942","0102370","1","1","12",145,"3",1224,104,1328,2354,672,621,537,524,0,12,8,476,176,0,0,0,17,10,402,192,0,0,0,17,8,333,179,0,0,1,18,6,304,195,0,0,64,32,1515,742
"010237000953","0102370","1","1","21",61,"3",314,59,373,869,221,179,174,295,2,0,1,58,160,0,0,1,1,2,37,138,0,0,3,1,1,26,143,0,0,5,2,2,53,233,0,0,4,6,174,674
"010237000962","0102370","1","1","12",55,"3",721,38,759,974,277,239,235,223,0,0,0,277,0,0,0,1,0,0,235,3,0,0,0,0,0,233,2,0,0,0,0,0,223,0,0,0,0,0,968,5
"010237000964","0102370","1","1","21",48.75,"3",692,24,716,845,256,228,212,149,0,0,0,253,3,0,0,0,0,0,226,2,0,0,0,1,0,210,1,0,0,0,0,0,147,2,0,0,1,0,836,8
"010237000969","0102370","1","1","12",66.5,"3",836,21,857,1013,296,267,228,222,0,1,0,293,2,0,0,1,0,0,263,3,0,0,0,0,0,226,2,0,0,0,0,0,222,0,0,0,1,0,1004,7
"010237000989","0102370","1","1","41",97.04,"3",844,99,943,1736,515,495,400,326,2,56,5,52,400,0,0,0,38,14,53,390,0,0,0,32,11,48,309,0,0,2,21,5,38,260,0,0,147,35,191,1359
"010237000999","0102370","4","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001000","0102370","4","1","12",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001038","0102370","4","1","12",1,"4",NA,NA,NA,NA,NA,NA,NA,NA,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-72,-72,-72,-72
"010237001040","0102370","4","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001083","0102370","3","1","21",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001086","0102370","3","1","41",13,"3",NA,NA,NA,NA,NA,0,0,0,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"010237001586","0102370","4","1","41",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001596","0102370","3","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001600","0102370","2","1","21",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001605","0102370","2","1","12",NA,"4",32,0,32,42,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,5
"010237001618","0102370","2","1","12",46,"4",150,16,166,218,13,23,20,69,0,0,0,7,6,0,0,0,0,0,16,7,0,0,0,2,0,13,5,0,0,0,0,0,39,30,0,0,2,0,75,48
"010237001625","0102370","2","1","12",0,"4",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001626","0102370","3","1","12",0,"3",NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"010237001686","0102370","4","1","12",NA,"4",46,3,49,56,20,10,3,7,0,0,0,12,8,0,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,25,15
"010237001688","0102370","1","1","21",96.61,"3",870,109,979,1700,581,430,401,288,4,20,14,123,420,0,0,3,13,8,97,309,0,0,3,13,4,79,302,0,0,1,9,3,71,204,0,0,55,29,370,1235
"010237001689","0102370","2","1","12",NA,"4",36,2,38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010237002161","0102370","4","1","12",NA,"3",286,2,288,556,203,151,123,79,0,2,0,166,35,0,0,0,1,2,118,30,0,0,0,1,0,96,26,0,0,0,5,1,52,21,0,0,9,3,432,112
"061455001711","0614550","1","1","11",NA,"3",806,165,971,2610,677,676,673,584,7,35,246,99,279,5,6,2,37,263,91,276,5,2,2,53,245,74,289,5,5,2,33,191,67,289,1,1,158,945,331,1133
"061455001720","0614550","4","1","11",NA,"3",211,34,245,276,NA,21,90,165,-4,-4,-4,-4,-4,-4,-4,0,1,12,5,3,0,0,1,6,49,23,11,0,0,1,10,97,47,10,0,0,13,154,71,20
"061455001723","0614550","1","1","11",NA,"3",1429,153,1582,2246,613,617,528,488,4,104,311,129,58,5,2,2,93,331,139,50,1,1,4,85,268,129,39,2,1,4,89,245,97,53,0,0,371,1155,494,200
"061455001730","0614550","1","1","11",NA,"3",1796,333,2129,2575,779,652,597,547,9,51,530,86,97,2,4,7,61,437,61,78,6,2,5,46,402,53,87,0,4,5,62,348,62,67,2,1,220,1717,262,329
"061455001737","0614550","1","1","11",NA,"3",1220,192,1412,2006,594,498,476,437,2,73,302,78,134,4,1,5,73,239,76,102,1,2,4,66,222,69,110,5,0,9,61,197,63,104,2,1,273,960,286,450
"061455001754","0614550","1","1","11",NA,"3",1823,228,2051,2400,713,727,541,417,8,143,460,57,40,2,3,2,154,470,63,35,1,2,9,139,302,46,42,0,3,5,135,225,27,23,2,0,571,1457,193,140
"061455001762","0614550","1","1","11",NA,"3",1816,237,2053,2334,634,596,592,512,2,67,505,27,31,1,1,2,64,468,34,27,0,1,2,77,465,20,25,2,1,3,94,377,14,23,0,1,302,1815,95,106
"061455001986","0614550","4","1","11",NA,"3",328,45,373,411,1,19,145,246,0,0,1,0,0,0,0,0,1,17,1,0,0,0,0,13,111,17,4,0,0,0,37,169,35,5,0,0,51,298,53,9
"061455003024","0614550","2","1","11",NA,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"061455005749","0614550","4","1","11",NA,"3",1343,11,1354,1357,327,465,404,132,4,18,217,34,51,1,2,5,29,306,48,73,3,1,5,25,272,37,63,2,0,1,10,86,12,23,0,0,82,881,131,210
"061455007497","0614550","1","1","11",NA,"3",136,14,150,228,18,35,50,125,0,0,12,0,0,0,6,0,0,28,0,0,0,7,0,0,32,0,0,0,18,0,0,69,0,0,0,56,0,141,0,0
"061455007962","0614550","1","1","11",NA,"4",0,0,0,316,32,53,72,138,1,1,26,2,2,0,0,1,1,40,9,2,0,0,0,4,54,10,4,0,0,3,6,104,16,9,0,0,12,224,37,17
"061455007963","0614550","1","1","11",NA,"3",2447,323,2770,3229,919,885,711,713,2,227,559,82,43,2,4,4,240,519,83,35,3,1,1,213,385,74,35,2,1,1,236,378,64,33,0,1,916,1841,303,146
"061455007964","0614550","2","1","11",NA,"3",39,9,48,65,11,18,11,15,0,1,5,3,2,0,0,0,2,9,2,5,0,0,1,2,6,1,1,0,0,0,2,5,3,5,0,0,7,25,9,13
"061455008697","0614550","1","1","11",NA,"3",317,21,338,433,131,153,87,37,4,3,96,16,12,0,0,0,7,111,20,12,0,3,2,4,69,7,5,0,0,2,5,19,5,6,0,0,19,295,48,35
"061455008841","0614550","1","1","11",NA,"3",778,111,889,1005,284,278,238,205,1,108,154,4,17,0,0,0,86,153,12,25,2,0,1,112,103,7,15,0,0,0,93,95,1,15,1,0,399,505,24,72
"061455010775","0614550","1","1","11",NA,"4",165,53,218,284,3,1,3,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1
"061455010779","0614550","4","1","11",NA,"3",172,29,201,243,55,58,52,78,0,9,31,3,11,1,0,0,8,37,4,8,1,0,2,4,24,6,16,0,0,0,16,48,1,13,0,0,37,140,14,48
"061455011846","0614550","1","1","11",NA,"4",0,454,454,715,62,99,143,232,1,1,32,5,23,0,0,5,5,37,3,46,3,0,5,5,65,7,59,1,1,10,14,104,18,86,0,0,25,238,33,214
"061455011911","0614550","1","1","11",NA,"3",15,3,18,479,134,127,119,99,0,26,23,7,76,0,2,3,25,16,9,74,0,0,0,29,13,5,71,0,1,0,20,13,2,57,0,7,100,65,23,278
"061455012434","0614550","4","1","11",NA,"3",45,1,46,49,13,3,7,2,1,0,6,6,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,0,1,0,0,0,2,0,0,0,0,11,12,0
"062250002728","0622500","1","1","11",NA,"4",2816,456,3272,3814,1048,1046,913,805,3,62,662,260,28,32,1,3,63,684,217,38,38,3,0,61,579,207,33,25,8,0,58,514,183,19,31,0,244,2439,867,118
"062250002733","0622500","1","1","21",NA,"3",1643,522,2165,4125,1058,1080,1026,959,3,108,463,198,245,21,20,4,119,476,188,266,17,10,3,114,420,163,292,21,13,6,130,381,171,254,12,5,471,1740,720,1057
"062250002745","0622500","1","1","11",NA,"3",2117,414,2531,4174,1094,1120,1002,955,4,77,623,91,278,6,15,3,65,685,82,274,9,2,2,71,568,110,243,5,3,1,86,539,92,224,8,5,299,2415,375,1019
"062250002751","0622500","1","1","11",NA,"4",2658,437,3095,4835,1205,1245,1213,1171,2,341,400,305,116,27,14,6,352,360,347,147,26,7,3,355,346,314,152,33,10,2,339,338,316,134,30,12,1387,1444,1282,549
"062250002753","0622500","4","1","11",NA,"3",280,14,294,409,NA,NA,117,292,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,87,20,4,5,0,1,18,209,53,6,5,0,11,288,65,2
"062250002769","0622500","1","1","11",NA,"3",2054,357,2411,4305,1190,1034,1088,991,3,131,588,148,294,9,17,2,103,485,126,310,4,4,2,130,492,151,292,6,15,6,126,417,109,325,3,5,490,1982,534,1221
"062250005870","0622500","1","1","11",NA,"4",2608,353,2961,3405,899,967,782,756,2,75,643,132,19,24,4,4,113,637,164,20,25,4,2,84,526,128,14,25,3,0,106,504,110,16,17,3,378,2310,534,69
"062250007299","0622500","1","1","32",NA,"4",315,104,419,600,59,45,52,44,0,1,47,0,11,0,0,0,0,35,0,10,0,0,0,0,31,0,21,0,0,0,1,34,0,9,0,0,2,147,0,51
"062250008720","0622500","4","1","11",NA,"3",269,60,329,501,169,113,115,103,2,5,68,57,31,2,4,0,5,58,26,23,1,0,0,5,42,43,24,0,1,1,2,47,35,16,0,2,17,215,161,94
"062250009901","0622500","1","1","13",NA,"3",239,79,318,644,175,167,155,147,0,56,68,25,22,2,2,0,56,61,26,22,1,1,0,59,50,22,19,2,3,0,50,57,22,16,2,0,221,236,95,79
"062250010239","0622500","4","1","11",NA,"3",515,37,552,821,2,19,165,635,0,0,1,1,0,0,0,0,0,13,3,3,0,0,0,4,108,29,22,1,1,3,44,381,126,63,15,3,48,503,159,88
"062250011291","0622500","4","1","11",NA,"3",0,0,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0
"062250012163","0622500","1","1","11",NA,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062271002112","0622710","2","1","11",NA,"3",137,11,148,229,18,22,19,135,0,1,13,3,0,1,0,0,1,18,3,0,0,0,0,0,17,2,0,0,0,0,5,104,21,3,2,0,7,152,29,3
"062271002128","0622710","4","1","11",NA,"3",201,3,204,333,48,62,88,135,0,0,39,8,0,0,1,0,0,49,12,0,0,1,0,1,76,10,0,0,1,1,0,108,26,0,0,0,1,272,56,0
"062271002801","0622710","4","1","11",NA,"3",87,11,98,165,27,43,53,42,1,0,23,1,1,0,1,0,2,37,0,3,1,0,0,1,45,4,2,0,1,2,0,34,2,4,0,0,3,139,7,10
"062271002802","0622710","4","1","11",NA,"3",40,0,40,59,24,18,6,9,0,0,21,0,2,0,1,0,1,12,0,4,0,1,0,0,4,1,0,0,1,0,0,8,1,0,0,0,1,45,2,6
"062271002806","0622710","4","1","11",NA,"3",65,1,66,102,9,31,34,28,0,1,6,0,1,0,1,0,0,26,0,4,1,0,0,3,24,1,6,0,0,1,1,14,0,12,0,0,5,70,1,23
"062271002815","0622710","4","1","11",NA,"3",41,10,51,69,15,30,19,5,1,1,11,0,1,0,1,2,1,15,2,8,2,0,1,1,16,0,1,0,0,0,0,3,2,0,0,0,3,45,4,10
"062271002830","0622710","4","1","11",NA,"3",71,5,76,100,1,18,35,46,0,0,1,0,0,0,0,0,0,14,2,0,1,1,0,0,34,1,0,0,0,0,0,45,0,1,0,0,0,94,3,1
"062271002838","0622710","1","1","11",NA,"3",2207,184,2391,3393,1281,874,687,551,4,18,1154,51,22,23,9,1,15,778,40,13,23,4,0,9,625,26,13,9,5,2,12,505,22,7,2,1,54,3062,139,55
"062271002844","0622710","1","1","21",NA,"3",1463,63,1526,4286,1468,1125,1072,620,3,6,1428,4,23,0,4,4,2,1096,2,17,0,4,2,5,1048,2,12,0,3,3,6,607,0,4,0,0,19,4179,8,56
"062271002857","0622710","1","1","11",NA,"3",1855,313,2168,2677,950,645,470,612,1,25,767,77,65,11,4,2,27,503,52,55,6,0,0,24,344,48,48,6,0,1,26,439,59,81,6,0,102,2053,236,249
"062271002890","0622710","1","1","11",NA,"3",1191,120,1311,1825,660,487,384,293,1,29,557,30,40,1,2,1,33,378,32,38,3,2,4,22,315,11,30,1,1,5,29,223,16,19,0,1,113,1473,89,127
"062271002899","0622710","1","1","13",NA,"3",1467,234,1701,3281,1106,889,696,587,8,224,598,187,30,50,9,8,206,451,147,27,45,5,8,197,320,124,15,29,3,6,178,238,110,24,30,1,805,1607,568,96
"062271002908","0622710","4","1","11",NA,"3",308,4,312,565,145,145,136,139,6,0,101,30,6,1,1,7,2,111,19,2,1,3,6,1,108,18,3,0,0,2,4,107,22,3,0,1,7,427,89,14
"062271002916","0622710","1","1","11",NA,"3",1362,216,1578,2940,658,724,805,753,5,103,368,50,131,0,1,3,112,408,64,130,0,7,4,156,410,54,168,4,9,7,169,341,71,154,3,8,540,1527,239,583
"062271002918","0622710","4","1","11",NA,"3",24,1,25,63,4,25,23,11,0,0,2,1,1,0,0,1,0,12,11,0,0,1,0,0,14,7,1,0,1,0,0,5,5,1,0,0,0,33,24,3
"062271002923","0622710","1","1","11",NA,"3",2231,347,2578,3869,1320,964,804,780,2,139,912,74,189,0,4,4,156,630,45,122,3,4,6,146,485,36,125,6,0,5,150,471,63,90,0,1,591,2498,218,526
"062271002941","0622710","1","1","11",NA,"3",1552,38,1590,1676,437,414,435,390,2,3,148,278,0,0,6,1,2,124,285,0,0,2,1,3,139,288,1,0,3,1,0,117,269,0,1,2,8,528,1120,1
"062271002965","0622710","1","1","11",NA,"4",1082,63,1145,1569,377,438,412,342,0,1,179,194,0,1,2,0,1,201,232,2,2,0,0,1,181,229,1,0,0,0,0,125,215,1,1,0,3,686,870,4
"062271002970","0622710","1","1","11",NA,"3",1834,270,2104,3058,808,513,520,514,3,151,586,14,52,0,2,2,124,344,8,31,1,3,2,124,342,11,39,1,1,4,125,335,8,39,2,1,524,1607,41,161
"062271002971","0622710","4","1","13",NA,"3",60,3,63,127,35,44,35,13,0,0,23,9,2,0,1,0,0,30,7,2,5,0,1,0,22,7,1,4,0,0,3,8,0,1,0,1,3,83,23,6
"062271002972","0622710","4","1","11",NA,"3",43,0,43,88,1,4,20,63,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,4,0,0,1,0,53,5,4,0,0,0,74,5,8
"062271002976","0622710","4","1","11",NA,"3",60,0,60,121,22,39,28,32,0,0,20,0,1,0,1,0,1,36,1,0,0,1,0,0,25,2,1,0,0,1,2,27,0,2,0,0,3,108,3,4
"062271002977","0622710","1","1","11",NA,"4",732,116,848,3532,973,948,842,769,12,148,283,72,448,6,4,8,147,237,55,497,1,3,6,119,207,63,437,4,6,9,137,188,40,389,2,4,551,915,230,1771
"062271002983","0622710","1","1","21",NA,"4",891,55,946,1779,205,179,186,178,0,0,201,0,4,0,0,0,0,175,2,2,0,0,0,2,180,1,2,0,1,0,1,174,0,3,0,0,3,730,3,11
"062271002984","0622710","4","1","21",NA,"3",70,0,70,104,19,33,27,25,0,0,5,13,0,0,1,0,0,12,21,0,0,0,0,1,7,19,0,0,0,0,0,7,17,0,0,1,1,31,70,0
"062271002995","0622710","4","1","11",NA,"3",48,5,53,89,11,29,27,22,0,0,10,1,0,0,0,0,0,26,1,2,0,0,0,0,25,1,1,0,0,0,0,20,1,1,0,0,0,81,4,4
"062271002998","0622710","1","1","11",NA,"3",1487,204,1691,2461,759,629,502,570,4,131,445,126,52,1,0,3,136,330,116,41,1,2,2,132,239,90,38,0,1,2,134,286,100,45,2,1,533,1300,432,176
"062271003017","0622710","1","1","11",NA,"4",1661,115,1776,2210,187,163,149,140,0,1,166,20,0,0,0,1,2,152,8,0,0,0,0,0,133,16,0,0,0,0,0,129,11,0,0,0,3,580,55,0
"062271003020","0622710","1","1","11",NA,"3",2456,174,2630,3041,840,753,711,736,2,43,767,7,16,3,2,1,38,681,9,15,7,2,2,48,638,3,16,0,4,4,38,660,11,21,2,0,167,2746,30,68
"062271003021","0622710","1","1","11",NA,"3",1467,103,1570,2258,781,620,467,388,6,36,707,12,15,3,2,7,39,557,6,5,0,6,5,26,419,8,4,0,5,1,36,337,6,6,1,1,137,2020,32,30
"062271003023","0622710","1","1","11",NA,"3",3022,71,3093,4337,1787,1075,924,547,4,3,1593,174,1,0,12,6,2,979,85,3,0,0,7,0,837,73,2,0,5,1,2,504,38,1,0,1,7,3913,370,7
"062271003029","0622710","1","1","11",NA,"4",814,27,841,2192,377,244,219,108,1,19,334,8,8,3,4,0,16,214,2,9,1,2,0,16,191,3,8,0,1,0,7,95,3,3,0,0,58,834,16,28
"062271003034","0622710","1","1","13",NA,"3",1435,121,1556,2299,823,585,490,401,1,39,559,208,7,4,5,1,33,394,143,5,5,4,4,30,321,122,9,4,0,3,38,216,137,1,5,1,140,1490,610,22
"062271003037","0622710","1","1","21",NA,"3",2576,45,2621,2912,678,802,655,777,0,2,673,1,1,0,1,0,1,797,1,2,0,1,3,3,646,0,2,1,0,0,2,770,2,3,0,0,8,2886,4,8
"062271003050","0622710","1","1","11",NA,"3",1045,526,1571,4135,1031,1113,1018,973,3,261,393,48,307,0,19,3,289,411,55,349,2,4,4,260,357,49,342,4,2,4,256,336,42,330,3,2,1066,1497,194,1328
"062271003052","0622710","1","1","11",NA,"3",1678,189,1867,2583,855,644,599,485,0,29,573,30,219,3,1,5,20,417,28,168,2,4,3,24,368,23,180,1,0,1,29,267,22,164,2,0,102,1625,103,731
"062271003055","0622710","4","1","11",NA,"3",86,10,96,170,20,53,29,67,0,3,16,0,1,0,0,0,1,46,0,6,0,0,0,0,24,0,5,0,0,0,2,56,2,7,0,0,6,142,2,19
"062271003064","0622710","1","1","11",NA,"3",1178,131,1309,3022,940,779,701,601,3,38,512,237,144,3,3,1,43,373,203,149,2,8,4,36,333,188,135,1,4,8,27,263,182,119,2,0,144,1481,810,547
"062271003070","0622710","4","1","11",NA,"3",117,4,121,163,54,48,42,17,0,0,48,5,1,0,0,0,1,41,3,1,0,2,0,0,40,1,0,0,1,0,0,14,2,1,0,0,1,143,11,3
