"NCESSCH","LEAID","TYPE","STATUS","ULOCAL","FTE","LEVEL","FRELCH","REDLCH","TOTFRL","MEMBER","G09","G10","G11","G12","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"080336000305","0803360","1","1","11",100.01,"3",1627,167,1794,1930,570,482,465,413,2,13,533,6,15,0,1,4,14,440,6,16,1,1,9,14,417,4,19,0,2,3,15,379,3,11,0,2,56,1769,19,61
"080336000322","0803360","3","1","11",29.95,"3",277,58,335,400,109,106,89,96,1,1,95,1,10,0,1,2,4,88,7,5,0,0,0,3,75,2,9,0,0,0,2,80,3,10,0,1,10,338,13,34
"080336000338","0803360","1","1","11",108.84,"3",633,117,750,2199,614,587,502,496,3,14,146,156,251,3,41,4,7,138,157,255,0,26,4,16,96,126,234,1,25,2,10,93,138,230,1,22,47,473,577,970
"080336000345","0803360","4","1","11",13,"3",207,17,224,502,29,63,104,306,2,0,15,6,5,0,1,0,0,41,10,9,2,1,3,1,58,26,10,1,5,8,0,174,80,38,0,6,1,288,122,62
"080336000352","0803360","1","1","11",84.8,"3",758,119,877,1606,641,384,287,294,3,22,199,248,136,3,30,3,15,103,160,85,0,18,1,7,71,104,83,1,20,0,20,59,109,88,0,18,64,432,621,392
"080336000367","0803360","1","1","11",58.63,"3",627,119,746,1125,344,275,266,240,5,25,247,7,54,1,5,1,19,184,3,60,0,8,3,21,171,6,61,1,3,7,20,143,5,56,4,5,85,745,21,231
"080336000380","0803360","4","1","11",28.99,"3",147,14,161,210,29,79,60,42,1,0,11,16,1,0,0,1,1,41,29,3,0,4,0,0,31,22,4,0,3,1,0,27,12,1,1,0,1,110,79,9
"080336000389","0803360","1","1","11",55.82,"3",665,87,752,874,355,237,123,159,7,0,309,15,20,0,4,9,1,202,6,12,0,7,3,3,104,3,9,0,1,0,3,138,4,13,0,1,7,753,28,54
"080336000408","0803360","1","1","11",73.27,"3",882,90,972,1359,397,404,306,252,2,61,151,85,83,0,15,2,76,134,91,90,2,9,2,48,112,63,74,0,7,1,34,77,58,75,0,7,219,474,297,322
"080336000417","0803360","1","1","11",60.53,"3",437,74,511,1070,360,264,216,230,4,6,112,103,116,1,18,3,6,69,62,105,1,18,1,6,61,41,85,2,20,0,8,48,65,97,1,11,26,290,271,403
"080336000423","0803360","1","1","11",48.85,"3",648,44,692,789,246,210,165,168,2,1,204,19,16,0,4,1,0,180,11,13,0,5,4,0,147,4,10,0,0,3,1,145,9,8,0,2,2,676,43,47
"080336001245","0803360","1","1","11",11.74,"4",83,12,95,147,44,33,27,33,1,0,27,7,5,0,4,0,0,15,7,6,0,5,0,0,11,5,9,0,2,2,0,13,6,12,0,0,0,66,25,32
"080336001338","0803360","1","1","11",92.52,"3",1276,127,1403,1618,480,446,351,341,3,12,313,118,14,1,19,1,6,312,109,8,0,10,2,2,246,78,12,2,9,1,3,190,122,12,5,8,23,1061,427,46
"080336001406","0803360","1","1","11",71.97,"4",914,133,1047,1242,146,117,65,109,0,9,103,23,6,0,5,0,6,78,16,7,1,9,0,9,45,10,1,0,0,1,8,68,21,10,0,1,32,294,70,24
"080336001521","0803360","4","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"080336001574","0803360","1","1","11",38.5,"4",100,36,136,1043,174,128,138,115,1,7,34,14,102,0,16,0,10,20,8,81,1,8,0,9,22,10,86,0,11,0,3,24,15,65,0,8,29,100,47,334
"080336001575","0803360","4","1","11",9,"4",147,9,156,179,49,51,53,26,1,0,38,8,1,0,1,1,0,42,5,3,0,0,1,0,45,7,0,0,0,0,2,23,1,0,0,0,2,148,21,4
"080336001724","0803360","4","1","41",28.96,"3",330,0,330,333,103,91,64,75,3,2,47,17,34,0,0,1,0,36,24,30,0,0,1,2,16,26,19,0,0,0,1,18,23,33,0,0,5,117,90,116
"080336001795","0803360","4","1","11",17.68,"4",113,13,126,162,72,19,8,21,0,2,41,24,5,0,0,1,0,6,10,2,0,0,0,0,3,3,2,0,0,0,0,14,7,0,0,0,2,64,44,9
"080336001833","0803360","1","1","41",50.88,"4",289,96,385,874,144,131,100,94,0,6,56,39,34,0,9,0,3,43,37,39,0,9,0,2,38,28,27,0,5,0,1,32,24,34,0,3,12,169,128,134
"080336001834","0803360","1","1","11",7.91,"4",98,18,116,129,10,22,22,6,0,0,10,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,0,60,0,0
"080336001839","0803360","1","1","11",14.02,"3",225,32,257,314,77,73,73,91,2,0,65,2,7,0,1,0,3,60,0,8,0,2,2,1,60,6,4,0,0,0,1,65,4,20,0,1,5,250,12,39
"080336001862","0803360","4","1","11",12.36,"3",128,9,137,194,NA,62,84,48,-4,-4,-4,-4,-4,-4,-4,1,0,44,14,2,0,1,3,1,55,21,3,0,1,0,0,34,7,4,0,3,-3,129,38,5
"080336001863","0803360","1","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"080336001869","0803360","1","1","11",53.75,"4",807,60,867,893,146,112,99,80,1,0,126,15,0,0,4,0,1,104,5,1,0,1,0,0,99,0,0,0,0,0,0,79,0,0,0,1,1,408,20,1
"080336001894","0803360","1","1","11",7.35,"3",95,7,102,116,0,8,63,45,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,1,19,38,3,0,1,2,0,12,27,4,0,0,1,34,70,7
"080336001917","0803360","1","1","11",24.5,"4",224,62,286,643,109,80,45,45,1,8,53,9,35,0,3,1,7,50,5,15,0,2,0,4,22,4,15,0,0,1,3,25,2,12,0,2,22,150,20,77
"080336001954","0803360","4","1","11",13.96,"3",183,11,194,232,45,61,55,71,0,1,26,12,5,0,1,2,0,43,11,5,0,0,1,0,42,9,3,0,0,4,1,33,22,9,0,2,2,144,54,22
"080336001955","0803360","1","1","11",5.75,"3",49,7,56,99,25,34,20,20,0,0,12,5,6,0,2,0,1,15,10,6,0,2,0,0,6,6,7,0,1,0,0,8,5,7,0,0,1,41,26,26
"080336001956","0803360","1","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"080336006328","0803360","1","1","11",25.53,"3",296,16,312,349,107,72,80,90,0,0,72,30,0,0,5,0,0,43,25,1,0,3,0,0,47,26,3,1,3,0,0,40,41,4,0,5,0,202,122,8
"080336006345","0803360","4","1","11",9,"4",18,1,19,22,8,2,4,3,0,0,3,5,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,9,7,0
"080336006443","0803360","1","1","11",4.92,"3",88,4,92,106,50,26,13,17,0,0,46,3,1,0,0,0,0,21,4,1,0,0,0,0,9,3,1,0,0,0,0,12,3,2,0,0,0,88,13,5
"080336006491","0803360","4","3","11",14,"3",84,7,91,131,58,33,22,18,1,0,52,2,3,0,0,0,0,30,0,3,0,0,0,0,18,3,1,0,0,0,0,14,2,2,0,0,0,114,7,9
"080480000691","0804800","1","1","21",51.4,"3",469,71,540,739,211,186,183,159,9,16,137,6,40,1,2,5,10,120,6,42,2,1,2,13,116,6,42,3,1,1,11,106,2,36,2,1,50,479,20,160
"080480000694","0804800","1","1","21",75.4,"3",492,117,609,1039,250,287,277,225,8,10,89,6,135,0,2,2,13,92,6,166,0,8,6,15,99,3,146,1,7,3,14,84,0,122,1,1,52,364,15,569
"080480000695","0804800","1","1","21",84.4,"3",357,108,465,1726,428,429,443,426,3,9,80,2,321,0,13,1,8,75,3,331,0,11,3,13,70,6,343,2,6,1,5,61,5,347,0,7,35,286,16,1342
"080480000697","0804800","1","1","21",94,"3",462,118,580,1893,512,513,474,394,0,30,166,8,291,0,17,11,31,135,3,316,0,17,8,27,166,13,245,1,14,3,16,100,4,263,1,7,104,567,28,1115
"080480000707","0804800","1","1","21",83,"3",240,57,297,1622,385,419,442,376,6,15,77,3,269,0,15,4,15,73,3,317,2,5,4,13,70,7,328,1,19,2,9,65,1,292,1,6,52,285,14,1206
"080480000719","0804800","1","1","31",50.8,"3",79,32,111,971,222,255,280,214,0,3,13,0,202,0,4,1,1,12,2,235,0,4,0,3,13,0,261,0,3,2,2,5,1,199,0,5,9,43,3,897
"080480000733","0804800","1","1","21",60.6,"3",196,56,252,1276,328,297,336,315,0,9,40,4,267,1,7,2,10,32,1,243,2,7,0,8,26,3,291,1,7,4,4,16,3,285,0,3,31,114,11,1086
"080480000736","0804800","1","1","21",66.2,"3",184,47,231,1251,284,301,335,331,4,7,62,3,200,0,8,1,10,42,2,238,0,8,6,11,53,3,252,0,10,1,13,47,3,260,0,7,41,204,11,950
"080480000739","0804800","1","1","21",47.6,"3",472,52,524,598,189,157,158,94,3,1,142,7,29,0,7,2,1,125,7,20,0,2,4,1,132,5,16,0,0,0,1,71,5,16,0,1,4,470,24,81
"080480000747","0804800","1","1","21",107.2,"3",458,102,560,2007,531,545,500,431,5,21,136,11,329,4,25,8,26,148,7,330,5,21,7,19,112,12,332,0,18,7,18,89,9,292,1,15,84,485,39,1283
"080480000756","0804800","2","1","21",26,"4",44,6,50,206,4,9,7,116,0,0,1,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,7,0,0,1,6,20,3,80,0,6,6,22,4,97
"080480000765","0804800","1","1","21",22.4,"3",82,30,112,340,48,53,65,89,1,0,6,0,39,0,2,1,2,11,1,35,0,3,0,1,5,2,53,0,4,2,0,12,1,66,1,7,3,34,4,193
"080480000775","0804800","1","1","21",80.4,"3",310,139,449,1549,403,410,366,370,4,10,92,5,279,2,11,2,9,91,12,279,2,15,5,8,74,3,266,0,10,3,10,69,7,270,1,10,37,326,27,1094
"080480000797","0804800","3","1","21",38.4,"3",0,0,0,34,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,2,0,25,0,0,0,3,0,30
"080480000803","0804800","1","1","21",69.8,"3",416,80,496,1321,376,345,304,296,0,2,108,3,249,0,14,4,5,108,6,214,0,8,2,1,73,3,214,0,11,1,4,79,2,204,2,4,12,368,14,881
"080480000964","0804800","1","1","21",49,"3",32,26,58,1022,171,154,148,158,1,5,15,1,144,0,5,1,11,16,0,124,0,2,0,8,14,0,122,1,3,2,7,22,2,124,0,1,31,67,3,514
"080480000988","0804800","4","1","21",4.8,"3",15,3,18,46,0,5,16,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,14,0,0,0,0,7,0,17,0,1,0,9,0,36
"080480001036","0804800","1","1","41",35.8,"4",46,32,78,499,37,37,43,32,0,1,6,0,29,0,1,0,1,5,0,31,0,0,1,0,4,0,37,0,1,0,0,1,0,31,0,0,2,16,0,128
"080480001349","0804800","4","1","21",21.02,"3",21,5,26,168,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,54,0,100,1,4,4,54,0,100
"080480001383","0804800","1","1","21",101,"3",144,57,201,1924,443,490,483,508,0,7,41,5,375,0,15,2,8,46,3,418,0,13,1,11,40,2,414,2,13,3,11,48,6,431,0,9,37,175,16,1638
"080480001487","0804800","1","1","21",77.6,"3",252,78,330,1479,393,381,354,351,2,29,99,8,236,2,17,5,24,71,5,258,1,17,2,25,68,2,248,0,9,2,27,61,4,243,1,13,105,299,19,985
"080480001508","0804800","1","1","21",29.2,"4",53,23,76,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080480001542","0804800","1","1","42",50.2,"3",77,23,100,914,203,238,215,258,0,2,14,1,181,1,4,2,3,16,1,213,0,3,1,3,12,0,196,0,3,1,2,16,1,234,0,4,10,58,3,824
"080480001543","0804800","1","1","21",78,"3",153,61,214,1504,391,367,397,349,5,8,56,8,302,2,10,0,13,46,4,297,0,7,3,14,56,4,316,0,4,4,4,47,3,286,0,5,39,205,19,1201
"080480001605","0804800","1","1","21",30.8,"4",7,0,7,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080480001606","0804800","2","1","21",10.6,"4",20,6,26,56,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"080480001649","0804800","1","1","21",21.8,"4",0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080480001766","0804800","1","1","21",22.6,"4",0,0,0,367,28,32,22,33,0,0,1,0,25,0,2,0,0,8,0,23,0,1,0,1,5,0,15,0,1,0,0,11,0,22,0,0,1,25,0,85
"080480001797","0804800","1","1","21",90.2,"3",97,35,132,1666,425,428,410,403,0,11,54,1,348,0,11,3,14,42,5,352,0,12,3,7,36,2,349,1,12,1,3,37,3,346,1,12,35,169,11,1395
"080480001907","0804800","4","1","21",24.6,"3",186,23,209,325,0,43,249,33,0,0,0,0,0,0,0,0,0,17,1,24,0,1,11,0,155,1,74,0,8,2,0,14,0,16,0,1,0,186,2,114
"080480001922","0804800","1","1","21",18.6,"3",18,18,36,316,97,80,82,57,0,2,14,3,73,0,5,1,1,16,0,58,1,3,1,1,21,1,57,0,1,0,2,4,1,50,0,0,6,55,5,238
"080480002014","0804800","1","1","21",9,"3",127,8,135,239,15,37,45,142,0,1,12,0,2,0,0,0,3,31,0,2,0,1,0,0,42,2,1,0,0,1,0,133,1,7,0,0,4,218,3,12
"080480006163","0804800","4","1","21",25.71,"3",124,30,154,377,3,35,130,209,0,0,1,1,1,0,0,0,2,6,0,26,0,1,2,1,32,1,91,0,3,2,2,58,4,139,1,3,5,97,6,257
"080480006306","0804800","4","1","21",11.4,"3",35,5,40,56,27,0,0,0,0,0,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16
"080480006307","0804800","2","1","21",14.2,"4",35,4,39,67,11,17,6,2,0,0,4,0,7,0,0,0,0,4,3,10,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,8,4,23
"080480006347","0804800","4","1","21",6,"4",15,3,18,41,11,16,4,4,0,0,6,1,4,0,0,0,0,7,1,7,0,1,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,17,4,13
"080480006438","0804800","3","1","21",9.6,"3",0,0,0,8,NA,0,5,3,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,1,0,0,-4,NA,-4,1
"080480006439","0804800","1","1","21",9.2,"3",13,7,20,156,13,38,51,53,0,0,1,0,12,0,0,0,0,11,0,24,0,3,0,1,13,1,34,0,2,0,2,8,0,41,0,2,3,33,1,111
"080480006466","0804800","1","3","21",21.6,"4",12,4,16,570,51,40,55,66,0,0,9,3,35,0,4,0,2,3,0,33,0,2,0,1,4,1,46,0,3,1,0,4,0,58,0,3,3,20,4,172
"110003000008","1100030","1","1","11",53,"3",403,43,446,622,247,119,149,99,1,2,59,183,1,1,0,0,1,25,93,0,0,0,0,0,30,115,0,2,2,0,0,16,83,0,0,0,3,130,474,1
"110003000016","1100030","1","1","11",13,"3",147,44,191,506,146,151,116,93,0,3,14,114,12,0,3,0,1,14,123,8,0,5,0,2,7,92,13,0,2,0,0,7,75,9,0,2,6,42,404,42
"110003000055","1100030","1","1","11",101,"3",453,32,485,721,284,141,152,138,0,0,1,283,0,0,0,0,0,1,140,0,0,0,0,0,0,152,0,0,0,0,0,0,137,0,0,1,0,2,712,0
"110003000078","1100030","1","1","11",20,"3",144,14,158,161,NA,1,6,146,-4,-4,-4,-4,-4,-4,-4,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,145,0,0,1,-4,-4,148,-4
"110003000079","1100030","1","1","11",51,"3",728,35,763,766,300,171,160,135,0,1,9,290,0,0,0,0,0,4,167,0,0,0,0,1,3,156,0,0,0,0,0,2,132,1,0,0,2,18,745,1
"110003000081","1100030","1","1","11",40,"3",438,60,498,678,171,170,161,163,0,0,23,148,0,0,0,1,0,14,155,0,0,0,0,0,13,147,1,0,0,0,0,17,146,0,0,0,0,67,596,1
"110003000082","1100030","1","1","11",54,"3",430,45,475,607,227,122,150,96,0,2,74,150,0,1,0,0,1,25,96,0,0,0,0,1,33,114,0,0,2,0,3,14,77,0,1,1,7,146,437,0
"110003000084","1100030","1","1","11",84,"3",896,53,949,1064,301,272,261,225,1,0,0,299,1,0,0,0,0,0,272,0,0,0,0,0,0,260,0,1,0,0,0,3,221,1,0,0,0,3,1052,2
"110003000085","1100030","1","1","11",67,"3",694,43,737,858,205,292,168,163,0,0,1,204,0,0,0,0,0,0,292,0,0,0,0,0,2,166,0,0,0,0,0,1,162,0,0,0,0,4,824,0
"110003000130","1100030","1","1","11",39,"3",470,25,495,516,216,95,108,73,0,0,0,216,0,0,0,0,0,0,95,0,0,0,0,0,1,107,0,0,0,0,0,1,72,0,0,0,0,2,490,0
"110003000131","1100030","1","1","11",39.1,"3",77,26,103,456,117,116,114,109,0,7,17,54,36,0,3,2,5,13,53,37,2,4,1,3,11,61,36,0,2,0,2,16,69,19,0,3,17,57,237,128
"110003000133","1100030","1","1","11",102,"3",568,124,692,1518,396,484,307,316,0,30,56,211,86,2,11,4,32,117,232,87,1,11,0,17,46,159,69,0,16,1,21,55,136,94,0,9,100,274,738,336
"110003000153","1100030","1","1","11",30,"3",163,45,208,427,154,89,94,90,0,0,13,140,0,0,1,0,1,12,75,0,0,1,0,5,11,76,0,0,2,0,1,12,77,0,0,0,7,48,368,0
"110003000198","1100030","4","1","11",16,"3",256,18,274,277,50,71,77,79,0,0,3,47,0,0,0,0,0,2,69,0,0,0,0,0,3,74,0,0,0,0,0,7,72,0,0,0,0,15,262,0
"110003000200","1100030","4","1","11",8.3,"3",0,0,0,34,NA,5,4,24,-4,-4,-4,-4,-4,-4,-4,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,-4,-4,29,-4
"110003000207","1100030","4","1","11",20.93,"3",0,0,0,81,54,17,5,5,0,0,0,54,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,81,0
"110003000267","1100030","1","1","11",48,"3",298,71,369,689,169,156,198,166,1,2,7,156,1,0,2,2,0,7,146,0,0,1,0,1,2,194,1,0,0,0,0,5,160,0,0,1,3,21,656,2
"110003000276","1100030","4","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-16,-16,-16,-16
"110003000296","1100030","4","1","11",16,"3",0,0,0,77,61,10,4,1,0,0,3,58,0,0,0,0,0,1,9,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,72,0
"110003000385","1100030","4","1","11",NA,"3",0,0,0,62,9,21,10,3,0,0,1,8,0,0,0,0,0,1,20,0,0,0,0,1,0,9,0,0,0,0,0,0,3,0,0,0,1,2,40,0
"110003000396","1100030","1","1","11",96.1,"4",978,156,1134,1272,301,200,217,218,0,10,213,74,3,0,1,0,5,131,58,4,1,1,0,4,142,64,5,0,2,0,4,148,62,3,0,1,23,634,258,15
"110003000416","1100030","2","1","11",25,"3",66,2,68,144,60,24,18,42,0,0,0,60,0,0,0,0,0,0,24,0,0,0,0,0,0,18,0,0,0,0,0,0,42,0,0,0,0,0,144,0
"110003000418","1100030","4","1","11",18,"3",0,0,0,28,17,4,3,1,0,0,1,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,24,0
"120015000062","1200150","4","1","21",5,"4",13,0,13,24,12,4,2,1,0,0,0,5,7,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,7,9
"120015000066","1200150","4","1","41",4,"3",19,0,19,29,13,6,3,2,0,0,0,3,9,0,1,0,0,0,2,4,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,7,15
"120015000078","1200150","1","1","13",74.8,"3",376,63,439,1391,369,366,329,318,1,7,36,58,245,0,22,1,8,30,52,259,0,16,0,5,26,62,217,1,18,3,4,24,56,217,0,14,24,116,228,938
"120015000088","1200150","1","1","13",61.6,"3",275,56,331,1153,322,293,290,246,1,5,10,49,239,0,18,1,4,11,36,226,1,14,2,3,14,40,216,0,15,0,0,23,31,180,0,12,12,58,156,861
"120015000090","1200150","1","1","21",72.3,"3",247,44,291,1242,348,350,267,277,3,10,25,75,211,0,24,0,9,27,87,209,0,18,0,4,26,45,165,0,27,0,9,27,60,167,0,14,32,105,267,752
"120015000100","1200150","1","1","21",70,"3",458,83,541,969,295,229,194,236,1,2,29,95,153,0,15,1,0,21,76,121,0,10,1,4,23,60,91,0,15,1,0,22,77,124,0,12,6,95,308,489
"120015000103","1200150","1","1","13",111.6,"3",346,56,402,1995,584,497,442,472,1,14,63,51,424,0,31,0,18,59,24,370,0,26,1,10,41,33,327,0,30,0,10,40,43,346,0,33,52,203,151,1467
"120015000104","1200150","1","1","13",115,"3",671,122,793,1893,507,455,389,505,2,9,67,128,258,0,43,1,12,80,105,210,0,47,2,13,69,70,202,0,33,0,8,100,110,236,0,51,42,316,413,906
"120015000109","1200150","1","1","13",95.2,"3",460,87,547,1654,482,419,388,333,2,7,62,30,335,1,45,0,9,58,34,286,1,31,2,6,36,22,297,0,25,0,4,27,22,261,0,19,26,183,108,1179
"120015000118","1200150","1","1","21",87,"3",262,55,317,1483,376,374,355,362,4,4,32,25,296,1,14,1,2,36,16,297,0,22,0,8,39,14,277,0,17,1,10,35,16,280,0,20,24,142,71,1150
"120015000119","1200150","1","1","21",54,"3",61,15,76,944,181,146,142,110,0,8,16,1,142,0,14,0,3,23,3,112,0,5,0,6,14,1,116,0,5,0,2,11,0,92,0,5,19,64,5,462
"120015000127","1200150","1","1","21",83,"3",196,36,232,1383,259,244,236,202,0,9,27,8,190,0,25,0,16,31,7,175,0,15,0,8,19,7,178,0,24,0,2,19,9,162,0,10,35,96,31,705
"120015000131","1200150","1","1","21",68,"3",133,39,172,1165,310,296,263,279,0,2,24,11,261,0,12,1,3,18,4,253,0,17,0,4,19,5,228,0,7,3,4,15,6,239,0,12,13,76,26,981
"120015002042","1200150","4","1","23",5,"4",12,4,16,31,9,3,0,0,0,0,3,3,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2
"120015002052","1200150","4","1","21",6,"4",24,2,26,43,11,6,7,0,0,1,1,4,5,0,0,0,0,0,3,2,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,2,9,11
"120015002055","1200150","4","1","13",9,"4",75,4,79,108,30,26,12,8,0,0,5,11,13,0,1,0,0,4,13,8,0,1,0,1,1,4,5,0,1,0,0,0,3,4,0,1,1,10,31,30
"120015002977","1200150","1","1","21",100,"3",357,93,450,1742,286,297,293,281,0,0,20,14,240,0,12,0,0,25,23,232,0,17,2,2,23,17,230,1,18,0,2,24,14,219,0,22,4,92,68,921
"120015003025","1200150","4","1","41",7,"3",0,0,0,34,17,9,2,1,0,0,1,9,7,0,0,0,0,1,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,15,12
"120015003026","1200150","2","1","21",24,"4",3,0,3,40,9,4,8,2,0,0,1,1,7,0,0,0,0,0,3,1,0,0,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,2,8,13
"120015003149","1200150","4","1","21",2,"3",2,1,3,6,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"120015003292","1200150","4","1","41",3,"4",5,2,7,21,5,6,0,2,0,0,0,0,4,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10
"120015003293","1200150","1","1","12",104,"3",677,144,821,1930,490,448,392,600,3,4,73,114,264,0,32,3,4,66,103,251,0,21,1,2,66,81,218,0,24,1,5,125,135,290,0,44,15,330,433,1023
"120015003296","1200150","1","1","13",58.8,"3",34,21,55,961,167,163,150,143,0,8,18,6,125,0,10,0,14,15,5,122,0,7,0,8,12,2,116,0,12,0,6,25,6,93,0,13,36,70,19,456
"120015003678","1200150","2","1","12",23,"4",84,9,93,120,18,8,9,19,0,0,2,5,11,0,0,0,0,1,2,5,0,0,0,0,0,3,6,0,0,0,1,0,6,12,0,0,1,3,16,34
"120015004059","1200150","2","1","13",17,"4",49,6,55,73,14,4,2,3,0,0,2,5,6,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,9,11
"120015004060","1200150","2","1","21",26,"4",78,12,90,112,22,13,8,8,0,0,2,5,13,0,2,0,0,3,3,7,0,0,0,0,0,2,6,0,0,0,0,0,0,7,0,1,0,5,10,33
"120015004244","1200150","1","1","41",115.8,"3",173,57,230,2117,581,561,517,440,0,11,62,29,447,0,32,1,7,73,31,410,0,39,0,10,77,24,372,0,34,1,12,57,16,326,0,28,40,269,100,1555
"120015007530","1200150","1","1","41",79.8,"3",579,123,702,1327,496,515,316,0,1,9,106,119,229,0,32,1,1,102,151,225,0,35,0,5,62,62,166,0,21,0,0,0,0,0,0,0,15,270,332,620
"120015007609","1200150","1","1","41",NA,"4",25,6,31,100,3,6,3,2,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,13
"120015007664","1200150","1","1","12",NA,"3",19,0,19,43,27,16,0,0,0,0,5,8,13,0,1,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,19
"120018000153","1200180","1","1","21",101.8,"3",1070,204,1274,2079,537,579,469,494,4,19,167,162,173,1,11,2,16,198,140,204,0,19,1,13,155,101,184,0,15,2,15,186,130,147,0,14,63,706,533,708
"120018000157","1200180","1","1","12",95.6,"3",1083,174,1257,1723,440,500,404,379,2,15,91,279,49,0,4,2,16,97,323,49,0,13,1,11,82,275,23,0,12,0,13,58,260,39,0,9,55,328,1137,160
"120018000160","1200180","1","1","21",105,"3",1115,239,1354,2105,456,577,528,544,2,24,229,92,101,0,8,1,26,254,148,133,1,14,0,13,252,134,121,0,8,0,21,262,138,106,3,14,84,997,512,461
"120018000168","1200180","1","1","13",104,"3",1290,153,1443,1927,503,515,484,425,1,10,44,423,19,0,6,1,3,29,455,23,0,4,0,11,30,420,18,0,5,0,4,31,370,15,0,5,28,134,1668,75
"120018000169","1200180","1","1","12",97,"3",1044,154,1198,1495,398,344,336,417,3,0,20,351,18,0,6,0,0,15,317,11,0,1,0,2,17,302,12,0,3,0,0,9,391,14,0,3,2,61,1361,55
"120018000171","1200180","1","1","21",90.53,"3",1037,145,1182,1496,389,405,347,355,1,6,100,244,29,0,9,0,3,99,268,25,0,10,1,4,84,227,29,0,2,0,1,85,242,25,0,2,14,368,981,108
